epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4860245883464813,77.4375,77.4375,1.939453125,1.939453125,2.140625,2.140625,8314,10,7.657952930759664,8.5546875,9.703125,1.0546875,0.11859130859375,,,0.2602296435861387,8.610559252888109,2.275390625,12.609375,0.26416015625,0.132568359375,3.4668719895991216,1.328125,9.359375,0.383056640625,0.11053466796875
2,train,baseline,0.24507199227809906,89.8125,89.8125,2.09375,2.09375,2.3515625,2.3515625,1733,10,6.731243220842418,7.875,10.0546875,1.4677734375,0.2166748046875,,,0.30300638761169957,8.608842791913505,2.701171875,11.078125,0.31396484375,0.1639404296875,3.4776892966216577,1.5556640625,8.2421875,0.447265625,0.1370849609375
3,train,baseline,0.16493189334869385,93.875,93.875,2.203125,2.203125,2.4296875,2.4296875,1348,10,6.55773371532046,8.0078125,10.2265625,1.576171875,0.216796875,,,0.31761667323795795,8.609198503846377,2.962890625,10.6953125,0.34423828125,0.17822265625,3.479801644783798,1.6630859375,8.1640625,0.477783203125,0.1446533203125
4,train,baseline,0.12947164475917816,95.5625,95.5625,2.251953125,2.251953125,2.466796875,2.466796875,1976,10,6.974859551989687,8.2890625,10.3359375,1.5859375,0.1982421875,,,0.33852278653905227,8.609153103899484,3.1953125,10.5078125,0.37109375,0.1890869140625,3.4724199012198507,1.7255859375,8.3125,0.4970703125,0.146728515625
5,train,baseline,0.11226800084114075,96.375,96.375,2.2890625,2.2890625,2.486328125,2.486328125,2869,10,7.503283995704304,8.515625,10.3359375,1.537109375,0.176513671875,,,0.2800402769419812,8.609908835986007,3.3671875,10.390625,0.39111328125,0.1966552734375,3.4719604385093743,1.76171875,8.4609375,0.50732421875,0.14697265625
6,train,baseline,0.10130324214696884,96.875,96.875,2.310546875,2.310546875,2.494140625,2.494140625,3289,10,7.79005388868692,8.5703125,10.375,1.4755859375,0.1739501953125,,,0.2813669250090313,8.609565504271998,3.494140625,10.1953125,0.406005859375,0.203369140625,3.4778127445445923,1.828125,8.390625,0.52587890625,0.1517333984375
7,train,baseline,0.09296517819166183,97.1875,97.1875,2.330078125,2.330078125,2.501953125,2.501953125,3110,10,7.855573596971179,8.625,10.4765625,1.4423828125,0.176513671875,,,0.28694284861645364,8.610995484780561,3.607421875,10.0234375,0.4189453125,0.2093505859375,3.4854285772333604,1.8564453125,8.3984375,0.53271484375,0.1533203125
8,train,baseline,0.08816756308078766,97.5,97.5,2.36328125,2.36328125,2.515625,2.515625,2984,10,7.885103335985838,8.625,10.3984375,1.443359375,0.1710205078125,,,0.2642815956925513,8.610725478654983,3.68359375,9.8671875,0.427734375,0.2137451171875,3.482208389400925,1.875,8.3515625,0.53857421875,0.1549072265625
9,train,baseline,0.08307092636823654,97.75,97.75,2.39453125,2.39453125,2.51953125,2.51953125,2935,10,7.919710639051573,8.671875,10.4921875,1.41796875,0.173095703125,,,0.2821099053303895,8.60962849606032,3.79296875,9.703125,0.4404296875,0.2193603515625,3.4803925436286502,1.91796875,8.3203125,0.55126953125,0.15771484375
10,train,baseline,0.07958155125379562,97.875,97.875,2.41015625,2.41015625,2.5234375,2.5234375,2905,10,7.895773272770678,8.6875,10.5,1.427734375,0.1728515625,,,0.28395907320138203,8.611344801280671,3.876953125,9.546875,0.4501953125,0.22412109375,3.484894157946562,1.953125,8.265625,0.560546875,0.1605224609375
11,train,baseline,0.07711808383464813,98.0,98.0,2.427734375,2.427734375,2.5234375,2.5234375,2789,10,7.869781193060613,8.640625,10.4453125,1.4208984375,0.172607421875,,,0.2575657344671567,8.609589666291075,3.9296875,9.390625,0.45654296875,0.227783203125,3.4876430096407627,1.9677734375,8.1953125,0.56396484375,0.1622314453125
12,train,baseline,0.07356704026460648,98.125,98.125,2.439453125,2.439453125,2.521484375,2.521484375,3096,10,7.939978878423612,8.71875,10.484375,1.4130859375,0.16845703125,,,0.2569162683025557,8.609867304825583,3.994140625,9.34375,0.4638671875,0.23046875,3.4733000249894825,1.9736328125,8.2421875,0.568359375,0.161865234375
13,train,baseline,0.07163743674755096,98.25,98.25,2.451171875,2.451171875,2.525390625,2.525390625,3271,10,8.035782525475481,8.7734375,10.484375,1.3984375,0.1632080078125,,,0.2456402389852086,8.611169559993792,4.0078125,9.3671875,0.465576171875,0.2305908203125,3.472617037940273,1.98828125,8.265625,0.57275390625,0.162353515625
14,train,baseline,0.06995294988155365,98.375,98.375,2.455078125,2.455078125,2.521484375,2.521484375,3250,10,8.047695572614524,8.7109375,10.453125,1.3896484375,0.166259765625,,,0.24885553316736828,8.607235721342924,4.05078125,9.2265625,0.470458984375,0.2337646484375,3.468597581335748,2.009765625,8.1640625,0.57958984375,0.1650390625
15,train,baseline,0.06805378943681717,98.4375,98.4375,2.486328125,2.486328125,2.5234375,2.5234375,3147,10,7.969169766365132,8.75,10.453125,1.400390625,0.1627197265625,,,0.24807108505685074,8.610199452856138,4.10546875,9.15625,0.4765625,0.236328125,3.468212514408706,2.015625,8.1875,0.58154296875,0.1650390625
1,test,,1.2864084243774414,64.375,64.375,2.048828125,2.048828125,2.171875,2.171875,591,10,7.222897282859381,8.25,9.421875,1.0986328125,0.12469482421875,3.21875,3.162109375,0.24365207743592004,6.65821148275179,2.32421875,10.2578125,0.34912109375,0.1558837890625,3.1852953424983985,1.4306640625,8.578125,0.448974609375,0.1251220703125
2,test,,1.2150788307189941,70.0,70.0,2.13671875,2.13671875,2.2109375,2.2109375,427,10,6.938094506121175,7.46484375,9.5390625,1.3115234375,0.2174072265625,3.02734375,2.96875,0.33650360187969636,6.65821148275179,2.67578125,8.765625,0.402099609375,0.1895751953125,3.1852953424983985,1.638671875,7.37109375,0.5146484375,0.1539306640625
3,test,,1.1549638509750366,72.1875,72.1875,2.205078125,2.205078125,2.30078125,2.30078125,416,10,6.998131801696014,7.56640625,9.828125,1.3837890625,0.22998046875,3.02734375,2.958984375,0.3667483314705488,6.65821148275179,2.94921875,8.328125,0.44287109375,0.207275390625,3.1852953424983985,1.8125,7.12890625,0.5693359375,0.1685791015625
4,test,,1.1762793064117432,73.25,73.25,2.259765625,2.259765625,2.31640625,2.31640625,448,10,7.130400923314987,7.76953125,9.859375,1.37109375,0.2120361328125,3.046875,2.93359375,0.3687845845741531,6.65821148275179,3.091796875,8.2421875,0.46435546875,0.21435546875,3.1852953424983985,1.8662109375,7.22265625,0.5859375,0.17041015625
5,test,,1.1288055181503296,75.125,75.125,2.271484375,2.271484375,2.337890625,2.337890625,474,10,7.253371078840496,7.96875,9.96875,1.3310546875,0.2010498046875,3.076171875,2.998046875,0.343068016950188,6.65821148275179,3.248046875,8.125,0.488037109375,0.22216796875,3.1852953424983985,1.94921875,7.25390625,0.61181640625,0.1748046875
6,test,,1.195207118988037,74.25,74.25,2.287109375,2.287109375,2.283203125,2.283203125,481,10,7.290119532875557,8.0234375,9.7890625,1.232421875,0.1805419921875,3.091796875,3.025390625,0.3280183975137405,6.65821148275179,3.279296875,8.125,0.492431640625,0.2232666015625,3.1852953424983985,1.94140625,7.32421875,0.609375,0.1732177734375
7,test,,1.0597951412200928,77.0,77.0,2.298828125,2.298828125,2.3203125,2.3203125,483,10,7.296336420903864,8.0546875,9.8828125,1.25390625,0.1851806640625,3.107421875,3.01171875,0.3267322814330138,6.65821148275179,3.384765625,7.94140625,0.50830078125,0.2301025390625,3.1852953424983985,1.9931640625,7.25390625,0.6259765625,0.1773681640625
8,test,,0.9884480237960815,77.625,77.625,2.349609375,2.349609375,2.359375,2.359375,476,10,7.327745334251602,8.0625,10.0078125,1.2607421875,0.1944580078125,3.126953125,2.974609375,0.33091329692066246,6.65821148275179,3.490234375,7.7421875,0.5244140625,0.237060546875,3.1852953424983985,2.0390625,7.171875,0.64013671875,0.1812744140625
9,test,,1.0641803741455078,77.625,77.625,2.376953125,2.376953125,2.40625,2.40625,503,10,7.467235814656275,8.1328125,10.1328125,1.2724609375,0.1971435546875,3.1484375,2.998046875,0.3327336556427953,6.65821148275179,3.568359375,7.65625,0.5361328125,0.2412109375,3.1852953424983985,2.083984375,7.15625,0.65380859375,0.1839599609375
