epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_whole_msg_nn,entropy_msg_nn,entropy_max_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,variation_of_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,variation_of_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,noise,0.4966154098510742,76.6875,76.75,1.9970703125,1.9970703125,1.869140625,1.869140625,5806,11,7.155970959695416,7.734375,8.734375,0.994140625,0.114501953125,,,0.27130584250435513,8.608861577617079,2.0625,12.21875,0.2396240234375,0.126220703125,3.4783773622776417,1.263671875,8.6875,0.36328125,0.1126708984375,4696,10,1.013671875,6.876939233695858,7.4296875,8.484375,0.12420654296875,,,8.608861577617079,2.076171875,11.890625,0.2410888671875,0.12939453125,3.4783773622776417,1.26953125,8.3671875,0.364990234375,0.11639404296875,0.2821431670424995
2,train,noise,0.26960352063179016,88.125,88.5,2.24609375,2.24609375,2.001953125,2.001953125,1150,11,6.272334715345664,7.43359375,8.921875,1.2705078125,0.1666259765625,,,0.322532544369463,8.612366893114187,2.373046875,11.296875,0.275634765625,0.14794921875,3.4729823983874426,1.447265625,8.015625,0.416748046875,0.1326904296875,760,10,1.3125,5.88374948427366,7.09375,8.6640625,0.18115234375,,,8.612366893114187,2.396484375,10.9140625,0.2783203125,0.152587890625,3.4729823983874426,1.4609375,7.6484375,0.42041015625,0.13818359375,0.3317725363521913
3,train,noise,0.18705765902996063,92.6875,93.1875,2.359375,2.359375,2.04296875,2.04296875,1236,11,6.22385343748355,7.5,9.0078125,1.2578125,0.1673583984375,,,0.31961803814285766,8.611011618672201,2.693359375,10.7265625,0.312744140625,0.1671142578125,3.4817569554940078,1.6123046875,7.75390625,0.463134765625,0.1468505859375,844,10,1.2978515625,5.816617449785821,7.15234375,8.7421875,0.18212890625,,,8.611011618672201,2.73046875,10.3046875,0.31689453125,0.1732177734375,3.4817569554940078,1.6328125,7.3671875,0.468994140625,0.153564453125,0.33317834055316875
4,train,noise,0.14964528381824493,94.375,94.8125,2.390625,2.390625,2.06640625,2.06640625,1470,11,6.417447732971079,7.63671875,9.1015625,1.26171875,0.1611328125,,,0.32756812658943857,8.61073876515284,2.90625,10.4375,0.337646484375,0.178955078125,3.483696486059026,1.7138671875,7.69140625,0.491943359375,0.1541748046875,982,10,1.30078125,6.009449152495329,7.28515625,8.8359375,0.1756591796875,,,8.61073876515284,2.951171875,9.9921875,0.3427734375,0.1856689453125,3.483696486059026,1.7373046875,7.29296875,0.498779296875,0.161376953125,0.34070597598374697
5,train,noise,0.1309604048728943,95.3125,95.75,2.4140625,2.4140625,2.083984375,2.083984375,1727,11,6.665772697546451,7.7421875,9.109375,1.267578125,0.1497802734375,,,0.3349438833520337,8.6091302293876,3.064453125,10.21875,0.35595703125,0.1875,3.4661266378947673,1.787109375,7.6328125,0.515625,0.159423828125,1139,10,1.306640625,6.265642294229609,7.39453125,8.84375,0.1636962890625,,,8.6091302293876,3.115234375,9.7734375,0.36181640625,0.1947021484375,3.4661266378947673,1.8125,7.234375,0.52294921875,0.1668701171875,0.34297428773460414
6,train,noise,0.11894668638706207,95.8125,96.25,2.41796875,2.41796875,2.09765625,2.09765625,1884,11,6.875205999768673,7.8828125,9.203125,1.2626953125,0.1435546875,,,0.304597633417153,8.607381725914362,3.19140625,10.109375,0.370849609375,0.193603515625,3.4886594398189286,1.8271484375,7.71875,0.52392578125,0.16064453125,1238,10,1.298828125,6.477916690102896,7.53125,8.9375,0.156982421875,,,8.607381725914362,3.24609375,9.6484375,0.377197265625,0.201171875,3.4886594398189286,1.8544921875,7.3125,0.53173828125,0.1683349609375,0.3158845694170632
7,train,noise,0.10958774387836456,96.25,96.6875,2.431640625,2.431640625,2.109375,2.109375,1796,11,6.9376274369066255,7.87890625,9.21875,1.2578125,0.145263671875,,,0.3474715675365958,8.61024830794748,3.287109375,9.9140625,0.381591796875,0.1993408203125,3.4761297930356174,1.8720703125,7.61328125,0.53857421875,0.164794921875,1167,10,1.29296875,6.542869540031663,7.52734375,8.9453125,0.1590576171875,,,8.61024830794748,3.34375,9.4453125,0.388427734375,0.207275390625,3.4761297930356174,1.900390625,7.203125,0.546875,0.1727294921875,0.3575985143664149
8,train,noise,0.10432720929384232,96.5625,97.0,2.4453125,2.4453125,2.119140625,2.119140625,1986,11,7.073796969210402,7.94921875,9.3046875,1.2490234375,0.1453857421875,,,0.30446794443458197,8.60961497231266,3.376953125,9.8046875,0.39208984375,0.203857421875,3.481793860937103,1.896484375,7.640625,0.54443359375,0.1658935546875,1285,10,1.283203125,6.678425886211787,7.58984375,9.03125,0.1593017578125,,,8.60961497231266,3.4375,9.328125,0.3994140625,0.212158203125,3.481793860937103,1.9267578125,7.21875,0.55322265625,0.1739501953125,0.31537750671646114
9,train,noise,0.09667272865772247,96.875,97.25,2.451171875,2.451171875,2.125,2.125,1882,11,7.038116042365149,7.9296875,9.234375,1.2607421875,0.1414794921875,,,0.3090145516897839,8.611337762527045,3.431640625,9.6796875,0.3984375,0.2073974609375,3.4780796308426485,1.908203125,7.59375,0.548828125,0.167236328125,1192,10,1.296875,6.6386175106286505,7.578125,8.96875,0.155029296875,,,8.611337762527045,3.49609375,9.1953125,0.406005859375,0.2159423828125,3.4780796308426485,1.939453125,7.17578125,0.5576171875,0.1754150390625,0.31940063385581463
10,train,noise,0.09463108330965042,97.0,97.4375,2.462890625,2.462890625,2.1328125,2.1328125,1991,11,7.140417426566044,7.9375,9.2734375,1.2568359375,0.14404296875,,,0.27630958941902406,8.60741319303053,3.4921875,9.5625,0.40576171875,0.2110595703125,3.4707744945714913,1.9384765625,7.53125,0.55859375,0.169921875,1260,10,1.29296875,6.741874624372332,7.58203125,9.0,0.157958984375,,,8.60741319303053,3.55859375,9.0703125,0.413330078125,0.2197265625,3.4707744945714913,1.9697265625,7.109375,0.56787109375,0.17822265625,0.28369023007817123
