epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_whole_msg_nn,entropy_msg_nn,entropy_max_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,variation_of_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,variation_of_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,noise,0.5373441576957703,74.1875,74.1875,2.267578125,2.267578125,1.3271484375,1.3271484375,817,10,4.798503890598733,6.27734375,6.33984375,0.7001953125,0.00948333740234375,,,0.1818068334766081,8.610419929572966,1.42578125,12.0390625,0.16552734375,0.09576416015625,3.4780854333662012,1.0087890625,7.73828125,0.2900390625,0.10345458984375,819,10,0.70263671875,5.3129679004539625,6.25,6.33984375,0.0140380859375,,,8.610419929572966,1.4287109375,12.0,0.1658935546875,0.09613037109375,3.4780854333662012,1.0107421875,7.70703125,0.29052734375,0.1038818359375,0.14677864471925364
2,train,noise,0.3260771632194519,84.6875,84.625,2.462890625,2.462890625,1.4052734375,1.4052734375,709,10,4.7458889987593285,6.31640625,6.39453125,0.84375,0.01232147216796875,,,0.22485523368215177,8.609164556579112,1.482421875,11.9609375,0.1722412109375,0.099365234375,3.480335431759867,1.037109375,7.72265625,0.2978515625,0.1058349609375,742,10,0.79638671875,5.4162678814870135,6.28125,6.39453125,0.0181884765625,,,8.609164556579112,1.4873046875,11.9140625,0.1727294921875,0.09991455078125,3.480335431759867,1.0390625,7.68359375,0.29833984375,0.10638427734375,0.20342219055032013
3,train,noise,0.28089627623558044,86.8125,86.8125,2.513671875,2.513671875,1.4130859375,1.4130859375,749,10,4.906919680632756,6.3359375,6.40234375,0.845703125,0.01061248779296875,,,0.21064751161877562,8.608233339447802,1.5224609375,11.8984375,0.1768798828125,0.1019287109375,3.4804312417554,1.052734375,7.7109375,0.302490234375,0.10723876953125,769,10,0.80712890625,5.479234125984237,6.30078125,6.40234375,0.015655517578125,,,8.608233339447802,1.529296875,11.8515625,0.1776123046875,0.1025390625,3.4804312417554,1.0546875,7.671875,0.302978515625,0.10784912109375,0.18194234494918562
4,train,noise,0.2577750086784363,87.9375,88.0,2.546875,2.546875,1.419921875,1.419921875,770,10,5.1402752049946185,6.35546875,6.4140625,0.8310546875,0.0092315673828125,,,0.2075280641383231,8.611453871434524,1.5322265625,11.8984375,0.177978515625,0.10235595703125,3.5009747459741773,1.060546875,7.734375,0.302978515625,0.107666015625,783,10,0.80419921875,5.605684340276651,6.328125,6.4140625,0.0135955810546875,,,8.611453871434524,1.5380859375,11.859375,0.1785888671875,0.10296630859375,3.5009747459741773,1.0634765625,7.703125,0.3037109375,0.10821533203125,0.1852003319770031
5,train,noise,0.2415715754032135,88.75,88.75,2.572265625,2.572265625,1.421875,1.421875,797,10,5.190348287519481,6.3984375,6.45703125,0.82666015625,0.00921630859375,,,0.20718948599803982,8.60920322664194,1.537109375,11.9375,0.178466796875,0.1024169921875,3.4768773526515746,1.048828125,7.77734375,0.3017578125,0.10626220703125,787,10,0.80419921875,5.64990417774086,6.37109375,6.45703125,0.01354217529296875,,,8.60920322664194,1.5419921875,11.8984375,0.1790771484375,0.1029052734375,3.4768773526515746,1.05078125,7.74609375,0.30224609375,0.10675048828125,0.18576404296079682
6,train,noise,0.2319023311138153,89.3125,89.3125,2.58984375,2.58984375,1.4296875,1.4296875,790,10,5.250842538253396,6.40234375,6.45703125,0.8251953125,0.00847625732421875,,,0.20806838250168455,8.609749000664612,1.55859375,11.8984375,0.1810302734375,0.10382080078125,3.480118384913488,1.0673828125,7.75,0.306640625,0.10797119140625,784,10,0.8095703125,5.672385659532063,6.37890625,6.45703125,0.01245880126953125,,,8.609749000664612,1.564453125,11.859375,0.181640625,0.1043701171875,3.480118384913488,1.0693359375,7.71875,0.30712890625,0.10845947265625,0.2008203724702307
7,train,noise,0.22296126186847687,89.75,89.8125,2.60546875,2.60546875,1.431640625,1.431640625,800,10,5.3301462098380625,6.41015625,6.4609375,0.8271484375,0.00783538818359375,,,0.21339513698336235,8.610983978418917,1.56640625,11.890625,0.181884765625,0.10430908203125,3.4939692550831736,1.0703125,7.765625,0.30615234375,0.1080322265625,797,10,0.80615234375,5.770021452786684,6.38671875,6.4609375,0.01152801513671875,,,8.610983978418917,1.5732421875,11.8515625,0.1827392578125,0.1048583984375,3.4939692550831736,1.072265625,7.734375,0.306884765625,0.1085205078125,0.20274365830686752
8,train,noise,0.21462507545948029,90.1875,90.25,2.619140625,2.619140625,1.431640625,1.431640625,793,10,5.389150358441904,6.4140625,6.46484375,0.81982421875,0.007610321044921875,,,0.2320559260314441,8.608957590270979,1.57421875,11.875,0.182861328125,0.10479736328125,3.483160079051176,1.0830078125,7.73046875,0.31103515625,0.10943603515625,798,10,0.8046875,5.7675217795316085,6.390625,6.46484375,0.01120758056640625,,,8.608957590270979,1.580078125,11.8359375,0.18359375,0.1053466796875,3.483160079051176,1.0849609375,7.703125,0.3115234375,0.10992431640625,0.2105697793950513
9,train,noise,0.2093132883310318,90.4375,90.5,2.626953125,2.626953125,1.431640625,1.431640625,805,10,5.374568806079752,6.44921875,6.49609375,0.82958984375,0.0071868896484375,,,0.22819796215354546,8.60848457323624,1.583984375,11.890625,0.18408203125,0.105224609375,3.4760785844504536,1.0810546875,7.765625,0.310791015625,0.10888671875,792,10,0.80908203125,5.759211902698359,6.42578125,6.49609375,0.0105743408203125,,,8.60848457323624,1.58984375,11.859375,0.1846923828125,0.105712890625,3.4760785844504536,1.08203125,7.73828125,0.311279296875,0.10931396484375,0.20578829475263208
10,train,noise,0.2037898153066635,90.8125,90.8125,2.63671875,2.63671875,1.4375,1.4375,812,10,5.372867826232825,6.453125,6.4921875,0.83740234375,0.005832672119140625,,,0.2208141305854757,8.608486567622602,1.587890625,11.890625,0.1844482421875,0.10540771484375,3.4931043802020576,1.0849609375,7.77734375,0.310791015625,0.109130859375,801,10,0.80712890625,5.847895660173728,6.4375,6.4921875,0.008636474609375,,,8.608486567622602,1.59375,11.859375,0.18505859375,0.10589599609375,3.4931043802020576,1.0869140625,7.75390625,0.311279296875,0.1094970703125,0.19712821244288478
11,train,noise,0.20105038583278656,91.0,90.9375,2.638671875,2.638671875,1.435546875,1.435546875,813,10,5.408231807379682,6.484375,6.51953125,0.83984375,0.005313873291015625,,,0.22964486557618344,8.610230462774867,1.595703125,11.90625,0.185302734375,0.105712890625,3.470411143222361,1.0791015625,7.796875,0.31103515625,0.1083984375,807,10,0.80419921875,5.913221148988615,6.46875,6.51953125,0.00789642333984375,,,8.610230462774867,1.6025390625,11.875,0.18603515625,0.10626220703125,3.470411143222361,1.0810546875,7.7734375,0.3115234375,0.10882568359375,0.20387484842938244
12,train,noise,0.19930779933929443,90.9375,90.9375,2.640625,2.640625,1.43359375,1.43359375,803,10,5.420320509563154,6.4453125,6.4765625,0.8369140625,0.004726409912109375,,,0.25202800689064886,8.607789556085034,1.59765625,11.859375,0.185546875,0.10614013671875,3.4848768623274378,1.0869140625,7.7578125,0.311767578125,0.109375,804,10,0.802734375,5.949249753330741,6.43359375,6.4765625,0.00701904296875,,,8.607789556085034,1.603515625,11.8359375,0.186279296875,0.10662841796875,3.4848768623274378,1.0888671875,7.73828125,0.3125,0.10980224609375,0.23192911188108412
13,train,noise,0.1944650262594223,91.3125,91.3125,2.6484375,2.6484375,1.43359375,1.43359375,812,10,5.465891797357873,6.46484375,6.48828125,0.82958984375,0.0036411285400390625,,,0.22917797555369415,8.609807154004773,1.5986328125,11.875,0.1856689453125,0.10601806640625,3.469598379226798,1.08203125,7.76953125,0.311767578125,0.10888671875,806,10,0.7998046875,5.96058161749414,6.453125,6.48828125,0.005405426025390625,,,8.609807154004773,1.6025390625,11.859375,0.1861572265625,0.10638427734375,3.469598379226798,1.0830078125,7.7578125,0.312255859375,0.10919189453125,0.20958232993971793
14,train,noise,0.19011078774929047,91.5625,91.5625,2.650390625,2.650390625,1.4375,1.4375,815,10,5.473936148060434,6.4765625,6.50390625,0.83251953125,0.00403594970703125,,,0.19380180655143586,8.609284648476736,1.5947265625,11.8984375,0.1851806640625,0.105712890625,3.478679784191908,1.078125,7.80078125,0.31005859375,0.10833740234375,813,10,0.80224609375,5.983618247811221,6.46484375,6.50390625,0.00598907470703125,,,8.609284648476736,1.5986328125,11.875,0.1856689453125,0.1060791015625,3.478679784191908,1.080078125,7.78515625,0.310302734375,0.10858154296875,0.17024204497071488
15,train,noise,0.18697002530097961,91.75,91.75,2.654296875,2.654296875,1.4365234375,1.4365234375,816,10,5.446818685915653,6.46875,6.49609375,0.8359375,0.004058837890625,,,0.1850757532078346,8.610713680894012,1.6005859375,11.875,0.185791015625,0.10614013671875,3.4848819941476585,1.0771484375,7.796875,0.30908203125,0.1082763671875,808,10,0.8046875,5.968370147145436,6.45703125,6.49609375,0.006011962890625,,,8.610713680894012,1.603515625,11.859375,0.186279296875,0.1064453125,3.4848819941476585,1.0791015625,7.78515625,0.3095703125,0.1085205078125,0.16435408721484207
