epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5057767033576965,76.0625,76.0625,2.0703125,2.0703125,1.7021484375,1.7021484375,817,10,5.945959393597272,6.7578125,7.66796875,1.009765625,0.11859130859375,,,0.28291748808668826,8.610559252888109,1.931640625,11.5078125,0.224365234375,0.125732421875,3.4668719895991216,1.2177734375,7.7890625,0.351318359375,0.119140625
2,train,baseline,0.28431713581085205,87.0625,87.0625,2.275390625,2.275390625,1.8505859375,1.8505859375,534,10,5.82258461956607,6.7265625,7.7890625,1.1484375,0.13623046875,,,0.2523371436549955,8.60906291658912,2.109375,11.1171875,0.2449951171875,0.137451171875,3.4809249088453242,1.3017578125,7.60546875,0.3740234375,0.1275634765625
3,train,baseline,0.23107951879501343,89.875,89.875,2.310546875,2.310546875,1.875,1.875,397,10,5.6122043689151,6.5703125,7.86328125,1.1611328125,0.1641845703125,,,0.2812738754071981,8.608804770388204,2.298828125,10.578125,0.26708984375,0.1514892578125,3.482032685373358,1.375,7.3046875,0.394775390625,0.13671875
4,train,baseline,0.1894626021385193,92.125,92.125,2.341796875,2.341796875,1.8974609375,1.8974609375,379,10,5.460464715419132,6.48046875,7.84765625,1.1982421875,0.1739501953125,,,0.28134505139993904,8.609410759077328,2.458984375,10.171875,0.28564453125,0.162841796875,3.4766162588226086,1.447265625,7.0625,0.416259765625,0.1453857421875
5,train,baseline,0.15735191106796265,93.625,93.625,2.38671875,2.38671875,1.908203125,1.908203125,374,10,5.793363278536016,6.62109375,7.9296875,1.1708984375,0.1650390625,,,0.28176876030116726,8.61005815980759,2.591796875,10.046875,0.301025390625,0.170166015625,3.4711611274072736,1.5126953125,7.06640625,0.435791015625,0.14990234375
6,train,baseline,0.13564325869083405,94.9375,94.9375,2.41796875,2.41796875,1.9296875,1.9296875,386,10,6.049085134890302,6.7421875,8.03125,1.162109375,0.1602783203125,,,0.29679729587034615,8.608042858669545,2.71484375,9.921875,0.3154296875,0.1767578125,3.4914769809478683,1.56640625,7.1015625,0.44873046875,0.153076171875
7,train,baseline,0.11684615910053253,96.0,96.0,2.462890625,2.462890625,1.9462890625,1.9462890625,386,10,6.12765086575617,6.83203125,8.0546875,1.1572265625,0.1514892578125,,,0.3113725231057482,8.610011125486796,2.8359375,9.7734375,0.329345703125,0.18359375,3.4749678215207993,1.59375,7.12109375,0.458740234375,0.1546630859375
8,train,baseline,0.10274172574281693,96.625,96.625,2.494140625,2.494140625,1.9736328125,1.9736328125,404,10,6.249893334157635,6.94921875,8.109375,1.15625,0.1434326171875,,,0.26821993520740367,8.610115962503786,2.939453125,9.6796875,0.34130859375,0.1888427734375,3.4773967667367627,1.6083984375,7.2109375,0.462646484375,0.154296875
9,train,baseline,0.09435049444437027,96.9375,96.9375,2.5078125,2.5078125,1.99609375,1.99609375,414,10,6.372527194224314,7.04296875,8.15625,1.1552734375,0.1365966796875,,,0.27344768404369973,8.60888131860656,3.013671875,9.625,0.35009765625,0.192626953125,3.467280851680493,1.62890625,7.25,0.469970703125,0.155029296875
10,train,baseline,0.08678815513849258,97.3125,97.3125,2.50390625,2.50390625,2.013671875,2.013671875,439,10,6.494908494140701,7.12109375,8.21875,1.1591796875,0.133056640625,,,0.3103678447325752,8.6088402391756,3.107421875,9.515625,0.36083984375,0.197509765625,3.486925870863621,1.634765625,7.33984375,0.468994140625,0.1541748046875
