epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
11,train,baseline,0.08395983278751373,97.5625,97.5625,2.3671875,2.3671875,2.279296875,2.279296875,1708,10,7.384588214489811,8.015625,9.46875,1.255859375,0.1536865234375,,,0.3461550228814571,8.610296171555456,3.677734375,9.2734375,0.427001953125,0.22119140625,3.4843291967621517,1.81640625,7.8671875,0.52099609375,0.157958984375
12,train,baseline,0.07957835495471954,97.8125,97.8125,2.37109375,2.37109375,2.287109375,2.287109375,1626,10,7.366889076732972,7.9921875,9.4296875,1.2705078125,0.1522216796875,,,0.3811010485611007,8.610616955902746,3.732421875,9.140625,0.433349609375,0.2247314453125,3.471862067670312,1.8359375,7.79296875,0.52880859375,0.16015625
13,train,baseline,0.07752279192209244,97.9375,97.9375,2.376953125,2.376953125,2.2890625,2.2890625,1610,10,7.381005179355613,8.0546875,9.515625,1.2626953125,0.1541748046875,,,0.3517875727870951,8.611196542094648,3.80859375,9.046875,0.442138671875,0.228515625,3.462449651924758,1.857421875,7.796875,0.53662109375,0.161376953125
14,train,baseline,0.07442408055067062,98.0625,98.0625,2.376953125,2.376953125,2.2890625,2.2890625,1646,10,7.4177969989794,8.0703125,9.484375,1.2548828125,0.1495361328125,,,0.3657172434506906,8.609825896581738,3.859375,8.9609375,0.4482421875,0.2314453125,3.480362938756877,1.873046875,7.80078125,0.5380859375,0.1622314453125
15,train,baseline,0.07224203646183014,98.1875,98.1875,2.388671875,2.388671875,2.2890625,2.2890625,1710,10,7.49795317288778,8.09375,9.4453125,1.2529296875,0.1434326171875,,,0.3718920002702183,8.605790161129486,3.900390625,8.8984375,0.453369140625,0.233642578125,3.4826982055610687,1.88671875,7.80078125,0.5419921875,0.1630859375
1,test,,1.3731969594955444,65.9375,65.9375,2.158203125,2.158203125,2.15234375,2.15234375,549,10,6.995162411119882,7.83984375,9.09375,1.1357421875,0.1378173828125,3.263671875,3.205078125,0.4259886052681373,6.65821148275179,2.287109375,9.921875,0.343505859375,0.15771484375,3.1852953424983985,1.451171875,8.1171875,0.45556640625,0.1317138671875
2,test,,1.2248386144638062,70.1875,70.1875,2.130859375,2.130859375,2.1328125,2.1328125,481,10,6.823292103596256,7.41015625,9.0390625,1.1787109375,0.18017578125,3.25,3.166015625,0.4307321140289849,6.65821148275179,2.486328125,9.09375,0.37353515625,0.1767578125,3.1852953424983985,1.521484375,7.55078125,0.477783203125,0.1435546875
3,test,,1.2673121690750122,70.0,70.0,2.2109375,2.2109375,2.091796875,2.091796875,432,10,6.6941281199770755,7.22265625,8.953125,1.1826171875,0.19384765625,3.216796875,3.103515625,0.4306066984184549,6.65821148275179,2.615234375,8.6484375,0.392578125,0.1883544921875,3.1852953424983985,1.5712890625,7.26171875,0.493408203125,0.1510009765625
4,test,,1.2474467754364014,69.4375,69.4375,2.283203125,2.283203125,2.1484375,2.1484375,420,10,6.765863462050757,7.30859375,9.109375,1.1728515625,0.197265625,3.181640625,3.009765625,0.44513530258448747,6.65821148275179,2.791015625,8.3828125,0.419189453125,0.1998291015625,3.1852953424983985,1.63671875,7.22265625,0.513671875,0.1558837890625
5,test,,1.1501750946044922,72.6875,72.6875,2.32421875,2.32421875,2.1796875,2.1796875,437,10,6.8274683225690485,7.390625,9.1875,1.1953125,0.1959228515625,3.189453125,3.013671875,0.4573973242255094,6.65821148275179,2.943359375,8.15625,0.442138671875,0.2095947265625,3.1852953424983985,1.7177734375,7.140625,0.5390625,0.1624755859375
6,test,,1.0644052028656006,74.6875,74.6875,2.349609375,2.349609375,2.212890625,2.212890625,452,10,6.978560034192433,7.484375,9.3046875,1.1962890625,0.195556640625,3.203125,2.984375,0.4567282395337992,6.65821148275179,3.060546875,8.0234375,0.459716796875,0.21630859375,3.1852953424983985,1.759765625,7.15234375,0.55224609375,0.1649169921875
7,test,,1.1986056566238403,73.75,73.75,2.373046875,2.373046875,2.19140625,2.19140625,441,10,6.98491924438091,7.47265625,9.25,1.16015625,0.19189453125,3.22265625,2.994140625,0.4537582081602982,6.65821148275179,3.095703125,7.9375,0.465087890625,0.2191162109375,3.1852953424983985,1.7822265625,7.09375,0.5595703125,0.167236328125
8,test,,1.085500955581665,75.8125,75.8125,2.39453125,2.39453125,2.236328125,2.236328125,467,10,7.1178046586172545,7.65234375,9.3828125,1.166015625,0.1845703125,3.212890625,3.013671875,0.45571059033459915,6.65821148275179,3.158203125,7.99609375,0.47412109375,0.220703125,3.1852953424983985,1.7958984375,7.2421875,0.56396484375,0.165771484375
9,test,,1.0961929559707642,75.25,75.25,2.390625,2.390625,2.255859375,2.255859375,473,10,7.1466221667933425,7.6328125,9.4296875,1.19921875,0.1905517578125,3.25390625,3.056640625,0.4574926871648835,6.65821148275179,3.1953125,7.8984375,0.47998046875,0.2236328125,3.1852953424983985,1.8076171875,7.203125,0.5673828125,0.1671142578125
10,test,,1.0276625156402588,76.8125,76.8125,2.3984375,2.3984375,2.23828125,2.23828125,468,10,7.190777838708604,7.70703125,9.3671875,1.154296875,0.177001953125,3.26953125,3.11328125,0.4520455090589518,6.65821148275179,3.25390625,7.859375,0.48876953125,0.2265625,3.1852953424983985,1.791015625,7.3125,0.56201171875,0.1644287109375
11,test,,1.0543413162231445,76.4375,76.4375,2.412109375,2.412109375,2.263671875,2.263671875,487,10,7.257625764860683,7.78125,9.4765625,1.154296875,0.1790771484375,3.326171875,3.126953125,0.4511138729345093,6.65821148275179,3.279296875,7.87890625,0.49267578125,0.2271728515625,3.1852953424983985,1.8369140625,7.29296875,0.57666015625,0.16748046875
12,test,,1.0580229759216309,76.8125,76.8125,2.38671875,2.38671875,2.271484375,2.271484375,477,10,7.256952565465408,7.78125,9.484375,1.1494140625,0.1798095703125,3.310546875,3.1328125,0.45287350841402574,6.65821148275179,3.314453125,7.80859375,0.497802734375,0.2294921875,3.1852953424983985,1.8193359375,7.328125,0.5712890625,0.1658935546875
13,test,,0.9528658390045166,79.625,79.625,2.412109375,2.412109375,2.32421875,2.32421875,470,10,7.276337705380272,7.84375,9.6171875,1.1630859375,0.18408203125,3.35546875,3.17578125,0.4570396142500099,6.65821148275179,3.380859375,7.7421875,0.5078125,0.233154296875,3.1852953424983985,1.880859375,7.26953125,0.5908203125,0.1705322265625
14,test,,1.175214171409607,76.8125,76.8125,2.390625,2.390625,2.279296875,2.279296875,468,10,7.267263335419038,7.85546875,9.5234375,1.142578125,0.1748046875,3.376953125,3.19921875,0.4489385936741217,6.65821148275179,3.41796875,7.67578125,0.513671875,0.235595703125,3.1852953424983985,1.890625,7.26171875,0.59326171875,0.1712646484375
15,test,,1.0940288305282593,77.875,77.875,2.392578125,2.392578125,2.310546875,2.310546875,506,10,7.385897593153023,7.96875,9.5859375,1.15625,0.1690673828125,3.369140625,3.1953125,0.45211967829435856,6.65821148275179,3.455078125,7.71484375,0.51904296875,0.2362060546875,3.1852953424983985,1.90234375,7.34765625,0.59716796875,0.1705322265625
