epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4924144446849823,76.8125,76.8125,1.8759765625,1.8759765625,1.9072265625,1.9072265625,4415,10,6.827626142941805,7.57421875,8.6171875,1.0390625,0.1212158203125,,,0.29698425209553514,8.60942438986453,2.158203125,11.8671875,0.250732421875,0.1334228515625,3.4685229195697684,1.2822265625,8.4765625,0.36962890625,0.1160888671875
2,train,baseline,0.25450050830841064,89.0625,89.0625,2.0625,2.0625,2.07421875,2.07421875,1177,10,6.278776420031844,7.4765625,8.96875,1.27734375,0.1663818359375,,,0.36254274782366147,8.612714390852771,2.53515625,11.0234375,0.294189453125,0.157470703125,3.470538068491579,1.4609375,8.0234375,0.4208984375,0.1334228515625
3,train,baseline,0.16557660698890686,93.6875,93.6875,2.20703125,2.20703125,2.20703125,2.20703125,1472,10,6.62450285046242,8.0,9.4140625,1.3115234375,0.14990234375,,,0.3527567635807723,8.608966222530182,2.802734375,11.0078125,0.32568359375,0.1688232421875,3.4890036752768245,1.546875,8.3984375,0.443359375,0.1346435546875
4,train,baseline,0.12903764843940735,95.5625,95.5625,2.26953125,2.26953125,2.271484375,2.271484375,1767,10,7.072538003809509,8.1640625,9.4921875,1.3193359375,0.1400146484375,,,0.3547336306676355,8.606443313254447,2.998046875,10.7734375,0.348388671875,0.1788330078125,3.4825378292707865,1.6083984375,8.4296875,0.4619140625,0.1380615234375
5,train,baseline,0.10904994606971741,96.5,96.5,2.32421875,2.32421875,2.310546875,2.310546875,1817,10,7.356761401959895,8.2265625,9.578125,1.3251953125,0.140869140625,,,0.3358925750974033,8.609636018111008,3.173828125,10.4921875,0.36865234375,0.1884765625,3.484218506811786,1.6669921875,8.375,0.478515625,0.142333984375
6,train,baseline,0.09790753573179245,97.0625,97.0625,2.361328125,2.361328125,2.328125,2.328125,1820,10,7.49846127840001,8.3203125,9.609375,1.322265625,0.1339111328125,,,0.3590826530616466,8.6101542832179,3.26171875,10.40625,0.37890625,0.192626953125,3.4694839847398735,1.7060546875,8.375,0.49169921875,0.1446533203125
7,train,baseline,0.09000849723815918,97.375,97.375,2.390625,2.390625,2.3359375,2.3359375,1697,10,7.490213649953926,8.28125,9.6015625,1.3408203125,0.13818359375,,,0.33534460915389436,8.61176626112107,3.380859375,10.125,0.392578125,0.2001953125,3.4833299507450604,1.7333984375,8.296875,0.497802734375,0.1474609375
8,train,baseline,0.08382898569107056,97.6875,97.6875,2.41796875,2.41796875,2.34765625,2.34765625,1615,10,7.57036565083863,8.296875,9.65625,1.3408203125,0.1407470703125,,,0.3500107648477393,8.60985290285015,3.4765625,9.9609375,0.40380859375,0.20556640625,3.480664587576365,1.775390625,8.234375,0.509765625,0.150634765625
9,train,baseline,0.0788545310497284,98.0,98.0,2.439453125,2.439453125,2.353515625,2.353515625,1638,10,7.644279522130468,8.3828125,9.703125,1.3427734375,0.1365966796875,,,0.3428886414129332,8.608638989019417,3.556640625,9.875,0.413330078125,0.2093505859375,3.494805736320113,1.8056640625,8.265625,0.5166015625,0.152099609375
10,train,baseline,0.07452259212732315,98.25,98.25,2.47265625,2.47265625,2.357421875,2.357421875,1608,10,7.717180731727396,8.4453125,9.71875,1.3251953125,0.1312255859375,,,0.35146007271644486,8.609593252535888,3.6171875,9.8203125,0.420166015625,0.212158203125,3.46857725662069,1.8203125,8.2734375,0.52490234375,0.15283203125
11,train,baseline,0.07148931175470352,98.375,98.375,2.478515625,2.478515625,2.365234375,2.365234375,1554,10,7.752855072296158,8.4453125,9.71875,1.3193359375,0.131103515625,,,0.3289376073749818,8.610745418187257,3.6875,9.6796875,0.42822265625,0.2161865234375,3.481076498023049,1.8291015625,8.265625,0.525390625,0.1534423828125
