epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,3.75529146194458,32.71875,32.71875,1.5,3.666015625,3.666015625,1994,10,7.18359375,9.7734375,7.0374125107441134,7.037459944839682,7.03760014994686,7.060509239278534,6.102170785144645,6.104765985622149,6.111974086606758,6.283297357347801,0.26513671875,0.546875,,,7.3359375,0.5465034156029476,0.546725160193634,7.162105003080282,2.0706215911977086,0.28910796341399275,0.526050672371845,0.07366119603273641,0.612283674281267,0.0811222035746468,0.9213333191466617,0.15450661459701343,0.25271391178539293,0.04237629333161747,6.925529475742684,1.7208529702616344,0.24847962546244054,0.5243645459175958,0.07036835800785134,0.5869212878408963,0.07575112546670765,0.5702960597590279,0.09191261799666323,0.25025903321695253,0.03994621868839625
2,train,baseline,2.9516618251800537,39.59375,39.59375,1.4892578125,3.529296875,3.529296875,36,9,2.662109375,9.0234375,2.6608964546129092,2.6609862660758896,2.6610907265475565,2.7002772363385557,2.665258400652608,2.6682882048771694,2.6718197907022727,2.885489592907494,0.705078125,0.83203125,,,2.6640625,0.5659233149974615,0.5659233149974615,7.162105003080282,1.016596733659875,0.14194105409270827,0.027101188888888572,0.007112436915341867,0.030622621987491883,0.007262439395301803,0.9743634877399625,0.3702028472456188,0.015541004470871478,0.005903576357064604,6.931715345214881,1.0344497281315315,0.14923430588442085,0.0230372927093061,0.006184494763536831,0.026129901447423443,0.006447108098243275,0.9037683576452213,0.35708885231082393,0.012779445645405119,0.005044914032284656
3,train,baseline,2.8547468185424805,40.625,40.625,1.4794921875,3.53515625,3.53515625,19,8,2.005859375,9.0390625,2.000555120805271,2.0006469158275424,2.0007058728002725,2.0410844911322577,1.9900523125175527,1.9931572718291757,1.995161870380371,2.2173614353706323,0.7783203125,0.87353515625,,,2.0,0.5740058392672444,0.5740058392672444,7.162105003080282,1.021855258666935,0.14267526910418862,0.013837181047707148,0.004382740911671996,0.015708602951360007,0.0044083447140490775,0.9942134140334016,0.5024386690921387,0.007754350863057091,0.003917770135037197,6.9248031297548955,1.019885607336081,0.14728008698958925,0.013170952723485563,0.0042420401251847305,0.014725253153509144,0.004360163222314337,0.8899632945250291,0.474689769616013,0.007307496896985732,0.0038452414276340914
4,train,baseline,2.840250253677368,41.375,41.375,1.4697265625,3.53515625,3.53515625,18,8,1.828125,9.0390625,1.8269420488098205,1.8270343719350441,1.827080794318522,1.8677748352168804,1.827867130169305,1.8309899116973305,1.8325728229515836,2.0568625780254863,0.7978515625,0.884765625,,,1.8291015625,0.574193898336423,0.574193898336423,7.162105003080282,1.0174649706843015,0.1420622806069877,0.011201858746340498,0.0037551839581810866,0.012577990142129458,0.0037111759568435013,0.9943737408656013,0.5510167317094491,0.006428212490229512,0.0035611053438590057,6.955346759386199,1.0169110234717582,0.14620565424713625,0.010791804807636751,0.0037178542116963705,0.011796000101499615,0.0036450722872285158,0.8907004079483682,0.5256510916812707,0.005990725895790305,0.0035089064493306127
5,train,baseline,2.8279716968536377,41.84375,41.84375,1.458984375,3.53515625,3.53515625,14,7,1.6806640625,9.0390625,1.68143897392999,1.68153172262629,1.6815681411542516,1.7225212589372987,1.6973078646733029,1.7004452134245265,1.7017404738858655,1.9276742153260433,0.81396484375,0.89404296875,,,1.6884765625,0.5780946419548515,0.5780946419548515,7.162105003080282,1.0145453013410712,0.14165462540757712,0.009662854919356256,0.0034071368723359863,0.010547444536729955,0.003253131046042907,0.9943737489254625,0.599872925667292,0.005564231443660361,0.003355703398194367,6.954227387965724,1.014494062676975,0.1458816351666261,0.009121752711366504,0.0033020364869984446,0.009925982229961328,0.0032353794651940344,0.8842112597703933,0.572347450980927,0.005262643315791848,0.003324389126991694
6,train,baseline,2.8157174587249756,43.28125,43.28125,1.44921875,3.53515625,3.53515625,14,7,1.578125,9.0390625,1.574133364859545,1.5742264491381825,1.5742557379562874,1.6154057992865887,1.577203928149127,1.5803546311604537,1.5813655848176942,1.8088279693454055,0.82568359375,0.900390625,,,1.5791015625,0.5813281667051944,0.5813281667051944,7.162105003080282,1.0128641320270677,0.1414198942338118,0.008670726136955409,0.003168072488172124,0.009569034885634764,0.003044467392942234,0.9943737531902768,0.6380380368014074,0.005048970337050207,0.0032386212421934386,6.96645910123836,1.0128297885454158,0.14538659795840542,0.008640126539181558,0.0032557394341688156,0.009456443320161156,0.0031604690919250058,0.8811844505630715,0.6102402206774116,0.004995882993370948,0.0033857533330336484
7,train,baseline,2.8048465251922607,43.5625,43.5625,1.439453125,3.544921875,3.544921875,20,10,1.47265625,9.0859375,1.4719026690548394,1.4719960031834702,1.4720176369055826,1.5133343326594815,1.4798914206205769,1.4830522863059308,1.48380070174954,1.7124954301454076,0.837890625,0.9072265625,,,1.474609375,0.5790022692960147,0.5774462892707578,7.162105003080282,1.0169441002593669,0.14198955472197056,0.009551977255594757,0.0036422868493759548,0.0108907840371808,0.0035958574890770714,0.9943737530896861,0.6885769939524853,0.006215880502241866,0.004302836877172535,6.9970660445862425,1.014836910850979,0.14503749205514171,0.009251116773048906,0.0036464682898706513,0.010417349910022189,0.003587828453797207,0.8965108005487616,0.6633999946440278,0.005380084863985779,0.0038968153012935
8,train,baseline,2.2305939197540283,52.90625,52.90625,1.4296875,4.265625,4.265625,801,10,4.2421875,12.171875,4.225653718198598,4.225735433620016,4.22584318779018,4.261224527616189,4.001132744174804,4.003991063599915,4.007704717810423,4.20598998630585,0.6513671875,0.732421875,,,4.2578125,0.5835379193956082,0.5043848228061659,7.162105003080282,1.633753005518372,0.2281107306882162,0.1484636987044805,0.03113662325998085,0.17080206023797828,0.033009576898622654,0.9943732338467601,0.2770061793858735,0.40835469316715933,0.11374098363481791,7.069971946891348,1.5765642312415746,0.22299441116379345,0.14927077399818067,0.031374308499243976,0.17152980917815874,0.033253858246011604,0.9478112732001591,0.26370798082799657,0.3451940065031156,0.0959463693915154
9,train,baseline,1.9628878831863403,58.1875,58.1875,1.419921875,4.3125,4.3125,684,10,4.0625,12.375,4.044763368898204,4.044846372295313,4.044947492513409,4.080879249862129,3.8616927861191463,3.864568072898504,3.8680156580607097,4.068100966153269,0.67138671875,0.74365234375,,,4.078125,0.5894161713310208,0.5105680281680571,7.162105003080282,1.8596355394103812,0.25964929844097345,0.10750820343979228,0.024639937054126527,0.3050310053647518,0.06395651913878435,0.9943733782544601,0.312230009699281,0.4904987347061338,0.15399078625357243,7.085950883292938,1.850086076549447,0.2610921395054444,0.10726973815133523,0.024797709383286563,0.29289347455901904,0.06206735532909425,0.9540689140807146,0.3025781723665647,0.47515967958153116,0.15048711434043158
10,train,baseline,1.8876762390136719,61.0,61.0,1.41015625,4.3359375,4.3359375,557,10,4.08203125,12.484375,4.073034326402305,4.073117851399948,4.07322992663122,4.109295467417161,3.8899796142621432,3.8928562258401636,3.8966148688475784,4.096355303030906,0.6728515625,0.7421875,,,4.09765625,0.5849791289507194,0.4941980598111904,7.162105003080282,1.9581675131507366,0.27340670268148354,0.0721248838506039,0.01683360395284904,0.3957406309052356,0.08436601880574693,0.9943734826505572,0.320129998042494,0.49233816952526066,0.1584784837081863,7.093059308848512,1.9473262570668366,0.27453968341101687,0.0716483912771464,0.0168496612167927,0.38584246532217126,0.08294889949831355,0.9566521985072303,0.3105626615074903,0.47744310910761634,0.15483946664100895
