epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,3.7943763732910156,31.84375,31.84375,1.5,2.98828125,2.98828125,1434,10,5.6640625,7.5625,5.652421037336323,5.652447438203541,5.6525071730525,5.66839754450721,5.250370205942808,5.252417287115739,5.256621266957542,5.39252659189056,0.250732421875,0.55322265625,,,5.68359375,0.5531469848368631,0.5537892901173653,7.162105003080282,1.3725453817281617,0.19163994120972208,0.3701462190416276,0.057369319081669895,0.4253602833947827,0.06202241750265094,0.8049037842275553,0.1526298969216289,0.202395253324835,0.03837555868900174,6.942586454632539,1.0921290009189422,0.15730866414925285,0.34503340238901536,0.05149924724477076,0.4028588992021316,0.057357144837732243,0.4916254168032932,0.09030093470400663,0.17318633220194446,0.03171245313684864
2,train,baseline,2.8713700771331787,40.03125,40.03125,1.4892578125,2.9765625,2.9765625,15,7,1.8642578125,7.26953125,1.8626715205116597,1.862754109883513,1.8627994637264538,1.8979497225553577,1.857841734604204,1.860603993166983,1.8620762749291662,2.053109961698789,0.74365234375,0.85302734375,,,1.86328125,0.5766148417027883,0.5766148417027883,7.162105003080282,1.0137937294309662,0.1415496881147307,0.009635479804558145,0.003191697840688135,0.010658927080106295,0.0031120039587202307,0.99430447326238,0.5402368307803642,0.005692396525071253,0.0030920161074128546,6.908678326391217,1.0147091785888713,0.1468745729139932,0.009559960806273082,0.003271840840033622,0.010718502548469289,0.003274850070272905,0.8685222608889598,0.5049412800026383,0.005710118721216517,0.0032368936158865065
3,train,baseline,2.8360979557037354,40.34375,40.34375,1.4794921875,2.974609375,2.974609375,15,9,1.4423828125,7.265625,1.4414889353189653,1.4415731536076979,1.4415929503999394,1.4775963709846227,1.4471455354496594,1.4499581130131678,1.450603965949655,1.6469653952801457,0.80126953125,0.88623046875,,,1.4453125,0.5796422775641823,0.5796422775641823,7.162105003080282,1.008224008439279,0.14077202275108527,0.005650118633655943,0.002166482386014368,0.006212593852108483,0.002061143014548557,0.9943735420722817,0.6955867180003087,0.0032296110618608154,0.002258394359830121,6.936745934705202,1.0076332799532781,0.14526022567901653,0.005504558152086503,0.0021825244937782894,0.0060828091560969355,0.002130197589919376,0.8615387693588188,0.666007253399778,0.003146296614072064,0.0023262510683656553
4,train,baseline,2.825505495071411,42.21875,42.21875,1.4697265625,2.974609375,2.974609375,7,4,1.3798828125,7.26171875,1.3781464789469364,1.3782309861059434,1.3782474233132724,1.41438999166078,1.3747534862553499,1.3775753653030816,1.3781099254042595,1.5754020193371205,0.81005859375,0.89111328125,,,1.3798828125,0.5806129747268047,0.5806129747268047,7.162105003080282,1.007379741445691,0.14065414302253829,0.00514711301559867,0.0020223441919648365,0.005519588315070045,0.0018702207526905003,0.994373566147492,0.7275727950923305,0.0028539613553331122,0.0020874486914962,6.961053749515548,1.0070512188729235,0.1446693640230847,0.0048790749199412176,0.0019766589873487493,0.005393106336350151,0.0019138179152951035,0.8881632529516938,0.7058738458228915,0.0028079446136635156,0.002205204015827775
5,train,baseline,2.810236930847168,42.84375,42.84375,1.458984375,2.974609375,2.974609375,27,8,2.03125,7.26171875,2.030070641764946,2.0301520865587683,2.030199716183128,2.0648811597166237,2.003438171552857,2.0061804304272095,2.0077325403509585,2.1969714070740434,0.72021484375,0.83984375,,,2.025390625,0.5770129941440999,0.5929939060835462,7.162105003080282,1.0668136347419344,0.14895252642667464,0.015565331520077663,0.004958963979142369,0.01780712141251506,0.005023153733718344,0.9942692787171694,0.507175478196118,0.048719790516911665,0.02484555339137575,6.9789197815890756,1.0471715665675805,0.15004780099781334,0.018657216459234682,0.006090408523719796,0.02755848314667908,0.00799572185596207,0.8805055275289719,0.47182634446802224,0.024436264799057028,0.012903912445340563
6,train,baseline,2.188011407852173,51.1875,51.1875,1.44921875,2.974609375,2.974609375,41,8,2.3359375,7.2578125,2.3331713424312923,2.3332511124748705,2.3333270584424106,2.3672722525641303,2.3198704652132993,2.322570701181197,2.325094708679473,2.50972310988688,0.67822265625,0.81591796875,,,2.341796875,0.5976992536054165,0.6224473500937353,7.162105003080282,1.512335033597203,0.211157897426354,0.014757725558018464,0.00493808173810731,0.016802992944210615,0.0049497211350919956,0.9941754950473971,0.5492282042763496,0.48911375036259397,0.27013413961041777,7.016053460639909,1.4601853851029838,0.20812061842097274,0.02277270551277777,0.007684118824953175,0.026663585559218994,0.007899552721167998,0.9163080212526156,0.5126854414217591,0.4238279608692004,0.23423776473312893
7,train,baseline,2.0664942264556885,53.8125,53.8125,1.439453125,2.974609375,2.974609375,13,6,1.7900390625,7.2578125,1.7875510728866546,1.7876342358370072,1.7876945360119791,1.8230598732825571,1.8040776485076975,1.8068517001256925,1.8088624872078396,2.0002275272100123,0.75341796875,0.85888671875,,,1.7900390625,0.6011633006101015,0.6266402056740618,7.162105003080282,1.498872165715135,0.20927816124875287,0.003957106538418742,0.0016062155968878875,0.0043483949500906505,0.001515224733703863,0.9943736100099905,0.7737119947779255,0.49036056905448966,0.38139590808439183,7.031412373075099,1.4990984438389197,0.21320018856799147,0.003959104360658827,0.0016560235317884227,0.004356389553629825,0.0015645597386180787,0.9239558157781582,0.7594836341629223,0.4720631652291978,0.3881102895905719
8,train,baseline,2.10183048248291,53.09375,53.09375,1.4296875,2.97265625,2.97265625,20,8,1.7685546875,7.2578125,1.7652326975971637,1.7653157058700026,1.7653744465419123,1.8007256522284414,1.7821447336353136,1.7849205762824976,1.7868807453741253,1.9784832365912302,0.75634765625,0.8603515625,,,1.7705078125,0.6014651248789766,0.6263610229289206,7.162105003080282,1.4942365932233956,0.2086309252071498,0.010434194730020607,0.00426280165080264,0.011881500723013971,0.004163232094260081,0.9904679479941043,0.7803204011193754,0.48439079865120505,0.3814670677095718,7.0150709826024755,1.5012256908871742,0.21400007136210678,0.007158646918748346,0.003023068400454818,0.008283501453600906,0.003014647608780964,0.9163420288412114,0.7733581861761195,0.47312870008301555,0.3981655928302643
9,train,baseline,2.054208755493164,54.96875,54.96875,1.419921875,2.974609375,2.974609375,11,7,1.7177734375,7.2578125,1.7206509199458686,1.7207342504867555,1.7207919221165944,1.7562714986217367,1.738476360309357,1.741257391196944,1.7431790964293357,1.935298593161665,0.76318359375,0.86474609375,,,1.716796875,0.5996929109174859,0.6239745312622904,7.162105003080282,1.4986863423643924,0.2092522158946059,0.003697645742168909,0.0015483973589208084,0.0043671449648936544,0.0015629164739966591,0.9943383937856218,0.8220222569120798,0.49042032091735255,0.40526397683827703,7.023580822773447,1.498704982545654,0.21338189455814516,0.003557246759167576,0.0015385557290900067,0.00397008642905039,0.0014697093762727335,0.9086568222870222,0.8060222814608877,0.4768518253458467,0.4192134625168672
10,train,baseline,2.0437750816345215,55.8125,55.8125,1.41015625,2.974609375,2.974609375,12,6,1.6875,7.2578125,1.689500048652909,1.6895836051528217,1.6896402118933185,1.7252082949346568,1.7006287814492023,1.7034164718864655,1.7052998323718684,1.8979735906942268,0.767578125,0.86669921875,,,1.6904296875,0.5976846468637538,0.621577545858169,7.162105003080282,1.4982320079517728,0.2091887800175245,0.0031959572513295953,0.0013539232599312505,0.00363429097032153,0.001313584862768869,0.9943736465914199,0.8411971782803483,0.49032594759602244,0.4146188735234835,7.044182754259589,1.4978733408696676,0.21263976150589073,0.003075014822047528,0.001346574652348048,0.0034287648968005513,0.0012782734293982933,0.9264780920571516,0.8325238212779675,0.47476539418686503,0.42174943765939427
