epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,4.108316421508789,29.890625,29.890625,1.5,2.7109375,2.7109375,1608,10,4.921875,6.76171875,4.7810868671176205,4.781143141086723,4.781172474764535,4.808783828862382,3.9842146883493,3.987054616455059,3.9884586516831364,4.188077383933075,0.27197265625,0.689453125,,,5.07421875,0.301172147848416,0.301172147848416,7.162105003080282,1.686035934249067,0.23541066956208204,0.40926073012963826,0.07768594191585851,0.4822355479377034,0.08498553590262393,0.5229289879481858,0.12786420418244154,0.5357258912108991,0.13097720077004607,6.908664732935702,1.4061008009805018,0.20352714385996942,0.40541750647227026,0.0738206101055093,0.446124598712375,0.07659847970171232,0.28485897571912666,0.06751511107327988,0.27554073780639765,0.06537784362166887
2,train,baseline,3.1180622577667236,42.03125,42.03125,1.4892578125,2.611328125,2.611328125,354,10,2.57421875,6.515625,2.5549965537749184,2.555083876252085,2.55510043114226,2.5936962741733547,2.4217403448694954,2.4247849061988505,2.4253655245895653,2.643783504112671,0.60498046875,0.83740234375,,,2.59375,0.4628842171044383,0.5645581060973823,7.162105003080282,1.1438327846424943,0.15970622940470072,0.08524865998766984,0.023786011336924116,0.09944603564239607,0.02492279446884869,0.49764343402903144,0.2068721269161912,0.6303857686190364,0.2619990212449515,6.9748876780221725,1.2418216604487253,0.17804181483261697,0.08657303973331398,0.025285522769921225,0.10323295379064668,0.027155233501993493,0.3757855041314704,0.1680413618738496,0.6827298308203051,0.31029763214435435
3,train,baseline,2.0040969848632812,54.625,54.625,1.4794921875,3.212890625,3.212890625,137,10,3.25390625,9.0390625,3.2433411025118675,3.2434286249963553,3.243573697413855,3.2815368686805937,3.1761789344510505,3.17914800463159,3.183994655289848,3.3908200010259257,0.64013671875,0.794921875,,,3.25390625,0.5642446813981378,0.6180051409921329,7.162105003080282,1.6767139146809202,0.2341090941782895,0.06398980633146145,0.017108821054366678,0.09258011860814186,0.02232812442952322,0.5596626770852193,0.21846955625923803,0.9886603000616061,0.3858573316836321,7.04224676362683,1.6685760159839824,0.2369380216271559,0.06293766747589835,0.016994982763951616,0.105404149019801,0.025928398598939348,0.540913639714999,0.21483460189803127,0.920830473092173,0.3672703001500849
4,train,baseline,1.2916151285171509,65.25,65.25,1.4697265625,3.669921875,3.669921875,23,9,2.619140625,10.703125,2.620017639016811,2.6201078481103117,2.6203461381183524,2.6595566315500494,2.595139588053204,2.598179106585806,2.6060231360857897,2.816223334978977,0.75537109375,0.83447265625,,,2.62109375,0.5852543143406355,0.629098423718304,7.162105003080282,2.1603513880524425,0.30163637465847226,0.04442658362639129,0.01687479414390196,0.1358029909807934,0.04468821393556221,0.994042971212389,0.6835216823784358,0.9912277971099988,0.6813512148416527,7.110293333618584,2.168065103584847,0.30491922088979007,0.042996843872033175,0.016614785212708094,0.13737888660989128,0.045872823977062153,0.9641174012219071,0.6821847931765466,0.970539862017036,0.6831405863395349
5,train,baseline,1.2224221229553223,65.8125,65.8125,1.458984375,3.68359375,3.68359375,14,7,2.484375,10.7265625,2.4800425657524414,2.4801332403904155,2.4803622253846416,2.519839503588359,2.4731631783133383,2.476216787742287,2.4838035651325914,2.6955572397832905,0.76806640625,0.84326171875,,,2.484375,0.5953229096950203,0.6393375567617354,7.162105003080282,2.1888897607433075,0.30562100943813425,0.025963292266337312,0.010532780831917778,0.17259381341205415,0.060112506969744794,0.9943737738322671,0.7728835542457232,0.9944146231475139,0.7726144693304388,7.104980017553865,2.1932262388333923,0.30868858651462977,0.023282637926559602,0.009588934259994889,0.17598549392777052,0.062302780789988764,0.9617881426866832,0.7687883772327895,0.9682766833575673,0.769698802738088
6,train,baseline,1.188403606414795,67.3125,67.3125,1.44921875,3.669921875,3.669921875,12,5,2.50390625,10.6953125,2.5053529968680985,2.505443612727502,2.505679103141511,2.545111788142093,2.4831142950669345,2.486167066584488,2.4939271681013286,2.7054205630965686,0.76611328125,0.84228515625,,,2.501953125,0.5844221557030977,0.6325724690619912,7.162105003080282,2.1956841718137436,0.30656967063027174,0.050130656516079064,0.02020507639338446,0.15962604428298022,0.05528609130744091,0.9943737763466469,0.76333525937608,0.9948747346430507,0.7634262368371013,7.106532375413461,2.198480627482336,0.3093605307545549,0.0526935061888798,0.021626601235997935,0.16016735866381637,0.056384426976717944,0.9662847191953663,0.7614332390044386,0.9704338748307526,0.7621862033754908
7,train,baseline,1.183416485786438,68.0,68.0,1.439453125,3.669921875,3.669921875,13,6,2.5234375,10.6953125,2.520333840131256,2.5204244173535133,2.5206634792080105,2.56006875341072,2.510295853362443,2.51334572353944,2.5212611665113394,2.732324390993079,0.76416015625,0.8408203125,,,2.525390625,0.6057502219039963,0.6407405292430927,7.162105003080282,2.1857669919670775,0.30518499673308636,0.04725066469579886,0.01881812205870539,0.15246438430508213,0.05226584894617858,0.9943737771045322,0.7462520633981734,0.9948049034229811,0.7462950382846085,7.108691179309948,2.192095067184186,0.3083683074550126,0.051129784957636204,0.020743700535288637,0.154841970937035,0.05402790871751368,0.964414165184432,0.7451459531561357,0.9703438579290191,0.7463148667432372
8,train,baseline,1.1723986864089966,68.4375,68.4375,1.4296875,3.669921875,3.669921875,12,5,2.490234375,10.6953125,2.486079182014736,2.4861698715992735,2.4864037505186025,2.525876485757235,2.48006106927348,2.4831142904017485,2.4908750610839596,2.702405972377997,0.76708984375,0.8427734375,,,2.490234375,0.6126863803829661,0.6339061297975394,7.162105003080282,2.1888003048291957,0.305608519267427,0.053229224776695894,0.021510877135837346,0.14777686377721277,0.05129881882020035,0.994373778568816,0.7672023717098065,0.9947873227868991,0.7672248981031472,7.115716633999161,2.192810392094335,0.30816437821835185,0.056602632486540294,0.02325410849956048,0.15264130662531183,0.05369974243852774,0.9731878372137128,0.7665424444846431,0.9682026211976993,0.7656221217833638
9,train,baseline,1.1643339395523071,68.875,68.875,1.419921875,3.671875,3.671875,13,6,2.462890625,10.6953125,2.4604095112012607,2.4605002721877494,2.4607304401299057,2.5002498667255506,2.45498417706352,2.4580402768903236,2.465693183001158,2.6775975063970257,0.77001953125,0.8447265625,,,2.46484375,0.605480247476663,0.6356798345450817,7.162105003080282,2.1987280721870572,0.3069946714326901,0.05111365580727156,0.020956444714388126,0.16125655944492134,0.056676240702534006,0.9943737803087185,0.7887974254523759,0.9948747386051231,0.7888813219925557,7.119824443463643,2.1987144949420183,0.3088158299971215,0.051420462628140484,0.021348209351279363,0.16339946878066858,0.05812997763947613,0.9743401732081605,0.7869543447115578,0.9694297859734737,0.7861060374270892
10,train,baseline,1.1349766254425049,69.9375,69.9375,1.41015625,3.669921875,3.669921875,15,6,2.578125,10.6953125,2.577125268329283,2.577215697406758,2.5774588561366176,2.616769008644337,2.581708859451885,2.5847509033462597,2.5928054268927085,2.802996803517935,0.7587890625,0.83740234375,,,2.576171875,0.6045516844706303,0.629617733269115,7.162105003080282,2.2454779039307216,0.31352205852399334,0.05840689439186075,0.023310839963755076,0.205524288627557,0.0705844814334794,0.994373780857333,0.7492574801664122,0.9947596328181945,0.7492653928219506,7.120119346226112,2.240709069790316,0.3147010549729005,0.06105964226406435,0.024529297085131394,0.20048395451672096,0.06950454243085268,0.9741285717900547,0.740810529521723,0.9694220628173653,0.7398210669385715
