epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,3.7257635593414307,33.15625,33.15625,1.5,3.609375,3.609375,1729,10,6.859375,9.6796875,6.718970820882996,6.71902213584959,6.7191710041995245,6.743529270766836,5.939901340903562,5.94252112206918,5.949808283381139,6.123112232386,0.29150390625,0.5673828125,,,7.01171875,0.5471664625309399,0.5480030886868985,7.162105003080282,1.8946831228550094,0.2645427736734023,0.4517792393017537,0.06459666772267297,0.5270793805552731,0.07122667007364224,0.895073757723635,0.15391373276065495,0.2180461532118878,0.037491219387058856,6.951066423372401,1.6705372964674687,0.24032820213750536,0.44878441258019475,0.0624356684109591,0.5253140635640436,0.06982537654342555,0.6425285240482408,0.10790476184429504,0.22199628899835133,0.03733266610683607
2,train,baseline,2.862856388092041,39.625,39.625,1.4892578125,3.46875,3.46875,42,6,3.224609375,8.828125,3.221559139277895,3.221647452244327,3.2217798126342383,3.260024043400566,3.1908176842917895,3.1937906240370966,3.1981616797220123,3.4056374048252827,0.634765625,0.79638671875,,,3.224609375,0.5516892424415285,0.5517302642660847,7.162105003080282,1.0353138824992554,0.14455441271162417,0.022965577041976104,0.00526642115227041,0.02551434411544129,0.0053523562420540365,0.9943383907079184,0.31245574654339725,0.013001891421208889,0.004085003972301681,6.9529347881442405,1.0347512470916351,0.14882222811237,0.022381595021874645,0.005203676699663419,0.0244593750382478,0.005282293180390549,0.8790168463793222,0.2864035212647547,0.01230772141526515,0.003938667951915301
3,train,baseline,2.8480570316314697,41.1875,41.1875,1.4794921875,3.466796875,3.466796875,51,6,3.48046875,8.828125,3.471325737491929,3.4714132500896264,3.471552171024743,3.509340036351943,3.44472318883955,3.4476674076389515,3.452271278137053,3.6568536775517844,0.60546875,0.7802734375,,,3.486328125,0.5474975993531569,0.5477035469330891,7.162105003080282,1.0437717440025631,0.1457353311007947,0.030323936775598526,0.006581200848375134,0.0354226152740047,0.007064965704452838,0.9911937390230285,0.2890420006377724,0.017409527068172004,0.005076050557978804,6.937122126669948,1.043940370284,0.15048608792261908,0.028940813624135586,0.006375182304755439,0.03298315408455821,0.006804147611629446,0.8409796353347989,0.25636070471736183,0.01621738223582092,0.004841781835604754
4,train,baseline,2.4182565212249756,48.21875,48.21875,1.4697265625,3.466796875,3.466796875,468,10,4.09765625,8.828125,4.024240376604244,4.024318501520541,4.024427738288557,4.059013031156286,3.7752987647315988,3.7781903799834575,3.782184633228435,3.9830234621625715,0.53564453125,0.74169921875,,,4.16015625,0.5957333944070597,0.6206153345076816,7.162105003080282,1.555818744869149,0.21722925651048422,0.1482540397343719,0.03188068719712168,0.17600941922846225,0.03480883388085346,0.9943393197353494,0.28640001426814354,0.30032094566116196,0.08648910129379622,6.994593675157537,1.54819126814919,0.22134113002844596,0.15061519886944907,0.03292017784931588,0.18150928896027096,0.036644457224340524,0.9113188972712774,0.26849415398535387,0.27957281658362465,0.08200960926449642
5,train,baseline,2.0684115886688232,53.15625,53.15625,1.458984375,3.46875,3.46875,49,9,2.490234375,8.828125,2.4823959227925867,2.4824860775337596,2.482578151205931,2.522028019084523,2.447298861150014,2.45035231203599,2.4534340709837608,2.6697769742018838,0.7177734375,0.8427734375,,,2.494140625,0.5881712465524717,0.6085961079491347,7.162105003080282,1.5629591574460613,0.21822622773247013,0.02258897114574232,0.007298042846638857,0.055013919055719285,0.015712020914588138,0.9943396870862067,0.5187533372064528,0.4899528159840143,0.25554471202660906,6.993347883109153,1.5550102480218202,0.22235562623412386,0.022926930208040375,0.0075155275935831324,0.049360368843094804,0.014614422923226086,0.8974726638876112,0.4931519877464296,0.4768269234870335,0.25648901227538823
6,train,baseline,1.9771349430084229,56.15625,56.15625,1.44921875,3.46875,3.46875,36,9,2.36328125,8.828125,2.3608344828321957,2.36092515660639,2.3610155073537973,2.4007256061185673,2.3271539274538218,2.3302212905093165,2.3332181636155704,2.5509243508105475,0.732421875,0.85107421875,,,2.365234375,0.5896733099460655,0.6067016128064673,7.162105003080282,1.6651105049286783,0.2324889825285369,0.02044225287646917,0.007120096097131305,0.15742815953181388,0.048036736148241485,0.9943737420740657,0.5874684995722949,0.4903484295445102,0.289608436978587,7.009903266330582,1.6642294375848143,0.23741118448500007,0.01831586614636649,0.006548004708008169,0.1566684027917571,0.049530138260506514,0.9110226303286897,0.5679727451912584,0.48155495828322525,0.2944643117980249
7,train,baseline,1.9997906684875488,57.21875,57.21875,1.439453125,3.478515625,3.478515625,51,10,2.443359375,8.8828125,2.4347700436056394,2.434860473309181,2.434957998486435,2.474527629004089,2.3952826642241627,2.398342869848904,2.401566897268222,2.618364809795312,0.72509765625,0.845703125,,,2.4453125,0.5918430380041326,0.6035606974746348,7.162105003080282,1.6800382245150738,0.2345732468027936,0.027388312423304306,0.009335321556549545,0.16866760722344143,0.0504990112307069,0.9941554467586027,0.5663365194296581,0.4938967803266925,0.28127591452088646,7.013087659322954,1.677213995059204,0.23915485967576267,0.025962579051233448,0.00905698317647305,0.16736406237818446,0.05183476990902965,0.9159718042509439,0.5456261214948899,0.4861289986936912,0.28731850129094383
8,train,baseline,1.3795710802078247,67.3125,67.3125,1.4296875,4.09765625,4.09765625,248,10,4.546875,11.5390625,4.540460595679461,4.54054433870691,4.540912291046775,4.576437008269353,4.47224900980695,4.475074199150948,4.487366121129219,4.673317554270081,0.60595703125,0.712890625,,,4.55078125,0.6619463965613792,0.5688974698033537,7.162105003080282,2.1623737094016766,0.30191873876069697,0.05939795157612515,0.01304862052402757,0.2631652863674532,0.053076465492630114,0.9943136899147955,0.29473145590365085,0.8625565462599338,0.2556384415793522,7.090127384276465,2.137647321170866,0.30149632091398726,0.06287037106182414,0.013813523864989026,0.2634149171224953,0.05353524354839391,0.9552787360903094,0.28470198644668526,0.8191773932231596,0.24391991165078938
9,train,baseline,1.160192847251892,69.125,69.125,1.419921875,4.234375,4.234375,100,10,4.0390625,11.796875,4.033103500679163,4.033189313393339,4.033602242612691,4.070137727380246,3.9631990849128993,3.966086011871773,3.979586940567042,4.16991734714583,0.65771484375,0.7451171875,,,4.04296875,0.6695491256944244,0.57567889005133,7.162105003080282,2.286061300227315,0.3191884647382473,0.030000815754320342,0.007646157176605457,0.2630410247983175,0.06075092937315516,0.9943736820567981,0.3622195270161183,0.9939832731431748,0.36201125203150253,7.112901752414194,2.2830238201049493,0.3209694017396018,0.030656833083961388,0.007852586141136254,0.25915261086843167,0.060418342776903625,0.968643214861503,0.3563451309685124,0.9714284045308741,0.35692537303160854
10,train,baseline,1.1359937191009521,69.9375,69.9375,1.41015625,4.234375,4.234375,59,10,3.439453125,11.7734375,3.4332213165954997,3.4333090979469394,3.4336654952900743,3.4713520786966847,3.39568896805711,3.3986398430738936,3.410291769724419,3.6084059550991037,0.7080078125,0.783203125,,,3.4453125,0.6730915051341848,0.5852528596841631,7.162105003080282,2.313501496436465,0.3230197679929955,0.01827527370109472,0.005545705447409549,0.2990583076123503,0.08079222185895601,0.9943391024621118,0.46969926422523545,0.9947067742193605,0.46976177843980915,7.110508626943448,2.3134426578304526,0.32535543928098976,0.01746259005841111,0.005322909781099292,0.29657367590687045,0.08086397796821929,0.9642234478142955,0.4603482256740298,0.9674772073388658,0.46114936559603503
11,train,baseline,1.1191679239273071,71.0,71.0,1.400390625,4.234375,4.234375,33,10,3.068359375,11.765625,3.067819168774421,3.067908098572088,3.068213330972164,3.106601232143925,3.0720031291483476,3.0749901032532447,3.0851466157616274,3.288118597111159,0.7392578125,0.80615234375,,,3.0703125,0.6751373220141567,0.5810805399373624,7.162105003080282,2.3268803158697455,0.3248877690105073,0.011813921435608776,0.004053062690514569,0.3121755562043651,0.09400062865490653,0.9943394413948363,0.572647190567794,0.9948057192603308,0.5727504816799274,7.113120743219822,2.324673243534672,0.3268148155295318,0.011924349063081152,0.004133663279792537,0.31050095750189843,0.09466177655373728,0.9677724673364665,0.5663550361382164,0.9690504308187418,0.5666910840961684
12,train,baseline,1.1122262477874756,70.625,70.625,1.390625,4.2421875,4.2421875,38,9,2.923828125,11.8359375,2.9270227559488364,2.927112099437492,2.927395428704636,2.966046432103422,2.9085100551160523,2.91151535276942,2.920882289821187,3.126347223338118,0.7529296875,0.8154296875,,,2.923828125,0.6719487744668036,0.5772275832186781,7.162105003080282,2.3523809795779784,0.32844826745297157,0.01297828974236026,0.0047282417439401085,0.3302708868052049,0.10481376981565095,0.9943737576807061,0.6348056208206262,0.994576895632072,0.6347323095199734,7.116277681035582,2.34721265611751,0.32983713695892997,0.012718113311613877,0.004668530366464589,0.3309982046123885,0.106194353887806,0.9662047175993882,0.6260974056321227,0.970861519210092,0.6267400453469604
13,train,baseline,1.0115376710891724,75.0625,75.0625,1.380859375,4.46875,4.46875,32,10,3.078125,12.84375,3.0787297760801016,3.0788187422513347,3.07915976288673,3.117514443141405,3.06747618004756,3.0704644628443862,3.081730253010481,3.2836884116146807,0.76025390625,0.8056640625,,,3.080078125,0.6556174819051759,0.5507432231138062,7.162105003080282,2.572309976864646,0.3591555800645683,0.012301691101144208,0.004591067510303231,0.5521276461707547,0.1789331273155533,0.9943737599756721,0.6624470728963743,0.993982423537032,0.6619654446972963,7.134421122522839,2.553348285209474,0.35789144506044684,0.010780193019561679,0.004016989751400742,0.5356429370026756,0.17366010215063835,0.9764313198493788,0.6490589876135083,0.9788172733440899,0.6490946247642829
