epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,3.8539068698883057,31.8125,31.8125,1.5,3.140625,3.140625,1646,10,5.2421875,8.09375,5.229524800665187,5.229551694958401,5.229606985935296,5.245813725822528,4.796209165035042,4.7982684347248,4.8020867976869255,4.941222537050845,0.352294921875,0.58642578125,,,5.2578125,0.5803211068271916,0.5803211068271916,7.162105003080282,1.5104726303230889,0.21089786168639862,0.4156565390433826,0.07058629456718654,0.4789383961365523,0.07608464106148309,0.20945487463700374,0.04446830380057357,0.891801130157396,0.18931364743113965,6.931852301370694,1.165631516521989,0.1681558501025042,0.39681939289579393,0.06433117522483735,0.45259673065016237,0.06937117063112716,0.19861092258834745,0.0397760409120383,0.5101260530757985,0.1034544968386242
2,train,baseline,2.52663516998291,45.8125,45.8125,1.4892578125,3.01171875,3.01171875,252,10,2.513671875,7.37890625,2.5044361891203613,2.50449542326751,2.504546870618308,2.53334748211573,2.4039746898500294,2.4066048542825125,2.408817478399388,2.589841828760352,0.6591796875,0.8017578125,,,2.5234375,0.6023015792927282,0.6270236252942409,7.162105003080282,1.420176845005627,0.19829042500701072,0.07189806133230192,0.022109217577257194,0.08168234715894229,0.022328986361356298,0.30615168105091506,0.14764778911458246,0.9942861725630037,0.4793986291964494,6.953189869215381,1.3936496865126138,0.20043314115192967,0.08226653516809979,0.025849296525959655,0.09465475948257662,0.026599188136090836,0.26504123107764155,0.12984921655971127,0.8693268294658321,0.44023241205459773
3,train,baseline,2.0914909839630127,50.5,50.5,1.4794921875,3.01171875,3.01171875,4,4,1.572265625,7.37890625,1.5706317469076558,1.5707159065134062,1.5707713326762036,1.6066091249162207,1.5650246804902113,1.5678292147885928,1.5696506319608112,1.7638964405203417,0.787109375,0.8759765625,,,1.5693359375,0.6020226262679161,0.6277425823950422,7.162105003080282,1.5053877069297048,0.2101878855842335,0.0025181797126441197,0.0011244153963603514,0.0029415491695496954,0.0011118114288822354,0.49988151214767296,0.4710870868940103,0.994874638603978,0.9371249529179306,6.96460747886878,1.5060091467918872,0.21623747660743967,0.0023790875612199613,0.0011113761164400348,0.0025664209200311205,0.0010119682125818627,0.49188976614057367,0.49419688086777036,0.8898975401680715,0.9302464019871366
4,train,baseline,2.0845136642456055,51.40625,51.40625,1.4697265625,3.013671875,3.013671875,5,4,1.564453125,7.38671875,1.56377772479448,1.563861817718462,1.5639171182211573,1.5997474732220207,1.5630364858896413,1.5658406242143308,1.5676640837154905,1.7618981725377738,0.7880859375,0.87646484375,,,1.564453125,0.5960353337180866,0.6194768587414775,7.162105003080282,1.5052530184132888,0.21016907986770772,0.003273245139873815,0.0014669992024567695,0.003977522476026785,0.00150810364267298,0.5010242354276322,0.4758834198422952,0.993342959862539,0.9430494386177205,7.023470113752689,1.5069834518505247,0.21456394452361854,0.002613934518100436,0.0012132489910131117,0.0028783157379734803,0.001132658853814291,0.4938015960727551,0.4923140275573969,0.9118152221933205,0.9422967711894417
5,train,baseline,2.059176206588745,52.84375,52.84375,1.458984375,3.01171875,3.01171875,5,3,1.5712890625,7.37890625,1.5719405440355725,1.572024743562195,1.5720802586556275,1.6079237207128123,1.5594811767308894,1.5622859823341522,1.5641041483410294,1.7583970558897233,0.787109375,0.8759765625,,,1.5703125,0.6047857767151346,0.6307626295395569,7.162105003080282,1.5066280929006977,0.2103610729321514,0.0026738736502425198,0.0011953370635679524,0.0030076592097678656,0.0011379281447548464,0.5006249357680463,0.4729579191629695,0.9948746352556475,0.9394483138307043,7.020975179492531,1.5065653686421714,0.21458064301988664,0.0027090113750407596,0.0012511618111588265,0.0028740917873761873,0.0011252839988827143,0.4880983393363074,0.488132628248288,0.9152634836147451,0.9339949977893276
6,train,baseline,2.055428981781006,52.71875,52.71875,1.44921875,3.013671875,3.013671875,4,3,1.56640625,7.3828125,1.5662856262019031,1.566369819293129,1.5664251987497992,1.6022750877054714,1.5530428135890357,1.5558491324915467,1.5576613073630294,1.7520657631284235,0.78759765625,0.87646484375,,,1.5634765625,0.6017978399017714,0.6265223691731283,7.162105003080282,1.5063605278165393,0.21032371449017892,0.002480574838104488,0.0011117914368586235,0.002580813725268527,0.0009785698376130736,0.50083084350213,0.47574533744807224,0.9948746373854656,0.9445940729512318,7.044172658414929,1.5065645314777465,0.2138738790960799,0.0023789353474983344,0.0010989520574369415,0.002644862764592304,0.001031397453187305,0.491271559819892,0.5000951071109709,0.9300355543359737,0.93983478514275
7,train,baseline,1.807900309562683,57.46875,57.46875,1.439453125,3.263671875,3.263671875,151,10,2.8125,8.7109375,2.808795287977603,2.8088717468593005,2.808998589253354,2.841478270398576,2.7525054612852036,2.7551291156134154,2.7593583389404523,2.9362942239131162,0.67724609375,0.7783203125,,,2.81640625,0.6499136498297804,0.6059891281264361,7.162105003080282,1.698470927510042,0.23714689002458952,0.03077020262970187,0.009363274524662927,0.0341668983208816,0.009253188145822138,0.6542672097341526,0.3103966103485817,0.9946642479739092,0.4717752125887004,7.065786593110003,1.6588718090110746,0.2347752493160033,0.031855646764152645,0.009748864401140069,0.0391728365047701,0.01070139474108064,0.5946561531339523,0.2859104836036968,0.9427362334797422,0.45059687263766285
8,train,baseline,1.2869428396224976,65.25,65.25,1.4296875,3.630859375,3.630859375,169,10,3.7109375,10.0625,3.7111942147505776,3.711268346667206,3.7114979609943988,3.742384731035767,3.673831092082153,3.6763432452929776,3.6838848065408962,3.8474204387394577,0.630859375,0.70751953125,,,3.712890625,0.6538144880108305,0.595267390655442,7.162105003080282,2.088174822393298,0.29155881148003476,0.028217728065602188,0.007438764659912294,0.07955195315490293,0.018943123392237162,0.9924511283102131,0.3795350880907994,0.9948390621921961,0.38037541505390177,7.119549351558883,2.081045878195089,0.2923002251173984,0.028677453747151027,0.007610917339818441,0.07476457401907322,0.017917947661709954,0.9715087226094496,0.3734705847741854,0.9729109042895896,0.374111705754562
9,train,baseline,1.1848822832107544,68.1875,68.1875,1.419921875,3.625,3.625,72,10,3.357421875,10.0625,3.356710469031991,3.356787341486825,3.357040197166903,3.3890555754387313,3.319874506290307,3.3224590657097024,3.330697667152249,3.498992900016722,0.66650390625,0.7353515625,,,3.359375,0.653342690013285,0.587622668756885,7.162105003080282,2.2441095092712944,0.31333099812222054,0.017034446168619155,0.005190934131550526,0.23359461645749313,0.06334327449388413,0.9939422030238898,0.4725960560736833,0.9942356150570886,0.4726229906822081,7.116322374579761,2.246204886680542,0.3156412495735463,0.015240186287392987,0.004683038685673102,0.23472539414799964,0.0642665327847704,0.9668372960657994,0.4655380535161637,0.9689800320377611,0.4662197816509153
10,train,baseline,1.0706274509429932,72.0,72.0,1.41015625,3.630859375,3.630859375,92,10,4.04296875,10.0859375,4.039938201642676,4.040012440316659,4.0403464911059945,4.070939443649424,4.025867930666207,4.028369295604403,4.039316506849036,4.197292691250265,0.59912109375,0.68115234375,,,4.046875,0.6181323615962769,0.5750434321315354,7.162105003080282,2.456614126388585,0.3430016908900446,0.0260645367583745,0.006945654174297215,0.43317410978817783,0.10415792340552023,0.9941958044859867,0.38621287576511276,0.994316178509087,0.3861844833281925,7.1193088814197845,2.436877967625919,0.34229136679063976,0.026233264119019495,0.006992698021447463,0.4108190524711235,0.09913497823673355,0.9748745452772853,0.3782407893750881,0.9679977749571238,0.3765415243148112
11,train,baseline,1.0041835308074951,73.375,73.375,1.400390625,3.62890625,3.62890625,78,10,3.61328125,10.078125,3.6131245562363494,3.6132005543596595,3.6135078569460184,3.6450052241903537,3.6109844972443224,3.613535180731949,3.6235840354770215,3.7869575805176554,0.64111328125,0.71484375,,,3.6171875,0.6066174282308151,0.581510315915807,7.162105003080282,2.5002301140467336,0.34909151890002077,0.015596993691808336,0.0047551402630836076,0.4757464996624474,0.12906118274755854,0.9942345398454222,0.47308329471143096,0.9945081167637335,0.4731006972143527,7.120960959204249,2.5001777072145432,0.3511011676005499,0.015518498606229336,0.004753095423699237,0.4731691638949762,0.12947504284288502,0.9766463565172092,0.46778770883455445,0.9684380729776194,0.4656344365883562
12,train,baseline,0.9916163682937622,73.9375,73.9375,1.390625,3.62890625,3.62890625,69,10,3.388671875,10.078125,3.3858719641852346,3.3859491304257014,3.386245705522543,3.4182779548879205,3.3722968452874973,3.374882647657511,3.3845741739734883,3.5512393905106565,0.66357421875,0.73291015625,,,3.39453125,0.6067447056785725,0.5818259549829702,7.162105003080282,2.5004362305694214,0.3491202976630519,0.018441616935373162,0.006028431904786892,0.47278352063457874,0.13643413113882957,0.9942053086607849,0.5286401714268997,0.9948046294434318,0.5288179817136487,7.122000805133331,2.4983646114824682,0.3507953284253661,0.016914353749847066,0.005554551985935686,0.47128308373352823,0.1372726301531921,0.9746864755224411,0.5234205553037695,0.9710708171638132,0.5225131887726322
