,max_len,channel,error_prob,noise,metric,value
1125,10,deletion,0.25,noise,redundancy_message,0.5662462831667359
1126,10,deletion,0.25,no noise,redundancy_message,0.7563442335878838
1127,10,deletion,0.25,noise,redundancy_message,1.0
1128,10,deletion,0.25,no noise,redundancy_message,1.0
1129,10,deletion,0.25,noise,redundancy_message,1.0
1130,2,deletion,0.25,no noise,redundancy_message,0.6418527426859666
1131,2,deletion,0.25,noise,redundancy_message,0.7158287197029691
1132,2,deletion,0.25,no noise,redundancy_message,0.7780762361004272
1133,2,deletion,0.25,noise,redundancy_message,0.8126139206138328
1134,2,deletion,0.25,no noise,redundancy_message,0.7305864663530205
1135,2,deletion,0.25,noise,redundancy_message,0.7993923655908808
1136,2,deletion,0.25,no noise,redundancy_message,0.7021095170251366
1137,2,deletion,0.25,noise,redundancy_message,0.813922592488842
1138,2,deletion,0.25,no noise,redundancy_message,0.6860757214406106
1139,2,deletion,0.25,noise,redundancy_message,0.7289874650721659
1140,3,deletion,0.25,no noise,redundancy_message,0.845670139947068
1141,3,deletion,0.25,noise,redundancy_message,1.0
1142,3,deletion,0.25,no noise,redundancy_message,0.845747118041465
1143,3,deletion,0.25,noise,redundancy_message,1.0
1144,3,deletion,0.25,no noise,redundancy_message,0.8466637153489114
1145,3,deletion,0.25,noise,redundancy_message,1.0
1146,3,deletion,0.25,no noise,redundancy_message,0.7105095983449166
1147,3,deletion,0.25,noise,redundancy_message,0.84781111611829
1148,3,deletion,0.25,no noise,redundancy_message,1.0
1149,3,deletion,0.25,noise,redundancy_message,1.0
1150,5,deletion,0.25,no noise,redundancy_message,0.7060804831836167
1151,5,deletion,0.25,noise,redundancy_message,0.8997240340184719
1152,5,deletion,0.25,no noise,redundancy_message,0.340938868226881
1153,5,deletion,0.25,noise,redundancy_message,0.5261372137759027
1154,5,deletion,0.25,no noise,redundancy_message,0.5949844948125047
1155,5,deletion,0.25,noise,redundancy_message,0.7995814998532991
1156,5,deletion,0.25,no noise,redundancy_message,0.5455575448104888
1157,5,deletion,0.25,noise,redundancy_message,0.7034901039188084
1158,5,deletion,0.25,no noise,redundancy_message,0.805476403387232
1159,5,deletion,0.25,noise,redundancy_message,1.0
1160,10,deletion,0.30,no noise,redundancy_message,0.6994393782714078
1161,10,deletion,0.30,noise,redundancy_message,0.8483234832727404
1162,10,deletion,0.30,no noise,redundancy_message,0.5166339665007641
1163,10,deletion,0.30,noise,redundancy_message,0.716260373176635
1164,10,deletion,0.30,no noise,redundancy_message,0.23413389552884334
1165,10,deletion,0.30,noise,redundancy_message,0.5849476825683211
1166,10,deletion,0.30,no noise,redundancy_message,0.3486513880907426
1167,10,deletion,0.30,noise,redundancy_message,0.6771702686340518
1168,10,deletion,0.30,no noise,redundancy_message,1.0
1169,10,deletion,0.30,noise,redundancy_message,1.0
1170,2,deletion,0.30,no noise,redundancy_message,1.0
1171,2,deletion,0.30,noise,redundancy_message,1.0
1172,2,deletion,0.30,no noise,redundancy_message,0.8411589203136615
1173,2,deletion,0.30,noise,redundancy_message,0.9194761562218152
1174,2,deletion,0.30,no noise,redundancy_message,0.8957095702259267
1175,2,deletion,0.30,noise,redundancy_message,0.9145853009288932
1176,2,deletion,0.30,no noise,redundancy_message,1.0
1177,2,deletion,0.30,noise,redundancy_message,1.0
1178,2,deletion,0.30,no noise,redundancy_message,0.8672164928762996
1179,2,deletion,0.30,noise,redundancy_message,1.0
1180,3,deletion,0.30,no noise,redundancy_message,0.536073995370203
1181,3,deletion,0.30,noise,redundancy_message,0.6744559165192388
1182,3,deletion,0.30,no noise,redundancy_message,0.833262844523029
1183,3,deletion,0.30,noise,redundancy_message,1.0
1184,3,deletion,0.30,no noise,redundancy_message,0.6439786872707214
1185,3,deletion,0.30,noise,redundancy_message,0.7993923655908808
1186,3,deletion,0.30,no noise,redundancy_message,0.8236283681141312
1187,3,deletion,0.30,noise,redundancy_message,0.8996152761270166
1188,3,deletion,0.30,no noise,redundancy_message,0.5911390278197318
1189,3,deletion,0.30,noise,redundancy_message,0.746295851313475
1190,5,deletion,0.30,no noise,redundancy_message,0.7963443083514332
1191,5,deletion,0.30,noise,redundancy_message,1.0
1192,5,deletion,0.30,no noise,redundancy_message,0.38959543469497393
1193,5,deletion,0.30,noise,redundancy_message,0.6202056740266535
1194,5,deletion,0.30,no noise,redundancy_message,0.4443218231733246
1195,5,deletion,0.30,noise,redundancy_message,0.6990935734693791
1196,5,deletion,0.30,no noise,redundancy_message,0.7931616728473769
1197,5,deletion,0.30,noise,redundancy_message,1.0
1198,5,deletion,0.30,no noise,redundancy_message,0.41962205474079495
1199,5,deletion,0.30,noise,redundancy_message,0.6260089751032121
1200,10,erasure,0.05,no noise,redundancy_message,0.8427948446010127
1201,10,erasure,0.05,noise,redundancy_message,0.8544013648756627
1202,10,erasure,0.05,no noise,redundancy_message,0.24510529175067686
1203,10,erasure,0.05,noise,redundancy_message,0.38036456343439384
1204,10,erasure,0.05,no noise,redundancy_message,0.5358039184313476
1205,10,erasure,0.05,noise,redundancy_message,0.7994364348871039
1206,10,erasure,0.05,no noise,redundancy_message,0.5769762763126889
1207,10,erasure,0.05,noise,redundancy_message,0.6360348859844707
1208,10,erasure,0.05,no noise,redundancy_message,0.6372684033707235
1209,10,erasure,0.05,noise,redundancy_message,0.8940528986692353
1210,2,erasure,0.05,no noise,redundancy_message,0.6367607291500234
1211,2,erasure,0.05,noise,redundancy_message,0.6839629549005477
1212,2,erasure,0.05,no noise,redundancy_message,0.5692758754637739
1213,2,erasure,0.05,noise,redundancy_message,0.6125127488541943
1214,2,erasure,0.05,no noise,redundancy_message,0.5453127494583901
1215,2,erasure,0.05,noise,redundancy_message,0.5774121683522381
1216,2,erasure,0.05,no noise,redundancy_message,0.5492656006759598
1217,2,erasure,0.05,noise,redundancy_message,0.5890067920717217
1218,2,erasure,0.05,no noise,redundancy_message,0.5647043434589724
1219,2,erasure,0.05,noise,redundancy_message,0.601458995639681
1220,3,erasure,0.05,no noise,redundancy_message,0.427324702047703
1221,3,erasure,0.05,noise,redundancy_message,0.49331757352123284
1222,3,erasure,0.05,no noise,redundancy_message,0.8480251104308913
1223,3,erasure,0.05,noise,redundancy_message,0.8857661331657709
1224,3,erasure,0.05,no noise,redundancy_message,0.6618206989139404
1225,3,erasure,0.05,noise,redundancy_message,0.7243719099532407
1226,3,erasure,0.05,no noise,redundancy_message,0.40710973574287435
1227,3,erasure,0.05,noise,redundancy_message,0.46468908125201314
1228,3,erasure,0.05,no noise,redundancy_message,0.49667463997276184
1229,3,erasure,0.05,noise,redundancy_message,0.5601189497722437
1230,5,erasure,0.05,no noise,redundancy_message,0.6167917494200023
1231,5,erasure,0.05,noise,redundancy_message,0.6991606477017424
1232,5,erasure,0.05,no noise,redundancy_message,0.39484121194979693
1233,5,erasure,0.05,noise,redundancy_message,0.49876071038848957
1234,5,erasure,0.05,no noise,redundancy_message,0.567042335719665
1235,5,erasure,0.05,noise,redundancy_message,0.6671444471862706
1236,5,erasure,0.05,no noise,redundancy_message,0.3750030513822932
1237,5,erasure,0.05,noise,redundancy_message,0.49372138136123755
1238,5,erasure,0.05,no noise,redundancy_message,0.8456516370755015
1239,5,erasure,0.05,noise,redundancy_message,1.0
1240,10,erasure,0.10,no noise,redundancy_message,0.2298865449514168
1241,10,erasure,0.10,noise,redundancy_message,0.5798531304994783
1242,10,erasure,0.10,no noise,redundancy_message,0.5070231075165874
1243,10,erasure,0.10,noise,redundancy_message,0.6534574023098139
1244,10,erasure,0.10,no noise,redundancy_message,0.5429018550340734
1245,10,erasure,0.10,noise,redundancy_message,1.0
1246,10,erasure,0.10,no noise,redundancy_message,0.18204114799075422
1247,10,erasure,0.10,noise,redundancy_message,0.5389487159419607
1248,10,erasure,0.10,no noise,redundancy_message,0.252740432514332
1249,10,erasure,0.10,noise,redundancy_message,0.623865164596747
1250,2,erasure,0.10,no noise,redundancy_message,0.7987591570810016
1251,2,erasure,0.10,noise,redundancy_message,0.8543373432582518
1252,2,erasure,0.10,no noise,redundancy_message,0.5329557315590154
1253,2,erasure,0.10,noise,redundancy_message,0.6000661903568956
1254,2,erasure,0.10,no noise,redundancy_message,0.5029979703865222
1255,2,erasure,0.10,noise,redundancy_message,0.5623349362139127
1256,2,erasure,0.10,no noise,redundancy_message,0.5129328224296652
1257,2,erasure,0.10,noise,redundancy_message,0.5689076120153111
1258,2,erasure,0.10,no noise,redundancy_message,0.685058298892703
1259,2,erasure,0.10,noise,redundancy_message,0.7508393375700286
1260,3,erasure,0.10,no noise,redundancy_message,0.43581213147870346
1261,3,erasure,0.10,noise,redundancy_message,0.5587027207901893
1262,3,erasure,0.10,no noise,redundancy_message,0.5098256721183466
1263,3,erasure,0.10,noise,redundancy_message,0.6010737964656128
1264,3,erasure,0.10,no noise,redundancy_message,0.5046869379462715
1265,3,erasure,0.10,noise,redundancy_message,0.6078028356149181
1266,3,erasure,0.10,no noise,redundancy_message,0.3861109978522197
1267,3,erasure,0.10,noise,redundancy_message,0.4958383742203393
1268,3,erasure,0.10,no noise,redundancy_message,0.600728274787879
1269,3,erasure,0.10,noise,redundancy_message,0.6993489315698407
1270,5,erasure,0.10,no noise,redundancy_message,0.6020974921318443
1271,5,erasure,0.10,noise,redundancy_message,0.64129657177156
1272,5,erasure,0.10,no noise,redundancy_message,0.3749814432115445
1273,5,erasure,0.10,noise,redundancy_message,0.5853107891096231
1274,5,erasure,0.10,no noise,redundancy_message,0.7217749482342553
1275,5,erasure,0.10,noise,redundancy_message,0.773833215000453
1276,5,erasure,0.10,no noise,redundancy_message,0.40755756431347323
1277,5,erasure,0.10,noise,redundancy_message,0.6247373035005896
1278,5,erasure,0.10,no noise,redundancy_message,0.6152789978091833
1279,5,erasure,0.10,noise,redundancy_message,0.8507856180525003
1280,10,erasure,0.15,no noise,redundancy_message,0.42208380950477176
1281,10,erasure,0.15,noise,redundancy_message,1.0
1282,10,erasure,0.15,no noise,redundancy_message,0.28939075554798255
1283,10,erasure,0.15,noise,redundancy_message,0.6034106222784031
1284,10,erasure,0.15,no noise,redundancy_message,0.4432832769831381
1285,10,erasure,0.15,noise,redundancy_message,0.6527261187711568
1286,10,erasure,0.15,no noise,redundancy_message,0.18933920828261708
1287,10,erasure,0.15,noise,redundancy_message,0.5408060051578001
1288,10,erasure,0.15,no noise,redundancy_message,0.15889913424419022
1289,10,erasure,0.15,noise,redundancy_message,0.6198830004012742
1290,2,erasure,0.15,no noise,redundancy_message,0.5217112251558296
1291,2,erasure,0.15,noise,redundancy_message,0.5998448095633646
1292,2,erasure,0.15,no noise,redundancy_message,0.55698642464854
1293,2,erasure,0.15,noise,redundancy_message,0.6511141581396949
1294,2,erasure,0.15,no noise,redundancy_message,0.6168654476659099
1295,2,erasure,0.15,noise,redundancy_message,0.6992052069199406
1296,2,erasure,0.15,no noise,redundancy_message,0.4801481028734803
1297,2,erasure,0.15,noise,redundancy_message,0.5560472205904281
1298,2,erasure,0.15,no noise,redundancy_message,0.8728248208955407
1299,2,erasure,0.15,noise,redundancy_message,0.8995896419527702
1300,3,erasure,0.15,no noise,redundancy_message,0.5688870523368037
1301,3,erasure,0.15,noise,redundancy_message,0.6902432840179616
1302,3,erasure,0.15,no noise,redundancy_message,0.4009645791059334
1303,3,erasure,0.15,noise,redundancy_message,0.5330087856352453
1304,3,erasure,0.15,no noise,redundancy_message,0.5298865345192874
1305,3,erasure,0.15,noise,redundancy_message,0.6243482259650336
1306,3,erasure,0.15,no noise,redundancy_message,0.3908119706794255
1307,3,erasure,0.15,noise,redundancy_message,0.5137831093505648
1308,3,erasure,0.15,no noise,redundancy_message,0.9431613449339431
1309,3,erasure,0.15,noise,redundancy_message,1.0
1310,5,erasure,0.15,no noise,redundancy_message,0.24002302261553132
1311,5,erasure,0.15,noise,redundancy_message,0.49289605522398106
1312,5,erasure,0.15,no noise,redundancy_message,0.6904744890727794
1313,5,erasure,0.15,noise,redundancy_message,1.0
1314,5,erasure,0.15,no noise,redundancy_message,0.7476584919445058
1315,5,erasure,0.15,noise,redundancy_message,0.7738177435742707
1316,5,erasure,0.15,no noise,redundancy_message,0.3626217009735927
1317,5,erasure,0.15,noise,redundancy_message,0.6383222487788262
1318,5,erasure,0.15,no noise,redundancy_message,0.6983384581765752
1319,5,erasure,0.15,noise,redundancy_message,0.7993110696320094
1320,10,erasure,0.20,no noise,redundancy_message,0.31100290719478696
1321,10,erasure,0.20,noise,redundancy_message,1.0
1322,10,erasure,0.20,no noise,redundancy_message,0.1482128728469898
1323,10,erasure,0.20,noise,redundancy_message,0.5560827552002148
1324,10,erasure,0.20,no noise,redundancy_message,1.0
1325,10,erasure,0.20,noise,redundancy_message,1.0
1326,10,erasure,0.20,no noise,redundancy_message,0.33561732201131456
1327,10,erasure,0.20,noise,redundancy_message,0.6229651216379787
1328,10,erasure,0.20,no noise,redundancy_message,0.09555976571616276
1329,10,erasure,0.20,noise,redundancy_message,0.6312924643263995
1330,2,erasure,0.20,no noise,redundancy_message,0.5272471041904458
1331,2,erasure,0.20,noise,redundancy_message,0.6138323755073247
1332,2,erasure,0.20,no noise,redundancy_message,0.5833108644289432
1333,2,erasure,0.20,noise,redundancy_message,0.7123587457896514
1334,2,erasure,0.20,no noise,redundancy_message,0.6013758556591725
1335,2,erasure,0.20,noise,redundancy_message,0.6900030492741016
1336,2,erasure,0.20,no noise,redundancy_message,0.5538173766419643
1337,2,erasure,0.20,noise,redundancy_message,0.6474636451155253
1338,2,erasure,0.20,no noise,redundancy_message,0.8553515918349577
1339,2,erasure,0.20,noise,redundancy_message,1.0
1340,3,erasure,0.20,no noise,redundancy_message,0.4739454402714882
1341,3,erasure,0.20,noise,redundancy_message,0.6171030178662615
1342,3,erasure,0.20,no noise,redundancy_message,0.3861045257324621
1343,3,erasure,0.20,noise,redundancy_message,0.5287766724174316
1344,3,erasure,0.20,no noise,redundancy_message,0.7920014458135103
1345,3,erasure,0.20,noise,redundancy_message,1.0
1346,3,erasure,0.20,no noise,redundancy_message,0.32728861156778455
1347,3,erasure,0.20,noise,redundancy_message,0.5004657092860314
1348,3,erasure,0.20,no noise,redundancy_message,1.0
1349,3,erasure,0.20,noise,redundancy_message,1.0
1350,5,erasure,0.20,no noise,redundancy_message,0.46823379519059183
1351,5,erasure,0.20,noise,redundancy_message,0.8148276244916488
1352,5,erasure,0.20,no noise,redundancy_message,0.4127443695731321
1353,5,erasure,0.20,noise,redundancy_message,0.6722801046537235
1354,5,erasure,0.20,no noise,redundancy_message,0.8645334857337472
1355,5,erasure,0.20,noise,redundancy_message,0.8997240340184719
1356,5,erasure,0.20,no noise,redundancy_message,0.406109866276526
1357,5,erasure,0.20,noise,redundancy_message,0.6170947362660606
1358,5,erasure,0.20,no noise,redundancy_message,0.8624117593588256
1359,5,erasure,0.20,noise,redundancy_message,0.8995822763700139
1360,10,erasure,0.25,no noise,redundancy_message,0.27949753742313055
1361,10,erasure,0.25,noise,redundancy_message,0.7740429484792896
1362,10,erasure,0.25,no noise,redundancy_message,0.0875904903829069
1363,10,erasure,0.25,noise,redundancy_message,0.5998573627843682
1364,10,erasure,0.25,no noise,redundancy_message,0.0437552647759778
1365,10,erasure,0.25,noise,redundancy_message,0.558020985087043
1366,10,erasure,0.25,no noise,redundancy_message,0.4516101850056429
1367,10,erasure,0.25,noise,redundancy_message,0.7833562582470277
1368,10,erasure,0.25,no noise,redundancy_message,0.3442759144571592
1369,10,erasure,0.25,noise,redundancy_message,0.6674433782535361
1370,2,erasure,0.25,no noise,redundancy_message,0.5429060805840886
1371,2,erasure,0.25,noise,redundancy_message,0.6409317443335851
1372,2,erasure,0.25,no noise,redundancy_message,0.5692242187936853
1373,2,erasure,0.25,noise,redundancy_message,0.700130654595728
1374,2,erasure,0.25,no noise,redundancy_message,0.6222644638627692
1375,2,erasure,0.25,noise,redundancy_message,0.7431281844501831
1376,2,erasure,0.25,no noise,redundancy_message,0.5379378614447512
1377,2,erasure,0.25,noise,redundancy_message,0.6303463672824079
1378,2,erasure,0.25,no noise,redundancy_message,0.8254975898535972
1379,2,erasure,0.25,noise,redundancy_message,0.8520382831191814
1380,3,erasure,0.25,no noise,redundancy_message,0.5898635617048628
1381,3,erasure,0.25,noise,redundancy_message,0.7532680202238009
1382,3,erasure,0.25,no noise,redundancy_message,0.43178704638405463
1383,3,erasure,0.25,noise,redundancy_message,0.6298085173230816
1384,3,erasure,0.25,no noise,redundancy_message,0.4608775481063546
1385,3,erasure,0.25,noise,redundancy_message,0.6419048317045137
1386,3,erasure,0.25,no noise,redundancy_message,0.3227113220923322
1387,3,erasure,0.25,noise,redundancy_message,0.49848710065423396
1388,3,erasure,0.25,no noise,redundancy_message,0.7843167406019409
1389,3,erasure,0.25,noise,redundancy_message,0.8995822763700139
1390,5,erasure,0.25,no noise,redundancy_message,0.5185682776159807
1391,5,erasure,0.25,noise,redundancy_message,0.7014430266893064
1392,5,erasure,0.25,no noise,redundancy_message,0.4119477874536378
1393,5,erasure,0.25,noise,redundancy_message,0.6901227534034877
1394,5,erasure,0.25,no noise,redundancy_message,0.5195232471266873
1395,5,erasure,0.25,noise,redundancy_message,0.7252353900280288
1396,5,erasure,0.25,no noise,redundancy_message,0.4682395002930858
1397,5,erasure,0.25,noise,redundancy_message,0.6516710320001502
1398,5,erasure,0.25,no noise,redundancy_message,0.6062591190302602
1399,5,erasure,0.25,noise,redundancy_message,0.7503010315015448
1400,10,erasure,0.30,no noise,redundancy_message,0.6653515135493067
1401,10,erasure,0.30,noise,redundancy_message,0.7704990966758313
1402,10,erasure,0.30,no noise,redundancy_message,0.04594121864720335
1403,10,erasure,0.30,noise,redundancy_message,0.39451668990613165
1404,10,erasure,0.30,no noise,redundancy_message,0.18262410700543086
1405,10,erasure,0.30,noise,redundancy_message,1.0
1406,10,erasure,0.30,no noise,redundancy_message,0.140747288038778
1407,10,erasure,0.30,noise,redundancy_message,0.5989765319966145
1408,10,erasure,0.30,no noise,redundancy_message,0.18892620719350395
1409,10,erasure,0.30,noise,redundancy_message,0.6390472788913953
1410,2,erasure,0.30,no noise,redundancy_message,0.7556557146236642
1411,2,erasure,0.30,noise,redundancy_message,0.8409535783495999
1412,2,erasure,0.30,no noise,redundancy_message,0.5831485565513649
1413,2,erasure,0.30,noise,redundancy_message,0.7186497529699811
1414,2,erasure,0.30,no noise,redundancy_message,0.670724173690173
1415,2,erasure,0.30,noise,redundancy_message,0.8134574214574295
1416,2,erasure,0.30,no noise,redundancy_message,0.5453353773905996
1417,2,erasure,0.30,noise,redundancy_message,0.6628011967242727
1418,2,erasure,0.30,no noise,redundancy_message,0.8166336116645518
1419,2,erasure,0.30,noise,redundancy_message,0.8995822763700139
1420,3,erasure,0.30,no noise,redundancy_message,0.6901834844188874
1421,3,erasure,0.30,noise,redundancy_message,0.7964441818581108
1422,3,erasure,0.30,no noise,redundancy_message,0.6474819170845312
1423,3,erasure,0.30,noise,redundancy_message,0.772466772790982
1424,3,erasure,0.30,no noise,redundancy_message,0.6416370004130636
1425,3,erasure,0.30,noise,redundancy_message,0.7519141389089502
1426,3,erasure,0.30,no noise,redundancy_message,0.3307669022854903
1427,3,erasure,0.30,noise,redundancy_message,0.5033351773481822
1428,3,erasure,0.30,no noise,redundancy_message,0.7388726737934068
1429,3,erasure,0.30,noise,redundancy_message,1.0
1430,5,erasure,0.30,no noise,redundancy_message,0.9099838696571042
1431,5,erasure,0.30,noise,redundancy_message,1.0
1432,5,erasure,0.30,no noise,redundancy_message,0.21945841032413993
1433,5,erasure,0.30,noise,redundancy_message,0.6068587873503126
1434,5,erasure,0.30,no noise,redundancy_message,0.29424912154271454
1435,5,erasure,0.30,noise,redundancy_message,0.6992052069199406
1436,5,erasure,0.30,no noise,redundancy_message,0.25080369197108143
1437,5,erasure,0.30,noise,redundancy_message,0.61049987335134
1438,5,erasure,0.30,no noise,redundancy_message,0.6837318859722628
1439,5,erasure,0.30,noise,redundancy_message,0.8995822763700139
1440,10,symmetric,0.05,no noise,redundancy_message,0.7878265545161157
1441,10,symmetric,0.05,noise,redundancy_message,0.8997240340184719
1442,10,symmetric,0.05,no noise,redundancy_message,0.20805375199108
1443,10,symmetric,0.05,noise,redundancy_message,0.3509502329034372
1444,10,symmetric,0.05,no noise,redundancy_message,0.2670032862329127
1445,10,symmetric,0.05,noise,redundancy_message,0.4482169047024115
1446,10,symmetric,0.05,no noise,redundancy_message,0.28891235610243127
1447,10,symmetric,0.05,noise,redundancy_message,0.5472847733282822
1448,10,symmetric,0.05,no noise,redundancy_message,1.0
1449,10,symmetric,0.05,noise,redundancy_message,1.0
1450,2,symmetric,0.05,no noise,redundancy_message,0.6909166515123424
1451,2,symmetric,0.05,noise,redundancy_message,0.7479282003580081
1452,2,symmetric,0.05,no noise,redundancy_message,0.7442451204212766
1453,2,symmetric,0.05,noise,redundancy_message,0.7753896144889392
1454,2,symmetric,0.05,no noise,redundancy_message,0.586113735382372
1455,2,symmetric,0.05,noise,redundancy_message,0.6328115323121666
1456,2,symmetric,0.05,no noise,redundancy_message,0.5729720611364824
1457,2,symmetric,0.05,noise,redundancy_message,0.6272498908954576
1458,2,symmetric,0.05,no noise,redundancy_message,0.6237898144005563
1459,2,symmetric,0.05,noise,redundancy_message,0.676036605326287
1460,3,symmetric,0.05,no noise,redundancy_message,0.7867200534398568
1461,3,symmetric,0.05,noise,redundancy_message,0.84781111611829
1462,3,symmetric,0.05,no noise,redundancy_message,0.4137263733564349
1463,3,symmetric,0.05,noise,redundancy_message,0.4670837037835328
1464,3,symmetric,0.05,no noise,redundancy_message,0.6665069026294177
1465,3,symmetric,0.05,noise,redundancy_message,0.7518457962207497
1466,3,symmetric,0.05,no noise,redundancy_message,0.5243525831502107
1467,3,symmetric,0.05,noise,redundancy_message,0.6114136724378918
1468,3,symmetric,0.05,no noise,redundancy_message,0.5386868587492973
1469,3,symmetric,0.05,noise,redundancy_message,0.6265733445237234
1470,5,symmetric,0.05,no noise,redundancy_message,0.5038793708417113
1471,5,symmetric,0.05,noise,redundancy_message,0.6258289802895043
1472,5,symmetric,0.05,no noise,redundancy_message,0.43097116965241344
1473,5,symmetric,0.05,noise,redundancy_message,0.5524834043752969
1474,5,symmetric,0.05,no noise,redundancy_message,0.47878925570367714
1475,5,symmetric,0.05,noise,redundancy_message,0.6219115153657941
1476,5,symmetric,0.05,no noise,redundancy_message,0.38362310511934594
1477,5,symmetric,0.05,noise,redundancy_message,0.5198376081106724
1478,5,symmetric,0.05,no noise,redundancy_message,0.5721969452312907
1479,5,symmetric,0.05,noise,redundancy_message,0.6616758988738755
1480,10,symmetric,0.10,no noise,redundancy_message,0.2120172485635794
1481,10,symmetric,0.10,noise,redundancy_message,0.7065947750489951
1482,10,symmetric,0.10,no noise,redundancy_message,1.0
1483,10,symmetric,0.10,noise,redundancy_message,1.0
1484,10,symmetric,0.10,no noise,redundancy_message,0.699398729162944
1485,10,symmetric,0.10,noise,redundancy_message,0.844368423023962
1486,10,symmetric,0.10,no noise,redundancy_message,0.8594890130226528
1487,10,symmetric,0.10,noise,redundancy_message,0.8995755002543412
1488,10,symmetric,0.10,no noise,redundancy_message,1.0
1489,10,symmetric,0.10,noise,redundancy_message,1.0
1490,2,symmetric,0.10,no noise,redundancy_message,0.6910163343639768
1491,2,symmetric,0.10,noise,redundancy_message,0.7470548487387187
1492,2,symmetric,0.10,no noise,redundancy_message,0.6697468019542724
1493,2,symmetric,0.10,noise,redundancy_message,0.781794902602249
1494,2,symmetric,0.10,no noise,redundancy_message,0.535519895663926
1495,2,symmetric,0.10,noise,redundancy_message,0.6008872507291219
1496,2,symmetric,0.10,no noise,redundancy_message,0.5673911593984434
1497,2,symmetric,0.10,noise,redundancy_message,0.6422310493563405
1498,2,symmetric,0.10,no noise,redundancy_message,0.7268961566534462
1499,2,symmetric,0.10,noise,redundancy_message,0.8544460105081235
1500,3,symmetric,0.10,no noise,redundancy_message,0.5968520108288538
1501,3,symmetric,0.10,noise,redundancy_message,0.7737422800031338
1502,3,symmetric,0.10,no noise,redundancy_message,0.5459070269605109
1503,3,symmetric,0.10,noise,redundancy_message,0.6926795015043108
1504,3,symmetric,0.10,no noise,redundancy_message,0.5597585956031721
1505,3,symmetric,0.10,noise,redundancy_message,0.6501988189132062
1506,3,symmetric,0.10,no noise,redundancy_message,0.4745648302249159
1507,3,symmetric,0.10,noise,redundancy_message,0.6542190436092123
1508,3,symmetric,0.10,no noise,redundancy_message,0.5479335169703732
1509,3,symmetric,0.10,noise,redundancy_message,0.7335422162843626
1510,5,symmetric,0.10,no noise,redundancy_message,0.4460734027340214
1511,5,symmetric,0.10,noise,redundancy_message,0.664694087426271
1512,5,symmetric,0.10,no noise,redundancy_message,0.29311068932285667
1513,5,symmetric,0.10,noise,redundancy_message,0.5249165835584617
1514,5,symmetric,0.10,no noise,redundancy_message,0.4493881354204119
1515,5,symmetric,0.10,noise,redundancy_message,0.6007102477456806
1516,5,symmetric,0.10,no noise,redundancy_message,0.3161841073097369
1517,5,symmetric,0.10,noise,redundancy_message,0.569827345569948
1518,5,symmetric,0.10,no noise,redundancy_message,0.38843094440602777
1519,5,symmetric,0.10,noise,redundancy_message,0.6099495740206491
1520,10,symmetric,0.15,no noise,redundancy_message,0.1180783793832837
1521,10,symmetric,0.15,noise,redundancy_message,0.6837102928434722
1522,10,symmetric,0.15,no noise,redundancy_message,0.22383054752790432
1523,10,symmetric,0.15,noise,redundancy_message,1.0
1524,10,symmetric,0.15,no noise,redundancy_message,0.2490353360314318
1525,10,symmetric,0.15,noise,redundancy_message,0.5385510707103346
1526,10,symmetric,0.15,no noise,redundancy_message,0.36229382624729545
1527,10,symmetric,0.15,noise,redundancy_message,0.6966669728063184
1528,10,symmetric,0.15,no noise,redundancy_message,1.0
1529,10,symmetric,0.15,noise,redundancy_message,1.0
1530,2,symmetric,0.15,no noise,redundancy_message,0.8030373917980218
1531,2,symmetric,0.15,noise,redundancy_message,1.0
1532,2,symmetric,0.15,no noise,redundancy_message,0.6369732509134578
1533,2,symmetric,0.15,noise,redundancy_message,0.7994364348871039
1534,2,symmetric,0.15,no noise,redundancy_message,0.5820571935248076
1535,2,symmetric,0.15,noise,redundancy_message,0.6995885682044918
1536,2,symmetric,0.15,no noise,redundancy_message,0.5592118151461904
1537,2,symmetric,0.15,noise,redundancy_message,0.638518956912336
1538,2,symmetric,0.15,no noise,redundancy_message,0.8427048303356446
1539,2,symmetric,0.15,noise,redundancy_message,0.8996250002256414
1540,3,symmetric,0.15,no noise,redundancy_message,0.5769084334068153
1541,3,symmetric,0.15,noise,redundancy_message,0.7993402748380976
1542,3,symmetric,0.15,no noise,redundancy_message,0.5735548543915023
1543,3,symmetric,0.15,noise,redundancy_message,0.7241986990703311
1544,3,symmetric,0.15,no noise,redundancy_message,0.5580039851334371
1545,3,symmetric,0.15,noise,redundancy_message,0.6859519834957692
1546,3,symmetric,0.15,no noise,redundancy_message,0.4402248510944955
1547,3,symmetric,0.15,noise,redundancy_message,0.699990723350866
1548,3,symmetric,0.15,no noise,redundancy_message,0.5322562462696887
1549,3,symmetric,0.15,noise,redundancy_message,0.7993923655908808
1550,5,symmetric,0.15,no noise,redundancy_message,0.30023066440737967
1551,5,symmetric,0.15,noise,redundancy_message,0.648243087017517
1552,5,symmetric,0.15,no noise,redundancy_message,0.2834062767965595
1553,5,symmetric,0.15,noise,redundancy_message,0.5526640025933458
1554,5,symmetric,0.15,no noise,redundancy_message,0.580445833470672
1555,5,symmetric,0.15,noise,redundancy_message,0.8247617874124566
1556,5,symmetric,0.15,no noise,redundancy_message,0.27775777670034085
1557,5,symmetric,0.15,noise,redundancy_message,0.6489811328724675
1558,5,symmetric,0.15,no noise,redundancy_message,0.245369984871328
