epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_whole_msg_nn,entropy_msg_nn,entropy_max_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_shape_nn,mutual_info_msg_shape_nn,variation_of_info_msg_shape_nn,proficiency_msg_shape_nn,redundancy_msg_shape_nn,entropy_color_nn,mutual_info_msg_color_nn,variation_of_info_msg_color_nn,proficiency_msg_color_nn,redundancy_msg_color_nn,entropy_xpos_nn,mutual_info_msg_xpos_nn,variation_of_info_msg_xpos_nn,proficiency_msg_xpos_nn,redundancy_msg_xpos_nn,entropy_ypos_nn,mutual_info_msg_ypos_nn,variation_of_info_msg_ypos_nn,proficiency_msg_ypos_nn,redundancy_msg_ypos_nn,entropy_rotation_nn,mutual_info_msg_rotation_nn,variation_of_info_msg_rotation_nn,proficiency_msg_rotation_nn,redundancy_msg_rotation_nn,topsim_nn
1,train,noise,1.1909083127975464,40.40625,40.5,0.72265625,2.2734375,2.2734375,2356,11,7.0626905312956225,8.28125,8.65625,0.841796875,0.043365478515625,,,0.0992781897235955,10.086825667978518,2.563472392503777,0.0206756591796875,10.8046875,0.00806427001953125,0.0019063949584960938,2.9309428088276515,0.09405517578125,11.0234375,0.032073974609375,0.00838470458984375,2.3208749086533187,0.4150390625,9.7734375,0.1788330078125,0.03912353515625,2.320484016375942,0.033905029296875,10.53125,0.014617919921875,0.0031986236572265625,1.2708642824277918,0.00368499755859375,9.546875,0.002899169921875,0.0003857612609863281,2347,10,0.80908203125,7.016519231819739,8.2578125,8.8125,0.06219482421875,,,2.563472392503777,0.0211181640625,10.78125,0.00823974609375,0.0019512176513671875,2.9309428088276515,0.0960693359375,11.0,0.03277587890625,0.00858306884765625,2.3208749086533187,0.42138671875,9.7421875,0.1815185546875,0.039825439453125,2.320484016375942,0.03411865234375,10.515625,0.01470184326171875,0.003223419189453125,1.2708642824277918,0.00389862060546875,9.5234375,0.0030689239501953125,0.00040912628173828125,0.10058709946805557
2,train,noise,0.79026859998703,58.8125,58.90625,0.68017578125,2.8203125,2.8203125,2518,11,8.757560820638808,9.4296875,10.921875,1.123046875,0.136962890625,,,0.10123727314545382,10.086825667978504,2.563472392503777,0.03900146484375,11.9140625,0.0152130126953125,0.0032520294189453125,2.9309428088276523,0.26025390625,11.8359375,0.08880615234375,0.0210723876953125,2.3208749086533187,0.74755859375,10.2578125,0.322021484375,0.0635986328125,2.320484016375942,0.1055908203125,11.5390625,0.045501708984375,0.0089874267578125,1.2708642824277918,0.00791168212890625,10.6875,0.006229400634765625,0.0007395744323730469,2408,10,1.1533203125,8.717225391789192,8.9765625,11.1171875,0.1923828125,,,2.563472392503777,0.039642333984375,11.4609375,0.015472412109375,0.0034351348876953125,2.9309428088276523,0.26171875,11.390625,0.08929443359375,0.02197265625,2.3208749086533187,0.7490234375,9.8046875,0.32275390625,0.0662841796875,2.320484016375942,0.1058349609375,11.0859375,0.045623779296875,0.009368896484375,1.2708642824277918,0.00799560546875,10.234375,0.006290435791015625,0.0007796287536621094,0.10539663489829304
3,train,noise,0.6959978938102722,64.3125,64.4375,0.75439453125,2.8671875,2.8671875,2492,11,9.014680111407818,9.6875,11.2890625,1.1904296875,0.1416015625,,,0.10713800685595606,10.086825667978495,2.563472392503777,0.0638427734375,12.125,0.02490234375,0.00521087646484375,2.9309428088276523,0.3212890625,11.9765625,0.109619140625,0.02545166015625,2.3208749086533187,0.80859375,10.390625,0.348388671875,0.06732177734375,2.320484016375942,0.11669921875,11.7734375,0.05029296875,0.00971221923828125,1.2708642824277918,0.00788116455078125,10.9453125,0.006198883056640625,0.0007190704345703125,2419,10,1.220703125,8.970451407503113,9.203125,11.484375,0.198974609375,,,2.563472392503777,0.06494140625,11.6328125,0.02532958984375,0.005519866943359375,2.9309428088276523,0.322509765625,11.484375,0.11004638671875,0.026580810546875,2.3208749086533187,0.81005859375,9.8984375,0.34912109375,0.0703125,2.320484016375942,0.11712646484375,11.2890625,0.05047607421875,0.010162353515625,1.2708642824277918,0.0079803466796875,10.453125,0.006282806396484375,0.0007624626159667969,0.11183100584500605
4,train,noise,0.6269647479057312,67.0625,67.1875,0.8115234375,2.640625,2.640625,1958,11,8.30933509923828,8.4375,10.6875,1.2021484375,0.21044921875,,,0.09930589794060371,10.086825667978495,2.563472392503777,0.07427978515625,10.8515625,0.0289764404296875,0.00675201416015625,2.9309428088276523,0.3330078125,10.703125,0.11358642578125,0.0292816162109375,2.3208749086533187,0.8935546875,8.96875,0.385009765625,0.08306884765625,2.320484016375942,0.09100341796875,10.578125,0.039215087890625,0.00846099853515625,1.2708642824277918,0.01070404052734375,9.6875,0.0084228515625,0.001102447509765625,1763,10,1.306640625,8.05643628263433,7.6484375,10.8671875,0.296142578125,,,2.563472392503777,0.07568359375,10.0625,0.0295257568359375,0.007411956787109375,2.9309428088276523,0.333984375,9.9140625,0.11395263671875,0.03155517578125,2.3208749086533187,0.89599609375,8.1796875,0.385986328125,0.08984375,2.320484016375942,0.09149169921875,9.7890625,0.0394287109375,0.00917816162109375,1.2708642824277918,0.01093292236328125,8.8984375,0.00860595703125,0.0012254714965820312,0.11179842497643422
5,train,noise,0.5989829301834106,69.0625,69.125,0.95654296875,2.5234375,2.5234375,1689,11,7.997464790522397,8.234375,10.3359375,1.1962890625,0.202880859375,,,0.09830557823660019,10.08682566797851,2.563472392503777,0.07073974609375,10.65625,0.0276031494140625,0.006549835205078125,2.9309428088276523,0.306396484375,10.5546875,0.1044921875,0.0274200439453125,2.3208749086533187,0.90869140625,8.7421875,0.3916015625,0.0860595703125,2.320484016375942,0.0792236328125,10.3984375,0.034149169921875,0.007503509521484375,1.2708642824277918,0.01041412353515625,9.484375,0.0081939697265625,0.001094818115234375,1452,10,1.328125,7.652058260263787,7.50390625,10.5078125,0.28564453125,,,2.563472392503777,0.07220458984375,9.921875,0.028167724609375,0.007171630859375,2.9309428088276523,0.309326171875,9.8203125,0.10552978515625,0.029632568359375,2.3208749086533187,0.912109375,8.0,0.39306640625,0.09283447265625,2.320484016375942,0.0802001953125,9.6640625,0.0345458984375,0.0081634521484375,1.2708642824277918,0.0106353759765625,8.7578125,0.00836944580078125,0.0012121200561523438,0.11565941755907397
6,train,noise,0.5593514442443848,70.3125,70.3125,1.103515625,2.6171875,2.6171875,1495,11,7.914356344270754,8.1953125,10.6328125,1.310546875,0.22900390625,,,0.11956404581791605,10.086825667978504,2.563472392503777,0.0799560546875,10.6015625,0.0312042236328125,0.0074310302734375,2.9309428088276515,0.32763671875,10.4765625,0.11181640625,0.0294342041015625,2.3208749086533187,0.92236328125,8.671875,0.3974609375,0.08770751953125,2.320484016375942,0.088623046875,10.34375,0.0382080078125,0.0084228515625,1.2708642824277918,0.01013946533203125,9.4453125,0.00797271728515625,0.0010700225830078125,1237,10,1.5458984375,7.366667410826867,7.3203125,10.8125,0.322998046875,,,2.563472392503777,0.08355712890625,9.71875,0.0325927734375,0.008453369140625,2.9309428088276515,0.3291015625,9.59375,0.1123046875,0.0321044921875,2.3208749086533187,0.92529296875,7.79296875,0.398681640625,0.095947265625,2.320484016375942,0.08929443359375,9.4609375,0.038482666015625,0.0092620849609375,1.2708642824277918,0.0103607177734375,8.5703125,0.008148193359375,0.0012054443359375,0.138494886922544
7,train,noise,0.5299656987190247,72.5625,72.75,1.2900390625,2.6328125,2.6328125,1407,11,7.859014086143446,8.375,10.6875,1.322265625,0.216064453125,,,0.10575053926188518,10.086825667978507,2.563472392503777,0.0947265625,10.75,0.036956787109375,0.00865936279296875,2.9309428088276515,0.32666015625,10.65625,0.11151123046875,0.028900146484375,2.3208749086533187,0.93212890625,8.8359375,0.401611328125,0.08709716796875,2.320484016375942,0.09442138671875,10.5078125,0.040679931640625,0.00882720947265625,1.2708642824277918,0.010406494140625,9.625,0.0081939697265625,0.0010786056518554688,1160,10,1.568359375,7.222225999635998,7.54296875,10.8671875,0.305908203125,,,2.563472392503777,0.0997314453125,9.90625,0.038909912109375,0.00986480712890625,2.9309428088276515,0.328369140625,9.8203125,0.112060546875,0.0313720703125,2.3208749086533187,0.93505859375,7.99609375,0.40283203125,0.09478759765625,2.320484016375942,0.09661865234375,9.671875,0.041656494140625,0.009796142578125,1.2708642824277918,0.0106964111328125,8.796875,0.00841522216796875,0.00121307373046875,0.12004446934882439
8,train,noise,0.4912664592266083,75.6875,75.9375,1.421875,2.6484375,2.6484375,1523,11,7.914843467223848,8.609375,10.7265625,1.296875,0.197509765625,,,0.10485696876197514,10.086825667978509,2.563472392503777,0.10626220703125,10.9609375,0.04144287109375,0.0095062255859375,2.9309428088276515,0.3291015625,10.8828125,0.11224365234375,0.02850341796875,2.3208749086533187,0.923828125,9.0859375,0.39794921875,0.08447265625,2.320484016375942,0.10040283203125,10.734375,0.04327392578125,0.009185791015625,1.2708642824277918,0.010345458984375,9.859375,0.00814056396484375,0.0010471343994140625,1263,10,1.5166015625,7.307058221797436,7.84375,10.9140625,0.28125,,,2.563472392503777,0.11285400390625,10.1796875,0.04400634765625,0.01084136962890625,2.9309428088276515,0.331298828125,10.109375,0.113037109375,0.0307464599609375,2.3208749086533187,0.9267578125,8.3125,0.399169921875,0.0911865234375,2.320484016375942,0.10284423828125,9.9609375,0.0443115234375,0.0101165771484375,1.2708642824277918,0.01079559326171875,9.09375,0.00849151611328125,0.0011844635009765625,0.11165903732102082
9,train,noise,0.4561343789100647,77.375,77.5,1.5400390625,2.666015625,2.666015625,1478,11,7.892461755915204,8.78125,10.78125,1.32421875,0.185791015625,,,0.09503065935776425,10.086825667978498,2.563472392503777,0.10479736328125,11.1328125,0.0408935546875,0.00923919677734375,2.9309428088276523,0.32275390625,11.0625,0.110107421875,0.027557373046875,2.3208749086533187,0.90966796875,9.28125,0.391845703125,0.0819091796875,2.320484016375942,0.1011962890625,10.8984375,0.043609619140625,0.00911712646484375,1.2708642824277918,0.0100555419921875,10.03125,0.00791168212890625,0.0010004043579101562,1220,10,1.5341796875,7.266969628999392,8.046875,10.96875,0.2666015625,,,2.563472392503777,0.10870361328125,10.390625,0.04241943359375,0.01024627685546875,2.9309428088276523,0.324951171875,10.328125,0.11090087890625,0.0296173095703125,2.3208749086533187,0.9130859375,8.5390625,0.393310546875,0.08807373046875,2.320484016375942,0.10260009765625,10.15625,0.044219970703125,0.00989532470703125,1.2708642824277918,0.01058197021484375,9.296875,0.00832366943359375,0.0011358261108398438,0.10407033018789207
10,train,noise,0.442307710647583,77.9375,78.25,1.58203125,2.6875,2.6875,1462,11,7.855725620579858,8.8359375,10.859375,1.3583984375,0.18603515625,,,0.09520521949016714,10.086825667978502,2.563472392503777,0.110107421875,11.1796875,0.042938232421875,0.0096588134765625,2.9309428088276515,0.32373046875,11.125,0.1104736328125,0.0275115966796875,2.3208749086533187,0.89404296875,9.3671875,0.38525390625,0.08013916015625,2.320484016375942,0.1112060546875,10.9375,0.047943115234375,0.0099639892578125,1.2708642824277918,0.0106201171875,10.0859375,0.00835418701171875,0.0010499954223632812,1163,10,1.5810546875,7.1945014865492665,8.0859375,11.046875,0.267822265625,,,2.563472392503777,0.11407470703125,10.421875,0.04449462890625,0.010711669921875,2.9309428088276515,0.326171875,10.3671875,0.11126708984375,0.02960205078125,2.3208749086533187,0.89794921875,8.609375,0.386962890625,0.0863037109375,2.320484016375942,0.1134033203125,10.1796875,0.04888916015625,0.01090240478515625,1.2708642824277918,0.0111083984375,9.3359375,0.0087432861328125,0.0011873245239257812,0.10543017953026262
11,train,noise,0.41557011008262634,79.6875,79.75,1.6357421875,2.69921875,2.69921875,1377,11,7.794850052676216,8.7890625,10.8828125,1.37109375,0.1922607421875,,,0.10931464747606633,10.086825667978506,2.563472392503777,0.1083984375,11.140625,0.04229736328125,0.00954437255859375,2.9309428088276523,0.32080078125,11.078125,0.1094970703125,0.027374267578125,2.3208749086533187,0.8974609375,9.3203125,0.38671875,0.08074951171875,2.320484016375942,0.10919189453125,10.890625,0.04705810546875,0.00982666015625,1.2708642824277918,0.01013946533203125,10.0390625,0.0079803466796875,0.001007080078125,1088,10,1.607421875,7.051936648816432,8.0078125,11.0703125,0.277099609375,,,2.563472392503777,0.11236572265625,10.34375,0.043853759765625,0.0106353759765625,2.9309428088276523,0.323486328125,10.2890625,0.1103515625,0.0295867919921875,2.3208749086533187,0.90185546875,8.5234375,0.388671875,0.08734130859375,2.320484016375942,0.1112060546875,10.1015625,0.047943115234375,0.010772705078125,1.2708642824277918,0.010467529296875,9.2578125,0.00823974609375,0.0011281967163085938,0.12360199937446603
