epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.20107786357402802,41.0625,-0.41064453125,-0.51611328125,0.34423828125,0.439453125,2.603515625,8759,10,0.7880859375,,0.7781483013316465,0.1633099076594441,
2,train,-0.11315350979566574,58.34375,-0.58349609375,-0.6376953125,0.1461181640625,0.226806640625,2.392578125,5053,10,0.8408203125,,0.7947611603971378,0.1873691715268364,
3,train,-0.09202645719051361,67.4375,-0.6748046875,-0.7060546875,0.0284423828125,0.1859130859375,3.30078125,4239,10,1.611328125,,0.7878636630897201,0.43131301434596514,
4,train,-0.10560823231935501,74.1875,-0.7421875,-0.767578125,0.055023193359375,0.1790771484375,3.31640625,6409,10,1.466796875,,0.7575590263039067,0.365360832854861,
5,train,-0.09328201413154602,77.5625,-0.775390625,-0.78759765625,0.0662841796875,0.1512451171875,3.759765625,8620,10,1.720703125,,0.7385010479365368,0.3950884038802096,
6,train,-0.08727578073740005,79.125,-0.79150390625,-0.78955078125,0.0845947265625,0.15185546875,3.794921875,8858,10,1.796875,,0.7252843978562871,0.3815045365030847,
7,train,-0.09369447082281113,80.5,-0.8046875,-0.798828125,0.08172607421875,0.14892578125,3.490234375,7884,10,1.5498046875,,0.7277881663884209,0.3304404933795412,
8,train,-0.11018918454647064,82.0,-0.81982421875,-0.8203125,0.09478759765625,0.1380615234375,3.4921875,9092,10,1.4072265625,,0.7241745578271575,0.30727244055461667,
9,train,-0.09540658444166183,82.5625,-0.82568359375,-0.826171875,0.0777587890625,0.1322021484375,3.59375,7010,10,1.5986328125,,0.724619598989668,0.3380134758089284,
10,train,-0.08652278035879135,83.4375,-0.83447265625,-0.841796875,0.052276611328125,0.123291015625,3.603515625,7293,10,1.66015625,,0.7225717287363935,0.33859539737096633,
11,train,-0.08807075768709183,84.9375,-0.849609375,-0.85302734375,0.056732177734375,0.12115478515625,3.611328125,8485,10,1.6416015625,,0.70842033152767,0.312574757874735,
12,train,-0.08145324140787125,85.3125,-0.85302734375,-0.8427734375,0.04498291015625,0.12030029296875,3.490234375,6457,10,1.556640625,,0.7137836958125046,0.30293292991261356,
