epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.11852335929870605,45.5,-0.455078125,-0.63037109375,0.2958984375,0.4462890625,2.05078125,1324,10,0.79248046875,,0.86660187780425,0.30564186258710224,
2,train,-0.07879624515771866,70.375,-0.7041015625,-0.7197265625,0.046234130859375,0.20947265625,2.28125,182,10,1.072265625,,0.8710528354843413,0.421189790888026,
3,train,-0.08633596450090408,75.75,-0.75732421875,-0.7724609375,0.1080322265625,0.1678466796875,2.556640625,379,10,1.0947265625,,0.8282218694095913,0.36416601500405754,
4,train,-0.08520454168319702,80.5625,-0.8056640625,-0.82763671875,0.062408447265625,0.15625,2.474609375,282,10,1.0087890625,,0.8348460485805437,0.35387935996484454,
5,train,-0.08837882429361343,84.75,-0.84765625,-0.86669921875,0.05908203125,0.1329345703125,2.734375,591,10,1.0107421875,,0.8075895962555516,0.353244813914391,
6,train,-0.08561627566814423,87.0,-0.8701171875,-0.88037109375,0.046295166015625,0.1180419921875,2.7890625,483,10,1.130859375,,0.8050951083492192,0.3531086358673938,
7,train,-0.0752989873290062,88.875,-0.888671875,-0.8916015625,0.041107177734375,0.10601806640625,2.826171875,593,10,1.1611328125,,0.7949631250848337,0.3278511733733315,
8,train,-0.07047814130783081,89.8125,-0.89794921875,-0.89599609375,0.035003662109375,0.09893798828125,2.994140625,433,10,1.216796875,,0.788595586354208,0.3596517402395145,
9,train,-0.07641405612230301,90.3125,-0.90283203125,-0.90234375,0.0399169921875,0.09381103515625,3.203125,1038,10,1.2666015625,,0.7705208385860034,0.3766069194046354,
10,train,-0.07773476094007492,90.8125,-0.908203125,-0.9130859375,0.041778564453125,0.08746337890625,3.318359375,1263,10,1.359375,,0.7617868499088868,0.3786799455345231,
11,train,-0.07378940284252167,91.4375,-0.91455078125,-0.919921875,0.040740966796875,0.08306884765625,3.20703125,1326,10,1.3486328125,,0.7635013968836915,0.35519682149592025,
12,train,-0.06847977638244629,92.25,-0.92236328125,-0.91552734375,0.04083251953125,0.0787353515625,3.125,1110,10,1.24609375,,0.7635587651979641,0.3272297633693856,
13,train,-0.06700841337442398,92.625,-0.92578125,-0.92431640625,0.040435791015625,0.07366943359375,3.134765625,1354,10,1.2138671875,,0.7582211106677097,0.3119318636648851,
14,train,-0.06111672520637512,92.9375,-0.92919921875,-0.92822265625,0.03656005859375,0.0709228515625,3.068359375,1048,10,1.201171875,,0.7637113208187389,0.3083389835808872,
