epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.12808412313461304,47.9375,-0.4794921875,-0.560546875,0.266357421875,0.356689453125,3.087890625,781,10,1.5322265625,,0.47536518574279096,0.35667425489377913,
2,train,-0.08670331537723541,60.65625,-0.6064453125,-0.6533203125,0.11529541015625,0.2401123046875,3.298828125,719,10,1.5830078125,,0.45803950845738006,0.3642230280981299,
3,train,-0.094358429312706,66.75,-0.66796875,-0.67724609375,0.1485595703125,0.205078125,3.45703125,767,10,1.5625,,0.36503633978154737,0.299164928362599,
4,train,-0.09290701895952225,71.125,-0.7109375,-0.732421875,0.0693359375,0.211669921875,3.427734375,723,10,1.494140625,,0.3746991188485197,0.32894115682061265,
5,train,-0.09039681404829025,74.3125,-0.7431640625,-0.7548828125,0.053070068359375,0.19873046875,3.357421875,759,10,1.3203125,,0.3727246952201363,0.321843478534219,
6,train,-0.10317669063806534,77.4375,-0.77490234375,-0.78173828125,0.0731201171875,0.1881103515625,3.357421875,778,10,1.345703125,,0.33609596220399307,0.28161072498585815,
7,train,-0.09189601987600327,79.375,-0.7939453125,-0.814453125,0.04248046875,0.1729736328125,3.37890625,756,10,1.3974609375,,0.3482087749619399,0.29580144009372,
8,train,-0.09084659069776535,81.125,-0.8115234375,-0.81787109375,0.040069580078125,0.161376953125,3.359375,752,10,1.3583984375,,0.33278247582652687,0.2776528215198437,
9,train,-0.0873861312866211,82.0625,-0.82080078125,-0.8291015625,0.046539306640625,0.1536865234375,3.341796875,766,10,1.3701171875,,0.32126546188496385,0.2640907459604144,
10,train,-0.08446666598320007,83.25,-0.83251953125,-0.82958984375,0.05438232421875,0.1466064453125,3.33203125,798,10,1.3671875,,0.3068294533700351,0.2473055698930574,
11,train,-0.07966703176498413,83.5625,-0.83544921875,-0.830078125,0.0452880859375,0.142333984375,3.3125,792,10,1.400390625,,0.31827295914055154,0.2577691640205586,
12,train,-0.07478314638137817,84.125,-0.841796875,-0.8447265625,0.041229248046875,0.136474609375,3.314453125,782,10,1.4208984375,,0.3207730250627979,0.26071620119922456,
13,train,-0.08639659732580185,84.6875,-0.84716796875,-0.85400390625,0.05810546875,0.13623046875,3.31640625,798,10,1.359375,,0.29357673821634356,0.23136041216287573,
14,train,-0.08184237033128738,85.1875,-0.85205078125,-0.85009765625,0.05303955078125,0.13134765625,3.3125,801,10,1.3671875,,0.2880074045888844,0.22491703393003537,
15,train,-0.08461087942123413,85.4375,-0.8544921875,-0.86083984375,0.06390380859375,0.1290283203125,3.333984375,807,10,1.376953125,,0.27330299164164207,0.21282661414059967,
16,train,-0.07912428677082062,86.0,-0.8603515625,-0.86669921875,0.05462646484375,0.12457275390625,3.314453125,799,10,1.357421875,,0.2744242330728738,0.21091759516644115,
17,train,-0.07471410930156708,86.1875,-0.86181640625,-0.861328125,0.05059814453125,0.12200927734375,3.310546875,813,10,1.380859375,,0.2752449704426314,0.21114447787539925,
18,train,-0.07418517768383026,86.6875,-0.86669921875,-0.86376953125,0.04730224609375,0.117431640625,3.2890625,803,10,1.4033203125,,0.28197833048150855,0.2151328410831821,
19,train,-0.07074939459562302,87.5,-0.875,-0.875,0.04376220703125,0.11199951171875,3.283203125,808,10,1.3896484375,,0.27339798320688546,0.20516323245528578,
20,train,-0.0732371062040329,87.3125,-0.873046875,-0.8681640625,0.051910400390625,0.11273193359375,3.26953125,813,10,1.365234375,,0.26554576858597234,0.1941320032678241,
21,train,-0.0746997594833374,87.8125,-0.8779296875,-0.87939453125,0.049407958984375,0.1099853515625,3.28125,811,10,1.3818359375,,0.25695352688803674,0.18659343759634817,
22,train,-0.07219523191452026,88.0625,-0.88037109375,-0.8798828125,0.049163818359375,0.105224609375,3.287109375,813,10,1.373046875,,0.25670875682329886,0.187212152755575,
23,train,-0.0692673772573471,88.1875,-0.8818359375,-0.8916015625,0.047821044921875,0.10498046875,3.28515625,812,10,1.37890625,,0.2555875809310306,0.18554155628226943,
24,train,-0.06741323322057724,88.8125,-0.88818359375,-0.88671875,0.045135498046875,0.1024169921875,3.2734375,815,10,1.3740234375,,0.255217518484977,0.18350925202357826,
25,train,-0.06547971069812775,88.625,-0.88623046875,-0.8896484375,0.03692626953125,0.10101318359375,3.2578125,817,10,1.37890625,,0.2589612014512822,0.18459298801640345,
26,train,-0.06432630121707916,89.3125,-0.89306640625,-0.8935546875,0.03570556640625,0.09722900390625,3.26171875,816,10,1.357421875,,0.25813690282730806,0.18441370399492651,
27,train,-0.06332240998744965,89.4375,-0.89453125,-0.8955078125,0.04010009765625,0.0963134765625,3.267578125,819,10,1.384765625,,0.2560748467787498,0.18336828491243995,
28,train,-0.060587525367736816,89.5625,-0.8955078125,-0.89306640625,0.03692626953125,0.09539794921875,3.267578125,818,10,1.4072265625,,0.2509489400845012,0.17776948815238947,
29,train,-0.06201363354921341,89.8125,-0.89794921875,-0.89697265625,0.036834716796875,0.09307861328125,3.27734375,816,10,1.4228515625,,0.2472711942681758,0.17587989559187955,
30,train,-0.06212048977613449,89.625,-0.896484375,-0.8974609375,0.035491943359375,0.09271240234375,3.283203125,819,10,1.3994140625,,0.24371077664657337,0.17299484027123946,
31,train,-0.05665489658713341,90.25,-0.90283203125,-0.90478515625,0.0300750732421875,0.0904541015625,3.287109375,814,10,1.4482421875,,0.24803334525486997,0.17825632371337596,
32,train,-0.0563107505440712,90.25,-0.90234375,-0.9013671875,0.028289794921875,0.08856201171875,3.27734375,813,10,1.4345703125,,0.24967084467729916,0.17833770292256768,
33,train,-0.05682533234357834,90.1875,-0.9013671875,-0.900390625,0.027923583984375,0.0892333984375,3.279296875,813,10,1.4375,,0.24924144690527106,0.17812882982551048,
34,train,-0.05793895199894905,90.0625,-0.90087890625,-0.89892578125,0.030303955078125,0.0889892578125,3.27734375,816,10,1.4296875,,0.2450285764780833,0.17294756518993748,
35,train,-0.05358761176466942,90.5625,-0.90576171875,-0.9052734375,0.029083251953125,0.08575439453125,3.291015625,816,10,1.4482421875,,0.2418282317846413,0.17175269958982098,
36,train,-0.0543450303375721,90.625,-0.90576171875,-0.9072265625,0.0299224853515625,0.08447265625,3.287109375,819,10,1.4404296875,,0.2436386137687413,0.17357028416764297,
37,train,-0.05548558011651039,90.1875,-0.90234375,-0.9013671875,0.026885986328125,0.08477783203125,3.291015625,818,10,1.4384765625,,0.24774627363402213,0.17841502633306838,
38,train,-0.05297562852501869,90.625,-0.90625,-0.90576171875,0.028167724609375,0.08233642578125,3.28515625,817,10,1.4599609375,,0.246118079599134,0.17552068724457148,
39,train,-0.0536210834980011,90.3125,-0.9033203125,-0.9033203125,0.026763916015625,0.0849609375,3.291015625,817,10,1.4736328125,,0.2472496282825022,0.17815089528122852,
40,train,-0.05369177833199501,90.5625,-0.9052734375,-0.9052734375,0.0264892578125,0.0841064453125,3.2890625,817,10,1.4462890625,,0.2415928265280458,0.17152006990294444,
1,val,-0.021454475820064545,56.25,-0.5625,-0.560546875,0.1292724609375,0.285400390625,3.388671875,124,10,1.7783203125,0.5917818283581349,0.5516935599357924,0.4782207943437595,0.2891133018140339
2,val,-0.038750793784856796,61.0625,-0.61083984375,-0.6533203125,0.21044921875,0.24658203125,3.4296875,160,10,1.5009765625,0.5425326914851643,0.4976155101492463,0.42209310888046314,0.3469125949555117
3,val,-0.06147973611950874,63.59375,-0.6357421875,-0.67724609375,0.1243896484375,0.27880859375,3.564453125,202,10,1.66015625,0.4813014215116177,0.42847469526675697,0.3940072715033467,0.3183614043714613
4,val,-0.041993167251348495,66.125,-0.6611328125,-0.732421875,0.045867919921875,0.2314453125,3.45703125,195,10,1.4228515625,0.47584618609092166,0.4215437454556924,0.38072892665324787,0.29923065174014896
5,val,-0.04725444316864014,70.0,-0.69970703125,-0.7548828125,0.0706787109375,0.22119140625,3.3203125,233,10,1.3076171875,0.45119578231912183,0.3944244860360496,0.33651332996575123,0.22830579485091282
6,val,-0.06970872730016708,68.0625,-0.6806640625,-0.78173828125,0.07635498046875,0.2252197265625,3.306640625,221,10,1.29296875,0.4435126444449413,0.3850170082197846,0.3223375917715102,0.22424719967103746
7,val,-0.07270883768796921,71.4375,-0.71484375,-0.814453125,0.0697021484375,0.208740234375,3.45703125,232,10,1.4189453125,0.42462670674805447,0.3625091189987705,0.32383219168023714,0.250631245233463
8,val,-0.07137200981378555,73.9375,-0.7392578125,-0.81787109375,0.076171875,0.20654296875,3.4296875,252,10,1.357421875,0.40524286443904733,0.3405565090154845,0.29631008772536493,0.2321900226287027
9,val,-0.09320362657308578,71.375,-0.7138671875,-0.8291015625,0.11358642578125,0.202880859375,3.416015625,244,10,1.3720703125,0.42393554025770597,0.3628984043356699,0.3094909559102166,0.23709676234600371
10,val,-0.06781356781721115,73.4375,-0.734375,-0.82958984375,0.07568359375,0.2020263671875,3.34765625,261,10,1.3818359375,0.4106990631131323,0.3481328795808012,0.2951971888669306,0.217497746229432
11,val,-0.06862840801477432,69.625,-0.6962890625,-0.830078125,0.0628662109375,0.21337890625,3.361328125,234,10,1.3662109375,0.4397005787589827,0.380829329496968,0.32956880973196034,0.2266317597365698
12,val,-0.06886578351259232,73.9375,-0.7392578125,-0.8447265625,0.0743408203125,0.2076416015625,3.361328125,248,10,1.4677734375,0.41511079267722883,0.3521076206460674,0.3047384137817736,0.19941849533171974
13,val,-0.08824899047613144,73.3125,-0.73291015625,-0.85400390625,0.101806640625,0.17919921875,3.40234375,272,10,1.5078125,0.396367284669889,0.33070300550095943,0.2871315874201802,0.2334554451173016
14,val,-0.07569681853055954,73.6875,-0.7373046875,-0.85009765625,0.109130859375,0.1837158203125,3.388671875,280,10,1.396484375,0.38740846716194866,0.32124837329069367,0.26774108813022357,0.21944746214760222
15,val,-0.08084950596094131,74.25,-0.74267578125,-0.86083984375,0.10198974609375,0.1817626953125,3.375,269,10,1.353515625,0.3901159553590249,0.3245782993090158,0.26737509215362465,0.19624976116756568
16,val,-0.08290740847587585,74.5625,-0.74609375,-0.86669921875,0.100830078125,0.1904296875,3.306640625,282,10,1.2314453125,0.3956672322675816,0.3323045479259612,0.2560255861739744,0.20688008441874386
