epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.07819923758506775,44.28125,-0.44287109375,-0.5546875,0.260498046875,0.36572265625,2.9140625,111,11,1.560546875,,0.4340072934148057,0.5226817950106881,
2,train,-0.06286659091711044,59.625,-0.59619140625,-0.64453125,0.052947998046875,0.21533203125,2.794921875,81,11,1.544921875,,0.46881333691586713,0.5446108981714863,
3,train,-0.07472560554742813,69.125,-0.69140625,-0.71484375,0.03460693359375,0.1947021484375,2.669921875,83,11,1.3837890625,,0.4488586922951422,0.5089541028009665,
4,train,-0.07467776536941528,71.8125,-0.7177734375,-0.71533203125,0.034576416015625,0.1749267578125,2.625,93,11,1.3154296875,,0.4473101185726369,0.5003319850177345,
5,train,-0.07120904326438904,75.3125,-0.75341796875,-0.76708984375,0.0269317626953125,0.1668701171875,2.607421875,85,11,1.2900390625,,0.42091575480915266,0.4743980875213468,
6,train,-0.06881595402956009,77.0625,-0.7705078125,-0.7802734375,0.0265655517578125,0.1510009765625,2.61328125,87,11,1.2578125,,0.3988651260779128,0.4559968304727533,
7,train,-0.06769432127475739,78.625,-0.78662109375,-0.78662109375,0.03472900390625,0.1463623046875,2.609375,75,11,1.2255859375,,0.3812840967075376,0.43970772072039543,
8,train,-0.07115106284618378,79.875,-0.798828125,-0.80126953125,0.04736328125,0.1412353515625,2.630859375,80,11,1.2138671875,,0.34874292049387134,0.4150298060313037,
9,train,-0.0732605904340744,80.625,-0.806640625,-0.81689453125,0.0386962890625,0.140625,2.625,73,11,1.1826171875,,0.34451022993083813,0.4100528818781859,
10,train,-0.06923098117113113,82.0625,-0.8203125,-0.82861328125,0.034820556640625,0.132568359375,2.65234375,75,11,1.1708984375,,0.33024682369442704,0.402320631939041,
11,train,-0.06606516242027283,83.25,-0.83251953125,-0.83740234375,0.041412353515625,0.129638671875,2.65625,71,11,1.1708984375,,0.3060409751666291,0.3817112998748866,
12,train,-0.06718900799751282,83.9375,-0.83935546875,-0.8466796875,0.03961181640625,0.128662109375,2.671875,74,11,1.19921875,,0.2903684042408472,0.370927226445674,
