epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.01391338650137186,43.625,-0.436279296875,-0.53857421875,0.6455078125,0.43212890625,2.896484375,8519,10,1.2236328125,,0.80279803138254,0.3839411847486669,
2,train,-0.05187574401497841,57.5625,-0.57568359375,-0.6025390625,0.1966552734375,0.260498046875,3.494140625,4273,10,1.8828125,,0.808306197540599,0.5215961138659185,
3,train,-0.076974056661129,64.875,-0.64892578125,-0.65625,0.07147216796875,0.19921875,3.3125,1973,10,1.978515625,,0.8223440636268539,0.5336299819038934,
4,train,-0.07026956975460052,67.375,-0.673828125,-0.70654296875,0.0325927734375,0.1751708984375,2.96484375,633,10,1.7998046875,,0.8472657196798663,0.5422167443350476,
5,train,-0.061800796538591385,71.4375,-0.71484375,-0.7197265625,0.050933837890625,0.1593017578125,3.4140625,1585,10,2.1328125,,0.8158270627579742,0.5361063746353155,
6,train,-0.055686794221401215,73.3125,-0.73291015625,-0.75341796875,0.05389404296875,0.1485595703125,3.306640625,2126,10,1.9306640625,,0.8054926918906488,0.48595466864565906,
7,train,-0.06327144801616669,74.5625,-0.74560546875,-0.75439453125,0.0615234375,0.14453125,3.27734375,1814,10,1.9189453125,,0.8000126020945322,0.4627373078287649,
8,train,-0.05662289634346962,76.375,-0.763671875,-0.75927734375,0.045135498046875,0.13330078125,3.279296875,1523,10,2.060546875,,0.8082288544210752,0.48580271455619695,
9,train,-0.057350002229213715,76.875,-0.76904296875,-0.77001953125,0.0592041015625,0.1337890625,3.287109375,1615,10,1.89453125,,0.797612049179229,0.45701449690086315,
10,train,-0.05784452706575394,78.1875,-0.7822265625,-0.78271484375,0.06915283203125,0.1297607421875,3.3515625,2100,10,1.9033203125,,0.7843137884146765,0.4354092536061138,
11,train,-0.053596969693899155,77.625,-0.7763671875,-0.78076171875,0.0655517578125,0.126708984375,3.17578125,1162,10,1.9267578125,,0.8083042101783701,0.4659826474350266,
12,train,-0.05386437848210335,78.375,-0.78369140625,-0.78662109375,0.08551025390625,0.123779296875,3.2578125,2216,10,1.81640625,,0.7895331414942194,0.4290844185696633,
13,train,-0.05419019237160683,79.5625,-0.79541015625,-0.78955078125,0.074951171875,0.11962890625,3.345703125,1265,10,1.9130859375,,0.7904732842780788,0.4499960636125696,
14,train,-0.052810803055763245,79.6875,-0.796875,-0.794921875,0.07989501953125,0.1156005859375,3.3671875,1913,10,1.8623046875,,0.7859163664435534,0.43751042013586317,
15,train,-0.051794517785310745,80.4375,-0.80419921875,-0.796875,0.052764892578125,0.1112060546875,3.3515625,1582,10,1.939453125,,0.7854057521210045,0.4369514423842029,
16,train,-0.05267557501792908,80.75,-0.8076171875,-0.80029296875,0.07122802734375,0.1102294921875,3.36328125,2338,10,1.888671875,,0.7802614126191451,0.42716333272050133,
17,train,-0.049282319843769073,81.0625,-0.810546875,-0.8203125,0.07159423828125,0.1075439453125,3.1328125,2354,10,1.638671875,,0.7823898311822,0.38514336714862984,
18,train,-0.05461990460753441,81.75,-0.81787109375,-0.81201171875,0.06500244140625,0.10552978515625,3.515625,2581,10,2.021484375,,0.7745668435459314,0.44366451146794106,
19,train,-0.04907022789120674,80.375,-0.8037109375,-0.80859375,0.07904052734375,0.1094970703125,3.376953125,2096,10,1.9375,,0.7821553417069991,0.43108926589581564,
20,train,-0.05069984495639801,80.8125,-0.80810546875,-0.8017578125,0.08551025390625,0.10382080078125,3.2890625,2326,10,1.7529296875,,0.7759939900646345,0.3973334362915152,
21,train,-0.05041069909930229,81.4375,-0.814453125,-0.81982421875,0.07977294921875,0.10430908203125,3.2734375,2025,10,1.8564453125,,0.7801326406715171,0.40763246109572393,
22,train,-0.05530823767185211,81.75,-0.8173828125,-0.80810546875,0.06683349609375,0.10723876953125,3.365234375,1760,10,1.9306640625,,0.7749123328970532,0.4155630234209323,
23,train,-0.054036837071180344,81.6875,-0.81689453125,-0.8212890625,0.0693359375,0.106201171875,3.302734375,1866,10,1.8173828125,,0.7767286179276328,0.4095431434807565,
24,train,-0.05300472304224968,82.375,-0.82373046875,-0.82763671875,0.06610107421875,0.1065673828125,3.361328125,1678,10,1.9677734375,,0.7762807920504818,0.4221652287774408,
25,train,-0.05051109194755554,82.8125,-0.828125,-0.8349609375,0.061004638671875,0.10577392578125,3.34375,1679,10,1.9033203125,,0.7760006493327323,0.4176706533549307,
26,train,-0.050584178417921066,82.875,-0.82861328125,-0.82666015625,0.0499267578125,0.10260009765625,3.36328125,1397,10,1.9912109375,,0.7817307471160468,0.4369710405152193,
27,train,-0.052229780703783035,82.8125,-0.828125,-0.82763671875,0.055389404296875,0.10009765625,3.40625,1663,10,1.974609375,,0.7737964387900191,0.42405351742421693,
28,train,-0.05250540375709534,83.375,-0.833984375,-0.837890625,0.054168701171875,0.09722900390625,3.48828125,1524,10,2.025390625,,0.7711581797718989,0.43236258089514035,
29,train,-0.05378589406609535,83.6875,-0.8369140625,-0.8388671875,0.08148193359375,0.10235595703125,3.556640625,2077,10,2.0703125,,0.7621135335186233,0.42329570048450127,
30,train,-0.054643142968416214,84.1875,-0.841796875,-0.83544921875,0.07342529296875,0.101318359375,3.58984375,2090,10,2.09765625,,0.7597969734660472,0.4242071930681952,
31,train,-0.05452839657664299,83.3125,-0.83349609375,-0.83056640625,0.0650634765625,0.1014404296875,3.34375,1809,10,1.90625,,0.7680537108785221,0.3974784863544829,
32,train,-0.05031512305140495,83.5625,-0.8359375,-0.83544921875,0.05535888671875,0.1009521484375,3.255859375,1853,10,1.806640625,,0.7719976362509396,0.3873732865425239,
33,train,-0.050408363342285156,83.75,-0.83740234375,-0.84326171875,0.048004150390625,0.09906005859375,3.23828125,1981,10,1.779296875,,0.773381586170661,0.3836327312116852,
34,train,-0.05217258632183075,84.0,-0.84033203125,-0.8408203125,0.04376220703125,0.09564208984375,3.271484375,1808,10,1.8193359375,,0.7743767045477365,0.39179357288552064,
35,train,-0.048710454255342484,84.375,-0.84375,-0.8408203125,0.04949951171875,0.09637451171875,3.361328125,1817,10,1.8642578125,,0.7668319589592294,0.395205619758046,
36,train,-0.05086347088217735,84.1875,-0.841796875,-0.83984375,0.045745849609375,0.09246826171875,3.21484375,1459,10,1.7998046875,,0.7740911189306862,0.3856929045645474,
