epoch,phase,loss,accuracy,reinf_sg,baseline,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,redund_smb,redund_smb_adj,top_sim
1,train,-0.0602150596678257,38.875,-0.388671875,-0.5634765625,0.470703125,0.556640625,1.8388671875,111,11,0.611328125,,0.46545366386531606,0.33842753778949974,
2,train,-0.06758444011211395,58.15625,-0.58154296875,-0.60302734375,0.061004638671875,0.263427734375,1.896484375,76,11,0.76611328125,,0.5476372193475119,0.45496231743435167,
3,train,-0.08144528418779373,63.0625,-0.630859375,-0.666015625,0.07763671875,0.231201171875,2.01171875,81,11,0.79541015625,,0.4811698505102807,0.4341044478958972,
4,train,-0.07113829255104065,66.5,-0.66455078125,-0.6748046875,0.029571533203125,0.2003173828125,2.16015625,74,11,0.87890625,,0.4465114231504964,0.46156102130800625,
5,train,-0.0681963637471199,68.1875,-0.68212890625,-0.6767578125,0.01708984375,0.1956787109375,2.267578125,76,11,0.93310546875,,0.43397323716861835,0.48870210741421394,
6,train,-0.06942800432443619,68.9375,-0.689453125,-0.677734375,0.032135009765625,0.181640625,2.2578125,75,11,0.92333984375,,0.42089986124946566,0.4727637338099717,
7,train,-0.0757029727101326,69.6875,-0.69677734375,-0.70849609375,0.04791259765625,0.183837890625,2.302734375,83,11,0.9541015625,,0.4023795690570984,0.46929701899972254,
8,train,-0.07368941605091095,71.3125,-0.71337890625,-0.72265625,0.039215087890625,0.1739501953125,2.333984375,80,11,0.9384765625,,0.36362944187014523,0.4453334920938763,
9,train,-0.07381665706634521,74.25,-0.7421875,-0.75390625,0.05340576171875,0.16943359375,2.33984375,87,11,0.96044921875,,0.3359604396289604,0.42196311346097093,
10,train,-0.07040471583604813,76.5625,-0.765625,-0.7724609375,0.049407958984375,0.1612548828125,2.400390625,80,11,0.97265625,,0.3079117024855219,0.41681262324589174,
11,train,-0.06611333787441254,77.6875,-0.77734375,-0.77880859375,0.0299530029296875,0.1539306640625,2.46484375,69,11,0.99072265625,,0.3067914530910293,0.4342859028935847,
12,train,-0.06365030258893967,77.9375,-0.779296875,-0.78076171875,0.03851318359375,0.14892578125,2.48828125,70,11,1.0009765625,,0.29737987360136975,0.4321668057866056,
13,train,-0.06490746140480042,78.1875,-0.78173828125,-0.78515625,0.0367431640625,0.1494140625,2.513671875,71,11,0.99560546875,,0.2858722665951432,0.43004100921296295,
14,train,-0.060673490166664124,78.9375,-0.78955078125,-0.7890625,0.036376953125,0.1370849609375,2.51171875,74,11,1.0107421875,,0.2843252877413761,0.4280525525567941,
15,train,-0.06368743628263474,79.125,-0.79150390625,-0.7861328125,0.0401611328125,0.133544921875,2.505859375,77,11,1.0126953125,,0.27765097845850717,0.42115440311448316,
16,train,-0.06716537475585938,79.5625,-0.79541015625,-0.80029296875,0.041839599609375,0.13525390625,2.5234375,81,11,1.00390625,,0.260969346337697,0.4128459054443746,
17,train,-0.06490232050418854,79.625,-0.79638671875,-0.79736328125,0.0400390625,0.131591796875,2.5078125,80,11,1.0146484375,,0.25834373608275407,0.4066060927116498,
