epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.191897869110107,79.625,79.625,1.5,3.12109375,3.12109375,2557,10,5.05078125,11.578125,5.044620824761143,5.044749621215772,5.046976537967535,5.083697217034935,4.986911810098482,4.98913360101118,5.025322424700766,5.14267218515225,0.5634765625,0.6015625,,,5.05078125,0.4453816933997139,0.6336214094012467,0.32922784910831876,0.27804617213754607,8.595619083409122,3.711716341311921,0.4318148937609519,3.4793254919953274,1.8864778006995024,0.5421964127931138,8.58737670321609,3.6685644270184294,0.427204320225582
2,train,baseline,2.2624127864837646,88.75,88.75,1.474609375,3.16015625,3.16015625,269,10,5.2265625,11.515625,5.220937928426158,5.221065272335925,5.223424109207779,5.259488403707024,5.185013938856349,5.187210878474152,5.226029375142446,5.338500727498447,0.54638671875,0.587890625,,,5.234375,0.4525536806921584,0.6464768134350387,0.40290008923565984,0.3351134735565725,8.59524809330509,4.014651649871012,0.4670780419936985,3.470275431876755,1.9847927056753196,0.5719409725936153,8.585977650811541,3.9842726818912233,0.4640441477872508
3,train,baseline,1.729699730873108,90.8125,90.8125,1.4501953125,3.19140625,3.19140625,316,10,5.77734375,11.5234375,5.775246544320259,5.775368065257304,5.778227443060506,5.811915564185999,5.7246324621181435,5.726756871633137,5.77364895309607,5.87168540777974,0.49853515625,0.54443359375,,,5.78125,0.46290875201090204,0.64128426994321,0.38287399556696233,0.31674041107899426,8.591809426922534,4.388591204262935,0.5107877731216004,3.4692030391485122,2.114418201364425,0.6094824020110946,8.587390798607267,4.35175317966787,0.5067608173106146
4,train,baseline,1.510953664779663,92.375,92.375,1.42578125,3.25,3.25,483,10,6.07421875,11.671875,6.06475933065129,6.064876556751097,6.067825773735582,6.100181031913853,6.039394845374865,6.041466757331297,6.090658719583635,6.182139849986477,0.479248046875,0.52099609375,,,6.08203125,0.34335630217604474,0.5623897878833373,0.3196831964947672,0.27572895678071263,8.597240227077373,4.629650259804325,0.5385042336287226,3.4903982412218335,2.1763940397678088,0.6235374560027138,8.591362517365024,4.585209347624243,0.533699903636534
5,train,baseline,1.153640627861023,94.125,94.125,1.40234375,3.3046875,3.3046875,479,10,6.4296875,11.6640625,6.424554380252894,6.424669757482651,6.4285591252209775,6.459138143268913,6.394295283159375,6.396328242318337,6.460627805140214,6.533299058133592,0.448974609375,0.492919921875,,,6.4375,0.32963718395323954,0.5570808240397157,0.3382459755272036,0.2938426001001771,8.591715705568705,4.972024185411185,0.578699802902996,3.4689631802057894,2.3809874888732923,0.6863686252017368,8.588662074864306,4.940099019491863,0.5751884259074092
6,train,baseline,1.0227434635162354,94.75,94.75,1.37890625,3.291015625,3.291015625,571,10,6.3828125,11.53125,6.375431017271369,6.375547499668231,6.379510866954774,6.410321731285353,6.330252496205077,6.332302652645553,6.3975821940381286,6.470496123089596,0.4462890625,0.49658203125,,,6.38671875,0.3227461714691222,0.5709552106823346,0.3651468257707843,0.31363112061506054,8.595141211619069,5.233403789258612,0.6088793261690688,3.459538219745826,2.4814103902874685,0.7172663611936563,8.591788477478854,5.212764438769247,0.6067147081696852
7,train,baseline,0.9380426406860352,95.1875,95.1875,1.35546875,3.248046875,3.248046875,747,10,6.7734375,11.5390625,6.7595321820764855,6.759641239434742,6.76371605078409,6.79240055213398,6.681414255971335,6.683396335417485,6.7516902660094065,6.816323787504459,0.412841796875,0.4658203125,,,6.78125,0.3248032134219685,0.5666049181744114,0.3379953017358332,0.28667502423675456,8.594374954360273,5.296191723334297,0.6162393136742684,3.477178141974327,2.497097874385851,0.7181391842547387,8.591566361570576,5.277840461705165,0.6143048007302305
8,train,baseline,0.8466948866844177,95.6875,95.6875,1.3330078125,3.25390625,3.25390625,838,10,7.03515625,11.5234375,7.028908445197018,7.029014879109817,7.033691175369023,7.06089831062586,6.952366345715766,6.954311181616948,7.032763866347952,7.083997668906361,0.3896484375,0.445068359375,,,7.046875,0.26050502908808404,0.544398684916002,0.369904234085392,0.30266214083261544,8.596471187669419,5.538874482534848,0.6443195541072345,3.4665005567693203,2.6351225135642773,0.7601679187440075,8.59365109928057,5.522124113070985,0.6425818373675046
9,train,baseline,0.8000672459602356,95.9375,95.9375,1.310546875,3.2265625,3.2265625,923,10,7.14453125,11.59375,7.136674901181067,7.136779172423093,7.141516400289959,7.168064053628206,7.0571151217443395,7.0590397035002805,7.139205200004678,7.187150537968539,0.3837890625,0.4365234375,,,7.16015625,0.2955226555360302,0.5603090772240324,0.3769459685410547,0.3239434677335162,8.594955363382615,5.510972397016636,0.6411868548492087,3.482761265183653,2.5982987653130527,0.7460456136593788,8.593056520938175,5.489073186636688,0.6387800630965011
10,train,baseline,0.7298215627670288,96.25,96.25,1.2880859375,3.232421875,3.232421875,1054,10,7.1953125,11.6015625,7.189570493914983,7.189676410805225,7.195023366194429,7.22123426686236,7.08488465723657,7.086817322421852,7.175346511104233,7.215222088350167,0.379638671875,0.4326171875,,,7.203125,0.24079746262678617,0.5378070495394156,0.3492449605972109,0.2932798474100834,8.599719771011493,5.7531056265560725,0.66898756933325,3.488852519507178,2.7297894830594824,0.7824318935227111,8.596937323547081,5.729275710115628,0.666432183287308
