epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.884093761444092,77.0625,77.0625,1.5,1.7568359375,1.7568359375,91,10,4.3828125,6.1953125,4.3836480546611005,4.383688837856847,4.3844399419629365,4.39946226240821,4.400333759566288,4.401243775775048,4.415715903843688,4.464735290383672,0.292724609375,0.30859375,,,4.3828125,0.362566463627239,0.5568733701526541,0.18860270454087702,0.16221674170368983,8.595619083409122,3.2256298225304896,0.3752643982044825,3.4793254919953274,1.711792411710669,0.49198973066730484,8.579145937304219,3.169279365187423,0.36941665153481346
2,train,baseline,2.4199228286743164,87.875,87.875,1.474609375,1.81640625,1.81640625,44,10,4.47265625,6.21484375,4.474344015911504,4.4743882160486645,4.4752759282455745,4.490642265616634,4.466615360688007,4.467585834573241,4.483898084324153,4.532221574074294,0.280029296875,0.29443359375,,,4.47265625,0.37444041676541845,0.5505661029218876,0.20522705992277004,0.1732065110227753,8.588341054561436,3.7028542282770234,0.43114895004202997,3.479377257212546,1.9211503340588583,0.55215350105437,8.580094294049626,3.6715967203494317,0.42792032284490367
3,train,baseline,1.9609800577163696,89.625,89.625,1.4501953125,1.8212890625,1.8212890625,47,10,4.54296875,6.2109375,4.539126043582239,4.539169160523005,4.540100581983198,4.554774990665672,4.548903326647608,4.549836041304878,4.567034836109487,4.612249647968777,0.2685546875,0.283447265625,,,4.54296875,0.3492628241378387,0.5510453238127833,0.20187235994696556,0.17560924215646725,8.596233256786524,4.048015864548404,0.4709057727525705,3.4687282231758303,2.0639829576394972,0.5950258494883742,8.585742239983153,4.007990081129386,0.4668192881990423
4,train,baseline,1.8961052894592285,90.3125,90.3125,1.42578125,1.8251953125,1.8251953125,63,10,4.75,6.21484375,4.7489036732593,4.748937807948367,4.749753347383577,4.762294797756323,4.750913782985948,4.751701006807719,4.7673601825631415,4.806195792834943,0.235595703125,0.2509765625,,,4.74609375,0.2844502789681599,0.49156141255933994,0.22894897307374698,0.18444726662824057,8.592388017657758,4.21597708850557,0.4906641878650662,3.4758900987532657,2.1263602103922894,0.6117455241622782,8.58309968435634,4.15881504682335,0.4845353310300306
5,train,baseline,1.7784607410430908,91.1875,91.1875,1.40234375,1.8271484375,1.8271484375,58,10,4.92578125,6.23046875,4.924514420301108,4.924549053589924,4.925559820384923,4.937392161370434,4.930221862358791,4.930975663729946,4.9491696342360925,4.981791529822812,0.209228515625,0.222900390625,,,4.92578125,0.2809294134865708,0.49255456565244354,0.23469356514629003,0.19546579142733958,8.595581546204215,4.508984762596465,0.5245700640915472,3.4764818990634963,2.2571898216056767,0.6492741475840057,8.588156379830139,4.489817189574268,0.5227917367828682
6,train,baseline,1.3887336254119873,92.5625,92.5625,1.37890625,1.830078125,1.830078125,60,10,5.109375,6.20703125,5.109257612343813,5.109292689278762,5.110496876146076,5.121696588598217,5.116339525328181,5.117072224164694,5.137836926933514,5.165030925742594,0.1766357421875,0.194091796875,,,5.109375,0.268111359228809,0.5146593002927646,0.23464377938338773,0.18906791010570387,8.591262789791074,4.726155486552953,0.5501118522609976,3.4650342773032707,2.3406408903121183,0.6755029540815298,8.587639446465332,4.703014742319441,0.5476493012588226
7,train,baseline,1.152988314628601,93.6875,93.6875,1.35546875,1.8427734375,1.8427734375,64,10,5.171875,6.3515625,5.171316927407107,5.171355607069154,5.172852733087877,5.1839869591285375,5.168268613686698,5.169048674150568,5.194152340895631,5.218158691054151,0.1854248046875,0.1842041015625,,,5.171875,0.24765701856591055,0.4636989382989907,0.2450937588764485,0.1967439922255157,8.59411706885437,4.915230903984149,0.5719297124537971,3.471994737941401,2.3851859308115606,0.6869785557986686,8.592487741303975,4.909801244796826,0.5714062553962663
8,train,baseline,1.0231388807296753,94.1875,94.1875,1.3330078125,1.8505859375,1.8505859375,63,10,5.28515625,6.3828125,5.282818336407416,5.282848080742523,5.284248487024267,5.293812414664382,5.274949065057457,5.275622112453861,5.3005234984954095,5.319784773535271,0.171875,0.1666259765625,,,5.28125,0.22409704420739476,0.4376391632420508,0.23031175241620566,0.19434445734155975,8.58758382906284,4.967684734593087,0.5784729248034844,3.5135539685052866,2.4552352092684377,0.6987896674639462,8.58288399811046,4.940194636414761,0.5755867884853569
9,train,baseline,0.9519652724266052,94.4375,94.4375,1.310546875,1.8525390625,1.8525390625,61,10,5.26171875,6.375,5.26077211244581,5.260806710603549,5.262339433756542,5.272719244517625,5.262137262491841,5.262876364822507,5.2886230111276635,5.308839792573585,0.1744384765625,0.169921875,,,5.26171875,0.2331150268487711,0.453590673677855,0.24951753234117321,0.20780980927880235,8.595303741108825,5.044649121368538,0.5869076036535458,3.4830821605697837,2.5039385048661384,0.7188858572479178,8.592390867453526,5.032484737557173,0.5856908531267293
10,train,baseline,0.9290192127227783,94.5625,94.5625,1.2880859375,1.853515625,1.853515625,68,10,5.33984375,6.359375,5.339323494744723,5.339355635259599,5.3408670097299655,5.350411938332263,5.338516700659806,5.339177682417888,5.364216451580157,5.3816313820543815,0.16064453125,0.1578369140625,,,5.33984375,0.22246194182991855,0.4478897739028031,0.21937819191359795,0.192611990357424,8.595584220414306,5.067521672301668,0.5895494177424759,3.4946823235110447,2.5018654839958474,0.7159064121977954,8.593895081951196,5.057280322338324,0.5884735936513315
