epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.460960388183594,78.3125,78.3125,1.5,1.3505859375,1.3505859375,91,10,4.3203125,5.85546875,4.318367598508016,4.318416192307084,4.3192096022354,4.335525536518966,4.311058299469155,4.312056863552317,4.326352889603762,4.379894614763884,0.26220703125,0.31884765625,,,4.31640625,0.36770869397862377,0.3664647762712618,0.337680546187543,0.3101586115877788,8.59098311782856,3.5515951661065284,0.41340963163296524,3.481292660963497,1.842755363976166,0.5293307812466871,8.583737372948502,3.511681515969893,0.40910868580822335
2,train,baseline,1.9401178359985352,89.9375,89.9375,1.474609375,1.4404296875,1.4404296875,45,10,4.4609375,5.9765625,4.460851364325554,4.460895637275902,4.461799301228108,4.477420111971348,4.461927425304931,4.462932805337968,4.480035117257639,4.529467019524969,0.25341796875,0.29638671875,,,4.4609375,0.3427991203134765,0.2998942606050653,0.31241270324862214,0.24152088300897762,8.595947731869936,3.961547169601894,0.4608621751984654,3.4838560600472617,2.031374832779428,0.5830823081570915,8.58801025846848,3.934815838875881,0.4581754935604358
3,train,baseline,1.5348739624023438,91.875,91.875,1.4501953125,1.470703125,1.470703125,50,10,4.6015625,5.98046875,4.601236946312113,4.601283177708861,4.602377971375567,4.617580913640422,4.596755691218991,4.597767164266111,4.617545326827767,4.662371536651107,0.230712890625,0.2744140625,,,4.6015625,0.3365887074155601,0.3242263873219638,0.2823957368991321,0.24292514739943102,8.59682433636322,4.1306248137930766,0.4804826354682136,3.482245868005436,2.056106129433586,0.5904540366678026,8.592973114791016,4.110960149832472,0.47840952076951215
4,train,baseline,1.2109695672988892,93.25,93.25,1.42578125,1.48828125,1.48828125,50,10,4.78515625,5.99609375,4.785851799984975,4.785893913570762,4.787068406693201,4.801149699410353,4.78236458778025,4.783282258777658,4.804032564111519,4.842649154711304,0.2022705078125,0.245361328125,,,4.78515625,0.3295144502808718,0.31387103754727647,0.31084306668387734,0.2770761509501285,8.594362802652078,4.333395947425038,0.5042137557990715,3.468594153644755,2.1239248256535936,0.6123301636260328,8.58938873793787,4.314189881863298,0.5022697206389384
5,train,baseline,1.0696313381195068,94.125,94.125,1.40234375,1.4921875,1.4921875,53,10,4.90234375,6.01171875,4.903622931721233,4.9036638154640775,4.904921623354213,4.918098734541792,4.900993214703146,4.901923466686559,4.9246656220680025,4.9594175661810365,0.1842041015625,0.2265625,,,4.90234375,0.3080665786709311,0.3106698913023436,0.2986818024126712,0.26466244497521285,8.599132975983357,4.474808554565963,0.5203790390337864,3.4655056536404447,2.196852981000461,0.6339198952662827,8.596694316023802,4.4522661877292515,0.517904443738386
6,train,baseline,0.9981808662414551,94.6875,94.6875,1.37890625,1.5205078125,1.5205078125,55,10,4.94140625,6.0859375,4.943285118478996,4.943320774204317,4.944532678856653,4.956783254349928,4.944886383374662,4.94571957574023,4.9682071970636885,4.999885971792317,0.18798828125,0.2203369140625,,,4.94140625,0.2922052085781864,0.2557996707349308,0.2543083136310904,0.22539895986417768,8.59564394357016,4.434655955964782,0.5159189916518191,3.477279198790317,2.136704533067767,0.6144759770256839,8.592284816568537,4.4027898900854705,0.5124120049646811
7,train,baseline,0.8979946970939636,95.125,95.125,1.35546875,1.6513671875,1.6513671875,52,10,5.05078125,6.20703125,5.048928372622008,5.0489662700194495,5.050370442146041,5.062347966176272,5.041663389196786,5.042519892594401,5.067288515730595,5.0957274766891825,0.1865234375,0.20361328125,,,5.05078125,0.2867303183225877,0.20622758497554555,0.2454889481082976,0.22617048972452963,8.59920601883684,4.58744241603717,0.5334727887654079,3.4916459449666597,2.2067074552613457,0.6319963392744326,8.597998875167352,4.572957648828461,0.531863020130885
8,train,baseline,0.8881678581237793,95.125,95.125,1.3330078125,1.650390625,1.650390625,58,10,4.95703125,6.19140625,4.953535505211577,4.953577362635568,4.9549395138710315,4.967808068571294,4.962876834492323,4.9637165161003125,4.9864921404208085,5.017837892340126,0.1995849609375,0.2183837890625,,,4.953125,0.31364648605256706,0.2334895372193673,0.2536694521176707,0.2328196563900258,8.595019414179562,4.533244517994853,0.5274269084856481,3.4791225418364444,2.1653066564796433,0.6223714831661815,8.594000797569823,4.512073476595112,0.5250259550675185
9,train,baseline,0.8647946119308472,95.125,95.125,1.310546875,1.6533203125,1.6533203125,56,10,5.01953125,6.22265625,5.018658553806711,5.018697364212945,5.020054335475674,5.032265861802683,5.00963072765855,5.010504933082506,5.034590489656675,5.064685493837502,0.1932373046875,0.208251953125,,,5.01953125,0.3081686950301475,0.2270804428695209,0.2616199087800697,0.2422419217313873,8.595173044891528,4.555083499869872,0.5299583238265516,3.482319132262604,2.171664049291344,0.6236257984432133,8.594075678289107,4.531679466899074,0.5273027183536778
10,train,baseline,0.8264359831809998,95.4375,95.4375,1.2880859375,1.65234375,1.65234375,61,10,5.08203125,6.22265625,5.080897288233469,5.080930791570114,5.082221784120016,5.093365064361887,5.083574016885124,5.084336509881423,5.107902027685693,5.1343805107327745,0.18359375,0.198486328125,,,5.08203125,0.3234481606331968,0.22952339228577126,0.2689442171934454,0.2511274512425496,8.593028283227234,4.660048707214259,0.5423057569018161,3.488361101806516,2.1932294509259176,0.6287277569372365,8.59206866789434,4.647036797206573,0.5408519155079592
