epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.517858505249023,78.125,78.125,1.5,3.107421875,3.107421875,2237,10,5.32421875,11.3125,5.314444703968062,5.314565824324473,5.316410708919432,5.351598802370747,5.257111838059979,5.259268931359045,5.290680332201822,5.40807755274303,0.529296875,0.580078125,,,5.33203125,0.28859517653825034,0.5578737991053139,0.3999707145416205,0.3515580586089141,8.597207023353029,3.5331851855353076,0.4109689549103491,3.488029668360694,1.8170578351775388,0.5209410492289536,8.584778237863377,3.491656917794015,0.40672651302674023
2,train,baseline,2.295705795288086,88.5,88.5,1.474609375,3.146484375,3.146484375,429,10,5.734375,11.3828125,5.722498418418601,5.722617838507729,5.724947936696715,5.758793115131592,5.663309498103101,5.665430016118618,5.704643659762822,5.810422191601325,0.496337890625,0.5478515625,,,5.73828125,0.2990212014406874,0.5716087737765541,0.3790688085929154,0.343434634821732,8.598361513550762,3.9945857637799547,0.46457522837166204,3.4801519691935967,2.067566978126039,0.5941024979449748,8.58934561979257,3.962419322449553,0.46131795108103285
3,train,baseline,1.6392240524291992,91.5,91.5,1.4501953125,3.15234375,3.15234375,443,10,5.94921875,11.4453125,5.945446101803235,5.945565553080578,5.9487194723861325,5.981470578426717,5.887473431959885,5.889571006030374,5.941505458525884,6.032340900978156,0.48046875,0.53076171875,,,5.953125,0.3014520277110244,0.5875625808980308,0.3539336368321084,0.3412724700659362,8.593664170235005,4.585890256950926,0.5336361959354433,3.4766491431276796,2.3144506098152497,0.6657130226644362,8.589606091201766,4.556137578893792,0.530424507307802
4,train,baseline,1.1601760387420654,94.125,94.125,1.42578125,3.177734375,3.177734375,564,10,6.4765625,11.5703125,6.470018307065457,6.47013530243871,6.474793293654377,6.504867515154196,6.449141972532483,6.4511765949561815,6.526695154008032,6.587981142503732,0.4404296875,0.4892578125,,,6.48046875,0.3149184105409387,0.5913740873871411,0.32452439493702434,0.31723691914618724,8.59224414062275,5.035686306347149,0.5860734662483847,3.4754339406145798,2.4520896010484936,0.7055491898127914,8.591508186375089,5.014882195806114,0.5837021960543557
5,train,baseline,1.0895497798919678,94.875,94.875,1.40234375,3.22265625,3.22265625,487,10,5.9609375,11.546875,5.95635044169113,5.956473594666798,5.96042305055014,5.993136912161747,5.942193995099531,5.944306592018931,6.008013188672454,6.087632093867997,0.483642578125,0.52978515625,,,5.96484375,0.30628156732426454,0.5610442834933824,0.3616053360026491,0.3406377192450922,8.596231794294704,5.1156800358651005,0.5951072700552774,3.469616122194062,2.5493546931416544,0.734765634974492,8.59350409878102,5.088336672231321,0.5921143009582199
6,train,baseline,0.960313081741333,94.9375,94.9375,1.37890625,3.2421875,3.2421875,356,10,5.94921875,11.5078125,5.9422843959340454,5.94240582034644,5.945445943648256,5.9787218706138665,5.914129934236431,5.9162355072990245,5.965960285972502,6.059299883670391,0.48291015625,0.53076171875,,,5.95703125,0.275500286081452,0.5509536079440569,0.37815648078267283,0.33916603060493206,8.595321387984107,5.007872949047484,0.5826277719002196,3.4864821770314283,2.6107628270658134,0.7488243721035603,8.587783769429372,4.982816278339753,0.5802214415408882
7,train,baseline,0.8764076828956604,95.0,95.0,1.35546875,3.236328125,3.236328125,435,10,6.31640625,11.53125,6.306831430484054,6.306950239390899,6.311366757924103,6.3422770801101525,6.288037887708404,6.290098286338071,6.361826318926367,6.429028674553472,0.452392578125,0.501953125,,,6.31640625,0.2755068684170154,0.5589738372018286,0.37904702257456885,0.3437569459125712,8.59628568321634,5.330230670426893,0.6200620671360194,3.4778143225035247,2.695711813348564,0.7751166575816618,8.596490683619052,5.300872502935046,0.6166321465381291
8,train,baseline,0.76005619764328,95.9375,95.9375,1.3330078125,3.240234375,3.240234375,609,10,6.609375,11.546875,6.60764600902114,6.607760561535356,6.612989523645966,6.641843090096007,6.567459933930891,6.569478485780405,6.654939102649648,6.704894718206262,0.427490234375,0.478515625,,,6.61328125,0.2785896718778966,0.55093358748778,0.32013298748308516,0.2970850097149328,8.591593634195677,5.52651083476736,0.6432463021494775,3.487996765737235,2.6753602241573535,0.7670191241108792,8.589588214101243,5.5054673093461926,0.6409465939598885
9,train,baseline,0.6387096047401428,96.5625,96.5625,1.310546875,3.23828125,3.23828125,578,10,6.67578125,11.53125,6.66740347648193,6.667518889474616,6.6731076306827575,6.701695159566691,6.624196457550415,6.6262125002246055,6.715899971012459,6.761231478824049,0.421142578125,0.4736328125,,,6.6796875,0.28061358871719666,0.562460895531334,0.3402257960836495,0.3367043641716117,8.598044033213743,5.734726836672978,0.6669803986255551,3.459906603503897,2.7812120366700617,0.8038402059331569,8.597783731244373,5.719371198112013,0.6652145921428333
10,train,baseline,0.5838899612426758,96.8125,96.8125,1.2880859375,3.23828125,3.23828125,670,10,6.91015625,11.5859375,6.904663804262121,6.904775695798051,6.910888884325795,6.937946844761712,6.857034128558054,6.859014891447504,6.957966514555401,6.991074376886353,0.4033203125,0.454833984375,,,6.921875,0.26982038330215813,0.5508558260511534,0.3383484950123022,0.31751469901769697,8.596478041824597,5.790718979147199,0.6736152818600258,3.473184788356434,2.8211135622241423,0.8122555332159962,8.594690631454174,5.7642969799412445,0.6706811480619818
