epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5064056515693665,76.1875,76.1875,2.287109375,1.552734375,1.552734375,91,10,4.73046875,6.28125,0.003094973973929882,4.735466841934663,0.5703911560121924,1.2001953125,0.24658203125,,,1.6989250343197577,0.291793899873422,8.597353260660789,2.1739749314857857,0.25286560474760517,0.1630859375,3.5005283930207174,1.2472056815412627,0.3562906914361603,0.1514892578125
2,train,baseline,0.2763262689113617,87.375,87.375,2.78125,1.6650390625,1.6650390625,58,10,4.734375,6.30078125,0.002934938995167613,4.733071250043887,0.5695500699803233,1.2041015625,0.2486572265625,,,1.832390952891921,0.30506828607688075,8.59624755378697,2.325019432308703,0.2704691108255072,0.1744384765625,3.4738955484754825,1.3334870481409626,0.38385928118252227,0.1624755859375
3,train,baseline,0.21997509896755219,90.0625,90.0625,2.986328125,1.673828125,1.673828125,54,10,4.8828125,6.3125,0.0029864900279790163,4.882583813885015,0.571279555093497,1.1748046875,0.2264404296875,,,1.879826841341374,0.31945259400127546,8.5972344805817,2.3957645128165588,0.2786668804052973,0.177734375,3.484238636374578,1.3668121226819911,0.39228430234738093,0.163330078125
4,train,baseline,0.1884816437959671,91.5625,91.5625,3.15625,1.6806640625,1.6806640625,54,10,4.890625,6.3125,0.0029542590491473675,4.894408164890505,0.5759403870906681,1.193359375,0.2252197265625,,,1.9538393230988325,0.3156744398669796,8.595730299685819,2.4815305575506184,0.288693394398533,0.1839599609375,3.483336518655789,1.4121809951218118,0.4054104412704774,0.1685791015625
5,train,baseline,0.16999083757400513,92.375,92.375,3.298828125,1.681640625,1.681640625,60,10,5.015625,6.328125,0.0029405609238892794,5.014891419080508,0.5789206910412759,1.2197265625,0.2069091796875,,,2.0039997912475602,0.32521660024755417,8.596125518426255,2.543253468713071,0.29586043889906805,0.186767578125,3.480124722938794,1.4493898216377996,0.41647640157386695,0.1705322265625
6,train,baseline,0.15551011264324188,92.9375,92.9375,3.392578125,1.68359375,1.68359375,59,10,5.16796875,6.3125,0.003044737968593836,5.165916740548419,0.585657263873145,1.2294921875,0.181884765625,,,2.0035398451825825,0.3160793582400241,8.599165998831843,2.547701712658535,0.29627311683535684,0.18505859375,3.492670711223877,1.4535201507929507,0.41616295121151525,0.1678466796875
7,train,baseline,0.1454618126153946,93.5,93.5,3.46875,1.685546875,1.685546875,60,10,5.19921875,6.3203125,0.0029294900596141815,5.202374019416173,0.5742302038706839,1.23828125,0.17724609375,,,2.025762896138228,0.3059604815602219,8.594240623125934,2.5674543662254674,0.2987412709060992,0.1861572265625,3.475396626822959,1.4650624682258178,0.42155259544149,0.1688232421875
8,train,baseline,0.13781672716140747,93.8125,93.8125,3.5390625,1.6875,1.6875,59,10,5.140625,6.328125,0.00289914314635098,5.135819716139673,0.577462705085054,1.2509765625,0.1878662109375,,,2.066211091502911,0.28597625009985106,8.598661475330154,2.604397596598792,0.30288407144192103,0.1895751953125,3.488453114064461,1.482295924859013,0.4249149627044759,0.1717529296875
9,train,baseline,0.13052429258823395,94.1875,94.1875,3.59765625,1.69140625,1.69140625,61,10,5.18359375,6.31640625,0.002962983911857009,5.182318842323771,0.57363052200526,1.251953125,0.1790771484375,,,2.1012495335272536,0.30430683427260286,8.595909378341425,2.644402781193305,0.3076350232188628,0.19189453125,3.4630515381863685,1.4991586500398464,0.43290105085325103,0.17333984375
10,train,baseline,0.12428581714630127,94.5625,94.5625,3.6171875,1.6943359375,1.6943359375,61,10,5.25390625,6.37109375,0.0029663050081580877,5.2540918285127916,0.5749347638338804,1.2392578125,0.1751708984375,,,2.1241224958479643,0.2634389057263477,8.595606698942218,2.686297197032447,0.3125197895993804,0.1939697265625,3.496899094754255,1.4992174711488135,0.428727690026232,0.1712646484375
11,train,baseline,0.11914165318012238,94.75,94.75,3.66796875,1.693359375,1.693359375,58,10,5.2578125,6.3515625,0.0032152230851352215,5.25595340510146,0.5794452121481299,1.228515625,0.1719970703125,,,2.131950475791002,0.3058010515455136,8.592999913961538,2.706724969623017,0.31499185345332614,0.1954345703125,3.4678971930522544,1.5065486814832738,0.4344271463703028,0.172607421875
12,train,baseline,0.1140965148806572,95.0,95.0,3.638671875,1.6923828125,1.6923828125,57,10,5.2734375,6.3359375,0.002906033070757985,5.27354326931522,0.5738445520401001,1.19140625,0.1678466796875,,,2.157137524274826,0.32395005399706006,8.597098547025642,2.7301892026216183,0.3175710023198685,0.19677734375,3.462371916890718,1.5048821335851121,0.43463907682584474,0.1722412109375
13,train,baseline,0.1104191467165947,95.3125,95.3125,3.640625,1.693359375,1.693359375,62,10,5.26953125,6.33984375,0.0029161139391362667,5.271561454324068,0.5771725340746343,1.177734375,0.168701171875,,,2.200650432964891,0.29242536548345066,8.59284568931805,2.7775596403702245,0.3232409542537309,0.2003173828125,3.492757221875243,1.5320899991580736,0.43864772208115355,0.1748046875
14,train,baseline,0.10674087703227997,95.375,95.375,3.6640625,1.69140625,1.69140625,57,10,5.2578125,6.33984375,0.0028753308579325676,5.252067425434155,0.5756368199363351,1.171875,0.1708984375,,,2.2076902767083526,0.29904433479975223,8.595626714882421,2.7898543770292283,0.32456672091156424,0.201416015625,3.4873771724197904,1.5372057854138186,0.4407913768464556,0.17578125
15,train,baseline,0.10361503809690475,95.625,95.625,3.662109375,1.6923828125,1.6923828125,60,10,5.32421875,6.3359375,0.0028955319430679083,5.322322605666992,0.5858878749422729,1.1708984375,0.159912109375,,,2.242806732942661,0.305316093138946,8.591747071014138,2.8441772740276807,0.3310359639918921,0.204345703125,3.4624479415831972,1.5503404413898503,0.44775848403975144,0.1763916015625
16,train,baseline,0.10068728029727936,95.75,95.75,3.63671875,1.6943359375,1.6943359375,63,10,5.30859375,6.33984375,0.0028468910604715347,5.309123682193492,0.5714795961976051,1.158203125,0.1627197265625,,,2.2820702310181034,0.310744680694242,8.596611380695741,2.8767985130872606,0.3346433130090424,0.2069091796875,3.465338383461528,1.5718545700756819,0.45359338573612995,0.1790771484375
17,train,baseline,0.09826605767011642,95.9375,95.9375,3.66015625,1.6953125,1.6953125,61,10,5.3203125,6.3515625,0.002899551996961236,5.3150572483535745,0.573181034065783,1.1533203125,0.1622314453125,,,2.2990480304692635,0.30591330257005217,8.596252564725333,2.8970687431360114,0.33701531234948984,0.2081298828125,3.476195556887421,1.5659438869664948,0.450476350176524,0.177978515625
18,train,baseline,0.09630727767944336,96.0,96.0,3.64453125,1.6953125,1.6953125,64,10,5.32421875,6.34765625,0.0029210629872977734,5.325996217134868,0.5732631359715015,1.1435546875,0.1614990234375,,,2.317995403659384,0.29194092232457897,8.594571699405535,2.92361804308943,0.3401703011322425,0.2100830078125,3.4683521394445256,1.5960798016463151,0.46018389640849316,0.1815185546875
19,train,baseline,0.09455092251300812,96.0625,96.0625,3.64453125,1.697265625,1.697265625,63,10,5.33984375,6.33984375,0.002861930988729,5.345249413787721,0.5748073009308428,1.1396484375,0.157470703125,,,2.3779943090259454,0.3089878397047917,8.59532435559284,2.9922064385834606,0.348120247101144,0.2147216796875,3.4758636234432614,1.6196062031659606,0.4659579254612831,0.1837158203125
20,train,baseline,0.09214046597480774,96.1875,96.1875,3.60546875,1.697265625,1.697265625,61,10,5.2890625,6.359375,0.002924413187429309,5.284591136730545,0.5730299460701644,1.1328125,0.168212890625,,,2.3895562488449453,0.30231597584296177,8.594114009029415,2.999977412330699,0.3490734948569183,0.216064453125,3.478934187374207,1.6082792840602904,0.46229080443576037,0.1834716796875
1,test,,1.211805820465088,66.0,66.0,2.59375,1.5966796875,1.5966796875,73,10,4.6171875,6.0546875,0.000983778852969408,4.610270022850963,0.3368581978138536,1.1015625,0.2374267578125,2.986328125,3.041015625,1.7188231590984477,0.3402067326751509,6.658211482751794,2.1369275722624064,0.3209461846921132,0.1895751953125,3.1861969212109504,1.338076075233217,0.41996025616792887,0.1715087890625
