epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.48570919036865234,77.8125,77.8125,1.65625,3.123046875,3.123046875,6522,10,8.078125,13.140625,1.365765033988282,7.974767511617138,0.6118190130218863,2.19921875,0.385009765625,,,4.703386650456805,0.29437149307706695,8.592480016449121,3.533913132486097,0.4112797615730157,0.2119140625,3.4854900342594,1.8049191545253516,0.517837990292479,0.156005859375
2,train,baseline,0.2663147747516632,88.625,88.625,2.232421875,3.517578125,3.517578125,2867,10,8.171875,13.2890625,1.1962352360133082,8.073269379327405,0.6231722750235349,2.494140625,0.38525390625,,,4.616842910811664,0.28932204216708457,8.594220357038967,3.648625688942408,0.42454411655317353,0.2176513671875,3.47795934247282,1.9228692146152842,0.5528728272160103,0.1650390625
3,train,baseline,0.2060035765171051,91.6875,91.6875,2.2421875,3.41796875,3.41796875,2642,10,8.234375,13.015625,1.2940558320842683,8.131542947888155,0.6146927219815552,2.388671875,0.367431640625,,,4.692550062604976,0.2857901190283606,8.596873201560372,3.893601255793266,0.4529090012734583,0.2313232421875,3.4582984585976875,2.059000526172426,0.595379650085879,0.1761474609375
4,train,baseline,0.167150616645813,93.75,93.75,2.30078125,3.353515625,3.353515625,2657,10,9.0390625,12.875,1.3436826970428228,8.911692577809713,0.6209403951652348,2.306640625,0.2978515625,,,5.398476600601899,0.26471778189546147,8.595407061661767,4.211623370392642,0.4899853305584344,0.2388916015625,3.465530823668612,2.1114498048089096,0.609271685130686,0.1689453125
5,train,baseline,0.13856074213981628,95.1875,95.1875,2.380859375,3.330078125,3.330078125,3486,10,9.140625,12.8828125,1.391503833932802,9.002306263560806,0.6189618450589478,2.154296875,0.290283203125,,,5.646950830791761,0.2582095583051364,8.600506312388896,4.406052149373075,0.5123014842772948,0.248291015625,3.4728289294922576,2.1753947548612675,0.6264042367267769,0.1724853515625
6,train,baseline,0.12032898515462875,96.0,96.0,2.3984375,3.326171875,3.326171875,4346,10,9.375,12.8515625,1.389786795945838,9.230597207028765,0.621532446006313,2.078125,0.270263671875,,,5.828874298211296,0.27735433700228596,8.597371550920428,4.516948967103248,0.5253872000704294,0.251220703125,3.4817425661672985,2.215774524237288,0.6363981489522966,0.17236328125
7,train,baseline,0.10881348699331284,96.5,96.5,2.365234375,3.2890625,3.2890625,4323,10,9.65625,12.8828125,1.4085609298199415,9.528213508640276,0.6237657428719103,2.005859375,0.250244140625,,,6.105419182020647,0.2912853142273561,8.596579809514305,4.642527753003373,0.5400435819679396,0.25439453125,3.487866034361934,2.255303987836589,0.6466142809436118,0.171630859375
8,train,baseline,0.10045508295297623,96.8125,96.8125,2.39453125,3.279296875,3.279296875,4132,10,9.6796875,12.7734375,1.420547311892733,9.554656264125825,0.6244741161353886,1.953125,0.2421875,,,6.128305202317325,0.2929832408827033,8.59758650015693,4.707009979255256,0.5474803864048753,0.257568359375,3.481516850010048,2.303087089058005,0.6615182945477797,0.1749267578125
9,train,baseline,0.09420439600944519,97.125,97.125,2.3984375,3.244140625,3.244140625,3690,10,9.6015625,12.6484375,1.4287273669615388,9.487041066980726,0.621117047034204,1.888671875,0.2410888671875,,,6.0007426535867285,0.28319111208171666,8.592432362132973,4.684049281758213,0.5451365904724389,0.257568359375,3.493910998258122,2.273474796447247,0.6506962534479787,0.1737060546875
10,train,baseline,0.088302381336689,97.4375,97.4375,2.359375,3.21875,3.21875,3236,10,9.609375,12.6640625,1.3914764230139554,9.504613588203755,0.6230075580533594,1.8212890625,0.241455078125,,,5.96935796575597,0.2653352093805199,8.598976429217053,4.708555389298352,0.5475716125119174,0.258544921875,3.4887552859196314,2.276699606131616,0.6525822018300377,0.173828125
