epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5237207412719727,75.4375,75.4375,2.341796875,1.4677734375,1.4677734375,91,10,5.28515625,6.19140625,0.0031904170755296946,5.284486219186696,0.5598375380504876,1.0947265625,0.1461181640625,,,1.4165900678024084,0.31151193706453245,8.594594979141725,1.9030697636939724,0.22142634624581425,0.1370849609375,3.484580259010781,1.066478176471283,0.3060564249348183,0.12158203125
2,train,baseline,0.291352778673172,86.5,86.5,2.853515625,1.62890625,1.62890625,77,10,5.4296875,6.26953125,0.0028846641071140766,5.4283585742897476,0.559252591105178,1.2265625,0.134033203125,,,1.6329208625260403,0.3160493287649622,8.593146354033106,2.148622175730589,0.2500390528926759,0.1531982421875,3.4821845708912207,1.1438291073974654,0.32848032150826423,0.12841796875
3,train,baseline,0.22882133722305298,89.75,89.75,2.998046875,1.64453125,1.64453125,65,10,5.34765625,6.27734375,0.002881231950595975,5.347360896520676,0.5620184300933033,1.1962890625,0.1483154296875,,,1.717200528333354,0.32748923705502064,8.590872826807187,2.2294541753384136,0.2595142798973308,0.159912109375,3.4947985012532787,1.1880117784158184,0.33993713170867573,0.1343994140625
4,train,baseline,0.18913130462169647,91.75,91.75,2.859375,1.6513671875,1.6513671875,56,10,5.34765625,6.30078125,0.0031138991471379995,5.348764167757444,0.5598347240593284,1.169921875,0.151123046875,,,1.810453055992399,0.3210327710783534,8.597078852217503,2.3272606407755436,0.27070365187766743,0.1668701171875,3.4572770319352553,1.2238391495809244,0.3539893211554021,0.138916015625
5,train,baseline,0.16305764019489288,92.9375,92.9375,2.921875,1.6591796875,1.6591796875,54,10,5.328125,6.32421875,0.0030812087934464216,5.322956141093435,0.5594826717860997,1.16015625,0.1578369140625,,,1.8911846442051585,0.31983200207666934,8.592018670950587,2.402396503442719,0.27960792398707945,0.172607421875,3.492744580146305,1.2344699571566604,0.3534383716959202,0.1400146484375
6,train,baseline,0.1465744525194168,93.6875,93.6875,3.041015625,1.6650390625,1.6650390625,53,10,5.32421875,6.3046875,0.0029281850438565016,5.3255552295407655,0.5593846710398793,1.150390625,0.15576171875,,,1.917396651297353,0.335070394795521,8.598303676433137,2.446149431792013,0.2844920956323745,0.1756591796875,3.4601341443077476,1.2591390954014106,0.3638989249803552,0.143310546875
7,train,baseline,0.13514575362205505,94.1875,94.1875,3.150390625,1.6708984375,1.6708984375,55,10,5.3515625,6.32421875,0.003124759066849947,5.35026913723848,0.5584631648380309,1.1484375,0.1539306640625,,,1.9553683844144407,0.3173107263439424,8.592959686863246,2.500478579381717,0.29099154080804096,0.1793212890625,3.467367837178089,1.2438155564883537,0.3587203939402722,0.14111328125
8,train,baseline,0.12645727396011353,94.5,94.5,3.25,1.67578125,1.67578125,50,10,5.34765625,6.34375,0.003413340076804161,5.346131693703334,0.5612216589506716,1.1455078125,0.157470703125,,,1.9988140685735454,0.31402312280384254,8.598365204880078,2.5424024496791695,0.2956843991967457,0.182373046875,3.4858288576199135,1.2781159210556288,0.36666054854119046,0.144775390625
9,train,baseline,0.11969806253910065,94.875,94.875,3.314453125,1.681640625,1.681640625,53,10,5.38671875,6.36328125,0.0028968120459467173,5.383879633714675,0.5620124689303339,1.154296875,0.153564453125,,,2.003914256591277,0.3231257680799523,8.596063317565918,2.560173583107769,0.2978309359211088,0.18310546875,3.4834629053075292,1.2717613355730784,0.3650853676769106,0.1434326171875
10,train,baseline,0.11421780288219452,95.125,95.125,3.330078125,1.6865234375,1.6865234375,53,10,5.35546875,6.35546875,0.003027046099305153,5.352531926675362,0.5585478830616921,1.1533203125,0.1573486328125,,,2.0459510575977946,0.3202644437630557,8.59536173039714,2.6031834150389326,0.3028590880396438,0.1866455078125,3.462143295782346,1.287853611849429,0.3719816026732108,0.14599609375
