epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_nn,time_entropy_msg_nn,time_entropy_msg_mc_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,sent,0.5831363201141357,72.375,73.25,2.060546875,1.224609375,1.224609375,111,11,4.46875,5.359375,0.0033611359540373087,4.470899784342612,0.5723455850966275,0.92578125,0.166015625,,,1.1635856411939693,0.2669574756447655,8.593601177499286,1.5852345877925744,0.1844668556347728,0.121337890625,3.46782675963661,0.9569086780826241,0.2759390086092125,0.12054443359375,91,10,0.9990234375,4.12109375,5.4453125,4.114758563214905,0.0031901111360639334,0.5676675960421562,0.2435302734375,,,8.593601177499286,1.7079710345127124,0.19874916222371483,0.1343994140625,3.46782675963661,1.0227252531649258,0.2949182078726724,0.134765625,0.3033852785334584
2,train,sent,0.3498930335044861,83.625,84.75,2.51171875,1.2509765625,1.2509765625,48,11,4.45703125,5.34375,0.003744564950466156,4.459750769206008,0.5708123159129173,0.9404296875,0.165771484375,,,1.2412593755646535,0.2709052082838431,8.592431288418473,1.6681550729293058,0.19414238146748652,0.1278076171875,3.4720094373803123,0.9946101647015535,0.28646528260937076,0.12548828125,35,10,1.0078125,4.1015625,5.4296875,4.097043423296359,0.0035902520176023245,0.5681157470680773,0.24462890625,,,8.592431288418473,1.8232331185842705,0.21219059627997977,0.1436767578125,3.4720094373803123,1.078189815142819,0.31053769714299245,0.142333984375,0.2997631865779702
3,train,sent,0.28931936621665955,86.3125,87.5,2.689453125,1.244140625,1.244140625,45,11,4.4609375,5.30078125,0.0031975209712982178,4.468211970579857,0.5702720021363348,0.9267578125,0.157958984375,,,1.3020219603301948,0.28988799408616056,8.597676821154849,1.7262769285733963,0.20078411464895246,0.1322021484375,3.4660260569109456,1.0537964507039632,0.30403592858247197,0.1329345703125,32,10,0.9814453125,4.125,5.38671875,4.132036780016166,0.0033639559987932444,0.5714010808151215,0.234130859375,,,8.597676821154849,1.8865518376920232,0.21942576778998069,0.1483154296875,3.4660260569109456,1.1438074208031486,0.3300054304330745,0.1507568359375,0.31880795834801356
4,train,sent,0.255672425031662,87.9375,89.1875,2.81640625,1.244140625,1.244140625,42,11,4.5546875,5.35546875,0.003155091078951955,4.550420617136312,0.5726988140959293,0.92431640625,0.1490478515625,,,1.3248591594607317,0.29438846625798004,8.593783665142952,1.7488506760615703,0.20350182692578628,0.1329345703125,3.477424778992546,1.0655347823912864,0.3064149047387835,0.1326904296875,28,10,0.97119140625,4.234375,5.44140625,4.229961304999995,0.0032424130477011204,0.5726641630753875,0.2220458984375,,,8.593783665142952,1.9312702701217077,0.22472875108028242,0.1505126953125,3.477424778992546,1.1678960546286197,0.33585084620204897,0.1514892578125,0.31912975701114155
5,train,sent,0.23375898599624634,89.0625,90.3125,2.9375,1.2509765625,1.2509765625,43,11,4.625,5.36328125,0.003578031901270151,4.624089537655916,0.5786339861806482,0.93115234375,0.1375732421875,,,1.342725915487538,0.24409057576139748,8.597195571301796,1.7703944384440193,0.20592697045926855,0.1339111328125,3.480232654746323,1.0635381757940467,0.3055939879029636,0.1312255859375,30,10,0.9755859375,4.32421875,5.44921875,4.328106004393177,0.00344873801805079,0.5752675898838788,0.2061767578125,,,8.597195571301796,1.9492868401505188,0.22673519800543002,0.15087890625,3.480232654746323,1.1711009242301933,0.33650075739420815,0.1500244140625,0.270257689934573
6,train,sent,0.2165909707546234,89.875,91.25,2.982421875,1.255859375,1.255859375,43,11,4.6875,5.37109375,0.00321212294511497,4.690039416379236,0.5735287610441446,0.94140625,0.127197265625,,,1.3755720185972766,0.27548794004947064,8.597193179572471,1.802132994617172,0.20961876242343436,0.1356201171875,3.472154467225197,1.0948274896202257,0.3153164699193716,0.1341552734375,30,10,0.98583984375,4.41015625,5.4609375,4.409654137264599,0.003233883064240217,0.5704963030293584,0.1920166015625,,,8.597193179572471,1.9954593659292188,0.23210591227269023,0.1534423828125,3.472154467225197,1.2075711699002767,0.3477872834572702,0.1531982421875,0.2973297642400761
7,train,sent,0.20418678224086761,90.4375,91.875,3.052734375,1.2578125,1.2578125,48,11,4.72265625,5.3515625,0.0035376271698623896,4.718342593451826,0.572939271107316,0.9462890625,0.11767578125,,,1.3901489004115808,0.2780706168224536,8.598670947389468,1.8301370468182032,0.21283952578436874,0.1373291015625,3.468200943925491,1.1216211916479288,0.32340144350990785,0.136962890625,35,10,0.99267578125,4.47265625,5.44140625,4.474390735432971,0.003438185201957822,0.5735044458415359,0.1781005859375,,,8.598670947389468,2.0291533837810656,0.23598453716816675,0.1552734375,3.468200943925491,1.2391157123528256,0.35727910014069997,0.156005859375,0.3051494171452713
8,train,sent,0.1934393346309662,91.0,92.375,3.068359375,1.2568359375,1.2568359375,48,11,4.7578125,5.37109375,0.003549553919583559,4.758804270715923,0.5748630159068853,0.9453125,0.1141357421875,,,1.420132327847015,0.2721465818559319,8.596191258565659,1.8706431748772463,0.21761302402540747,0.14013671875,3.4877265319528243,1.140569028452854,0.3270236407595392,0.1383056640625,34,10,0.99072265625,4.51171875,5.45703125,4.5085300894921385,0.0033163370098918676,0.5719158679712564,0.1737060546875,,,8.596191258565659,2.0839175600738074,0.24242335906582949,0.1590576171875,3.4877265319528243,1.2660482044751737,0.363000995885505,0.1583251953125,0.3017387820185275
9,train,sent,0.18535877764225006,91.375,92.8125,3.1015625,1.2548828125,1.2548828125,50,11,4.78125,5.37890625,0.0034001709427684546,4.781815941431627,0.5709094570484012,0.9482421875,0.111083984375,,,1.4377472672402227,0.29434020806161937,8.598609557227881,1.889263076803025,0.2197172768723909,0.1412353515625,3.4886253553168816,1.1442755039664165,0.32800183092818197,0.1383056640625,38,10,0.994140625,4.5390625,5.46484375,4.536736753323075,0.003453250974416733,0.5769343308638781,0.169921875,,,8.598609557227881,2.1121069455951202,0.24563354476535224,0.1607666015625,3.4886253553168816,1.2754928131554344,0.3656147287961157,0.158935546875,0.3233429700194165
10,train,sent,0.17824164032936096,91.75,93.1875,3.15625,1.2529296875,1.2529296875,51,11,4.75,5.33984375,0.003919872920960188,4.7467416175813355,0.5766018240246922,0.95068359375,0.10992431640625,,,1.455637504917946,0.2885108596704953,8.593130738890128,1.915925574497007,0.2229601332406196,0.1435546875,3.465506713505773,1.1713545070593692,0.338003819901536,0.142578125,37,10,1.001953125,4.51171875,5.42578125,4.509194777407693,0.0034637509379535913,0.5762989160139114,0.168701171875,,,8.593130738890128,2.1443360278520345,0.24954071955956214,0.1636962890625,3.465506713505773,1.3092480414650622,0.3777941148873441,0.1641845703125,0.31078676940641325
11,train,sent,0.1732388585805893,92.0,93.4375,3.24609375,1.25390625,1.25390625,50,11,4.7890625,5.36328125,0.0033299378119409084,4.791064243847306,0.5747758189681917,0.95654296875,0.10736083984375,,,1.466039032713197,0.2787449972435292,8.595642173775133,1.9392868633572862,0.22561279589719915,0.1448974609375,3.4822701028920537,1.164213256928857,0.33432594903019397,0.1407470703125,36,10,1.013671875,4.55078125,5.44921875,4.550590426704943,0.003491463139653206,0.5728429509326816,0.165283203125,,,8.595642173775133,2.179891423878866,0.2536042543196602,0.165771484375,3.4822701028920537,1.304746628846515,0.37468277597504923,0.1624755859375,0.30887665928775626
12,train,sent,0.16785332560539246,92.375,93.75,3.2890625,1.2587890625,1.2587890625,50,11,4.765625,5.328125,0.003579795127734542,4.770509266721251,0.5757567470427603,0.96142578125,0.1055908203125,,,1.520320384123342,0.26682208794280293,8.596312484424551,1.9961449103998001,0.23220944027064702,0.1494140625,3.4593291258936416,1.200241268401124,0.3469578131254187,0.1458740234375,36,10,1.0224609375,4.52734375,5.4140625,4.527641894499447,0.003607695922255516,0.5734669561497867,0.1639404296875,,,8.596312484424551,2.244598077843637,0.26111173621370437,0.1710205078125,3.4593291258936416,1.3540789195826979,0.39142818457116346,0.1695556640625,0.30055256115319084
13,train,sent,0.1631767749786377,92.4375,93.875,3.30859375,1.2578125,1.2578125,50,11,4.81640625,5.37890625,0.003487221896648407,4.815083250648845,0.5774495091754943,0.9697265625,0.1043701171875,,,1.5219759472451004,0.2894090268850632,8.595623470949203,2.0017302760276445,0.23287784566098452,0.1492919921875,3.4854764334074457,1.2043595514054153,0.3455365642016458,0.14501953125,37,10,1.03515625,4.578125,5.46484375,4.580418680744654,0.0034497110173106194,0.5747585669159889,0.1624755859375,,,8.595623470949203,2.26010174498606,0.2629363364536116,0.1715087890625,3.4854764334074457,1.3574980302357074,0.38947273240020164,0.1683349609375,0.31891427224028635
14,train,sent,0.16274039447307587,92.75,94.1875,3.3984375,1.26171875,1.26171875,45,11,4.79296875,5.375,0.0034567390102893114,4.7938338243225775,0.5773962389212102,0.97314453125,0.1085205078125,,,1.525946560796414,0.28407603087054345,8.598290749657028,2.0140444242378877,0.23423776688619474,0.150390625,3.4993691413125925,1.1940009945851822,0.3412046418564803,0.14404296875,33,10,1.0439453125,4.54296875,5.46484375,4.540251461110513,0.0033944169990718365,0.577269122004509,0.1685791015625,,,8.598290749657028,2.2660844818897026,0.2635505762561115,0.1724853515625,3.4993691413125925,1.3457420212325317,0.3845670367681621,0.1673583984375,0.3161524049130546
15,train,sent,0.15740598738193512,92.8125,94.3125,3.583984375,1.2744140625,1.2744140625,49,11,4.86328125,5.4296875,0.0035265800543129444,4.86693685857648,0.5733077439945191,0.984375,0.1041259765625,,,1.4971817849040807,0.2898050375312656,8.598414228491361,2.009842978274021,0.2337457727512459,0.1492919921875,3.4405823778565994,1.1821431920189927,0.3435881086955516,0.142333984375,36,10,1.0615234375,4.6171875,5.515625,4.617643805461752,0.0033768860157579184,0.5732749130111188,0.163330078125,,,8.598414228491361,2.2779991000971043,0.26493246772745815,0.17236328125,3.4405823778565994,1.3463020814980897,0.39130063856712644,0.1671142578125,0.32184768811891606
16,train,sent,0.15206147730350494,93.0625,94.5,3.57421875,1.279296875,1.279296875,50,11,4.8984375,5.44140625,0.0035440509673208,4.894408127508767,0.5746530580800027,0.98095703125,0.09967041015625,,,1.5029175924407845,0.27492162616268034,8.595779814248303,2.0257077474398653,0.23566305689706787,0.150146484375,3.474436493007013,1.1787321241171096,0.3392585032103882,0.1407470703125,36,10,1.0595703125,4.66015625,5.53125,4.6597223076429275,0.0033217950258404016,0.5765344360843301,0.1572265625,,,8.595779814248303,2.3049344543787047,0.26814721923868523,0.173828125,3.474436493007013,1.3469962174811716,0.38768767833064915,0.16552734375,0.3005151366878104
17,train,sent,0.14869451522827148,93.25,94.75,3.568359375,1.2861328125,1.2861328125,55,11,4.90234375,5.44921875,0.003439258085563779,4.898426375742836,0.5733806830830872,0.98486328125,0.10052490234375,,,1.5130499282202985,0.27450564225361157,8.596134985367062,2.033512108363656,0.23656121173355715,0.150634765625,3.4781413848763707,1.1814103162841558,0.3396671341254716,0.1409912109375,41,10,1.0615234375,4.66015625,5.5390625,4.659633862969318,0.0034707491286098957,0.5792403728701174,0.15869140625,,,8.596134985367062,2.3048479719180808,0.2681260794347172,0.173828125,3.4781413848763707,1.3406487043366182,0.38544974340779165,0.164794921875,0.3060578069424495
18,train,sent,0.1449253112077713,93.4375,94.875,3.60546875,1.28515625,1.28515625,52,11,4.91015625,5.4453125,0.003518159966915846,4.91582831730131,0.5762997090350837,0.98388671875,0.0982666015625,,,1.4990598893337923,0.284138631933667,8.596713941006726,2.0301117757765974,0.23614974159985358,0.1502685546875,3.4786682714288117,1.1634746194937278,0.33445977848754394,0.138671875,38,10,1.05859375,4.67578125,5.53515625,4.6761638165002735,0.0032997149974107742,0.5751787200570107,0.1556396484375,,,8.596713941006726,2.3100756742972015,0.268716126900307,0.174072265625,3.4786682714288117,1.3329757708903007,0.38318565234816154,0.1634521484375,0.3168656551760008
