epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.49691879749298096,77.125,77.125,2.23828125,2.322265625,2.322265625,718,10,6.3671875,9.1328125,0.014380046166479588,6.36691050292783,0.576636218931526,1.6552734375,0.302734375,,,2.647104702264059,0.3247750449951843,8.594980844323246,2.722319660648937,0.3167336507151096,0.181884765625,3.4875959785088613,1.3195214941796838,0.37834700530416704,0.1339111328125
2,train,baseline,0.27024540305137634,87.75,87.75,2.576171875,2.509765625,2.509765625,307,10,6.28515625,9.1015625,0.0149371731095016,6.281489961080753,0.5756906371098012,1.7333984375,0.309326171875,,,2.862683704037684,0.3522983690914053,8.59149484933257,2.936353305486856,0.34177443587886996,0.1973876953125,3.48359184202229,1.4753740482958335,0.4235209275950512,0.1510009765625
3,train,baseline,0.22496484220027924,89.5625,89.5625,2.6171875,2.517578125,2.517578125,260,10,6.32421875,9.140625,0.0147828150074929,6.317108561351143,0.5742187958676368,1.7275390625,0.308349609375,,,2.848332796018208,0.34361260573424507,8.596248176459357,3.015801213768605,0.35082761128596923,0.2021484375,3.4532604453994953,1.4682321468457715,0.4251727230136321,0.150146484375
4,train,baseline,0.20064404606819153,90.75,90.75,2.67578125,2.521484375,2.521484375,222,10,6.34765625,9.1484375,0.014691518153995275,6.345811958371067,0.5755058701615781,1.71484375,0.305908203125,,,2.839151073303116,0.3217091265482531,8.600709046667934,3.0630129371850314,0.3561349326625224,0.2049560546875,3.4739134078283236,1.4844888792638935,0.42732466385565565,0.151123046875
5,train,baseline,0.1826169788837433,91.875,91.875,2.771484375,2.5234375,2.5234375,230,10,6.33984375,9.140625,0.015523245092481375,6.333561667435016,0.5745375368278474,1.708984375,0.306396484375,,,2.8565056844609726,0.3251497175609961,8.598240144348111,3.123104994281497,0.36322607206248014,0.2091064453125,3.4783724534776006,1.5074515392869436,0.4333784146030212,0.153564453125
6,train,baseline,0.1634642779827118,93.0625,93.0625,2.8046875,2.533203125,2.533203125,254,10,6.5625,9.1875,0.014310745988041162,6.556022791415563,0.578075495082885,1.6845703125,0.285888671875,,,2.8458034601345146,0.32531438836056564,8.59612711167969,3.1651478837690954,0.36820626808421203,0.2088623046875,3.470885728462396,1.494589022131846,0.4306073835493137,0.1490478515625
7,train,baseline,0.1449524611234665,94.0625,94.0625,2.84375,2.544921875,2.544921875,249,10,6.69921875,9.2578125,0.015953961992636323,6.693565729053294,0.5784935168921947,1.669921875,0.2763671875,,,2.896772966275061,0.32116641178564664,8.593954135968307,3.25493781118094,0.3787474030793389,0.212890625,3.4675963491330233,1.531425554974489,0.44163893394263715,0.150634765625
8,train,baseline,0.13392497599124908,94.625,94.625,2.91015625,2.548828125,2.548828125,251,10,6.73046875,9.234375,0.01568582095205784,6.731300678609219,0.5731660090386868,1.6591796875,0.271240234375,,,2.9422393232083097,0.3000695494096119,8.595398179630195,3.3292327538573163,0.38732734473512803,0.21728515625,3.4980634783516207,1.569803105032241,0.44876347005914635,0.1534423828125
9,train,baseline,0.12382369488477707,95.1875,95.1875,2.970703125,2.546875,2.546875,241,10,6.8515625,9.2578125,0.017340988852083683,6.843849838731152,0.5809396558906883,1.662109375,0.259765625,,,3.0195945050244424,0.30075811590237134,8.597266552780795,3.4390028994554074,0.4000111987156032,0.2225341796875,3.4753708821363904,1.5982066677060365,0.4598665068873403,0.15478515625
10,train,baseline,0.11635610461235046,95.5,95.5,2.990234375,2.546875,2.546875,219,10,6.84765625,9.2734375,0.017349758883938193,6.84668122522553,0.5789915069472045,1.6376953125,0.26123046875,,,3.058372410014284,0.2994794067524906,8.594279454331353,3.511135927018688,0.40854337419167147,0.227294921875,3.4769678342743138,1.6335599727106294,0.46982314780360157,0.158203125
