epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5179107189178467,76.0,76.0,1.6435546875,3.345703125,3.345703125,10243,10,8.375,13.5625,1.706746628973633,8.214523191525524,0.6254527480341494,2.3203125,0.382568359375,,,5.907652680242062,0.3647775095367916,8.593897671068445,4.131976935151254,0.4808035996357799,0.2435302734375,3.491340202277003,1.6810915648910996,0.48150322440497645,0.1417236328125
2,train,baseline,0.28195518255233765,87.3125,87.3125,1.900390625,3.744140625,3.744140625,3712,10,7.890625,13.5625,1.707156419986859,7.797812998980836,0.6091874209232628,2.7265625,0.41845703125,,,5.041080111536441,0.3054924943285612,8.593170024692764,3.907763368838453,0.45475224598249114,0.237060546875,3.4759319516115745,1.6833943566875638,0.4843001474488239,0.1480712890625
3,train,baseline,0.2330089807510376,89.5,89.5,1.783203125,3.755859375,3.755859375,1497,10,7.765625,13.5859375,1.2930878538172692,7.680585264812228,0.6075292769819498,2.736328125,0.428466796875,,,4.73997742591505,0.3352446364382519,8.594149543950904,3.9679261143116147,0.4617008459091205,0.2425537109375,3.4701324645006744,1.7615971712019807,0.5076455118711041,0.15673828125
4,train,baseline,0.19710327684879303,91.875,91.875,1.916015625,3.775390625,3.775390625,1148,10,7.9296875,13.7109375,1.3772506951354444,7.861819377735167,0.611943565076217,2.6953125,0.421630859375,,,4.585042317340041,0.3056049837725645,8.597324374786421,4.06577470709811,0.4729116327193499,0.2459716796875,3.488301717901555,1.8017877518137393,0.5165229092905513,0.1578369140625
5,train,baseline,0.15905508399009705,94.125,94.125,1.9609375,3.771484375,3.771484375,1395,10,8.28125,13.71875,1.4328213951084763,8.218877038328344,0.6142380170058459,2.630859375,0.396240234375,,,4.7196036569798405,0.3370842956913618,8.588805124586859,4.276766827378944,0.49794666025615136,0.25341796875,3.4739107337407926,1.88054963994343,0.5413350497692287,0.1600341796875
6,train,baseline,0.13063612580299377,95.5625,95.5625,2.078125,3.759765625,3.759765625,1925,10,8.7578125,13.796875,1.4506429911125451,8.6845922289767,0.6256787818856537,2.53515625,0.365234375,,,5.188210347808804,0.33815493259791735,8.595395412505646,4.46371825348119,0.5193150564064591,0.25732421875,3.5027732223732118,1.8869633387388038,0.5387055395668298,0.1539306640625
7,train,baseline,0.11278070509433746,96.5,96.5,2.19140625,3.75,3.75,2340,10,8.9296875,13.8046875,1.3962897108867764,8.844034344648996,0.6186592690646648,2.44140625,0.353271484375,,,5.366578839954052,0.32716272951219333,8.597863859942716,4.586869648490685,0.5334894484501927,0.26171875,3.485178550863032,1.9201377994532258,0.5509438817640329,0.1546630859375
8,train,baseline,0.10054171085357666,97.125,97.125,2.314453125,3.72265625,3.72265625,2729,10,9.15625,13.734375,1.3976577338762581,9.069046056716621,0.6181750250980258,2.3515625,0.333251953125,,,5.575349969606474,0.3242241161210059,8.596465097903923,4.683761274581833,0.5448473554233211,0.263671875,3.477372942064928,1.9402532261829668,0.5579652394231861,0.153564453125
9,train,baseline,0.09237177670001984,97.4375,97.4375,2.3984375,3.693359375,3.693359375,2744,10,9.25,13.6875,1.47826968296431,9.151585867375085,0.6595875299535692,2.345703125,0.32421875,,,5.781126643645576,0.3411323243050926,8.595357513162257,4.8011375775507705,0.5585733426676767,0.26904296875,3.4766935826442293,1.9988821628851472,0.5749376858701709,0.1571044921875
10,train,baseline,0.0864565446972847,97.6875,97.6875,2.494140625,3.6640625,3.6640625,2710,10,9.3671875,13.640625,1.4441385089885443,9.269005862295453,0.6220259978435934,2.294921875,0.313232421875,,,5.896361433742316,0.33378238939880467,8.595615202012269,4.874561953478125,0.5670986705334331,0.271484375,3.478404658219313,2.01443065596271,0.5791248730082916,0.1568603515625
