epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5132681131362915,75.875,75.875,2.15625,2.111328125,2.111328125,800,10,6.50390625,8.75,0.014648176031187177,6.498958703107643,0.57870326586999,1.5751953125,0.25634765625,,,2.64113633376476,0.37107897967112397,8.594343285433473,2.6863976249899846,0.3125774170020823,0.1778564453125,3.4564485357913037,1.3169136745321293,0.38100196224406996,0.1322021484375
2,train,baseline,0.27808475494384766,87.5625,87.5625,2.705078125,2.341796875,2.341796875,445,10,6.62890625,8.90625,0.014067910145968199,6.627141955115411,0.5825456811580807,1.6826171875,0.25537109375,,,2.6489445987801137,0.4235383969174312,8.595058999650648,2.809780882459406,0.3269065264791796,0.1845703125,3.48055334068637,1.4330776329351194,0.4117384486492353,0.1417236328125
3,train,baseline,0.2222776859998703,90.375,90.375,2.689453125,2.37109375,2.37109375,417,10,6.8125,8.9609375,0.014790982007980347,6.810517245445846,0.5797807760536671,1.6513671875,0.2392578125,,,2.6911403821514828,0.39134971785187506,8.596454482792625,2.9022340975790684,0.33760826668580873,0.1883544921875,3.4939487809802605,1.4925882682810299,0.4271923722540289,0.144775390625
4,train,baseline,0.1899711638689041,91.8125,91.8125,2.671875,2.38671875,2.38671875,420,10,7.0,8.9765625,0.014974601101130247,6.998932437418133,0.5867811481002718,1.6416015625,0.2203369140625,,,2.771412543885149,0.3928265441883374,8.596172144809225,3.0429690806064436,0.3539911752981741,0.195068359375,3.464760502286383,1.5343870264077815,0.44285514839921686,0.1466064453125
5,train,baseline,0.16706861555576324,93.0,93.0,2.73046875,2.3828125,2.3828125,383,10,7.14453125,8.984375,0.015488534001633525,7.140362171862087,0.5807632759679109,1.5751953125,0.2052001953125,,,2.837994668367192,0.3755159912877252,8.595276523561964,3.138311624984098,0.36512049570262717,0.1993408203125,3.475756971012532,1.5655841796995649,0.45042970286944156,0.1474609375
6,train,baseline,0.14600640535354614,94.0625,94.0625,2.83203125,2.3828125,2.3828125,383,10,7.25390625,8.9765625,0.01555919204838574,7.251990652212728,0.5827396789100021,1.5361328125,0.1920166015625,,,2.928052204691318,0.37939117745053647,8.596080454245532,3.268488381080229,0.3802300825914153,0.2061767578125,3.4744180680042818,1.6136675463614143,0.4644425382257786,0.150390625
7,train,baseline,0.13097867369651794,94.75,94.75,2.85546875,2.369140625,2.369140625,370,10,7.33203125,8.9453125,0.01721188402734697,7.328606164768707,0.5833561229519546,1.501953125,0.1802978515625,,,2.9434616306148493,0.3847710644608714,8.59633607503553,3.3301248567918815,0.38738886285086493,0.2091064453125,3.491199784525283,1.6376218137004406,0.4690713550565588,0.1512451171875
8,train,baseline,0.12087561935186386,95.1875,95.1875,2.8828125,2.359375,2.359375,355,10,7.37890625,8.9921875,0.018293417990207672,7.374143253011551,0.5868218280375004,1.45703125,0.179443359375,,,3.043530332236373,0.3754596944290766,8.59692404408216,3.450442787994761,0.40135783104538797,0.2159423828125,3.475005947902784,1.6690346748286258,0.4802969260630797,0.15380859375
9,train,baseline,0.111268550157547,95.625,95.625,2.9140625,2.35546875,2.35546875,343,10,7.3359375,8.96875,0.01732844510115683,7.333347876113657,0.5822275870013982,1.44921875,0.1822509765625,,,3.1190752623033395,0.35396173509014506,8.597004080245005,3.5610406742739666,0.41421879541232937,0.2235107421875,3.481625795032603,1.7092485423878552,0.4909340184768045,0.157958984375
10,train,baseline,0.10462601482868195,95.9375,95.9375,2.947265625,2.35546875,2.35546875,305,10,7.28515625,8.9453125,0.01949375681579113,7.281787564961712,0.5869622412137687,1.46484375,0.18603515625,,,3.2054706359721594,0.3307655532272832,8.596917162140219,3.658687333379465,0.4255813176253321,0.2303466796875,3.485745724489271,1.7352006995212124,0.4977989895621124,0.1611328125
