epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.48682889342308044,78.0,78.0,1.8291015625,3.001953125,3.001953125,3876,10,8.3984375,12.6875,1.2836175959091634,8.35281017844094,0.6138186601456255,1.904296875,0.337646484375,,,3.9415198912369434,0.37818467862517563,8.594218598950487,3.2977322911594413,0.3837151979776446,0.1939697265625,3.469640401668036,1.6358253955848685,0.47146828091996007,0.1378173828125
2,train,baseline,0.26387637853622437,88.875,88.875,2.287109375,3.4140625,3.4140625,671,10,7.76171875,12.90625,1.3122717579826713,7.739119513053296,0.6121509210206568,2.318359375,0.3984375,,,3.4214145587754103,0.3669360873606271,8.590571468349875,3.3443831016388907,0.38930857090946225,0.2044677734375,3.482761319724083,1.7178538527073828,0.49324478337880395,0.1527099609375
3,train,baseline,0.20987093448638916,91.4375,91.4375,2.263671875,3.423828125,3.423828125,307,10,7.29296875,12.796875,1.4022993210237473,7.267563357046998,0.6073901129420847,2.453125,0.429931640625,,,3.26808596915789,0.3657642023366683,8.594739597767841,3.402058806328788,0.3958303526976366,0.214111328125,3.463711702118066,1.76180839122501,0.508647526913877,0.163818359375
4,train,baseline,0.18308216333389282,92.75,92.75,2.404296875,3.43359375,3.43359375,263,10,7.27734375,12.8828125,1.4348436938598752,7.260224834982478,0.6089173869695514,2.470703125,0.43505859375,,,3.2768803098106343,0.37641970732771973,8.592908564671653,3.463162655276122,0.40302566112647265,0.21826171875,3.469634680209669,1.782941172793291,0.5138699999060271,0.1658935546875
5,train,baseline,0.1647125482559204,93.6875,93.6875,2.484375,3.455078125,3.455078125,221,10,6.99609375,13.0078125,1.5022359669674188,6.984277660107829,0.6044581800233573,2.5234375,0.46240234375,,,3.2201885685071403,0.3758323217164129,8.589961411721589,3.5430969069919955,0.41246947886834484,0.227294921875,3.486885382848986,1.8332170133189383,0.5257462784225774,0.1749267578125
6,train,baseline,0.1516386866569519,94.3125,94.3125,2.5390625,3.486328125,3.486328125,201,10,6.8046875,13.0625,1.7128126369789243,6.790440243896212,0.613422553986311,2.53125,0.479248046875,,,3.261300242058237,0.364560148331756,8.597704768903796,3.63180258597912,0.4224153635880397,0.23583984375,3.477953405800299,1.84955254328489,0.5317933645115341,0.179931640625
7,train,baseline,0.1403421014547348,94.875,94.875,2.5546875,3.50390625,3.50390625,179,10,6.95703125,13.140625,1.6964324212167412,6.943767403660242,0.606441228883341,2.5546875,0.470703125,,,3.3939706788777695,0.33124352929123996,8.59772265875256,3.7298844164664393,0.4338223695398436,0.2398681640625,3.4810513140807036,1.862509681805304,0.5350422943412331,0.178466796875
8,train,baseline,0.131418377161026,95.1875,95.1875,2.58984375,3.509765625,3.509765625,304,10,7.1484375,13.125,1.6858645488973707,7.121719339523483,0.6097531940322369,2.525390625,0.455322265625,,,3.5752362026206574,0.3401691372651473,8.594394939310195,3.8579326133143956,0.4488893797128715,0.2449951171875,3.5006999876040004,1.9309795805792387,0.551598133920887,0.1812744140625
9,train,baseline,0.12529876828193665,95.6875,95.6875,2.64453125,3.509765625,3.509765625,430,10,7.2578125,13.1953125,1.6914032951463014,7.224994683243534,0.6088131000287831,2.498046875,0.44970703125,,,3.8057006408259753,0.3324382362831278,8.594985185344722,3.955729758588631,0.460236949021568,0.24951171875,3.490151013370907,1.9911947820541185,0.570518230995098,0.1851806640625
10,train,baseline,0.11748746782541275,96.0625,96.0625,2.67578125,3.51171875,3.51171875,477,10,7.3125,13.125,1.6713260470423847,7.278439347438905,0.6055471431463957,2.484375,0.44287109375,,,3.8724410042690556,0.3379143699231035,8.59749074704611,4.047444739948031,0.4707704676900798,0.25439453125,3.4805738486604763,2.0266852841510383,0.5822848105725504,0.187744140625
