epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.516581654548645,75.875,75.875,1.4013671875,3.109375,3.109375,10484,10,7.99609375,12.671875,1.793805480003357,7.8456745815894555,0.6206656028516591,2.125,0.369140625,,,5.451820013011502,0.3932128516877873,8.594992308466956,3.934405478160376,0.45775555543948304,0.2371826171875,3.487865558834935,1.763756705177177,0.505683684025462,0.153564453125
2,train,baseline,0.284989595413208,87.25,87.25,1.7431640625,3.349609375,3.349609375,4386,10,8.8671875,13.1171875,1.3589544279966503,8.746992130546206,0.6172161910217255,2.25,0.32373046875,,,5.491042442760268,0.3600669049695226,8.59254429419568,4.072078304299566,0.47390832853201376,0.233154296875,3.5064473608835875,1.774763256151223,0.5061428487276654,0.1434326171875
3,train,baseline,0.20823147892951965,91.6875,91.6875,1.9921875,3.453125,3.453125,4083,10,9.7109375,13.21875,1.3929761101026088,9.594793062273155,0.6263893868308514,2.255859375,0.265380859375,,,5.87811746591643,0.3822781674889682,8.593128527839385,4.345264942311978,0.5056673978789574,0.2374267578125,3.468286689079469,1.8836925036501562,0.543119030379266,0.1429443359375
4,train,baseline,0.15451136231422424,94.5,94.5,2.162109375,3.462890625,3.462890625,3326,10,9.859375,13.28125,1.3232229771092534,9.754464437494196,0.6387921569403261,2.181640625,0.257568359375,,,5.730727066568193,0.34894907880343246,8.597538515689973,4.523351512335255,0.5261216921657774,0.2449951171875,3.4796001921722635,1.9077528745840304,0.5482678380337277,0.1429443359375
5,train,baseline,0.12211351096630096,96.0625,96.0625,2.099609375,3.4609375,3.4609375,3409,10,9.5859375,13.25,1.3366218891460449,9.48693632011629,0.6202047150582075,2.150390625,0.2763671875,,,5.585913242286614,0.32451068006454004,8.595243939091185,4.621536332725345,0.5376853019501389,0.254150390625,3.4753310015697854,1.9652184128429067,0.565476615595818,0.150390625
6,train,baseline,0.10484809428453445,96.8125,96.8125,2.029296875,3.39453125,3.39453125,2618,10,9.0703125,12.875,1.3308433920610696,9.017598462684573,0.6157803991809487,2.166015625,0.29541015625,,,4.858417919816381,0.33391908889649297,8.59455576081027,4.539657477655634,0.528201527105765,0.257080078125,3.4616008284631925,1.9293983002340012,0.5573716889507951,0.1539306640625
7,train,baseline,0.09427938610315323,97.25,97.25,1.953125,3.328125,3.328125,1532,10,9.3359375,13.0,1.337283703032881,9.267272802969375,0.6171662770211697,2.185546875,0.281982421875,,,5.246968733434061,0.3132465445540737,8.59799183687285,4.648033983617788,0.5405953008334455,0.25927734375,3.488812680161284,1.9600293614253586,0.5618041268225237,0.15283203125
8,train,baseline,0.08741805702447891,97.5,97.5,1.96875,3.23046875,3.23046875,1367,10,9.015625,12.78125,1.3425751109607518,8.969163243187664,0.6192744309082627,2.068359375,0.294677734375,,,4.895583081005203,0.35549800691259437,8.594251592976939,4.626569666814817,0.5383330493367873,0.2626953125,3.4728576828800026,1.9639741869798106,0.5655210683298454,0.1572265625
9,train,baseline,0.08167227357625961,97.8125,97.8125,2.142578125,3.287109375,3.287109375,1458,10,9.53125,12.953125,1.369922969955951,9.451401654593539,0.6202488529961556,2.091796875,0.264404296875,,,5.51856573495464,0.33129738058795566,8.597066060878108,4.762929921954228,0.5540180671204172,0.2626953125,3.4718894035809402,1.983651695059108,0.571346452745053,0.152587890625
10,train,baseline,0.07786981016397476,97.9375,97.9375,2.1171875,3.228515625,3.228515625,1556,10,8.9453125,12.484375,1.3346944390796125,8.902117470666944,0.6123353589791805,2.064453125,0.283203125,,,4.876581957528757,0.3090700087112812,8.594970354970377,4.662049629933083,0.5424160220909978,0.265625,3.463133606765079,1.95651093740772,0.5649539288884963,0.1575927734375
11,train,baseline,0.07281389832496643,98.1875,98.1875,2.09375,3.173828125,3.173828125,1194,10,9.1015625,12.5390625,1.3620719329919666,9.042477488600264,0.61805225093849,2.041015625,0.27392578125,,,5.0392225553715555,0.3362783147182391,8.59631301432412,4.734159537069473,0.5507197712764643,0.267578125,3.476282736968729,1.9740739174205233,0.5678692059271016,0.156982421875
12,train,baseline,0.0696985200047493,98.3125,98.3125,2.14453125,3.154296875,3.154296875,1215,10,9.21875,12.578125,1.361043801996857,9.149705168243145,0.6235001860186458,2.009765625,0.267333984375,,,5.16905096951427,0.30787249112115783,8.596324285592255,4.749142027297411,0.5524619441424682,0.2666015625,3.4650810383391653,1.9702851714153153,0.5686115705852828,0.1553955078125
13,train,baseline,0.06644204258918762,98.5,98.5,2.220703125,3.130859375,3.130859375,1363,10,9.0,12.140625,1.3680860288441181,8.9456521288936,0.6158088089432567,1.958984375,0.259033203125,,,4.942570141810874,0.30991713720701164,8.592647110853756,4.6932843164037,0.5461977264812148,0.266845703125,3.4855217691296816,1.9532272575169891,0.5603830321233945,0.156494140625
14,train,baseline,0.06400696933269501,98.5625,98.5625,2.259765625,3.126953125,3.126953125,1588,10,9.1640625,12.25,1.4020523859653622,9.107858788027292,0.6174241399858147,1.9443359375,0.251708984375,,,5.189438915130191,0.3169291804704043,8.592536233050868,4.76831981146888,0.5549374110437517,0.2685546875,3.4652424028896176,1.9542922923914237,0.5639698656468495,0.15478515625
