epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_nn,time_entropy_msg_nn,time_entropy_msg_mc_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,sent,0.5988633036613464,72.0,72.9375,2.234375,1.3935546875,1.3935546875,111,11,5.61328125,6.24609375,0.0035423689987510443,5.609529640563012,0.5808765951078385,1.0146484375,0.10125732421875,,,1.2893506836389035,0.2226262866341968,8.599287526885934,1.768402940660975,0.20564528574396532,0.12445068359375,3.4883184272539394,0.8199437353799128,0.23505415359267698,0.090087890625,91,10,1.07421875,5.2578125,6.04296875,5.256627954482,0.0034281949046999216,0.5791289310436696,0.1302490234375,,,8.599287526885934,1.8394386029014456,0.2139059308286163,0.1328125,3.4883184272539394,0.8541834918820994,0.24486970146086304,0.09765625,0.24925272013752475
2,train,sent,0.34102362394332886,84.375,85.375,2.93359375,1.5224609375,1.5224609375,88,11,5.56640625,6.34375,0.003282580990344286,5.5757414402066505,0.5775579379405826,1.1298828125,0.1220703125,,,1.428899375270297,0.24445984138747562,8.59802091932924,1.9243350858161428,0.22381139844519785,0.1358642578125,3.48156616833467,0.8825514573390612,0.2534926566572222,0.0975341796875,69,10,1.2041015625,5.16015625,6.1328125,5.1579702603215845,0.0033554930705577135,0.579845828935504,0.158935546875,,,8.59802091932924,2.0110416858616897,0.23389588193960542,0.146240234375,3.48156616833467,0.9216539157841295,0.26472394066977684,0.106689453125,0.26352731047984757
3,train,sent,0.27132648229599,87.75,88.8125,3.26953125,1.5546875,1.5546875,74,11,5.55859375,6.38671875,0.00339904404245317,5.558580265782343,0.5885781568940729,1.1376953125,0.1297607421875,,,1.491341636863651,0.24800392226521603,8.599015200683244,2.0218102063711427,0.23512113412830082,0.142822265625,3.4859155825677774,0.9005835964449282,0.25834922708643016,0.099609375,57,10,1.2158203125,5.12109375,6.17578125,5.123747976934403,0.00339613389223814,0.5793540130835027,0.1708984375,,,8.599015200683244,2.114074073616414,0.2458507194461568,0.154052734375,3.4859155825677774,0.935450400435279,0.2683514211053305,0.10870361328125,0.2705540155442331
4,train,sent,0.2318190187215805,89.5,90.5,3.44921875,1.568359375,1.568359375,72,11,5.5,6.375,0.003432605182752013,5.497601630167452,0.5901442349422723,1.1591796875,0.1373291015625,,,1.5794710752126324,0.22431443126279726,8.59424202650878,2.1177663447604154,0.24641688449408386,0.1502685546875,3.476484622670178,0.9363410860374941,0.26933560411330687,0.10430908203125,53,10,1.2431640625,5.046875,6.1640625,5.048379329219987,0.0033974649850279093,0.5765884581487626,0.18115234375,,,8.59424202650878,2.2180455619470534,0.25808507080735366,0.16259765625,3.476484622670178,0.9779842633505664,0.2813141346787858,0.11474609375,0.24866366807401477
5,train,sent,0.2089037001132965,90.4375,91.5,3.5703125,1.5751953125,1.5751953125,66,11,5.4765625,6.37890625,0.0034436958376318216,5.476537186991975,0.5773143109399825,1.177734375,0.1414794921875,,,1.6050267426954958,0.22735072312816143,8.594650277499653,2.1624465124569614,0.25160378172898246,0.1536865234375,3.4743297884774647,0.9570874208715381,0.2754739702735465,0.10693359375,49,10,1.2646484375,5.01953125,6.16796875,5.014240840687905,0.003608491038903594,0.5747960840817541,0.1865234375,,,8.594650277499653,2.2753440943858356,0.26473957879851934,0.1671142578125,3.4743297884774647,0.9991000097634037,0.2875662561098535,0.11767578125,0.24576043693086427
6,train,sent,0.1901209056377411,91.4375,92.375,3.66015625,1.5849609375,1.5849609375,66,11,5.484375,6.42578125,0.003394923871383071,5.48441141203993,0.5809400619473308,1.19921875,0.146484375,,,1.659370814366679,0.23340421074755166,8.588916805157357,2.2222374225584076,0.25873314097349603,0.157958984375,3.4681699446440697,0.9566653425786988,0.27584154117248116,0.10687255859375,47,10,1.29296875,5.0078125,6.2109375,5.007424888085994,0.003398055210709572,0.5763206300325692,0.194091796875,,,8.588916805157357,2.34490485105753,0.27301520136386614,0.1724853515625,3.4681699446440697,1.005833472426641,0.29001850788193345,0.11865234375,0.25531639560671915
7,train,sent,0.17764179408550262,92.0,92.9375,3.740234375,1.5869140625,1.5869140625,66,11,5.4453125,6.41796875,0.003487696871161461,5.444675524488511,0.5789118800312281,1.2099609375,0.151611328125,,,1.7063475367964882,0.24599814306911327,8.595189714286784,2.266591246456805,0.2637046210497616,0.161376953125,3.470100414641983,0.9775619025929281,0.2817099754428245,0.109619140625,47,10,1.3056640625,4.9609375,6.20703125,4.9597448650217455,0.003397375112399459,0.5741899709682912,0.2008056640625,,,8.595189714286784,2.3956984941827795,0.2787254934234539,0.1767578125,3.470100414641983,1.0241652145274016,0.2951399360681229,0.1214599609375,0.27257980417863986
8,train,sent,0.1676781177520752,92.5625,93.5,3.798828125,1.5947265625,1.5947265625,62,11,5.4921875,6.453125,0.003459896892309189,5.48829398408637,0.583399476017803,1.2275390625,0.149169921875,,,1.7208112541655538,0.23636130201508992,8.600268319144718,2.2957602142968296,0.2669405336094373,0.1629638671875,3.483767954201064,0.991468950121452,0.28459672491270344,0.1104736328125,43,10,1.328125,5.0,6.23828125,5.0012019343236185,0.003424655878916383,0.578691080911085,0.198486328125,,,8.600268319144718,2.417055703935512,0.2810442202779883,0.177734375,3.483767954201064,1.0405897050992916,0.2986966177940893,0.1226806640625,0.26318049983430297
9,train,sent,0.15964995324611664,92.9375,93.875,3.875,1.59765625,1.59765625,60,11,5.45703125,6.44140625,0.0034533089492470026,5.460621584967968,0.5883733769878745,1.2412109375,0.1524658203125,,,1.7383456210906871,0.2330950808651221,8.594198403312127,2.3029634745549323,0.2679672223610047,0.1639404296875,3.4688267787979647,0.9836755511703146,0.2835758640883137,0.11016845703125,41,10,1.345703125,4.96484375,6.2265625,4.968081814065281,0.003437297884374857,0.5779333079699427,0.2025146484375,,,8.594198403312127,2.435194279037992,0.2833532767988565,0.1795654296875,3.4688267787979647,1.0332188273870804,0.29785829425161336,0.12249755859375,0.2606644625919899
10,train,sent,0.15284498035907745,93.25,94.1875,3.91796875,1.6015625,1.6015625,58,11,5.45703125,6.44140625,0.0034794099628925323,5.456020331917648,0.5810901268851012,1.25,0.15283203125,,,1.7700294418480889,0.2450729252479118,8.593680198682456,2.3312362008877736,0.2712733249307076,0.1658935546875,3.4678912341162373,0.9899974187481737,0.28547533700273797,0.11090087890625,38,10,1.35546875,4.9609375,6.2265625,4.95997824518411,0.003763179061934352,0.5793034308589995,0.2032470703125,,,8.593680198682456,2.4623869707223713,0.28653462937798096,0.181640625,3.4678912341162373,1.046029034889239,0.30163259579731616,0.12408447265625,0.26486963476097947
