epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_nn,time_entropy_msg_nn,time_entropy_msg_mc_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,sent,0.4867551028728485,77.75,77.8125,1.419921875,3.279296875,3.279296875,4893,10,9.640625,13.1953125,1.3356398961041123,9.48694445857829,0.6285373999271542,2.3046875,0.269775390625,,,4.592122027294985,0.3070261956493075,8.592480016449121,4.021762154206982,0.4680560381296054,0.2205810546875,3.4854900342594,1.925222511233807,0.5523534688983496,0.146728515625,4881,10,2.302734375,6.9375,13.1953125,6.875365051937229,1.332631119992584,0.6073807019274682,0.474365234375,,,8.592480016449121,3.36107550606848,0.3911647742717077,0.2164306640625,3.4854900342594,1.7289144710555346,0.49603196510728104,0.1658935546875,0.3072730320131421
2,train,sent,0.26665985584259033,88.75,88.75,1.9638671875,3.673828125,3.673828125,2495,10,9.9609375,13.6328125,1.3208001821767539,9.79555942386288,0.6373802220914513,2.72265625,0.26904296875,,,4.73453841407385,0.3152951879261296,8.596505913102632,4.185977562777808,0.4869394152800639,0.2255859375,3.466847842703876,2.035748783936585,0.5872045374650353,0.151611328125,2548,10,2.71875,7.203125,13.6328125,7.100489894852262,1.3335175709798932,0.6089023558888584,0.471435546875,,,8.596505913102632,3.7065809789296376,0.4311729691571708,0.234619140625,3.466847842703876,1.945106186701322,0.5610590008427621,0.1822509765625,0.31562908997361233
3,train,sent,0.20448289811611176,91.8125,91.8125,2.35546875,3.716796875,3.716796875,2313,10,10.484375,13.6171875,1.3019896170590073,10.293551449481937,0.6645938539877534,2.85546875,0.2298583984375,,,5.412754937290826,0.3401317065624566,8.598316846966824,4.424507502834253,0.5145783275473338,0.2318115234375,3.4539829070688883,2.1487969423397164,0.6221214754543253,0.1541748046875,2350,10,2.849609375,8.1328125,13.6171875,8.040804106321296,1.3500352958217263,0.6205239358823746,0.402587890625,,,8.598316846966824,3.9901782414337177,0.46406503882690814,0.2384033203125,3.4539829070688883,2.090886272883022,0.6053551303348474,0.180419921875,0.3396960771233579
4,train,sent,0.16447138786315918,94.0,94.0,2.533203125,3.744140625,3.744140625,3254,10,11.5234375,13.8046875,1.2715881380718201,11.321895416830818,0.6431712559424341,2.62890625,0.165283203125,,,6.849504134623073,0.33808602669680604,8.594794112893487,4.915845207003823,0.571956133263194,0.244384765625,3.476057705832941,2.319357602835227,0.6672379457174338,0.1546630859375,3258,10,2.619140625,9.71875,13.8046875,9.603106865260823,1.3988497001118958,0.6349635890219361,0.295654296875,,,8.594794112893487,4.597967380209326,0.534971206967213,0.2509765625,3.476057705832941,2.286248768209459,0.6577131226484122,0.1732177734375,0.33847434976709456
5,train,sent,0.13506731390953064,95.5,95.5,2.57421875,3.76953125,3.76953125,3648,10,11.59375,13.7890625,1.3337608240544796,11.387174562545189,0.6493726989720017,2.458984375,0.15869140625,,,6.927706883976223,0.3537568243977872,8.595189073098627,4.954912348137642,0.5764750846081574,0.245361328125,3.480263128363443,2.3105300952083265,0.6638952314777501,0.1531982421875,3611,10,2.453125,9.859375,13.7890625,9.73811334113251,1.5527726139407605,0.6301934299990535,0.28515625,,,8.595189073098627,4.676139334320467,0.54404147419583,0.25341796875,3.480263128363443,2.2896632996481667,0.6578994792054291,0.171630859375,0.35407787132776036
6,train,sent,0.11558427661657333,96.5,96.5,2.609375,3.802734375,3.802734375,4018,10,11.546875,13.7578125,1.32815834810026,11.337142824477096,0.6466579919215292,2.341796875,0.160888671875,,,6.804799704505596,0.3632633166107424,8.595756097138858,4.95940198941695,0.5769593661536898,0.2462158203125,3.4736601845151935,2.284959117468567,0.6577958107861005,0.152099609375,4089,10,2.337890625,9.765625,13.7578125,9.652228835931878,1.6873733149841428,0.6223176249768585,0.2900390625,,,8.595756097138858,4.749885093034884,0.5525849081055135,0.258544921875,3.4736601845151935,2.286186693421393,0.6581492063077172,0.172607421875,0.3623644094621777
7,train,sent,0.10511401295661926,96.9375,96.9375,2.685546875,3.8125,3.8125,4001,10,11.53125,13.7734375,1.501582985976711,11.336530691804539,0.6438002260401845,2.302734375,0.162841796875,,,6.775210637612741,0.3612262040538116,8.598318206110537,4.9358882325286775,0.5740527524348781,0.2451171875,3.452287743592286,2.259490618351279,0.6544908148357763,0.1507568359375,4041,10,2.294921875,9.8203125,13.7734375,9.707695741193856,1.7188882899936289,0.630913910921663,0.287353515625,,,8.598318206110537,4.77543710885959,0.5553919957819015,0.25927734375,3.452287743592286,2.283752464240014,0.661518573728055,0.172119140625,0.361536762486044
8,train,sent,0.09764065593481064,97.25,97.25,2.7265625,3.822265625,3.822265625,4368,10,11.8125,13.8984375,1.6162411470431834,11.616634345309683,0.6428789331112057,2.212890625,0.1500244140625,,,7.019995108135575,0.3632715781377223,8.595882358354054,5.025501505577475,0.584640563477856,0.2462158203125,3.5004279451481537,2.261882065849182,0.6461730112126188,0.147705078125,4339,10,2.205078125,10.1953125,13.8984375,10.080353835472813,1.7701930061448365,0.6666870310436934,0.266357421875,,,8.595882358354054,4.848239812835278,0.5640188651632062,0.258056640625,3.5004279451481537,2.2847796450513176,0.6527143768858854,0.1668701171875,0.3638099095801738
9,train,sent,0.09088823944330215,97.625,97.625,2.806640625,3.82421875,3.82421875,4628,10,12.0,13.953125,1.692133508855477,11.798994850132896,0.6631169319152832,2.2109375,0.139892578125,,,7.273311097961033,0.3539123240151186,8.593090916057358,5.11851509675482,0.59565471222819,0.24853515625,3.491677970514375,2.2941169245900106,0.6570241998153266,0.1480712890625,4688,10,2.201171875,10.4375,13.953125,10.319039440309599,1.9276116259861737,0.6590476089622825,0.251708984375,,,8.593090916057358,4.955394669476307,0.5766719702937716,0.26025390625,3.491677970514375,2.3243996965734013,0.665697041995824,0.1668701171875,0.3532004635039428
10,train,sent,0.08689912408590317,97.8125,97.8125,2.837890625,3.81640625,3.81640625,3920,10,12.0625,13.8828125,1.5475616189651191,11.866781628076868,0.6432151030749083,2.201171875,0.1312255859375,,,7.4017536095522924,0.3468333778166172,8.593849312251372,5.131933293100468,0.5971635185392878,0.2484130859375,3.4771190366837104,2.2982531715596277,0.6609647663232083,0.14794921875,3992,10,2.193359375,10.6015625,13.8828125,10.478419693136537,1.6640140968374908,0.630934719927609,0.236328125,,,8.593849312251372,4.9404521507084755,0.5748823340043184,0.25732421875,3.4771190366837104,2.309990706906147,0.664340415883286,0.1640625,0.3475923777583849
