epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_input,mutual_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5021337866783142,76.0625,76.0625,2.2265625,1.57421875,1.57421875,91,10,5.1953125,6.2578125,0.003119128057733178,5.1981137133523205,0.5554268881678581,1.205078125,0.1697998046875,,,1.6837139972607575,0.37230094774206013,8.593897671068445,2.1121464214306833,0.24577281488250355,0.1531982421875,3.491340202277003,1.277406728524006,0.36587861809940475,0.1470947265625
2,train,baseline,0.2821652591228485,86.6875,86.6875,2.83984375,1.716796875,1.716796875,79,10,5.4765625,6.3671875,0.0029691150411963463,5.477588415893186,0.556159817148,1.2548828125,0.1400146484375,,,1.82328915929899,0.3527228603038163,8.598020983444012,2.317276184786799,0.26951273894874744,0.1646728515625,3.4782774644394405,1.386156878223061,0.3985182011482958,0.15478515625
3,train,baseline,0.22411371767520905,89.625,89.625,3.03125,1.7607421875,1.7607421875,79,10,5.43359375,6.36328125,0.002977316966280341,5.436357526677033,0.5562089439481497,1.2587890625,0.1458740234375,,,1.9654256934386227,0.3374420684699169,8.595340190058494,2.471716814261244,0.2875647455024608,0.1761474609375,3.464665910993023,1.4728142851699535,0.42509561470180074,0.16552734375
4,train,baseline,0.19249404966831207,91.25,91.25,3.12890625,1.771484375,1.771484375,73,10,5.421875,6.39453125,0.0028583980165421963,5.42134106384818,0.560504182940349,1.283203125,0.152099609375,,,2.0505364880638517,0.3187260291701872,8.596033064060835,2.5933765186788875,0.301694572293066,0.18505859375,3.474212275012284,1.5230103464349733,0.4383757312093396,0.1712646484375
5,train,baseline,0.17024686932563782,92.4375,92.4375,3.140625,1.7724609375,1.7724609375,71,10,5.41796875,6.390625,0.0029027489945292473,5.419502887560116,0.5616829819045961,1.255859375,0.15234375,,,2.1616028802846845,0.3137316493987721,8.591599938913543,2.7281754283060664,0.3175398584318929,0.1947021484375,3.4632327679252395,1.5803058128231768,0.4563094422815564,0.177978515625
6,train,baseline,0.15213815867900848,93.375,93.375,3.15625,1.775390625,1.775390625,73,10,5.39453125,6.40234375,0.0029727390501648188,5.396061051551423,0.556205574888736,1.248046875,0.1573486328125,,,2.261411117765687,0.3664999152048359,8.600575512639786,2.8429932152334167,0.33055848542405425,0.203125,3.445496956653606,1.6011450080553997,0.46470655124609106,0.18115234375
7,train,baseline,0.13850824534893036,94.125,94.125,3.146484375,1.7734375,1.7734375,74,10,5.42578125,6.39453125,0.002880656160414219,5.425299331263583,0.5530587048269808,1.2412109375,0.1517333984375,,,2.2912770201154036,0.32488408409516445,8.595897247575753,2.8945853390103116,0.33674033735415504,0.2064208984375,3.4754511135223627,1.6246768814628916,0.467472229760782,0.1824951171875
8,train,baseline,0.12909866869449615,94.5,94.5,3.1796875,1.7724609375,1.7724609375,76,10,5.47265625,6.41015625,0.0029574381187558174,5.473381727010566,0.5529392890166491,1.2412109375,0.14599609375,,,2.4027716086389184,0.34167542587207594,8.594552164628986,3.002467630860087,0.34934544271158063,0.21337890625,3.471581934792929,1.6601496228538357,0.4782112748702443,0.185546875
9,train,baseline,0.12029717117547989,94.9375,94.9375,3.234375,1.76953125,1.76953125,75,10,5.4375,6.41015625,0.0030445598531514406,5.43848290706192,0.5538081859704107,1.2353515625,0.151611328125,,,2.4234023440457735,0.3496194380040072,8.591809601135155,3.0414426085091897,0.35399325051469394,0.216796875,3.456217447131815,1.6512866083867377,0.47777277721836586,0.1856689453125
10,train,baseline,0.1122039407491684,95.4375,95.4375,3.2734375,1.7666015625,1.7666015625,76,10,5.56640625,6.4140625,0.003098112065345049,5.563967831464789,0.5574424660298973,1.2275390625,0.1322021484375,,,2.4573558017228345,0.31896782772214977,8.597230116129943,3.0978884831208937,0.3603356477929677,0.21875,3.476214692629508,1.666917707940875,0.47952093162576526,0.184326171875
11,train,baseline,0.10472383350133896,95.75,95.75,3.314453125,1.7626953125,1.7626953125,78,10,5.53515625,6.40625,0.002967776032164693,5.537876135712876,0.5538327791728079,1.21875,0.1358642578125,,,2.4540684062711504,0.3556858026268613,8.597333310301286,3.1260754771534573,0.36360989673481753,0.22119140625,3.46876257617434,1.6802559872695868,0.4843963662461795,0.1865234375
12,train,baseline,0.09776946902275085,96.1875,96.1875,3.373046875,1.759765625,1.759765625,78,10,5.55859375,6.40625,0.002950355876237154,5.555205619609095,0.5570758678950369,1.2119140625,0.1322021484375,,,2.4589084823156124,0.3393175358785477,8.59310656229611,3.157395214420732,0.36743349934404446,0.22314453125,3.4891583825373873,1.683844832060287,0.48259340719172533,0.18603515625
13,train,baseline,0.09248295426368713,96.4375,96.4375,3.458984375,1.7548828125,1.7548828125,76,10,5.6171875,6.41015625,0.0029163749422878027,5.615996977627481,0.5571140439715236,1.1982421875,0.12396240234375,,,2.4619457365322397,0.35996447273808674,8.597066414290515,3.166694261676711,0.3683459111602137,0.2227783203125,3.4777666208004145,1.6891094386209318,0.4856879781749645,0.185791015625
14,train,baseline,0.08773200958967209,96.625,96.625,3.53125,1.751953125,1.751953125,76,10,5.69140625,6.41796875,0.003022527089342475,5.694394097588142,0.5545818649698049,1.181640625,0.11297607421875,,,2.470901846287356,0.3252762144470175,8.597359567001137,3.193770811320646,0.3714827542608727,0.2235107421875,3.4887562408064188,1.702700230890934,0.4880536538996942,0.1854248046875
15,train,baseline,0.08289367705583572,96.9375,96.9375,3.560546875,1.748046875,1.748046875,78,10,5.66015625,6.40625,0.0028919640462845564,5.659726876915291,0.5554806399159133,1.16796875,0.1165771484375,,,2.470361939471898,0.30366285369085444,8.59618609077441,3.2098981346292277,0.37340956800297187,0.2252197265625,3.4908790541416383,1.6922740031811738,0.484770161593949,0.1849365234375
