epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.1154050827026367,45.34375,45.34375,0.85498046875,1.74609375,1.74609375,1674,10,6.498629492026205,7.0859375,7.2890625,0.75,0.0278778076171875,,,0.0952640844344066,10.08682566797851,2.563472392503777,0.034210205078125,9.578125,0.01334381103515625,0.003543853759765625,2.9309428088276515,0.169677734375,9.6796875,0.057861328125,0.016937255859375,2.3208749086533187,0.07330322265625,9.2578125,0.031585693359375,0.0077972412109375,2.320484016375942,0.1962890625,9.015625,0.0845947265625,0.0208587646484375,1.2708642824277918,0.0005588531494140625,8.3515625,0.00043964385986328125,6.687641143798828e-05
2,train,baseline,0.6950471997261047,64.8125,64.8125,1.0390625,2.046875,2.046875,948,10,6.615013516448174,7.015625,8.671875,1.19140625,0.1910400390625,,,0.11593359077206024,10.086825667978502,2.563472392503777,0.0748291015625,9.4296875,0.0291748046875,0.007808685302734375,2.9309428088276515,0.314697265625,9.3203125,0.107421875,0.031646728515625,2.3208749086533187,0.1861572265625,8.96875,0.08026123046875,0.0199432373046875,2.320484016375942,0.431396484375,8.4765625,0.1859130859375,0.04620361328125,1.2708642824277918,0.00351715087890625,8.28125,0.0027675628662109375,0.00042438507080078125
3,train,baseline,0.5789599418640137,70.8125,70.8125,1.20703125,2.27734375,2.27734375,763,10,6.282493143852359,7.05859375,9.4140625,1.46875,0.25,,,0.11268642954681507,10.086825667978498,2.563472392503777,0.08111572265625,9.4609375,0.031646728515625,0.00843048095703125,2.9309428088276515,0.34375,9.3046875,0.1173095703125,0.034423828125,2.3208749086533187,0.240234375,8.8984375,0.103515625,0.025604248046875,2.320484016375942,0.442626953125,8.4921875,0.1907958984375,0.04718017578125,1.2708642824277918,0.00555419921875,8.3203125,0.004367828369140625,0.0006666183471679688
4,train,baseline,0.5343676209449768,73.3125,73.3125,1.3701171875,2.462890625,2.462890625,833,10,6.392541773544492,7.44921875,9.9453125,1.6025390625,0.25146484375,,,0.12935638264654267,10.08682566797851,2.563472392503777,0.08038330078125,9.8515625,0.031341552734375,0.008026123046875,2.9309428088276515,0.33740234375,9.703125,0.11517333984375,0.03253173828125,2.3208749086533187,0.2254638671875,9.3203125,0.09716796875,0.0230865478515625,2.320484016375942,0.4228515625,8.921875,0.1822509765625,0.043304443359375,1.2708642824277918,0.0043182373046875,8.7109375,0.003398895263671875,0.0004954338073730469
5,train,baseline,0.47178247570991516,76.4375,76.4375,1.54296875,2.3984375,2.3984375,787,10,6.242754287112751,7.51953125,9.75,1.544921875,0.2283935546875,,,0.12231576434751527,10.086825667978506,2.563472392503777,0.0823974609375,9.921875,0.032135009765625,0.00817108154296875,2.9309428088276515,0.382568359375,9.6875,0.1304931640625,0.036590576171875,2.3208749086533187,0.2181396484375,9.40625,0.093994140625,0.02215576171875,2.320484016375942,0.45703125,8.9296875,0.1968994140625,0.04644775390625,1.2708642824277918,0.004608154296875,8.78125,0.0036258697509765625,0.0005240440368652344
6,train,baseline,0.4478433430194855,77.75,77.75,1.5908203125,2.43359375,2.43359375,760,10,6.20570077045833,7.61328125,9.8515625,1.58984375,0.227294921875,,,0.14006259355263526,10.086825667978507,2.563472392503777,0.08807373046875,10.0,0.034332275390625,0.0086517333984375,2.9309428088276523,0.412109375,9.71875,0.140625,0.0390625,2.3208749086533187,0.2193603515625,9.5,0.094482421875,0.0220794677734375,2.320484016375942,0.454833984375,9.0234375,0.196044921875,0.0457763671875,1.2708642824277918,0.00553131103515625,8.875,0.004352569580078125,0.0006227493286132812
7,train,baseline,0.42252567410469055,79.3125,79.3125,1.6689453125,2.482421875,2.482421875,652,10,5.9357571335309185,7.61328125,9.984375,1.6767578125,0.2373046875,,,0.12211051023884328,10.086825667978504,2.563472392503777,0.0887451171875,10.0,0.034637451171875,0.00872039794921875,2.9309428088276523,0.420166015625,9.703125,0.143310546875,0.03985595703125,2.3208749086533187,0.2325439453125,9.46875,0.10015869140625,0.023406982421875,2.320484016375942,0.461181640625,9.0078125,0.19873046875,0.046417236328125,1.2708642824277918,0.005832672119140625,8.875,0.004589080810546875,0.0006566047668457031
8,train,baseline,0.41162315011024475,80.0625,80.0625,1.74609375,2.48046875,2.48046875,654,10,5.944353488746763,7.68359375,9.984375,1.6572265625,0.230712890625,,,0.13549008880637034,10.086825667978507,2.563472392503777,0.09600830078125,10.0546875,0.0374755859375,0.00937652587890625,2.9309428088276515,0.446533203125,9.71875,0.15234375,0.042083740234375,2.3208749086533187,0.230712890625,9.5390625,0.099365234375,0.0230560302734375,2.320484016375942,0.465576171875,9.0703125,0.2005615234375,0.046539306640625,1.2708642824277918,0.006221771240234375,8.9375,0.0048980712890625,0.0006952285766601562
9,train,baseline,0.38588792085647583,80.9375,80.9375,1.794921875,2.525390625,2.525390625,654,10,5.9390645414168235,7.73046875,10.1171875,1.70703125,0.23583984375,,,0.13606782113604493,10.086825667978513,2.563472392503777,0.09356689453125,10.109375,0.0364990234375,0.00909423828125,2.9309428088276523,0.43896484375,9.78125,0.1497802734375,0.041168212890625,2.3208749086533187,0.2252197265625,9.6015625,0.0970458984375,0.02239990234375,2.320484016375942,0.466796875,9.1171875,0.201171875,0.04644775390625,1.2708642824277918,0.005702972412109375,8.9921875,0.004486083984375,0.00063323974609375
10,train,baseline,0.37157106399536133,81.6875,81.6875,1.83203125,2.533203125,2.533203125,588,10,5.913150997304817,7.7265625,10.1328125,1.720703125,0.2373046875,,,0.13048547787588766,10.086825667978488,2.563472392503777,0.09765625,10.09375,0.0380859375,0.009490966796875,2.9309428088276515,0.448974609375,9.7578125,0.1531982421875,0.0421142578125,2.3208749086533187,0.23779296875,9.5703125,0.10247802734375,0.0236663818359375,2.320484016375942,0.47265625,9.1015625,0.2037353515625,0.04705810546875,1.2708642824277918,0.006378173828125,8.984375,0.005016326904296875,0.0007085800170898438
11,train,baseline,0.36201292276382446,82.0625,82.0625,1.8759765625,2.587890625,2.587890625,554,10,5.873983709391478,7.796875,10.28125,1.7529296875,0.2415771484375,,,0.141598586369158,10.086825667978498,2.563472392503777,0.09820556640625,10.1640625,0.038299560546875,0.00948333740234375,2.9309428088276515,0.44580078125,9.8359375,0.152099609375,0.04156494140625,2.3208749086533187,0.22412109375,9.6640625,0.0965576171875,0.02215576171875,2.320484016375942,0.47412109375,9.1640625,0.204345703125,0.046875,1.2708642824277918,0.00677490234375,9.0546875,0.005329132080078125,0.0007472038269042969
12,train,baseline,0.3523056209087372,82.5625,82.5625,1.873046875,2.494140625,2.494140625,544,10,5.70541588951298,7.52734375,10.0078125,1.7080078125,0.2481689453125,,,0.12601569193784726,10.086825667978495,2.563472392503777,0.0960693359375,9.8984375,0.0374755859375,0.009521484375,2.9309428088276515,0.447265625,9.5625,0.152587890625,0.042755126953125,2.3208749086533187,0.23828125,9.375,0.1026611328125,0.024200439453125,2.320484016375942,0.465087890625,8.9140625,0.200439453125,0.047210693359375,1.2708642824277918,0.00652313232421875,8.78125,0.005130767822265625,0.0007410049438476562
13,train,baseline,0.337236613035202,83.6875,83.6875,1.9013671875,2.53515625,2.53515625,525,10,5.740847430399343,7.61328125,10.140625,1.7353515625,0.24951171875,,,0.14174412055547922,10.086825667978486,2.563472392503777,0.095458984375,9.984375,0.0372314453125,0.0093841552734375,2.9309428088276515,0.445556640625,9.6484375,0.1519775390625,0.042266845703125,2.3208749086533187,0.238037109375,9.453125,0.10260009765625,0.0239715576171875,2.320484016375942,0.468994140625,8.9921875,0.2021484375,0.047210693359375,1.2708642824277918,0.006107330322265625,8.8671875,0.0048065185546875,0.0006875991821289062
