epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.0900187492370605,40.1875,40.1875,0.90576171875,2.80078125,2.80078125,2845,10,7.953538580561135,9.8515625,10.2734375,0.95751953125,0.041351318359375,,,0.11039246648174827,10.086825667978497,2.563472392503777,0.0128021240234375,12.3828125,0.004993438720703125,0.0010318756103515625,2.9309428088276515,0.75341796875,11.2734375,0.257080078125,0.0589599609375,2.3208749086533187,0.055877685546875,12.0546875,0.024078369140625,0.0045928955078125,2.320484016375942,0.0017499923706054688,12.1640625,0.0007543563842773438,0.0001437664031982422,1.2708642824277918,0.0009899139404296875,11.1171875,0.0007791519165039062,8.90493392944336e-05
2,train,baseline,0.8663521409034729,49.6875,49.6875,0.92919921875,3.181640625,3.181640625,1812,10,8.290275939787184,9.75,11.6953125,1.4921875,0.1661376953125,,,0.12634402326676877,10.08682566797849,2.563472392503777,0.0150909423828125,12.2890625,0.005886077880859375,0.0012254714965820312,2.930942808827651,0.98388671875,10.71875,0.335693359375,0.07757568359375,2.3208749086533187,0.420166015625,11.234375,0.1810302734375,0.0347900390625,2.320484016375942,0.00542449951171875,12.0625,0.002338409423828125,0.00044918060302734375,1.2708642824277918,0.00238800048828125,11.015625,0.0018796920776367188,0.0002167224884033203
3,train,baseline,0.8296046853065491,53.375,53.375,0.90771484375,3.21875,3.21875,848,10,6.801062489199695,7.7890625,11.9609375,2.033203125,0.348876953125,,,0.1341441696841433,10.086825667978507,2.563472392503777,0.01457977294921875,10.328125,0.005687713623046875,0.001407623291015625,2.9309428088276515,0.98193359375,8.7578125,0.335205078125,0.09161376953125,2.3208749086533187,0.4765625,9.15625,0.205322265625,0.047149658203125,2.320484016375942,0.016082763671875,10.078125,0.006931304931640625,0.001590728759765625,1.2708642824277918,0.003887176513671875,9.0546875,0.0030574798583984375,0.00042891502380371094
4,train,baseline,0.7946634292602539,55.4375,55.4375,0.9423828125,3.30859375,3.30859375,843,10,6.805667569595455,7.83203125,12.3125,2.1015625,0.3642578125,,,0.13955664808313845,10.086825667978493,2.563472392503777,0.014495849609375,10.3671875,0.00565338134765625,0.0013942718505859375,2.9309428088276523,0.98828125,8.78125,0.337158203125,0.09185791015625,2.3208749086533187,0.51806640625,9.1171875,0.22314453125,0.051025390625,2.320484016375942,0.024200439453125,10.1015625,0.01042938232421875,0.002384185791015625,1.2708642824277918,0.004161834716796875,9.09375,0.0032749176025390625,0.0004572868347167969
5,train,baseline,0.7759733200073242,56.90625,56.90625,0.96337890625,3.330078125,3.330078125,705,10,6.3564834223876945,7.33984375,12.4140625,2.259765625,0.4091796875,,,0.12711462394332182,10.086825667978498,2.563472392503777,0.0145416259765625,9.875,0.005672454833984375,0.001468658447265625,2.9309428088276523,0.99365234375,8.28125,0.339111328125,0.09674072265625,2.3208749086533187,0.5361328125,8.5859375,0.2310791015625,0.055511474609375,2.320484016375942,0.020050048828125,9.6171875,0.008636474609375,0.0020751953125,1.2708642824277918,0.00366973876953125,8.6015625,0.002887725830078125,0.00042629241943359375
6,train,baseline,0.7694094181060791,58.0625,58.0625,1.0107421875,3.392578125,3.392578125,646,10,5.943583965429627,7.03125,12.671875,2.419921875,0.445068359375,,,0.14432438814209553,10.086825667978504,2.563472392503777,0.01441192626953125,9.5703125,0.00562286376953125,0.0015020370483398438,2.9309428088276515,0.978515625,8.0078125,0.333984375,0.09820556640625,2.3208749086533187,0.5390625,8.2734375,0.232177734375,0.0576171875,2.320484016375942,0.019683837890625,9.3125,0.00848388671875,0.0021038055419921875,1.2708642824277918,0.0037097930908203125,8.296875,0.002918243408203125,0.0004467964172363281
7,train,baseline,0.7512659430503845,59.4375,59.4375,1.0009765625,3.39453125,3.39453125,495,10,5.431579754732616,6.265625,12.6640625,2.580078125,0.50537109375,,,0.14114948665931654,10.0868256679785,2.563472392503777,0.0162353515625,8.796875,0.0063323974609375,0.0018377304077148438,2.9309428088276515,0.97705078125,7.2421875,0.33349609375,0.10626220703125,2.3208749086533187,0.5361328125,7.515625,0.2310791015625,0.06243896484375,2.320484016375942,0.0209197998046875,8.546875,0.00901031494140625,0.0024356842041015625,1.2708642824277918,0.004169464111328125,7.52734375,0.0032825469970703125,0.0005536079406738281
8,train,baseline,0.7424964308738708,60.53125,60.53125,1.0244140625,3.48828125,3.48828125,449,10,5.0004399320441415,5.85546875,13.03125,2.74609375,0.55078125,,,0.13757732797364952,10.086825667978495,2.563472392503777,0.016204833984375,8.3828125,0.00632476806640625,0.0019254684448242188,2.9309428088276515,0.98388671875,6.81640625,0.335693359375,0.11199951171875,2.3208749086533187,0.53515625,7.10546875,0.23046875,0.0654296875,2.320484016375942,0.02801513671875,8.1171875,0.0120697021484375,0.0034275054931640625,1.2708642824277918,0.004520416259765625,7.1171875,0.0035572052001953125,0.0006346702575683594
9,train,baseline,0.7253129482269287,61.125,61.125,1.0029296875,3.470703125,3.470703125,359,10,4.651695280726265,5.32421875,12.953125,2.818359375,0.5888671875,,,0.13914584068206842,10.086825667978514,2.563472392503777,0.017333984375,7.85546875,0.006763458251953125,0.002197265625,2.9309428088276523,0.9912109375,6.2734375,0.338134765625,0.12005615234375,2.3208749086533187,0.52197265625,6.6015625,0.2249755859375,0.06829833984375,2.320484016375942,0.0302581787109375,7.5859375,0.01303863525390625,0.00395965576171875,1.2708642824277918,0.004425048828125,6.5859375,0.003482818603515625,0.0006709098815917969
10,train,baseline,0.700313925743103,63.09375,63.09375,1.0234375,3.5078125,3.5078125,414,10,4.713212726446596,5.38671875,13.0859375,2.85546875,0.58837890625,,,0.13444022355787813,10.086825667978498,2.563472392503777,0.0177459716796875,7.9140625,0.00691986083984375,0.002231597900390625,2.9309428088276523,0.990234375,6.3359375,0.337890625,0.11907958984375,2.3208749086533187,0.5185546875,6.671875,0.2235107421875,0.0672607421875,2.320484016375942,0.0362548828125,7.63671875,0.01561737060546875,0.004703521728515625,1.2708642824277918,0.00449371337890625,6.6484375,0.0035343170166015625,0.0006747245788574219
