epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.46999669075012207,77.0625,77.0625,1.1806640625,2.90625,2.90625,2210,10,4.733134438844777,4.70703125,11.9609375,2.302734375,0.6064453125,,,0.35089779469882537,8.594211739618943,3.16015625,6.98046875,0.36767578125,0.237548828125,3.46952942652348,1.533203125,5.109375,0.44189453125,0.1875
2,train,baseline,0.24145597219467163,88.0625,88.0625,1.505859375,3.169921875,3.169921875,122,10,4.63291206932634,5.32421875,12.4921875,2.435546875,0.57373046875,,,0.39797555575921045,8.599976810154088,3.4375,7.05078125,0.399658203125,0.246826171875,3.468019786032931,1.71875,5.35546875,0.49560546875,0.1954345703125
3,train,baseline,0.18017087876796722,91.25,91.25,1.6572265625,3.560546875,3.560546875,168,10,5.484737728422392,6.08203125,13.7890625,2.521484375,0.55859375,,,0.3261744708994723,8.597086671865288,3.74609375,7.1875,0.435791015625,0.255126953125,3.4921550863417132,1.7392578125,6.09765625,0.498046875,0.181640625
4,train,baseline,0.14447174966335297,92.8125,92.8125,1.7236328125,3.869140625,3.869140625,222,10,5.912183000652719,6.35546875,14.15625,2.6796875,0.55126953125,,,0.3078529547360127,8.597489210908384,4.015625,6.921875,0.467041015625,0.2685546875,3.4827175370423147,1.86328125,6.109375,0.53515625,0.189453125
5,train,baseline,0.1262376308441162,93.5625,93.5625,1.7001953125,3.888671875,3.888671875,279,10,5.780520638546863,6.4609375,14.09375,2.73046875,0.54150390625,,,0.267213775486283,8.594886811447937,4.15625,6.7421875,0.483642578125,0.276123046875,3.4608268231098185,1.8935546875,6.1328125,0.54736328125,0.19091796875
6,train,baseline,0.11350884288549423,94.25,94.25,1.650390625,3.83203125,3.83203125,301,10,5.544931275868927,6.34765625,14.203125,2.759765625,0.55322265625,,,0.29869953631579327,8.593677868347253,4.2578125,6.4296875,0.495361328125,0.284912109375,3.475151549095086,1.9423828125,5.9375,0.55908203125,0.19775390625
7,train,baseline,0.10297050327062607,94.8125,94.8125,1.7080078125,3.904296875,3.904296875,321,10,5.513325188862002,6.4296875,14.0703125,2.83984375,0.54296875,,,0.2846885655154481,8.596151573098181,4.37890625,6.26953125,0.50927734375,0.291259765625,3.467314896258163,1.9951171875,5.90625,0.5751953125,0.2015380859375
8,train,baseline,0.09547314047813416,95.0625,95.0625,1.6962890625,3.845703125,3.845703125,382,10,5.805981498888848,6.65625,14.1640625,2.7109375,0.52978515625,,,0.2908324896368936,8.590600584869408,4.484375,6.28125,0.52197265625,0.2939453125,3.473109073570898,2.029296875,6.07421875,0.58447265625,0.2003173828125
9,train,baseline,0.08991086483001709,95.375,95.375,1.697265625,3.830078125,3.830078125,437,10,5.947173644145388,6.83984375,14.0703125,2.6484375,0.513671875,,,0.30673854148318186,8.594868224514034,4.50390625,6.4296875,0.52392578125,0.291748046875,3.493206035166067,2.048828125,6.234375,0.58642578125,0.1982421875
10,train,baseline,0.08321183919906616,95.8125,95.8125,1.7490234375,3.86328125,3.86328125,454,10,6.068830755277264,6.734375,14.1875,2.634765625,0.525390625,,,0.310021289956225,8.595215947480801,4.578125,6.171875,0.53271484375,0.298828125,3.4806826578234586,2.068359375,6.078125,0.59423828125,0.202392578125
11,train,baseline,0.07803388684988022,96.0625,96.0625,1.7939453125,3.8984375,3.8984375,386,10,6.041242945101227,6.79296875,14.2421875,2.69921875,0.52294921875,,,0.27998870366434186,8.593860263314241,4.703125,5.98046875,0.54736328125,0.3056640625,3.474409963530814,2.12109375,6.0234375,0.6103515625,0.20654296875
12,train,baseline,0.07317835092544556,96.4375,96.4375,1.8203125,3.91796875,3.91796875,423,10,6.153346262801409,7.0390625,14.25,2.689453125,0.505859375,,,0.2934064760434067,8.592475038059236,4.7734375,6.0859375,0.55517578125,0.305419921875,3.4781669120659116,2.154296875,6.2109375,0.619140625,0.204833984375
13,train,baseline,0.06968474388122559,96.5625,96.5625,1.859375,3.9375,3.9375,505,10,6.248721704637879,7.05859375,14.3515625,2.68359375,0.50830078125,,,0.2934589608274589,8.594999505072803,4.83203125,5.984375,0.5625,0.308837890625,3.4746344719934728,2.201171875,6.12890625,0.6337890625,0.208984375
14,train,baseline,0.06515023857355118,96.8125,96.8125,1.8583984375,3.9453125,3.9453125,560,10,6.319112501177371,7.15625,14.28125,2.662109375,0.4990234375,,,0.31450530740376037,8.590180626859153,4.9296875,5.88671875,0.57373046875,0.31298828125,3.4857680413904886,2.2265625,6.1875,0.638671875,0.2093505859375
15,train,baseline,0.06128630414605141,96.9375,96.9375,1.8544921875,3.955078125,3.955078125,710,10,6.472191127358899,7.390625,14.3359375,2.638671875,0.484619140625,,,0.28506660739396245,8.59887573663236,5.08203125,5.82421875,0.59130859375,0.31787109375,3.47289079306956,2.283203125,6.296875,0.6572265625,0.210205078125
16,train,baseline,0.05843634158372879,97.0625,97.0625,1.8798828125,3.9765625,3.9765625,826,10,6.665525296110497,7.58203125,14.3125,2.6171875,0.469970703125,,,0.315186182375813,8.59929949362158,5.1484375,5.88671875,0.5986328125,0.318115234375,3.481943382946933,2.326171875,6.41015625,0.66845703125,0.2103271484375
17,train,baseline,0.05573688820004463,97.25,97.25,1.8681640625,3.9609375,3.9609375,923,10,6.796208274083049,7.484375,14.28125,2.55078125,0.47607421875,,,0.29073263353705286,8.5950551476501,5.19140625,5.6953125,0.60400390625,0.32275390625,3.4750667504064974,2.33984375,6.27734375,0.67333984375,0.213623046875
18,train,baseline,0.0531291589140892,97.25,97.25,1.8623046875,3.951171875,3.951171875,936,10,6.795415887109739,7.5390625,14.40625,2.5390625,0.4765625,,,0.2929824667388025,8.599399426542124,5.26953125,5.60546875,0.61279296875,0.326416015625,3.472569022042672,2.353515625,6.3046875,0.67822265625,0.2137451171875
19,train,baseline,0.05503690242767334,97.3125,97.3125,1.9248046875,3.974609375,3.974609375,926,10,7.043187048595001,7.7734375,14.296875,2.4609375,0.456298828125,,,0.27645020774783685,8.593279039579825,5.34765625,5.67578125,0.6220703125,0.32666015625,3.472506611032427,2.361328125,6.5234375,0.68017578125,0.2099609375
20,train,baseline,0.04892372339963913,97.5625,97.5625,1.9169921875,3.97265625,3.97265625,928,10,6.997078609175081,7.74609375,14.3828125,2.462890625,0.461181640625,,,0.30139596516749734,8.598315331119682,5.37890625,5.5859375,0.6259765625,0.3291015625,3.4888580108717515,2.408203125,6.41796875,0.6904296875,0.21435546875
21,train,baseline,0.0469244010746479,97.6875,97.6875,1.9384765625,3.96875,3.96875,939,10,6.9769393699773765,7.91796875,14.3515625,2.49609375,0.4482421875,,,0.27184591261123137,8.595434742691573,5.41015625,5.69921875,0.62939453125,0.327392578125,3.478623978137026,2.423828125,6.55078125,0.69677734375,0.212646484375
22,train,baseline,0.04542097449302673,97.75,97.75,1.943359375,3.984375,3.984375,1030,10,7.078930828831001,7.90234375,14.40625,2.490234375,0.451416015625,,,0.3016591022826456,8.594594544069315,5.4296875,5.6328125,0.6318359375,0.329345703125,3.4679444740108756,2.423828125,6.51953125,0.69921875,0.2132568359375
23,train,baseline,0.04260655865073204,97.875,97.875,1.9658203125,3.98046875,3.98046875,873,10,7.157125401157412,7.95703125,14.34375,2.44140625,0.4453125,,,0.2993530591162623,8.59669815719696,5.5,5.5546875,0.6396484375,0.332275390625,3.470634438142404,2.45703125,6.51171875,0.7080078125,0.215087890625
24,train,baseline,0.041612930595874786,97.9375,97.9375,1.970703125,3.994140625,3.994140625,944,10,7.259305065441751,8.09375,14.3984375,2.421875,0.43798828125,,,0.282546148230876,8.595345508832983,5.54296875,5.60546875,0.64501953125,0.33203125,3.4694026289790956,2.486328125,6.58984375,0.716796875,0.215087890625
25,train,baseline,0.04131605476140976,98.0625,98.0625,1.953125,3.96875,3.96875,1011,10,7.38705152535277,8.2265625,14.3125,2.361328125,0.425048828125,,,0.29146930396293863,8.594903068678985,5.61328125,5.59765625,0.65283203125,0.333740234375,3.4753956652375635,2.486328125,6.73046875,0.7158203125,0.2125244140625
26,train,baseline,0.037783753126859665,98.1875,98.1875,1.986328125,3.970703125,3.970703125,959,10,7.407304263018222,8.3984375,14.3671875,2.326171875,0.415771484375,,,0.2540025907281817,8.596001783277538,5.6953125,5.60546875,0.66259765625,0.335205078125,3.488551934915693,2.537109375,6.80859375,0.7275390625,0.2135009765625
