epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,3.6172983646392822,82.6875,82.6875,1.5,3.916015625,3.916015625,1657,10,5.94140625,11.5,5.9372537994229795,5.93737352230791,5.940444610768752,5.973322718532994,5.879231368667182,5.881327544244398,5.9320405076330625,6.024040609793382,0.4833984375,0.53125,,,5.953125,0.40962425370863464,0.3457823841887781,0.3957836601027852,0.31419060761604295,8.598731437377939,4.418978568247511,0.513910522782302,3.4677094398512125,2.260117010214049,0.6517607802547097,8.593841495855433,4.380816195584937,0.5097622754268485
2,train,baseline,1.3601608276367188,92.9375,92.9375,1.474609375,4.08984375,4.08984375,381,10,6.3359375,11.484375,6.325126564196404,6.325244085076853,6.329139137674838,6.360276296652572,6.288921403342924,6.29097462243186,6.354886522140784,6.42950398021334,0.4482421875,0.50048828125,,,6.34375,0.407633977013209,0.32512102897602047,0.3792910109072983,0.2927851174470752,8.59436537281134,4.683912347065854,0.5449980474280998,3.475727025525087,2.368050412249843,0.6813108149343504,8.59237464810252,4.657161295796086,0.5420109674599141
3,train,baseline,1.0690711736679077,94.375,94.375,1.4501953125,4.0234375,4.0234375,443,10,6.10546875,11.2421875,6.1050083328636155,6.105129091197711,6.109167344842197,6.141103557551768,6.080818731008772,6.082907728631814,6.148657854461058,6.224320805426024,0.457275390625,0.5185546875,,,6.109375,0.31072966805629293,0.32858400167483776,0.34941083608660434,0.2608204808184846,8.594552286900669,5.010431943464586,0.5829776556367228,3.487730893475236,2.447835886889179,0.7018419601892256,8.592126101228647,4.985696876807259,0.5802634665818417
4,train,baseline,0.9219232797622681,95.25,95.25,1.42578125,4.0078125,4.0078125,358,10,6.25390625,11.421875,6.249519146474976,6.249639484987433,6.254100601510181,6.285344748492277,6.2083209491738565,6.210397217251881,6.282476081716611,6.350553627451154,0.45263671875,0.5068359375,,,6.2578125,0.31772332302408884,0.319432300680883,0.3354391408753368,0.26895702853062864,8.59238693576389,5.127972712669378,0.5968042117988586,3.492380081261044,2.511898449724646,0.7192511671918707,8.59203768066952,5.103607715550793,0.5939927064138647
5,train,baseline,0.7864879965782166,95.875,95.875,1.40234375,4.08203125,4.08203125,322,10,6.3671875,11.546875,6.362755084841403,6.362874783227978,6.367907559255999,6.3983162769535715,6.339460022619973,6.341522875410868,6.422909714096374,6.4803731597505845,0.448486328125,0.497802734375,,,6.375,0.3594047117284146,0.3208147337962356,0.3400971843726085,0.25564051313971353,8.592663782622754,5.227870876768231,0.6084109664968782,3.486025998256582,2.5592211862345127,0.7341371485796206,8.590984264472663,5.196232293785486,0.6048471436822547
6,train,baseline,0.7121762037277222,96.1875,96.1875,1.37890625,4.08984375,4.08984375,338,10,6.41015625,11.5234375,6.408258063869646,6.408377963234885,6.41396649779367,6.443808034603611,6.379512981973419,6.381575866291942,6.470936864554375,6.520251198223328,0.443603515625,0.494384765625,,,6.41015625,0.3496407066420206,0.3315994928123267,0.31966200740242884,0.246526597153909,8.593478139119263,5.448091795777166,0.6339798283743042,3.4914311249192505,2.6353230386990583,0.7547973723124806,8.591538952916022,5.430214188955035,0.6320420845105971
7,train,baseline,0.6434710025787354,96.4375,96.4375,1.35546875,4.05859375,4.05859375,324,10,6.37109375,11.3984375,6.369747251462051,6.369868275787502,6.37534298903018,6.405565676697428,6.344942446699338,6.347012172304854,6.434198918233917,6.486206762898511,0.44091796875,0.497314453125,,,6.375,0.2965284384221283,0.2977694935185123,0.3274465130307885,0.2699618740513731,8.599121693247653,5.6160970969084225,0.6531012465282807,3.48644457030649,2.6852084411521218,0.7701853240466311,8.59741885797796,5.597905181931909,0.6511146280534351
8,train,baseline,0.5945077538490295,96.8125,96.8125,1.3330078125,4.05078125,4.05078125,347,10,6.375,11.3984375,6.376261357999642,6.376382567047747,6.381933472038956,6.412109049454896,6.363384952234355,6.365452119279704,6.453915214593382,6.504422673282878,0.440673828125,0.4970703125,,,6.37890625,0.3463945224862293,0.30754234840220174,0.32661392804412026,0.2733248164579157,8.596113006710837,5.677900528852247,0.6605195306785296,3.4826530524759587,2.686001606456048,0.7712515619511571,8.594898910230825,5.666102918209712,0.6592402048458232
9,train,baseline,0.6167023181915283,96.75,96.75,1.310546875,4.046875,4.046875,363,10,6.4765625,11.40625,6.478182029525775,6.478301399667461,6.483808513972683,6.513517265351394,6.441955664350768,6.44400755571849,6.53178233769893,6.581792440741588,0.43212890625,0.489013671875,,,6.484375,0.29191438197616854,0.31129112868241166,0.30269975833237245,0.2428897450655778,8.594297757569855,5.643135626334863,0.6566139300170734,3.478480048715494,2.663999873393337,0.765851704216926,8.592908231858337,5.625871786743244,0.6547110285532015
10,train,baseline,0.5659514665603638,97.0,97.0,1.2880859375,4.046875,4.046875,395,10,6.58984375,11.46875,6.587133435185721,6.587252083798715,6.593365453172182,6.622183886640092,6.561319718667242,6.5633564654823395,6.660716332032733,6.699790445939352,0.42529296875,0.480224609375,,,6.59375,0.2653974224388398,0.2957592921062143,0.3140202772975618,0.24993741252988286,8.59682468481823,5.724072824987815,0.6658357050244817,3.4737393676235087,2.663137581972153,0.7666486457773851,8.596165101311435,5.710618882879563,0.6643216847950429
