epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_act_nn,redundancy_max_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn
1,train,received,5.283261299133301,74.75,75.5625,1.5,4.91015625,4.91015625,9676,11,8.09375,13.921875,8.051952894355761,8.052086568578588,8.054368612806151,8.09295724170848,7.7982847627077625,7.800626701436104,7.839087165595316,7.965400435084906,0.418701171875,0.51025390625,,,6.48828125,0.2707457391880359,0.5034560336417705,0.3242341880057136,0.31464021606287124,8.594358748468494,3.608739767191512,0.4198963381455988,3.484218062403002,1.8424307122520966,0.5287931694439945,8.569947394726828,3.5586182121001535,0.4152438805271787,6585,10,6.1953125,13.3828125,6.173723916811612,6.1738698079648255,6.1758025208302545,6.219629041199802,6.057841355080939,6.060371947095933,6.093011192924093,6.243133656171337,0.537109375,0.60888671875,,,0.26788263590275946,0.5166088588089162,0.3437950426674018,0.32339981026476133,8.594358748468494,3.4493479535286307,0.4013502408359787,3.484218062403002,1.8113822528211898,0.5198819994555428,8.569947394726828,3.3856985816635223,0.3950664369009751
2,train,received,2.6889522075653076,86.625,87.4375,1.474609375,5.16015625,5.16015625,2055,11,8.2265625,15.109375,8.203885533289773,8.204020225375375,8.211490121158754,8.244987885674904,8.047537419193704,8.049861068435193,8.172260651529083,8.212603502746804,0.45556640625,0.501953125,,,6.33984375,0.22038409621707097,0.5262104122969287,0.3053572715341742,0.25190242978909133,8.598057559977638,4.005084307296798,0.46581268843089885,3.4763870372121213,1.9455636533165865,0.5596510493482987,8.591200834767605,3.961343397872991,0.46109309676964927,711,10,6.0625,14.53125,6.054002826329562,6.0541503405442505,6.058049183367935,6.100431027806026,6.009727676245511,6.012267830762737,6.077108314503852,6.195801098777872,0.5830078125,0.6171875,,,0.24252662236479086,0.5491359769051952,0.3370146501960599,0.26596572006085023,8.598057559977638,3.926119369104396,0.4566286445184727,3.4763870372121213,1.934454811352845,0.5564555357749164,8.591200834767605,3.863620600068244,0.4497183425665728
3,train,received,1.8406425714492798,90.1875,90.875,1.4501953125,5.25390625,5.25390625,2168,11,8.3515625,15.125,8.320911136488725,8.321045228258237,8.328969653079689,8.361747031622519,8.165573817565527,8.167885162348815,8.29719106457289,8.329435726058517,0.447998046875,0.494384765625,,,6.4375,0.23897915805464212,0.5479092674699774,0.3188803752844865,0.27777328584445377,8.591535398431656,4.2637729037899295,0.4962760095905862,3.4705229319909274,2.084099111776789,0.600514433305072,8.585974004245386,4.227786957635686,0.49240621454773004,685,10,6.171875,14.5546875,6.157055019088151,6.157201996817429,6.161298828879296,6.203248602078928,6.097635529457316,6.100167140640595,6.168481059501839,6.282854112630615,0.576171875,0.61083984375,,,0.24917924508263845,0.567209655301908,0.3484092735023666,0.2914404612350898,8.591535398431656,4.2164866477877245,0.49077219056298416,3.4705229319909274,2.0849564733037207,0.6007614743256136,8.585974004245386,4.166487477381779,0.4852667239991216
4,train,received,1.56064772605896,91.6875,92.4375,1.42578125,5.25,5.25,2193,11,8.4375,15.1015625,8.407202142830238,8.407336204188436,8.416180560405499,8.447938390540688,8.288274998359942,8.290573397869963,8.433695688923244,8.450878156092264,0.441162109375,0.4892578125,,,6.50390625,0.20545469568151312,0.5310546212310725,0.33545564494941227,0.27929815210854636,8.59100473249853,4.544232863954427,0.5289524340225598,3.4813216595797782,2.221651609012013,0.6381632685099782,8.587759055542278,4.493226368379295,0.5232129056391613,623,10,6.25390625,14.53125,6.243036368228797,6.243183194872072,6.2478902455557925,6.289105440722781,6.203440944463974,6.205962532355486,6.283760238501285,6.387646304271385,0.5693359375,0.60546875,,,0.22295251086574933,0.5504742626168122,0.37670165486846136,0.2965446183347862,8.59100473249853,4.549372374827534,0.5295506773052884,3.4813216595797782,2.240017972862379,0.6434389556329495,8.587759055542278,4.48589231053724,0.5223588926429161
5,train,received,1.3453235626220703,92.875,93.5625,1.40234375,5.2421875,5.2421875,1838,11,8.3125,15.03125,8.296628318407535,8.29676320816301,8.305716561330852,8.337682237779015,8.18062031667452,8.182931591204156,8.32855211951585,8.344423175222337,0.447021484375,0.4970703125,,,6.35546875,0.2026534935188279,0.525868673107658,0.33593430034522354,0.28410663927243,8.59483338530627,4.67473902235125,0.543901063904646,3.466841306983501,2.2410890573117888,0.6464354318143741,8.59000717985466,4.643937795901161,0.5406209446241389,464,10,6.11328125,14.4609375,6.1076050853571635,6.107752689408505,6.112448372440967,6.154003372720394,6.0783547197748415,6.080890008024245,6.158470967916567,6.26387583896796,0.5771484375,0.6142578125,,,0.22559781716150853,0.5511615550451943,0.37189412358617935,0.3006856905125365,8.59483338530627,4.721914868478636,0.5493899249462151,3.466841306983501,2.2757286074308203,0.6564271063825913,8.59000717985466,4.681200681747912,0.5449588788151766
6,train,received,1.2167171239852905,93.5,94.25,1.37890625,5.2578125,5.2578125,1852,11,8.4453125,15.1171875,8.431174119607235,8.43130833106105,8.44197634789623,8.471925544565831,8.275652292512481,8.277953672570938,8.445557301975956,8.43848842631478,0.44140625,0.489013671875,,,6.484375,0.20622068812188155,0.5375067308020683,0.34379345616783724,0.2766357728160875,8.59688708941893,4.840850114392925,0.5630933690348284,3.4538218416177826,2.316763012477211,0.6707824313810092,8.596860811006213,4.802680172573737,0.5586551042474783,483,10,6.23828125,14.546875,6.235844716795963,6.235991723407785,6.2412790315368545,6.281967400602337,6.1614881233288745,6.1640157227296575,6.250690960000657,6.346225399046829,0.5712890625,0.6064453125,,,0.2251271001483872,0.5576799216813422,0.3766572742496123,0.29165257285101265,8.59688708941893,4.9197906464743415,0.5722758244120284,3.4538218416177826,2.3621355467437475,0.6839193377841732,8.596860811006213,4.868873639644145,0.5663548295920673
7,train,received,1.07572603225708,94.1875,94.9375,1.35546875,5.265625,5.265625,1840,11,8.546875,15.171875,8.524669803943183,8.524803366076588,8.53619135430134,8.565168785923525,8.37713115146613,8.37942220666734,8.56231652105149,8.538949656345373,0.436767578125,0.482666015625,,,6.5546875,0.21525603301024668,0.5354208778866524,0.3201562350229486,0.2721629408609548,8.594923263250056,4.957721759457073,0.5768197815860867,3.4735099233649223,2.3585292127383894,0.6790045990292124,8.59581773788092,4.912646936225661,0.5715159495036884,472,10,6.33203125,14.6015625,6.328998266776133,6.329144699545121,6.334725658973864,6.374886986403142,6.276662847125574,6.279178167034796,6.370512752071759,6.460210849076375,0.56640625,0.6005859375,,,0.24449771994442943,0.5614162568578585,0.35426010700132976,0.2879280291590193,8.594923263250056,5.053675111364504,0.5879837383741253,3.4735099233649223,2.4140621610228257,0.6949921590217399,8.59581773788092,4.996843378828585,0.5813109969523887
8,train,received,1.0146489143371582,94.625,95.4375,1.3330078125,5.265625,5.265625,2104,11,8.6953125,15.203125,8.675332438252639,8.675465009568624,8.687644540868765,8.715435436026542,8.499428323320982,8.50170520501014,8.692145294425504,8.659912039739046,0.427978515625,0.4736328125,,,6.7265625,0.22381511183485148,0.5344797416094698,0.3174926691252328,0.27258257018347004,8.599470863260795,5.055909144631373,0.5879325862049896,3.482614924401448,2.3788517152985325,0.6830648139220796,8.596628892183265,5.0084169530172264,0.5826024382152026,573,10,6.48828125,14.625,6.479273831089694,6.479419410496327,6.485430175406454,6.524801386663251,6.4188611461088465,6.421361681295328,6.520033558417831,6.600964111459359,0.55615234375,0.59033203125,,,0.2533619780049298,0.558954824292009,0.3492527189308866,0.2895098892448216,8.599470863260795,5.1509615009756295,0.5989858658608745,3.482614924401448,2.432286312658448,0.6984080541366432,8.596628892183265,5.09512052496001,0.5926882024176823
9,train,received,0.9329310655593872,95.0625,95.8125,1.310546875,5.265625,5.265625,2087,11,8.828125,15.2421875,8.799679795523677,8.799811654606792,8.812608547900819,8.839480716592027,8.59938944494062,8.601655899294151,8.802264697574918,8.75885367397583,0.4208984375,0.465576171875,,,6.90234375,0.23342550836431325,0.5424386394826445,0.2997891090339677,0.24428622338876024,8.591335068211482,5.251040719674265,0.611201946843334,3.4804119367376467,2.489449148349413,0.7152742817802454,8.588431826152428,5.206639335588333,0.6062386522919959,556,10,6.62109375,14.671875,6.604008994107424,6.604153936446002,6.610770119812045,6.649254576312016,6.555448489031078,6.557935375048951,6.666227122023933,6.736198141182811,0.548828125,0.58251953125,,,0.26303293179129816,0.5695713890493722,0.3338574092280479,0.2619362800995873,8.591335068211482,5.370795478528681,0.6251409630618395,3.4804119367376467,2.5583080666391007,0.7350589852984825,8.588431826152428,5.316427320887926,0.6190218922969151
10,train,received,0.8820071220397949,95.3125,96.0,1.2880859375,5.26953125,5.26953125,2142,11,8.859375,15.2421875,8.840292213926354,8.840423885968848,8.853669067918524,8.880005256162024,8.673369262925718,8.67562779484933,8.8861842849229,8.832066773998807,0.418701171875,0.463623046875,,,6.9140625,0.23328776978814322,0.5512065368673955,0.32413174903391007,0.278733056765799,8.593900110035978,5.304742242128679,0.6172683152243983,3.503110407296159,2.5140351210051097,0.7176579749724596,8.593930752828689,5.268576179490083,0.6130577882252464,568,10,6.66015625,14.6640625,6.649383181094411,6.649527892285344,6.656333147077495,6.69452650446003,6.599075771614862,6.601558059614175,6.712848199731739,6.779378416293307,0.5458984375,0.57958984375,,,0.27346459289174274,0.576172743567826,0.35966724283401486,0.2954156535145487,8.593900110035978,5.440340023672155,0.6330466905612403,3.503110407296159,2.591608568045787,0.7398021377368161,8.593930752828689,5.390686092273183,0.6272666428570932
