epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,messages
1,train,7.823563575744629,74.125,74.125,1.5,3.94921875,3.94921875,418,10,3.896484375,9.5078125,3.8969894882013016,3.8971037606812,3.8981430361199108,3.930779398777025,3.910862912005816,3.9128175322619096,3.929957512328129,4.04285061002955,0.59033203125,,,3.896484375,0.3530564821900102,0.3530564821900102,0.34180755549577174,0.34180755549577174,8.594342609867061,3.210430332845521,0.3735515883622867,3.484630605069249,1.8328722173051362,0.5259875220744415,8.573657345938388,3.1832421688578103,0.3712817109918456,baseline
2,train,3.800210475921631,86.0,86.0,1.4736328125,4.0,4.0,54,10,4.22265625,9.5078125,4.2209458896747805,4.221057887157202,4.2223468034092,4.253904054105061,4.209031553037937,4.210961691556829,4.231944680256702,4.3381205024392715,0.55615234375,,,4.22265625,0.37837235672708786,0.37837235672708786,0.3392541607284666,0.3392541607284666,8.595191504143253,3.8482932592738663,0.4477262964320019,3.492990793598782,2.094384339269266,0.599596295274357,8.583308095551638,3.8278280154271274,0.44596185675904226,baseline
3,train,2.975499391555786,88.8125,88.8125,1.4482421875,4.0,4.0,104,10,4.7890625,9.5078125,4.7920951042129705,4.79219320661162,4.79377426189908,4.821757506957337,4.76412141420065,4.765888412478704,4.792169133160166,4.882474868628539,0.496337890625,,,4.79296875,0.3479670586632122,0.3479670586632122,0.3262257482190509,0.3262257482190509,8.592960023891912,4.045755994801157,0.47082215948314843,3.4841531942011335,2.1153389585584774,0.6071314436113635,8.586582194604427,4.015049219049065,0.4675957357715637,baseline
4,train,2.423774480819702,90.9375,90.9375,1.4228515625,4.0,4.0,139,10,5.015625,9.5078125,5.012329125357125,5.01242560871015,5.014285867626576,5.041433440074124,5.00281829641829,5.004575485876222,5.035944434674538,5.119249307900758,0.47265625,,,5.015625,0.34517621151144784,0.34517621151144784,0.3427855680197201,0.3427855680197201,8.593305247912422,4.398315168230709,0.5118304355939404,3.4792857390606073,2.31484011065017,0.665320495141387,8.588565895972518,4.375780614189952,0.5094890890040106,baseline
5,train,1.9683994054794312,92.75,92.75,1.3974609375,4.0,4.0,164,10,5.40625,9.5078125,5.40624081821244,5.406328934611683,5.408634115406708,5.433208264452795,5.390711531994873,5.392368110367258,5.431717573085729,5.50021098350271,0.431396484375,,,5.41015625,0.3412048089879786,0.3412048089879786,0.33424908835889344,0.33424908835889344,8.598142958261771,4.793610331086451,0.5575169375941085,3.445715308133039,2.399888999838715,0.6964849922958452,8.592340058676708,4.779171226073249,0.5562129982561794,baseline
6,train,1.5849108695983887,94.125,94.125,1.373046875,4.0,4.0,238,10,5.59375,9.5078125,5.590290225311717,5.590374327047284,5.592810463739201,5.61629299684441,5.5765530907385585,5.578163617236899,5.6201068096116265,5.682844357601993,0.411865234375,,,5.59375,0.3135027119003463,0.3135027119003463,0.28683600588506303,0.28683600588506303,8.5935607213078,4.949314960933147,0.5759329713771943,3.471108868668604,2.4072072029937734,0.6934980417128472,8.591801440087592,4.937978619129382,0.5747314638918192,baseline
7,train,1.4203740358352661,94.6875,94.6875,1.349609375,4.0,4.0,240,10,5.96875,9.5078125,5.965920848101284,5.966000173271696,5.969039299166052,5.990386524727207,5.947885556934682,5.949418625542726,6.001242240687077,6.048190424130459,0.372314453125,,,5.96875,0.31477403604623205,0.31477403604623205,0.30161497700597745,0.30161497700597745,8.59566635048482,5.247274214021639,0.6104557808628388,3.472571699907611,2.5268456839903806,0.7276583184898985,8.594542755057224,5.222457777766818,0.6076481235367415,baseline
8,train,1.1097099781036377,95.6875,95.6875,1.326171875,4.0,4.0,276,10,6.08203125,9.5078125,6.078339509695308,6.078413857871845,6.081499298538932,6.101788370753443,6.060130792534412,6.061619396017289,6.115359670316723,6.157707667444081,0.3603515625,,,6.08203125,0.3038221087215754,0.3038221087215754,0.30108115528592655,0.30108115528592655,8.598647734475144,5.418175759105147,0.6301195172098616,3.4770765373488413,2.5752699776282153,0.740642303948758,8.596321288085765,5.395312810975725,0.6276304281987997,baseline
9,train,1.0005422830581665,96.125,96.125,1.302734375,4.0,4.0,311,10,6.22265625,9.5078125,6.220733622350004,6.220802331078986,6.22393650087234,6.242863052196353,6.188082966984975,6.189524667699823,6.24582325695307,6.282616615404214,0.345703125,,,6.22265625,0.3098161942471,0.3098161942471,0.31183985582275964,0.31183985582275964,8.59385546743421,5.45795510816041,0.6350997091867479,3.466807802230846,2.616509627984949,0.7547316659150413,8.592327046080474,5.447648577521367,0.6340131780722195,baseline
10,train,0.976716935634613,96.25,96.25,1.2802734375,4.0,4.0,319,10,6.1640625,9.5078125,6.161812385217932,6.161889116007301,6.165342694824031,6.185477930221399,6.1531780437928845,6.154655731549031,6.2129757072181135,6.24967592257434,0.3515625,,,6.16015625,0.28935098051966984,0.28935098051966984,0.27101029984794167,0.27101029984794167,8.597667102389973,5.541045120574384,0.6444823990724284,3.495604395571881,2.6635183571863883,0.76196218329524,8.596823461993587,5.520854817868688,0.6421970675885453,baseline
