epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,messages
1,train,8.084023475646973,74.3125,76.25,1.5,3.107421875,3.107421875,639,11,5.93359375,8.3671875,5.932411853763645,5.93250467947925,5.935124706293256,5.959964094175104,5.928584846728192,5.930261248639945,5.9735434059318795,6.038078983004487,0.291015625,,,4.5546875,0.1044339926703503,0.4632609892316107,0.25122757190456213,0.30795567955401737,8.593678784488475,3.3231454148148174,0.3866964891465422,3.4797793197994564,1.7781877691605343,0.5110059017371864,8.574576575926029,3.1981514080828717,0.37298068070929563,625,10,4.6640625,8.515625,4.661297682550634,4.661406206594685,4.66302382587292,4.693584971490659,4.652084532492378,4.653986196403284,4.6808513765930275,4.779808421264229,0.45263671875,,,0.11567273054595574,0.4836942534407674,0.28441555996660484,0.34679574089103243,8.593678784488475,3.5884044303463707,0.41756324856165367,3.4797793197994564,1.8675808719175264,0.5366952040007977,8.574576575926029,3.422733484657332,0.3991723036525202,received
2,train,4.369459629058838,85.0625,88.0625,1.4736328125,3.13671875,3.13671875,174,11,6.046875,8.375,6.042326681095586,6.042417689779401,6.045089694807888,6.069298724248867,6.040605940762189,6.042247567251573,6.086315599003264,6.1477212667847105,0.278076171875,,,4.63671875,0.10325432692377508,0.4475210402820027,0.2364932384370036,0.28980703949053027,8.597371894900867,3.582331697903518,0.4166775314242498,3.4922787736360936,1.932363300663698,0.553324469756393,8.589224455294643,3.4509957728618685,0.40178199915762786,95,10,4.75390625,8.5234375,4.751860767304002,4.751968276984143,4.7536695066788415,4.783801777395614,4.746948663160585,4.7488277606168685,4.77685529095235,4.873029870689471,0.4423828125,,,0.11250105671154818,0.47608428709933137,0.27503353161047467,0.3373990384812876,8.597371894900867,3.8982954096344358,0.45342872883590496,3.4922787736360936,2.036255530186218,0.5830735923942602,8.589224455294643,3.722114131927767,0.4333469396801419,received
3,train,3.7961182594299316,86.8125,89.75,1.4482421875,3.14453125,3.14453125,201,11,6.18359375,8.4375,6.182241535207135,6.1823286134691555,6.185138211182648,6.208269186475933,6.156015403125155,6.157642555137005,6.204895791848746,6.261642970203199,0.266845703125,,,4.80078125,0.08844865803718906,0.41903084005294194,0.24375088146641619,0.2923914855053436,8.593073293117772,3.685354744788212,0.4288750507620862,3.491814532102285,1.9906447303307973,0.570088907079583,8.583104722160176,3.5494649709357198,0.413540913903984,118,10,4.87890625,8.5859375,4.8799403578535046,4.880043866739642,4.881788277189949,4.911002996093181,4.86042850491806,4.862272724444097,4.89118029122251,4.984232282042141,0.431640625,,,0.09879735935915687,0.4506488795736544,0.2893035110655322,0.3487774629376522,8.593073293117772,4.015117373707737,0.46725045123535264,3.491814532102285,2.099928640546448,0.601386076276555,8.583104722160176,3.844528004233232,0.44791810524078635,received
4,train,3.5030932426452637,87.9375,91.0,1.4228515625,3.16015625,3.16015625,196,11,6.2734375,8.40625,6.270591480072351,6.270680273381977,6.273751846285748,6.2967545358427675,6.256113666371812,6.257725958598437,6.307364285683915,6.360446759907283,0.25390625,,,4.8515625,0.08041443715600512,0.4512327743806764,0.2477018360108737,0.292884031730354,8.598024847066476,3.7913282057238487,0.44095339024489977,3.469106308972907,2.0046460136926436,0.5778566106514493,8.593665149248714,3.65091792506606,0.42483828048446065,114,10,5.0,8.5546875,4.996637395109115,4.996741728836047,4.99871248320562,5.027713811728294,4.9756764465481504,4.977526307488387,5.010108471991989,5.099098093238876,0.415771484375,,,0.09235308288610088,0.49172320133978464,0.29057333917042555,0.3464900066360333,8.598024847066476,4.154713211306099,0.4832171673385694,3.469106308972907,2.114633308772394,0.6095614029765696,8.593665149248714,3.9694367964934916,0.46190266057091045,received
5,train,3.143488883972168,89.0625,92.25,1.3974609375,3.16796875,3.16796875,208,11,6.359375,8.4375,6.358800200443384,6.358887150679025,6.3622863842826485,6.384525512793096,6.335688234159898,6.337288689082814,6.39356939473423,6.439025988713741,0.2462158203125,,,4.99609375,0.07566224947788248,0.42777453379094316,0.23679478626607317,0.29786599634128474,8.595065214173513,3.885671626980117,0.4520816922450491,3.4672749498761926,2.026236048447057,0.58438862730497,8.591014724374338,3.7484308053355893,0.4363199139562152,119,10,5.09765625,8.5859375,5.099236210234481,5.099338630607588,5.101478281956216,5.129844271827147,5.078861705440445,5.080698459519225,5.116184949356632,5.20110253239784,0.40625,,,0.08502082110503743,0.47763017368389005,0.2786103072625707,0.3556713979526197,8.595065214173513,4.2902737344140265,0.4991554604308575,3.4672749498761926,2.14378025512796,0.618289661511992,8.591014724374338,4.111919444943137,0.47863024064862114,received
6,train,3.00311279296875,89.625,92.9375,1.373046875,3.171875,3.171875,227,11,6.40234375,8.4609375,6.400507008935316,6.400594372381623,6.404130323503463,6.426222102568966,6.366856077038875,6.3684477392804295,6.42480086425955,6.469559859753296,0.2432861328125,,,5.0,0.06819911361138976,0.4134016021796517,0.248896092391539,0.29230765287425503,8.592730993746223,3.9063245026810653,0.4546080292195907,3.480444457180295,2.020938363205028,0.5806552548298112,8.585690745953881,3.7531779362690614,0.4371433874482138,135,10,5.14453125,8.609375,5.140431235153946,5.1405338707953865,5.142726812162858,5.171014389334411,5.124557805902855,5.126382778690961,5.162501915624932,5.245984974896004,0.402587890625,,,0.07409005287722627,0.4559166493673391,0.28531767053342266,0.3424998185312303,8.592730993746223,4.319487427022065,0.5026908709426353,3.480444457180295,2.142185088716935,0.6154918186662978,8.585690745953881,4.125681991845181,0.48053000206063357,received
7,train,2.914775848388672,89.875,93.1875,1.349609375,3.169921875,3.169921875,214,11,6.421875,8.421875,6.423006471670918,6.42309230944637,6.42648072970358,6.448410853180488,6.381021499336816,6.382605424185767,6.437785211546191,6.483253359369555,0.237548828125,,,5.03515625,0.06463797334310158,0.4251495349063612,0.2606966549502496,0.3092819955625214,8.597567779042542,3.9261304183563848,0.4566559426174845,3.4825121096464664,2.0504634283773244,0.588788599671368,8.592487625308852,3.783676553982704,0.4403470472087764,125,10,5.1875,8.5703125,5.18940292832846,5.189503536847978,5.191669816642155,5.219599913243963,5.1790704176899895,5.18088039564094,5.216703988427729,5.29948307724528,0.394775390625,,,0.06963542495800147,0.4710198846233197,0.2943731119326337,0.3595671284100206,8.597567779042542,4.330900167508616,0.5037355073914778,3.4825121096464664,2.1753662288344016,0.6246543185905067,8.592487625308852,4.157902950246632,0.4838997891599731,received
8,train,2.791586399078369,90.0625,93.375,1.326171875,3.173828125,3.173828125,232,11,6.39453125,8.40625,6.394198120261515,6.394285985546007,6.397834443502864,6.420049176327533,6.375775693711104,6.377374250097503,6.434517812544413,6.478749187529456,0.2393798828125,,,4.984375,0.060544660700369304,0.3884705962340586,0.23573435031444945,0.28463307727972154,8.598293154306472,3.9472841954968816,0.4590776476980058,3.4695345689557255,2.04326294386862,0.5889155744839889,8.593352369222458,3.7953227933965623,0.44165799682434875,150,10,5.15625,8.5625,5.154388273730529,5.154491459220034,5.156781946040879,5.185075290227254,5.134804897776206,5.1366426393971505,5.174303206925991,5.256789970535005,0.397705078125,,,0.07816420476495761,0.4511199274005289,0.2887206194468004,0.3511907923470636,8.598293154306472,4.3750186416442345,0.5088240844001694,3.4695345689557255,2.1784139759052654,0.6278692235543666,8.593352369222458,4.176340833872615,0.4859966930752658,received
9,train,2.7144832611083984,90.3125,93.6875,1.302734375,3.171875,3.171875,244,11,6.4453125,8.4296875,6.441270668957171,6.441357567224239,6.444919560447824,6.466879168506139,6.420742085679457,6.422325625813131,6.479902019646419,6.522701367691714,0.235595703125,,,5.1796875,0.07557340947634672,0.42890833654157784,0.2704629768766539,0.31543718213922495,8.59491686832979,3.964400089123986,0.46124938144915056,3.4794307228339836,2.06068965286956,0.5922490823990701,8.594286218673044,3.809815587389095,0.44329633554807646,154,10,5.21484375,8.5859375,5.214198999071456,5.214301841466181,5.216576037807273,5.244682096666393,5.198318690411424,5.200129236652094,5.236896572900745,5.318669471523883,0.392333984375,,,0.07490335438417679,0.47413237581075873,0.31162468449197556,0.37097010748914006,8.59491686832979,4.397107389228716,0.5115939405337361,3.4794307228339836,2.1960702678464306,0.6311579228850803,8.594286218673044,4.201935034452259,0.4889219334262568,received
10,train,2.672983407974243,90.5625,93.9375,1.2802734375,3.181640625,3.181640625,254,11,6.5,8.5,6.499676934131225,6.499761399429888,6.503427549381358,6.524794420133526,6.47936207964128,6.480919095400864,6.5397561843169045,6.5798104760617235,0.2349853515625,,,5.1171875,0.09225394533738557,0.41455422763481004,0.22389723777592302,0.2758958425243703,8.591866415045962,4.004998982413694,0.4661384138142783,3.499286917684092,2.001510094903665,0.5719765603639927,8.590120348368792,3.855801015453033,0.44886460946792495,159,10,5.25390625,8.6484375,5.249854883698157,5.249955718801058,5.252269357577095,5.2799971323090995,5.251529320543292,5.253336093300705,5.291945112372899,5.371389275371816,0.392333984375,,,0.0901866119798913,0.45104519838642654,0.27124267710837985,0.33311989935617975,8.591866415045962,4.461588858181536,0.519280519814468,3.499286917684092,2.156376566332108,0.6162331403677088,8.590120348368792,4.263852934462952,0.49636707770603355,received
