epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,messages
1,train,6.881154537200928,78.0625,78.0625,1.5,4.23828125,4.23828125,1235,10,5.15625,12.078125,5.156059601450929,5.156187184679446,5.158564583198183,5.194761655023796,5.148238529932607,5.150440391887808,5.1900605251752205,5.302176959966133,0.5732421875,,,5.1640625,0.41043654152779924,0.37736828481636137,0.3418308502213805,0.2623261897840113,8.597267500617487,3.8262746249553556,0.44505706315181404,3.4635215887976587,1.9290513299864038,0.5569624096542914,8.58793328385983,3.777285761681151,0.4398364119549212,baseline
2,train,2.7349231243133545,90.5,90.5,1.4736328125,4.48828125,4.48828125,150,10,5.203125,12.2109375,5.198071891933394,5.198200867604487,5.200920108827069,5.236999851132393,5.210689799731476,5.212892151726409,5.2576230052155255,5.3643740957834245,0.57421875,,,5.203125,0.4306418878338322,0.3808320955274947,0.31813514313362623,0.2580480017252281,8.594954588808443,4.443360395733774,0.5169731090283488,3.4664843305560185,2.106982456188865,0.6078153700613752,8.59133467299701,4.414417172774043,0.5138220475392228,baseline
3,train,2.8402159214019775,91.125,91.125,1.4482421875,4.57421875,4.57421875,237,10,5.4453125,12.625,5.440222393147037,5.440349215532898,5.442925744160761,5.478393948188263,5.413970904320102,5.416143854503113,5.457695337244305,5.565091315502716,0.56884765625,,,5.4453125,0.4387415741485424,0.4338413528993903,0.28869867051250697,0.2547839471547588,8.59397891425842,4.2830572999688235,0.4983788467135669,3.4757406670203372,2.026909676134312,0.583159064589226,8.584361317991076,4.196085650933424,0.4888058057550864,baseline
4,train,2.096633195877075,93.25,93.25,1.4228515625,4.8046875,4.8046875,233,10,5.82421875,12.609375,5.819207256450879,5.819330691757488,5.822617740769106,5.856217917665375,5.796163006487882,5.798288223897025,5.8518847829991545,5.942939831734313,0.5380859375,,,5.828125,0.4204480764936423,0.41750139966275834,0.30134344610022495,0.2757752145868102,8.598225545565503,4.613586895099425,0.5365743048551294,3.4711326951655366,2.1923881467905524,0.6316059739934542,8.59312877826091,4.579819981214421,0.5329630335344855,baseline
5,train,1.6058954000473022,94.625,94.625,1.3974609375,4.80859375,4.80859375,331,10,6.20703125,12.6484375,6.206198383205384,6.206317641791128,6.210351806593751,6.2418581313500665,6.177290264282782,6.1793634390086485,6.245006500820237,6.3194925719820985,0.50927734375,,,6.2109375,0.3968467889551062,0.3995645082292789,0.26401607163376695,0.23052276873718858,8.594626939596102,4.950234719288683,0.5759685387253487,3.4884588098813927,2.33577739753537,0.6695728758267283,8.592847677517256,4.92214535393319,0.572818876658518,baseline
6,train,1.3549938201904297,95.25,95.25,1.373046875,4.80859375,4.80859375,409,10,6.2421875,12.6484375,6.233475853717818,6.233594871226694,6.237844599151487,6.26906238941653,6.196919622669748,6.198991857774159,6.267991625096737,6.338984413438356,0.50634765625,,,6.24609375,0.4196681353701612,0.4097977822104758,0.2746860227266955,0.23175948801934168,8.593981146208636,5.156063159704603,0.5999621213946086,3.4891068357004844,2.4583491905701726,0.7045783652757157,8.593558735938668,5.131528130694464,0.5971365633697447,baseline
7,train,1.2082476615905762,95.5625,95.5625,1.349609375,4.80859375,4.80859375,457,10,6.41796875,12.6484375,6.412490205575337,6.412606501940939,6.417004321258599,6.447274415162804,6.364386988915377,6.3664283199975085,6.438298612214597,6.503997136462758,0.492431640625,,,6.42578125,0.3846603278969506,0.3889823310430944,0.2712691901279239,0.23234676441577848,8.592058320985274,5.2303846748434415,0.60874641202897,3.477841011407137,2.5308627013080702,0.7277108680376626,8.591290215650012,5.2106973851806355,0.6065092965534743,baseline
8,train,1.1449860334396362,95.6875,95.6875,1.326171875,4.82421875,4.82421875,507,10,6.4296875,12.6328125,6.425593990388666,6.425712910603018,6.43038339637454,6.460906082262951,6.3921840471105025,6.394236394459588,6.469213591956873,6.5322441980845,0.4912109375,,,6.4296875,0.4125326781862206,0.41413095360231555,0.2501647915802284,0.21498525018403242,8.595361132974187,5.433287458002284,0.6321185781431204,3.478996109926355,2.594123342839123,0.7456528437722331,8.593876021935666,5.414314312284855,0.630020062945398,baseline
9,train,1.0642170906066895,95.9375,95.9375,1.302734375,4.83203125,4.83203125,528,10,6.84375,12.6171875,6.835544922753993,6.835657994220338,6.840679759366491,6.869102849745625,6.779137233500578,6.781123144576645,6.862936184783129,6.913776538161626,0.457763671875,,,6.84375,0.399258087449203,0.3975988422163585,0.21693611070375815,0.18712335931173918,8.59951343538091,5.497878902274008,0.6393244156877678,3.4795723798077804,2.6120313686275365,0.7506759692039604,8.597204343684457,5.475067791676835,0.636842812244988,baseline
10,train,0.9537764191627502,96.3125,96.3125,1.2802734375,4.81640625,4.81640625,602,10,6.56640625,12.6171875,6.561371865279983,6.5614890875201715,6.566429320567487,6.596141857014274,6.506712650413585,6.508747235134782,6.587749379501428,6.645281076087931,0.479736328125,,,6.5703125,0.3673312620716317,0.3856997892046014,0.2503268544244675,0.21850484617181853,8.595198509998186,5.640107898784385,0.6561928607260957,3.5105733872880807,2.7025745462264705,0.7698384987513992,8.593514440637708,5.622865714012354,0.6543150363979713,baseline
11,train,0.8826882243156433,96.4375,96.4375,1.2578125,4.8203125,4.8203125,588,10,6.63671875,12.6015625,6.632345388848299,6.632462035617053,6.637595302236347,6.666924603227965,6.602346907394158,6.604369692777446,6.6871196877946755,6.7398183051319025,0.473388671875,,,6.64453125,0.362896410608196,0.3768383029359101,0.244746123647552,0.21468944518033886,8.594942670890688,5.601069636876082,0.6516703893611483,3.489632833721655,2.6317106347143806,0.7541511557557447,8.591955418341401,5.583483678052025,0.6498501686976708,baseline
12,train,0.8006117939949036,96.75,96.75,1.2353515625,4.83203125,4.83203125,537,10,6.73828125,12.609375,6.730899746673643,6.7310162658123724,6.736638295260033,6.765321237629762,6.6991109946895815,6.701125372671107,6.791219165662518,6.835678689035316,0.4658203125,,,6.7421875,0.36305598469866995,0.3852744008701779,0.2351100753224595,0.22764149981752596,8.597297267613204,5.838181765759225,0.6790717575571318,3.5050265559315603,2.7440214178593285,0.7828817768058328,8.595801613774338,5.821331806557697,0.677229660259877,baseline
13,train,0.7599769830703735,97.0,97.0,1.2138671875,4.82421875,4.82421875,700,10,6.9453125,12.5703125,6.942418526083153,6.942532850431535,6.948813061281795,6.97609740706989,6.898206322782309,6.900188036963998,7.00017171487549,7.032065167974324,0.447509765625,,,6.953125,0.35202628600675606,0.3640500437710464,0.2505480484640397,0.2237974898066069,8.595383795165084,5.943747562104983,0.6915046150060629,3.4731969324636216,2.763691480530011,0.7957197746831068,8.595272042717532,5.927766096279761,0.6896542735144894,baseline
14,train,0.7277956604957581,97.125,97.125,1.1923828125,4.82421875,4.82421875,739,10,7.203125,12.59375,7.197277640015102,7.197389941835855,7.204565158568437,7.230197768541126,7.144020672140605,7.145968984572573,7.259396434192245,7.274910579045025,0.42822265625,,,7.2109375,0.3419205911985156,0.35773198030965536,0.23416385405489493,0.20592068413306197,8.593728089278098,6.000851829980828,0.6982827205654489,3.481878957106936,2.8076291803958133,0.8063546191532887,8.592480922521615,5.98106130014564,0.6960808355673826,baseline
