epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,messages
1,train,6.947238445281982,78.75,79.75,1.5,3.12890625,3.498046875,541,10,6.56640625,8.9375,6.566281623572658,6.566337942741997,6.568521062122707,6.585195051821127,6.533410891404028,6.534633922791823,6.575098730746315,6.614936668997201,0.265380859375,,,5.6640625,0.18813595894309987,0.2576478797844069,0.2358376355402297,0.1881653901904742,8.598731437377939,3.388100271057197,0.39402326909867413,3.4677094398512125,1.7655595500070085,0.5091428738858705,8.592827677561694,3.3157089764322807,0.38586936697107704,589,10,6.1015625,9.265625,6.098109665298615,6.09817122546069,6.09972799355974,6.118900388201158,6.020445012443442,6.021792137296043,6.050621242714858,6.110975326846676,0.341796875,,,0.3138336783424543,0.33043335777736055,0.3217684959005747,0.2304226067727784,8.598731437377939,3.656826499027619,0.42527511478399144,3.4677094398512125,1.8990869906758032,0.5476488222604045,8.592827677561694,3.5760891051469876,0.4161713977443268,received
2,train,2.665343999862671,91.8125,92.8125,1.4736328125,3.359375,3.775390625,335,10,6.6328125,9.015625,6.626165493837877,6.626225860267227,6.6288323733977945,6.645758132565559,6.616545544640298,6.617801696295398,6.664631837047821,6.698963037845194,0.264404296875,,,5.7109375,0.20749607739139572,0.27347592191210585,0.24260552457976087,0.19074968623212515,8.598206275542811,3.4648556315514796,0.40297423910462543,3.4972803683360443,1.7932074338692692,0.5127434020173943,8.594781003974912,3.4175268500836458,0.397628147651826,288,10,6.16015625,9.3359375,6.160070233350639,6.1601347654085625,6.1619387442558615,6.1813901482252085,6.153487367470733,6.154860658071301,6.189194894599597,6.244377141727576,0.340087890625,,,0.32006827085632916,0.3428708825660591,0.3225247749074389,0.22915549840029636,8.598206275542811,3.7592680736467736,0.4372153857647999,3.4972803683360443,1.926479241378937,0.5508506720882456,8.594781003974912,3.691794513821457,0.4295391019403609,received
3,train,2.077897787094116,93.3125,94.25,1.4482421875,3.38671875,3.8046875,305,10,6.6796875,9.0546875,6.6768312865048,6.676890584665005,6.679640831813576,6.696226939451226,6.664305327769561,6.665538850724564,6.714005902696726,6.745510121258733,0.262451171875,,,5.73046875,0.2250397897013132,0.25286842815539357,0.2429868573684136,0.18982185450708353,8.5950046008933,3.5038053248293437,0.4076560150375236,3.4868346675201076,1.7884766670129357,0.5129227042717597,8.593986822239698,3.467240939038902,0.40344964575304026,267,10,6.20703125,9.359375,6.201540553010339,6.201605464730293,6.2035248810310355,6.222906279496979,6.163290239074968,6.164672021554107,6.200018899050062,6.254465784959741,0.3369140625,,,0.31303768328185055,0.33270323353026915,0.32519946168187996,0.23152389536628248,8.5950046008933,3.7958710821509323,0.44163688775180154,3.4868346675201076,1.9302076297060822,0.5535701614091375,8.593986822239698,3.741850197505305,0.4354032970846624,received
4,train,1.8703422546386719,93.875,94.8125,1.4228515625,3.40625,3.83203125,308,10,6.70703125,9.1015625,6.700804040145298,6.700863689684329,6.703741544437798,6.720278273357411,6.6855067706038,6.68676599481289,6.738565085234461,6.767669175316017,0.262939453125,,,5.88671875,0.1951534461901333,0.2561437899142916,0.23021558053252503,0.18249483800432215,8.595738894692506,3.512403134889385,0.40862143184201893,3.4799936513052603,1.7653826261765904,0.5072947835736535,8.594374650045749,3.468340694191255,0.40355940198310913,265,10,6.24609375,9.4140625,6.2442909005895215,6.244355808711937,6.246329635993775,6.2656471774508375,6.242165782263369,6.243528677125555,6.2796542886459035,6.3319505729994985,0.336669921875,,,0.3014458893316667,0.33400463681904324,0.30070690891360524,0.21882710143596792,8.595738894692506,3.8302549636931005,0.4455992685001305,3.4799936513052603,1.9181462176045105,0.5511924474014661,8.594374650045749,3.775435673526138,0.4392914932450659,received
5,train,1.7196438312530518,94.3125,95.1875,1.3974609375,3.421875,3.849609375,292,10,6.703125,9.1328125,6.698211556377592,6.6982742630311725,6.701319846442656,6.7181739648292735,6.650140490708909,6.651437082137686,6.703823133985713,6.734020818142496,0.26611328125,,,5.83203125,0.20648755550758974,0.25637622544535915,0.24366601041169492,0.17837576992154264,8.59486676927646,3.5170928716661205,0.4092085387802002,3.4699917455539913,1.7630243173811504,0.50807738077189,8.591295073471072,3.4779568589543537,0.40482335075347176,256,10,6.23828125,9.4453125,6.241787507783751,6.24185456098933,6.243897113717372,6.263528442580022,6.204199503669658,6.2056014789456295,6.241948081526284,6.2958678955984855,0.33984375,,,0.31057682098132205,0.33781056009809224,0.30566937313362413,0.22441057341047402,8.59486676927646,3.8486670326347303,0.4477867005911392,3.4699917455539913,1.9108912149341455,0.5506904209159921,8.591295073471072,3.7931298868038548,0.4415085099936333,received
6,train,1.625278353691101,94.6875,95.625,1.373046875,3.43359375,3.86328125,284,10,6.62109375,9.15625,6.612475391297551,6.612541084853419,6.615496870793581,6.633081208554871,6.589491920629603,6.590795032116113,6.641331478301293,6.6741706442999105,0.27685546875,,,5.72265625,0.21092395383886464,0.22402709962043788,0.2380979948034883,0.18452385958372472,8.594224647068387,3.4995359038988,0.4071962332393233,3.490395021621473,1.7422811654462071,0.4991644655271212,8.593418199669959,3.4623604228526697,0.4029084052939081,241,10,6.125,9.4765625,6.125636115653362,6.1257075541724415,6.127642531516595,6.148207004044762,6.1025792033823,6.103999726567422,6.137948878287367,6.1957627074411645,0.353271484375,,,0.2977228098026085,0.32196723314721015,0.29921272518505043,0.22651449337207527,8.594224647068387,3.804615764159786,0.44269447453384814,3.490395021621473,1.8860752589970726,0.5403615485679013,8.593418199669959,3.7535200744596597,0.43679010927267786,received
7,train,1.5476441383361816,94.875,95.625,1.349609375,3.4375,3.8671875,278,10,6.640625,9.1640625,6.639349935603082,6.63941302398366,6.64236960285283,6.659570332545759,6.595833835587391,6.597142711979425,6.6482510511676685,6.680761002232636,0.275390625,,,5.65234375,0.23406872667870532,0.2413624571429892,0.23669779217267442,0.186756064883429,8.592898223862932,3.5275488934649513,0.4105191056108127,3.4864836259274785,1.786068445848195,0.5122836179599332,8.591571738012565,3.4861539330201055,0.4057643978686647,234,10,6.14453125,9.4765625,6.1320350836968185,6.132102293866831,6.133980028836633,6.154095990311532,6.1038454186853475,6.105258263253862,6.139286567763467,6.1968174811511885,0.3515625,,,0.3074823977883836,0.3332552019295685,0.3008443242893194,0.23309793918338162,8.592898223862932,3.846840912177184,0.44767676888041147,3.4864836259274785,1.943536043709602,0.5574487799846128,8.591571738012565,3.796583231708925,0.44189623825304464,received
8,train,1.4904470443725586,95.125,95.875,1.326171875,3.4453125,3.875,284,10,6.65234375,9.1640625,6.6407804500604755,6.640846427977684,6.6438966039234595,6.661457220633278,6.638679557634398,6.64000226174611,6.693447316530446,6.723790921365482,0.274169921875,,,5.78515625,0.21769311373566008,0.2619983486190693,0.24526634557556723,0.19675709760767662,8.592095727207802,3.5006844559383996,0.40743080234233225,3.4763947489746663,1.7747455718889382,0.5105132472117514,8.590161911001523,3.4604332634003203,0.40283679158229857,246,10,6.16796875,9.4765625,6.162742481022615,6.162813856181167,6.164826070877488,6.185368130896979,6.168453316611052,6.169878339618789,6.205775823021425,6.2614421933697875,0.349365234375,,,0.3190302501667972,0.34950697382121854,0.30938410794380183,0.2369410996793362,8.592095727207802,3.81205614059514,0.44367011979671633,3.4763947489746663,1.936848753721268,0.5571429292638661,8.590161911001523,3.769050610964798,0.43876362867360275,received
9,train,1.4487886428833008,95.1875,96.0625,1.302734375,3.451171875,3.880859375,277,10,6.62109375,9.1640625,6.617270915929317,6.617338297376023,6.620382161005092,6.638153142174232,6.592587055918624,6.593898203133278,6.6452075600347715,6.677658996203351,0.277099609375,,,5.80078125,0.21456851453296485,0.25324624216141356,0.24160063097215573,0.18942071962131957,8.594373370582531,3.5534926790002563,0.4134673379636285,3.4832925919589264,1.7676827449626904,0.5074746660798267,8.592124013044517,3.5081679904435132,0.4083004371349193,244,10,6.12890625,9.4765625,6.129187044174144,6.129259167579978,6.131244665949721,6.151954382278998,6.125852157337736,6.127281789607735,6.1627793893723695,6.219374704012413,0.353271484375,,,0.3098587217835641,0.3292620862819811,0.30547141887079293,0.23636517186552797,8.594373370582531,3.8814258429870376,0.45162406560932933,3.4832925919589264,1.9258668390166553,0.5528868988676,8.592124013044517,3.8406117916243083,0.4469921274173315,received
10,train,1.409137487411499,95.3125,96.1875,1.2802734375,3.455078125,3.88671875,279,10,6.60546875,9.171875,6.601765415800311,6.601835796878406,6.6049491248588605,6.623133974800838,6.570762337222564,6.572082797448012,6.622073157593284,6.656283426342541,0.27978515625,,,5.80078125,0.2290636849104594,0.24213746455086338,0.22146073777427053,0.1859504810917826,8.597140486812721,3.5557657399005667,0.41359865473349045,3.4768950922740793,1.7532797823402904,0.5042659429777473,8.594883591962146,3.5150391404154826,0.40896878972307593,252,10,6.09765625,9.46875,6.096968984673676,6.097044370580894,6.099053701921872,6.120292849221496,6.0793273982108715,6.080783416840553,6.115386309305216,6.174196145417145,0.356201171875,,,0.3108445540082897,0.33209650367599075,0.29458524839212974,0.23261302355025837,8.597140486812721,3.886794119286048,0.4521031295519781,3.4768950922740793,1.9091698538705995,0.5491019438903744,8.594883591962146,3.8428315614053616,0.44710687704940427,received
