phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.4536535143852234,78.91368865966797,2.773308515548706,785,,,,
train,0.23971320688724518,88.40026092529297,2.884239435195923,161,,,,
train,0.22757194936275482,88.69709014892578,2.8734242916107178,138,,,,
train,0.23405416309833527,88.30853271484375,2.8716225624084473,138,,,,
train,0.23411408066749573,88.24104309082031,2.893289089202881,127,,,,
val,0.2653350234031677,87.29838562011719,2.887096881866455,72,98.98734467233609,0.19449012574622765,0.10148833692073822,0.1323813498020172
val,0.25524845719337463,88.30644989013672,2.878024101257324,71,98.62829168405278,0.18444012380632369,0.04837829992175102,0.09381029009819031
val,0.25242823362350464,86.29032135009766,2.871975898742676,66,97.69816017261276,0.18330867865232903,0.0417938232421875,0.09315793961286545
val,0.22431115806102753,88.91129302978516,2.869959592819214,69,97.27949604626711,0.17388176214256573,0.03730833902955055,0.07504717260599136
val,0.3741407096385956,82.15725708007812,2.744959592819214,68,95.62171052843755,0.17870171477614974,0.02977023646235466,0.072677843272686
val (no noise),0.2412390112876892,88.00403594970703,2.887096881866455,43,98.98734467233609,0.22318352322159826,0.12171042710542679,0.13880516588687897
val (no noise),0.21413734555244446,90.0201644897461,2.878024101257324,42,98.62829168405278,0.21019568638546596,0.05396796017885208,0.09740007668733597
val (no noise),0.2160068303346634,88.50806427001953,2.871975898742676,37,97.69816017261276,0.20871887021714197,0.04718741774559021,0.08719437569379807
val (no noise),0.18418936431407928,90.7258071899414,2.869959592819214,39,97.27949604626711,0.19525768649104486,0.044497109949588776,0.07492245733737946
val (no noise),0.3380057215690613,83.26612854003906,2.744959592819214,39,95.62171052843755,0.19416359217423695,0.030329344794154167,0.07234872877597809
