phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.4871232807636261,76.74829864501953,4.790406703948975,16626,,,,
train,0.26100102066993713,87.41146850585938,5.372730731964111,5458,,,,
train,0.22049395740032196,89.004150390625,5.321969509124756,3583,,,,
train,0.20987237989902496,89.6291732788086,5.389443874359131,3178,,,,
train,0.2290297895669937,88.82044219970703,5.324029922485352,3272,,,,
val,0.2447161227464676,86.08870697021484,5.215725898742676,186,98.30636987509129,0.16313723924120033,0.0998300164937973,0.08193645626306534
val,0.2676084041595459,86.79435729980469,5.201612949371338,198,96.70476691352034,0.1774192699002564,0.09388279169797897,0.11269530653953552
val,0.25872400403022766,87.19757843017578,5.223790168762207,229,95.87242439055191,0.1822716079672981,0.05712680146098137,0.0895148515701294
val,0.2913651764392853,84.9798355102539,5.099798202514648,252,95.94461976709707,0.20844912350249142,0.06898626685142517,0.05669241398572922
val,0.19069571793079376,91.43144989013672,5.416330814361572,266,96.08750930246374,0.20208012400514058,0.060762424021959305,0.08273753523826599
val (no noise),0.23001626133918762,86.8951644897461,5.215725898742676,40,98.30636987509129,0.1695790590235466,0.1195850819349289,0.08286792039871216
val (no noise),0.2497718185186386,87.5,5.201612949371338,58,96.70476691352034,0.18538380493059864,0.11935988813638687,0.12230534851551056
val (no noise),0.23970483243465424,88.30644989013672,5.223790168762207,61,95.87242439055191,0.18813794517806068,0.06965551525354385,0.0941065102815628
val (no noise),0.2796761989593506,85.58467864990234,5.099798202514648,78,95.94461976709707,0.21850816604911982,0.07773486524820328,0.05472547188401222
val (no noise),0.1773126870393753,92.23789978027344,5.416330814361572,84,96.08750930246374,0.210946530872157,0.0707726776599884,0.08254759758710861
