phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6376858949661255,68.1244888305664,2.994938850402832,653,,,,
train,0.3801400661468506,81.0728988647461,2.9999940395355225,99,,,,
train,0.3732761740684509,81.20800018310547,2.9999992847442627,90,,,,
train,0.3319909870624542,82.81800079345703,3.0,87,,,,
train,0.35317203402519226,82.2239990234375,3.0,112,,,,
val,0.4955410361289978,75.0,3.0,34,97.0201588368752,0.18830772709765575,0.20313724875450134,0.1504790186882019
val,0.2962544858455658,82.05644989013672,3.0,35,97.01813416266302,0.17491428213165222,0.15350258350372314,0.08877453953027725
val,0.3169843554496765,81.55242156982422,3.0,31,96.5095108898544,0.15998632319808978,0.1369331330060959,0.13994699716567993
val,0.3447628319263458,80.94757843017578,3.0,39,95.63949937154183,0.1749015786906856,0.09354672580957413,0.075782410800457
val,0.28299710154533386,84.07257843017578,3.0,45,98.52313936457598,0.15832534692179076,0.1049279123544693,0.10684031993150711
val (no noise),0.46549510955810547,76.81451416015625,3.0,19,97.0201588368752,0.2081668752768796,0.24739539623260498,0.158843994140625
val (no noise),0.2457088977098465,85.78629302978516,3.0,18,97.01813416266302,0.1965620814262434,0.1849147379398346,0.10971710085868835
val (no noise),0.25401952862739563,85.98789978027344,3.0,16,96.5095108898544,0.17840036235332815,0.16650427877902985,0.17723853886127472
val (no noise),0.29533857107162476,83.46774291992188,3.0,20,95.63949937154183,0.19073943595139312,0.11364031583070755,0.07711239904165268
val (no noise),0.2151603102684021,87.29838562011719,3.0,26,98.52313936457598,0.17727410577895442,0.12337857484817505,0.1270403265953064
