phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6193413734436035,69.77622985839844,6.520613670349121,30194,,,,
train,0.42259612679481506,80.20955657958984,6.557724952697754,11668,,,,
train,0.2935360074043274,86.96531677246094,6.2855329513549805,28511,,,,
train,0.24780400097370148,88.77703094482422,7.185256481170654,27768,,,,
train,0.2252238243818283,89.5965576171875,7.701108932495117,23344,,,,
val,0.4667506515979767,75.90725708007812,6.905241966247559,260,97.50818418968403,0.14647702244600067,0.5498112440109253,0.32879525423049927
val,0.34086093306541443,84.87903594970703,5.233870983123779,208,92.26503047025638,0.12565755382947852,0.4049907624721527,0.10583750158548355
val,0.25410401821136475,87.3991928100586,6.912298202514648,466,93.00347854126649,0.1325998932997223,0.25427505373954773,0.1318345069885254
val,0.26675835251808167,87.90322875976562,7.939516067504883,516,94.81911221464088,0.16040651249046434,0.18812215328216553,0.12341225147247314
val,0.19914866983890533,90.625,8.237903594970703,523,97.24009813717504,0.1869059070434677,0.21533620357513428,0.09527146816253662
val (no noise),0.46097588539123535,75.70564270019531,6.905241966247559,37,97.50818418968403,0.15400088999921258,0.6307946443557739,0.42818811535835266
val (no noise),0.3167990744113922,85.68548583984375,5.233870983123779,42,92.26503047025638,0.15801311331283166,0.46658533811569214,0.10996615886688232
val (no noise),0.24237807095050812,87.5,6.912298202514648,140,93.00347854126649,0.14165053376381956,0.28373557329177856,0.14018288254737854
val (no noise),0.2611452639102936,87.90322875976562,7.939516067504883,154,94.81911221464088,0.1692522617312695,0.2122797667980194,0.133614182472229
val (no noise),0.18809351325035095,90.7258071899414,8.237903594970703,149,97.24009813717504,0.19736518027967953,0.23934833705425262,0.09262707084417343
