phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.635479211807251,68.44766235351562,2.9807043075561523,737,,,,
train,0.46186694502830505,77.67369079589844,2.9999685287475586,147,,,,
train,0.3146091103553772,85.41600036621094,2.9999983310699463,117,,,,
train,0.2999807894229889,85.86698913574219,2.999998092651367,139,,,,
train,0.2840864062309265,86.49497985839844,2.999994993209839,149,,,,
val,0.47567152976989746,75.1008071899414,3.0,31,98.06151989975318,0.1774530675066386,0.4785224199295044,0.3633372485637665
val,0.3675558865070343,81.45161437988281,3.0,53,98.06250119871599,0.1544302938789303,0.2530101239681244,0.18410390615463257
val,0.28792130947113037,86.59274291992188,3.0,64,98.68910684546832,0.18933614805134907,0.19901344180107117,0.1529519110918045
val,0.2574423551559448,86.99596405029297,3.0,58,97.51221711598244,0.16738410071873935,0.10846027731895447,0.10602829605340958
val,0.2599608600139618,87.90322875976562,3.0,68,96.9119924025721,0.17809594154213132,0.10544292628765106,0.10873619467020035
val (no noise),0.45233190059661865,76.51210021972656,3.0,16,98.06151989975318,0.19491860224080362,0.5622679591178894,0.418417751789093
val (no noise),0.33909595012664795,82.86289978027344,3.0,31,98.06250119871599,0.17410640092563007,0.29314112663269043,0.20913298428058624
val (no noise),0.23679213225841522,88.40725708007812,3.0,38,98.68910684546832,0.21695633086982447,0.22581899166107178,0.1637115180492401
val (no noise),0.22633956372737885,89.01210021972656,3.0,34,97.51221711598244,0.18921033825704106,0.1263277530670166,0.11674296855926514
val (no noise),0.22391250729560852,89.51612854003906,3.0,41,96.9119924025721,0.19877141312090432,0.11913546174764633,0.11804652214050293
