phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.4591899514198303,78.39933013916016,2.9965524673461914,856,,,,
train,0.2190360575914383,89.76199340820312,2.9999983310699463,180,,,,
train,0.1982547789812088,90.46800231933594,2.999999761581421,138,,,,
train,0.19151608645915985,90.96900177001953,2.9999969005584717,127,,,,
train,0.19097863137722015,90.86900329589844,2.9999969005584717,123,,,,
val,0.24577057361602783,88.00403594970703,3.0,34,96.80735914037062,0.2332019280972928,0.5610320568084717,0.16024528443813324
val,0.17997519671916962,91.33064270019531,3.0,65,97.23253875285343,0.24020893402676777,0.523980975151062,0.13816560804843903
val,0.1889994889497757,91.2298355102539,3.0,62,97.67769190348724,0.24401140760712545,0.5669841170310974,0.1330837458372116
val,0.17077195644378662,92.54032135009766,3.0,60,96.83230250534938,0.2161372834318659,0.5340648889541626,0.16560041904449463
val,0.20669624209403992,89.81855010986328,3.0,42,92.85234496182058,0.2561623902818276,0.6169681549072266,0.26440608501434326
