phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5735670328140259,73.5933837890625,5.604723930358887,18450,,,,
train,0.27537956833839417,87.15540313720703,7.523828029632568,9540,,,,
train,0.23288939893245697,88.6202392578125,7.226983547210693,11271,,,,
train,0.26889196038246155,87.44376373291016,8.88138484954834,10716,,,,
train,0.22738774120807648,89.07819366455078,10.904706001281738,3340,,,,
val,0.29685306549072266,86.29032135009766,5.71169376373291,60,94.43006697707685,0.17782289416531197,0.1430290788412094,0.034851957112550735
val,0.21953445672988892,88.20564270019531,8.479838371276855,88,95.72002345238081,0.24552168484848796,0.2353658229112625,0.166696235537529
val,0.20223671197891235,89.01210021972656,7.2056450843811035,100,96.36916584826469,0.2303229098970325,0.17707844078540802,0.09991991519927979
val,0.24741797149181366,87.6008071899414,10.369959831237793,91,95.87972490362006,0.2714846553739474,0.10114997625350952,0.22833536565303802
val,0.21377387642860413,90.22177124023438,11.0,91,97.5838302651777,0.2777504679821277,0.13221850991249084,0.2294064462184906
