phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5781952142715454,72.07811737060547,2.994476556777954,721,,,,
train,0.4079648554325104,79.23998260498047,2.9999983310699463,81,,,,
train,0.35827574133872986,82.66400146484375,3.0,45,,,,
train,0.6092699766159058,69.27200317382812,3.0,28,,,,
train,0.48643097281455994,75.6510009765625,3.0,49,,,,
val,0.37987813353538513,82.66129302978516,3.0,14,96.22738402643458,0.24031680847183504,0.22853624820709229,0.23325130343437195
val,0.3037438690662384,82.96370697021484,3.0,17,98.0408606291935,0.216768467415908,0.03564603254199028,0.1570790410041809
val,0.26459190249443054,84.87903594970703,3.0,16,96.84768437863937,0.1765145379655389,0.2020130157470703,0.249050110578537
val,0.5699267983436584,71.06855010986328,3.0,8,92.43917521719857,0.20332515488513003,0.38286659121513367,0.24883873760700226
val,0.42880839109420776,78.7298355102539,3.0,15,95.4391750697997,0.2314609397567577,0.07446082681417465,0.10010655969381332
