phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5909721255302429,71.50131225585938,4.980559825897217,25686,,,,
train,0.36437326669692993,80.98124694824219,5.87007999420166,3198,,,,
train,0.339834600687027,84.34368133544922,4.26850700378418,3006,,,,
train,0.2596912384033203,88.29678344726562,4.58942985534668,3227,,,,
train,0.31594350934028625,85.76644134521484,5.18633508682251,8800,,,,
val,0.35607805848121643,81.04838562011719,5.267137050628662,30,97.72216782146589,0.12105391721696752,0.43565282225608826,0.22801843285560608
val,0.3829118311405182,82.76210021972656,3.774193525314331,28,92.60996504284527,0.16597540876555772,0.2174134999513626,0.3361600339412689
val,0.42631176114082336,78.2258071899414,4.564516067504883,37,94.26168492978184,0.1392785490016122,0.10597612708806992,0.1064223200082779
val,0.20774714648723602,89.51612854003906,4.519153118133545,65,96.06699819231463,0.07628591621805741,0.07277612388134003,0.16637775301933289
val,0.3094327747821808,85.88710021972656,5.965725898742676,108,87.04364922501475,0.13863907149600704,0.06757796555757523,0.12142954766750336
