epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,top_sim,pos_dis,bos_dis
1,train,-0.24991321563720703,25.203125,0.2396240234375,1.1611328125,2.982421875,84,10,,1.1904296875,,0.637259371375783,0.6398877429597415,0.6398877429597415,,,
2,train,-0.4810335040092468,48.4375,0.03173828125,0.392333984375,3.0,33,10,,1.0791015625,,0.708350599172066,0.7013235710661777,0.7013235710661777,,,
3,train,-0.585864782333374,56.84375,0.0069580078125,0.411865234375,2.97265625,13,10,,1.2861328125,,0.6819216242594823,0.690398232824663,0.690398232824663,,,
4,train,-0.6758908629417419,64.8125,0.01552581787109375,0.376953125,2.767578125,14,8,,1.1357421875,,0.5854501891616755,0.6638271120960175,0.6204197530080455,,,
5,train,-0.7124126553535461,67.5625,0.0130615234375,0.3388671875,2.6640625,29,10,,1.197265625,,0.5794448624440729,0.7083170324417807,0.7083170324417807,,,
6,train,-0.7389299869537354,69.75,0.030364990234375,0.306640625,2.736328125,61,10,,1.259765625,,0.5147425274770898,0.5916252625638203,0.5916252625638203,,,
7,train,-0.8107631206512451,77.625,0.039337158203125,0.2381591796875,2.787109375,56,10,,1.029296875,,0.43423996042977986,0.4977965156935872,0.4977965156935872,,,
8,train,-0.8255490064620972,78.8125,0.0239410400390625,0.224365234375,2.755859375,31,9,,1.0185546875,,0.4772936511279219,0.5557217394299636,0.5305683274096692,,,
9,train,-0.8207584619522095,78.1875,0.0406494140625,0.21142578125,2.75,28,9,,1.1171875,,0.4848297416863351,0.563647005185937,0.5389428322353554,,,
10,train,-0.8267659544944763,78.3125,0.0240325927734375,0.207275390625,2.75390625,28,8,,0.9951171875,,0.47819514233391647,0.5497584586469437,0.49163859654073394,,,
11,train,-0.8378597497940063,79.4375,0.0215301513671875,0.2125244140625,2.75,24,8,,0.89306640625,,0.458015214234318,0.529549904782623,0.4688214956601503,,,
12,train,-0.8440056443214417,79.5,0.0264434814453125,0.21240234375,2.75,23,7,,0.97412109375,,0.4688813813199876,0.5405671810661286,0.436659861897498,,,
13,train,-0.8501315116882324,80.1875,0.0278167724609375,0.1956787109375,2.748046875,27,10,,0.9775390625,,0.4407999787923773,0.5119832233541001,0.5119832233541001,,,
14,train,-0.837727963924408,78.625,0.024810791015625,0.198974609375,2.75,26,9,,0.9267578125,,0.44156811353899783,0.5123608646000096,0.48475310361566604,,,
15,train,-0.8459343910217285,79.5,0.0091094970703125,0.1986083984375,2.75,29,9,,0.87451171875,,0.4744781844532425,0.54652488877028,0.5208506927658902,,,
16,train,-0.8655237555503845,81.4375,0.0186767578125,0.19189453125,2.765625,33,10,,0.93408203125,,0.43958585492912305,0.5107424381028803,0.5107424381028803,,,
17,train,-0.8747216463088989,82.8125,0.01207733154296875,0.1695556640625,2.751953125,38,10,,0.931640625,,0.41859718897005316,0.4906969592030763,0.4906969592030763,,,
18,train,-0.8770889043807983,82.9375,0.01264190673828125,0.1695556640625,2.771484375,38,10,,0.9736328125,,0.410182492560207,0.4754597465603634,0.4754597465603634,,,
19,train,-0.8872173428535461,84.125,0.0174102783203125,0.1597900390625,2.751953125,32,10,,0.9580078125,,0.401378870217985,0.4709915664430021,0.4709915664430021,,,
20,train,-0.8824566602706909,83.875,0.0142974853515625,0.1494140625,2.751953125,30,10,,0.94677734375,,0.41624489094715755,0.48599259779826914,0.48599259779826914,,,
21,train,-0.8848159909248352,84.0,0.0111083984375,0.153076171875,2.7578125,28,10,,0.921875,,0.4132365789154384,0.4815294076176034,0.4815294076176034,,,
22,train,-0.8962470889091492,85.4375,0.0130157470703125,0.14013671875,2.75390625,26,8,,0.93115234375,,0.3991181156856646,0.46792417521969376,0.39924364189898803,,,
23,train,-0.8968296647071838,85.5625,0.00827789306640625,0.1317138671875,2.751953125,26,10,,0.9873046875,,0.3959451221789866,0.46523260714348347,0.46523260714348347,,,
24,train,-0.8957539796829224,85.5625,0.01482391357421875,0.1317138671875,2.751953125,29,10,,1.017578125,,0.4076833276352789,0.4775141522356231,0.4775141522356231,,,
25,train,-0.8985208868980408,85.6875,0.0251312255859375,0.132080078125,2.751953125,35,10,,1.013671875,,0.38276936108692106,0.45185379565606526,0.45185379565606526,,,
26,train,-0.8994952440261841,86.125,0.02972412109375,0.12420654296875,2.75,31,10,,1.0078125,,0.3901413316751723,0.45959756903563154,0.45959756903563154,,,
27,train,-0.8978868722915649,85.5625,0.021820068359375,0.1263427734375,2.75390625,32,10,,1.076171875,,0.3668661828969879,0.4348668371536539,0.4348668371536539,,,
28,train,-0.9046614766120911,86.25,0.020538330078125,0.1307373046875,2.751953125,30,10,,1.1416015625,,0.37067585482716014,0.43949674422992546,0.43949674422992546,,,
