epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,top_sim,pos_dis,bos_dis
1,train,-0.2081914097070694,20.125,1.123046875,1.44140625,2.466796875,91,10,,0.900390625,,0.10233380162178207,0.19057628451754677,0.19057628451754677,,,
2,train,-0.23922544717788696,24.3125,0.76220703125,1.201171875,2.859375,91,10,,1.1572265625,,0.07077125319088051,0.09615859794022787,0.09615859794022787,,,
3,train,-0.3307478427886963,35.21875,0.0728759765625,0.432861328125,2.9765625,91,10,,1.3037109375,,0.23954999273142685,0.2382581574664042,0.2382581574664042,,,
4,train,-0.43672871589660645,45.15625,0.022796630859375,0.421630859375,2.75,91,10,,1.37109375,,0.3110800487310733,0.35047641104159266,0.35047641104159266,,,
5,train,-0.4632759690284729,47.625,0.054901123046875,0.4248046875,2.75390625,91,10,,1.17578125,,0.2704504235224938,0.30843235222907545,0.30843235222907545,,,
6,train,-0.4654269516468048,45.5625,0.0053558349609375,0.50732421875,2.673828125,91,10,,1.119140625,,0.2957117075433521,0.3291697780704046,0.3291697780704046,,,
7,train,-0.500544548034668,47.75,0.028564453125,0.455078125,2.6015625,91,10,,1.0546875,,0.22757712756647186,0.21786843360847785,0.21786843360847785,,,
8,train,-0.5024901032447815,48.90625,0.005916595458984375,0.4384765625,2.50390625,91,10,,1.080078125,,0.3068579988918567,0.2663633705874514,0.2663633705874514,,,
9,train,-0.5640963912010193,55.15625,0.0018453598022460938,0.428955078125,2.501953125,91,10,,1.1416015625,,0.33499580934844186,0.2944749502313059,0.2944749502313059,,,
10,train,-0.47805365920066833,44.0,0.0087890625,0.46630859375,2.462890625,91,10,,1.064453125,,0.3427705400673996,0.29361071687423224,0.29361071687423224,,,
11,train,-0.5582224726676941,53.84375,0.007411956787109375,0.4013671875,2.50390625,90,10,,1.087890625,,0.266714328473474,0.2045823574777482,0.2045823574777482,,,
