epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.651401400566101,18.25,3.529296875,0.09088134765625,0.0999755859375,13.5,13.5,2.4453125,2.4453125,1597,11,0.59716796875,,,
2,train,1.6222631931304932,19.0625,1.2431640625,0.09088134765625,0.0999755859375,1.4501953125,1.4501953125,0.381103515625,0.381103515625,10,9,0.006458282470703125,,,
3,train,1.620229721069336,19.859375,1.0615234375,0.09088134765625,0.0999755859375,0.65185546875,0.65185546875,0.3037109375,0.3037109375,2,2,0.00020837783813476562,,,
4,train,1.6198419332504272,19.96875,1.0244140625,0.09088134765625,0.0999755859375,0.454345703125,0.454345703125,0.29638671875,0.29638671875,3,3,0.00041675567626953125,,,
5,train,1.6196125745773315,20.125,1.0107421875,0.09088134765625,0.0999755859375,0.368896484375,0.368896484375,0.294189453125,0.294189453125,2,2,0.00020837783813476562,,,
6,train,1.619543433189392,20.28125,1.0048828125,0.09088134765625,0.0999755859375,0.330810546875,0.330810546875,0.29296875,0.29296875,1,1,0.0,,,
7,train,1.6195933818817139,20.078125,1.0029296875,0.09088134765625,0.0999755859375,0.310302734375,0.310302734375,0.29248046875,0.29248046875,1,1,0.0,,,
8,train,1.6195555925369263,20.796875,1.001953125,0.09088134765625,0.0999755859375,0.301025390625,0.301025390625,0.2919921875,0.2919921875,1,1,0.0,,,
9,train,1.6194065809249878,19.953125,1.0009765625,0.09088134765625,0.0999755859375,0.2958984375,0.2958984375,0.291748046875,0.291748046875,3,3,0.00041675567626953125,,,
10,train,1.61945641040802,20.421875,1.0,0.09088134765625,0.0999755859375,0.29248046875,0.29248046875,0.291748046875,0.291748046875,1,1,0.0,,,
11,train,1.619399070739746,21.25,1.0,0.09088134765625,0.0999755859375,0.291259765625,0.291259765625,0.29150390625,0.29150390625,2,2,0.00020837783813476562,,,
12,train,1.6197152137756348,20.375,1.0,0.09088134765625,0.0999755859375,0.29052734375,0.29052734375,0.29150390625,0.29150390625,3,3,0.00041675567626953125,,,
13,train,1.619449257850647,20.859375,1.0,0.09088134765625,0.0999755859375,0.289794921875,0.289794921875,0.29150390625,0.29150390625,1,1,0.0,,,
14,train,1.6193499565124512,20.515625,1.0,0.09088134765625,0.0999755859375,0.289794921875,0.289794921875,0.29150390625,0.29150390625,2,2,0.00020837783813476562,,,
15,train,1.6194357872009277,20.671875,1.0009765625,0.09088134765625,0.0999755859375,0.290283203125,0.290283203125,0.291259765625,0.291259765625,3,3,0.00041675567626953125,,,
16,train,1.6193252801895142,20.6875,1.0,0.09088134765625,0.0999755859375,0.289306640625,0.289306640625,0.291259765625,0.291259765625,2,2,0.00020837783813476562,,,
