epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.649163007736206,17.375,3.1875,0.0999755859375,0.0999755859375,10.296875,10.296875,1.91796875,1.91796875,1519,10,0.61083984375,,,
2,train,1.6224664449691772,19.796875,1.24609375,0.0999755859375,0.0999755859375,1.0087890625,1.0087890625,0.041656494140625,0.041656494140625,10,10,0.00978851318359375,,,
3,train,1.62034273147583,20.296875,1.0654296875,0.0999755859375,0.0999755859375,0.349853515625,0.349853515625,0.006195068359375,0.006195068359375,6,6,0.0012502670288085938,,,
4,train,1.619876503944397,20.5,1.0263671875,0.0999755859375,0.0999755859375,0.1646728515625,0.1646728515625,0.002872467041015625,0.002872467041015625,6,6,0.0012502670288085938,,,
5,train,1.6196036338806152,20.265625,1.0107421875,0.0999755859375,0.0999755859375,0.082763671875,0.082763671875,0.0018978118896484375,0.0018978118896484375,1,1,0.0,,,
6,train,1.6196753978729248,19.640625,1.005859375,0.0999755859375,0.0999755859375,0.044677734375,0.044677734375,0.0014867782592773438,0.0014867782592773438,3,3,0.0006251335144042969,,,
7,train,1.619490623474121,20.609375,1.0029296875,0.0999755859375,0.0999755859375,0.02447509765625,0.02447509765625,0.0012845993041992188,0.0012845993041992188,3,3,0.00041675567626953125,,,
8,train,1.6195063591003418,20.484375,1.0009765625,0.0999755859375,0.0999755859375,0.0134735107421875,0.0134735107421875,0.0011730194091796875,0.0011730194091796875,2,2,0.00020837783813476562,,,
9,train,1.6196112632751465,21.234375,1.0009765625,0.0999755859375,0.0999755859375,0.00946807861328125,0.00946807861328125,0.0011110305786132812,0.0011110305786132812,4,4,0.0006251335144042969,,,
10,train,1.6195299625396729,20.296875,1.0,0.0999755859375,0.0999755859375,0.0063629150390625,0.0063629150390625,0.0010662078857421875,0.0010662078857421875,1,1,0.0,,,
