epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.6484240293502808,17.28125,3.267578125,0.09088134765625,0.0999755859375,11.71875,11.71875,2.326171875,2.326171875,1684,11,0.650390625,,,
2,train,1.622516393661499,17.96875,1.2646484375,0.09088134765625,0.0999755859375,1.4580078125,1.4580078125,0.34375,0.34375,13,11,0.008331298828125,,,
3,train,1.6203575134277344,19.546875,1.064453125,0.09088134765625,0.0999755859375,0.6513671875,0.6513671875,0.29345703125,0.29345703125,4,4,0.0008335113525390625,,,
4,train,1.6198914051055908,19.703125,1.0244140625,0.09088134765625,0.0999755859375,0.44970703125,0.44970703125,0.28955078125,0.28955078125,3,3,0.00041675567626953125,,,
5,train,1.6197166442871094,20.5,1.0107421875,0.09088134765625,0.0999755859375,0.36962890625,0.36962890625,0.28857421875,0.28857421875,2,2,0.00041675567626953125,,,
6,train,1.6195417642593384,20.296875,1.0048828125,0.09088134765625,0.0999755859375,0.329345703125,0.329345703125,0.2880859375,0.2880859375,2,2,0.00020837783813476562,,,
7,train,1.6196024417877197,20.125,1.0029296875,0.09088134765625,0.0999755859375,0.3115234375,0.3115234375,0.287841796875,0.287841796875,2,2,0.00020837783813476562,,,
8,train,1.6198019981384277,20.1875,1.001953125,0.09088134765625,0.0999755859375,0.30078125,0.30078125,0.28759765625,0.28759765625,3,3,0.00041675567626953125,,,
9,train,1.6194406747817993,20.859375,1.0009765625,0.09088134765625,0.0999755859375,0.294921875,0.294921875,0.28759765625,0.28759765625,2,2,0.00020837783813476562,,,
10,train,1.6197320222854614,20.203125,1.0,0.09088134765625,0.0999755859375,0.292236328125,0.292236328125,0.28759765625,0.28759765625,2,2,0.00020837783813476562,,,
11,train,1.6195058822631836,19.765625,1.0,0.09088134765625,0.0999755859375,0.291259765625,0.291259765625,0.28759765625,0.28759765625,2,2,0.00020837783813476562,,,
12,train,1.6194568872451782,21.171875,1.0,0.09088134765625,0.0999755859375,0.290283203125,0.290283203125,0.28759765625,0.28759765625,1,1,0.0,,,
13,train,1.6195069551467896,20.5625,1.0,0.09088134765625,0.0999755859375,0.2900390625,0.2900390625,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
14,train,1.6197819709777832,20.375,1.0009765625,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.28564453125,0.28564453125,5,5,0.0008335113525390625,,,
15,train,1.6197270154953003,20.609375,1.0009765625,0.09088134765625,0.0999755859375,0.2900390625,0.2900390625,0.287353515625,0.287353515625,4,4,0.0006251335144042969,,,
16,train,1.6196845769882202,20.734375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
17,train,1.6196693181991577,19.546875,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287353515625,0.287353515625,1,1,0.0,,,
18,train,1.619510531425476,19.609375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
19,train,1.61933171749115,19.859375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
20,train,1.6193087100982666,20.796875,1.0,0.09088134765625,0.0999755859375,0.28955078125,0.28955078125,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
21,train,1.6195803880691528,19.875,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287109375,0.287109375,1,1,0.0,,,
22,train,1.6194260120391846,20.078125,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.287109375,0.287109375,1,1,0.0,,,
23,train,1.619502305984497,20.5,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.287109375,0.287109375,1,1,0.0,,,
24,train,1.6191842555999756,20.984375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287109375,0.287109375,3,3,0.00041675567626953125,,,
25,train,1.6191670894622803,21.046875,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
26,train,1.6195566654205322,20.203125,1.0,0.09088134765625,0.0999755859375,0.288818359375,0.288818359375,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
27,train,1.61955726146698,19.921875,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.287109375,0.287109375,1,1,0.0,,,
28,train,1.6190111637115479,20.734375,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
29,train,1.6190532445907593,21.125,1.0,0.09088134765625,0.0999755859375,0.2880859375,0.2880859375,0.287109375,0.287109375,1,1,0.0,,,
30,train,1.6188156604766846,21.640625,1.0,0.09088134765625,0.0999755859375,0.2880859375,0.2880859375,0.287109375,0.287109375,1,1,0.0,,,
31,train,1.6184581518173218,21.828125,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.287109375,0.287109375,1,1,0.0,,,
32,train,1.6188586950302124,20.828125,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
33,train,1.6187525987625122,21.171875,1.0,0.09088134765625,0.0999755859375,0.2880859375,0.2880859375,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
34,train,1.6181538105010986,21.703125,1.0,0.09088134765625,0.0999755859375,0.2880859375,0.2880859375,0.286865234375,0.286865234375,1,1,0.0,,,
35,train,1.6191788911819458,20.5625,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,1,1,0.0,,,
36,train,1.61867094039917,20.890625,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.286865234375,0.286865234375,1,1,0.0,,,
37,train,1.61794114112854,21.640625,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,1,1,0.0,,,
38,train,1.618043303489685,22.078125,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,1,1,0.0,,,
39,train,1.617509126663208,21.609375,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
40,train,1.6165534257888794,22.671875,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
41,train,1.616534948348999,21.8125,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.286865234375,0.286865234375,1,1,0.0,,,
42,train,1.6148518323898315,22.734375,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
43,train,1.6145479679107666,23.046875,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
44,train,1.6141844987869263,23.390625,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
45,train,1.6142067909240723,22.484375,1.0,0.09088134765625,0.0999755859375,0.2880859375,0.2880859375,0.28662109375,0.28662109375,2,2,0.00020837783813476562,,,
46,train,1.6124088764190674,22.453125,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.28662109375,0.28662109375,2,2,0.00020837783813476562,,,
47,train,1.6105350255966187,23.921875,1.0,0.09088134765625,0.0999755859375,0.287109375,0.287109375,0.28662109375,0.28662109375,1,1,0.0,,,
48,train,1.6104958057403564,23.1875,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
49,train,1.6089367866516113,24.609375,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.28662109375,0.28662109375,2,2,0.00020837783813476562,,,
50,train,1.6075094938278198,24.765625,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
1,val,1.6258838176727295,20.296875,1.6083984375,0.09088134765625,0.0999755859375,2.4609375,2.458984375,0.291259765625,0.291259765625,13,11,0.041656494140625,-0.009994449771981238,0.0017870614537969232,0.0008429615991190076
2,val,1.6209198236465454,18.765625,1.08984375,0.09088134765625,0.0999755859375,0.45361328125,0.45361328125,0.0152130126953125,0.0152130126953125,6,6,0.005207061767578125,0.0005959751430183349,0.0003590681008063257,0.00017823552479967475
3,val,1.6200032234191895,18.84375,1.02734375,0.09088134765625,0.0999755859375,0.1763916015625,0.1763916015625,0.004146575927734375,0.004146575927734375,1,1,0.0,0.05894253163908967,0.0,0.0
4,val,1.6199417114257812,18.421875,1.01171875,0.09088134765625,0.0999755859375,0.08795166015625,0.08795166015625,0.0024700164794921875,0.0024700164794921875,1,1,0.0,0.05894253163908967,0.0,0.0
5,val,1.6197181940078735,18.546875,1.005859375,0.09088134765625,0.0999755859375,0.047576904296875,0.047576904296875,0.0018262863159179688,0.0018262863159179688,1,1,0.0,0.05894253163908967,0.0,0.0
6,val,1.619840145111084,19.796875,1.0029296875,0.09088134765625,0.0999755859375,0.0238494873046875,0.0238494873046875,0.0015277862548828125,0.0015277862548828125,1,1,0.0,0.05894253163908967,0.0,0.0
7,val,1.619745135307312,19.171875,1.0009765625,0.09088134765625,0.0999755859375,0.013946533203125,0.013946533203125,0.0016603469848632812,0.0016603469848632812,2,2,0.001041412353515625,0.027703643987100034,7.129421283025295e-05,3.564710641512647e-05
8,val,1.6197339296340942,19.265625,1.0009765625,0.09088134765625,0.0999755859375,0.0103759765625,0.0103759765625,0.0012617111206054688,0.0012617111206054688,1,1,0.0,0.05894253163908967,0.0,0.0
9,val,1.6200603246688843,19.484375,1.0,0.09088134765625,0.0999755859375,0.005733489990234375,0.005733489990234375,0.0011911392211914062,0.0011911392211914062,1,1,0.0,0.05894253163908967,0.0,0.0
10,val,1.6196428537368774,19.265625,1.0,0.09088134765625,0.0999755859375,0.004917144775390625,0.004917144775390625,0.0011510848999023438,0.0011510848999023438,1,1,0.0,0.05894253163908967,0.0,0.0
