epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.6418849229812622,18.421875,2.71875,0.251708984375,0.251708984375,18.296875,18.296875,5.64453125,5.64453125,1246,10,0.75244140625,,,
2,train,1.5142496824264526,21.59375,2.634765625,0.2357177734375,0.2357177734375,16.046875,16.046875,5.109375,5.109375,1128,10,0.62548828125,,,
3,train,1.1574651002883911,27.25,2.087890625,0.1641845703125,0.1641845703125,10.34375,10.34375,3.986328125,3.986328125,712,10,0.343994140625,,,
4,train,1.1256041526794434,29.46875,2.044921875,0.1485595703125,0.1485595703125,9.6484375,9.6484375,3.853515625,3.853515625,661,10,0.310791015625,,,
5,train,1.1314431428909302,31.15625,1.904296875,0.1395263671875,0.1395263671875,8.640625,8.640625,3.720703125,3.720703125,529,10,0.26416015625,,,
6,train,1.1184083223342896,32.6875,1.8955078125,0.1275634765625,0.1275634765625,8.375,8.375,3.6328125,3.6328125,515,10,0.25244140625,,,
7,train,1.136336326599121,33.96875,1.81640625,0.11468505859375,0.11468505859375,7.71875,7.71875,3.48046875,3.48046875,414,10,0.207275390625,,,
8,train,1.1017881631851196,35.78125,1.759765625,0.11285400390625,0.11285400390625,7.3359375,7.3359375,3.435546875,3.435546875,360,10,0.2020263671875,,,
9,train,1.063429355621338,36.1875,1.7705078125,0.11041259765625,0.11041259765625,7.4296875,7.4296875,3.423828125,3.423828125,324,10,0.222900390625,,,
10,train,1.068041443824768,35.0,1.7294921875,0.1044921875,0.1044921875,7.109375,7.109375,3.353515625,3.353515625,280,10,0.2093505859375,,,
11,train,1.0495105981826782,35.40625,1.7412109375,0.10400390625,0.10400390625,7.203125,7.203125,3.365234375,3.365234375,291,10,0.2362060546875,,,
12,train,1.0453945398330688,35.25,1.751953125,0.1055908203125,0.1055908203125,7.27734375,7.27734375,3.375,3.375,280,10,0.2362060546875,,,
13,train,1.0524039268493652,35.21875,1.7568359375,0.1043701171875,0.1043701171875,7.30078125,7.30078125,3.380859375,3.380859375,294,10,0.245849609375,,,
14,train,1.0184975862503052,35.375,1.78515625,0.1068115234375,0.1068115234375,7.40234375,7.40234375,3.38671875,3.38671875,295,10,0.26708984375,,,
15,train,1.0103977918624878,35.6875,1.78125,0.1064453125,0.1064453125,7.3671875,7.3671875,3.384765625,3.384765625,292,10,0.272705078125,,,
16,train,1.016126275062561,36.4375,1.78515625,0.10650634765625,0.10650634765625,7.3359375,7.3359375,3.375,3.375,288,10,0.283447265625,,,
17,train,0.9815773367881775,36.90625,1.8232421875,0.10833740234375,0.10833740234375,7.59765625,7.59765625,3.404296875,3.404296875,307,10,0.310546875,,,
18,train,0.9611744284629822,37.1875,1.84375,0.112060546875,0.112060546875,7.7578125,7.7578125,3.4296875,3.4296875,305,10,0.33056640625,,,
19,train,0.9746679663658142,37.6875,1.8203125,0.10955810546875,0.10955810546875,7.6015625,7.6015625,3.412109375,3.412109375,319,10,0.309814453125,,,
20,train,0.9874942898750305,36.875,1.7900390625,0.1099853515625,0.1099853515625,7.3203125,7.3203125,3.392578125,3.392578125,295,10,0.296630859375,,,
21,train,0.9571561813354492,37.34375,1.806640625,0.11187744140625,0.11187744140625,7.4921875,7.4921875,3.412109375,3.412109375,315,10,0.30712890625,,,
22,train,0.9668148756027222,36.6875,1.837890625,0.1103515625,0.1103515625,7.671875,7.671875,3.412109375,3.412109375,315,10,0.311279296875,,,
23,train,0.9806029200553894,36.4375,1.7900390625,0.1046142578125,0.1046142578125,7.31640625,7.31640625,3.3671875,3.3671875,285,10,0.280517578125,,,
24,train,0.9877522587776184,36.71875,1.798828125,0.10455322265625,0.10455322265625,7.3359375,7.3359375,3.361328125,3.361328125,279,10,0.283447265625,,,
25,train,0.9937795996665955,36.125,1.7666015625,0.103271484375,0.103271484375,7.140625,7.140625,3.337890625,3.337890625,276,10,0.27197265625,,,
