epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4837069809436798,76.4375,76.4375,1.1904296875,3.048828125,3.048828125,6541,10,6.967458288356239,7.64453125,12.5859375,2.052734375,0.392822265625,,,0.3398334888630655,8.594588179668392,3.4375,9.359375,0.39990234375,0.211669921875,3.4844712154376376,1.7939453125,7.5390625,0.5146484375,0.1611328125
2,train,baseline,0.19102534651756287,90.6875,90.6875,1.603515625,3.455078125,3.455078125,3456,10,7.291014626565745,8.9765625,13.21875,2.181640625,0.32080078125,,,0.36480806631538193,8.595640297623135,3.921875,9.7265625,0.456298828125,0.22314453125,3.4790515734928453,1.8798828125,8.6953125,0.54052734375,0.15087890625
3,train,baseline,0.11333037912845612,94.875,94.875,1.8056640625,3.6484375,3.6484375,3790,10,7.807418892282081,9.5078125,13.546875,2.240234375,0.29833984375,,,0.35800684866835153,8.591534548945406,4.1953125,9.703125,0.488525390625,0.23193359375,3.4715248403163304,1.9443359375,9.0859375,0.56005859375,0.1497802734375
4,train,baseline,0.08447451889514923,96.125,96.125,1.8935546875,3.728515625,3.728515625,3506,10,7.979108076752603,9.8984375,13.8125,2.224609375,0.283447265625,,,0.3391282274399456,8.594342137382887,4.29296875,9.90625,0.49951171875,0.232177734375,3.465583746637885,1.9716796875,9.421875,0.56884765625,0.1474609375
5,train,baseline,0.06791139394044876,97.0,97.0,1.9599609375,3.77734375,3.77734375,3831,10,8.222055319972517,9.7734375,13.796875,2.19921875,0.29150390625,,,0.3671606273776868,8.600313830309615,4.5,9.375,0.52294921875,0.244873046875,3.484156901831118,2.044921875,9.171875,0.5869140625,0.1541748046875
6,train,baseline,0.0565616749227047,97.5625,97.5625,2.015625,3.783203125,3.783203125,3445,10,8.291476868986368,9.953125,13.8671875,2.13671875,0.282470703125,,,0.36322635114640806,8.588561578226008,4.5546875,9.4296875,0.5302734375,0.24560546875,3.4920644795212152,2.0546875,9.3359375,0.58837890625,0.15283203125
7,train,baseline,0.04822104796767235,97.9375,97.9375,2.107421875,3.818359375,3.818359375,3310,10,8.317468391158751,10.28125,13.9140625,2.109375,0.260986328125,,,0.31924386462402515,8.593524003964179,4.64453125,9.5859375,0.54052734375,0.24609375,3.4889861404023756,2.068359375,9.6328125,0.5927734375,0.150146484375
8,train,baseline,0.04209796339273453,98.1875,98.1875,2.193359375,3.845703125,3.845703125,3195,10,8.429271721145621,10.296875,14.0859375,2.091796875,0.26904296875,,,0.3263149716089942,8.593603466424977,4.6796875,9.53125,0.54443359375,0.2476806640625,3.4760990013242696,2.09375,9.5859375,0.60205078125,0.1519775390625
9,train,baseline,0.037619803100824356,98.4375,98.4375,2.22265625,3.833984375,3.833984375,3235,10,8.456325372098258,10.1953125,13.9296875,2.06640625,0.26806640625,,,0.34288461386147634,8.597541958117839,4.828125,9.1328125,0.5615234375,0.2568359375,3.489418979905644,2.11328125,9.453125,0.60595703125,0.1544189453125
10,train,baseline,0.03430279344320297,98.5625,98.5625,2.3046875,3.896484375,3.896484375,3362,10,8.532198389832462,10.3828125,14.140625,2.119140625,0.265869140625,,,0.33070729240254293,8.595009585923384,4.8125,9.3515625,0.5595703125,0.25341796875,3.445390203837684,2.07421875,9.6796875,0.60205078125,0.14990234375
11,train,baseline,0.03086395002901554,98.6875,98.6875,2.345703125,3.892578125,3.892578125,3517,10,8.66296507297735,10.4296875,14.1328125,2.0625,0.262451171875,,,0.31926258063909546,8.597212505119025,4.8359375,9.3515625,0.5625,0.254150390625,3.474055106123627,2.103515625,9.6953125,0.60546875,0.1513671875
12,train,baseline,0.028409341350197792,98.8125,98.8125,2.359375,3.8828125,3.8828125,3521,10,8.671105377976954,10.40625,14.0546875,2.080078125,0.259521484375,,,0.3411197917991481,8.598499259417938,4.8359375,9.328125,0.5625,0.254638671875,3.4768173497967796,2.09375,9.6953125,0.60205078125,0.1507568359375
13,train,baseline,0.026489948853850365,98.9375,98.9375,2.396484375,3.923828125,3.923828125,3648,10,8.735314489217066,10.671875,14.1640625,2.1171875,0.2467041015625,,,0.33925006738433355,8.595436545201451,4.8671875,9.53125,0.56640625,0.252685546875,3.4845275359916434,2.123046875,9.90625,0.609375,0.1500244140625
14,train,baseline,0.024717411026358604,99.0,99.0,2.421875,3.92578125,3.92578125,3715,10,8.80961147631762,10.4609375,14.1953125,2.05078125,0.26318359375,,,0.3184536665114522,8.590608623877486,4.9765625,9.09375,0.5791015625,0.26123046875,3.4761071832399457,2.13671875,9.65625,0.61474609375,0.1534423828125
15,train,baseline,0.02260698191821575,99.0625,99.0625,2.4375,3.9296875,3.9296875,3708,10,8.84776220927506,10.46875,14.1796875,2.0390625,0.26171875,,,0.3301656169756942,8.595962976004236,5.03515625,8.9921875,0.5859375,0.26416015625,3.478383530431073,2.158203125,9.6328125,0.62060546875,0.15478515625
16,train,baseline,0.021012557670474052,99.125,99.125,2.46484375,3.939453125,3.939453125,4130,10,9.042639425211345,10.5390625,14.2578125,2.029296875,0.2607421875,,,0.33919397008230784,8.596222652890086,5.10546875,8.9296875,0.59375,0.266845703125,3.4638513639418176,2.16796875,9.671875,0.62548828125,0.15478515625
17,train,baseline,0.01976776495575905,99.1875,99.1875,2.462890625,3.927734375,3.927734375,3798,10,8.975513926057058,10.59375,14.1796875,2.037109375,0.25244140625,,,0.3056482766810107,8.596477794124313,5.16015625,8.875,0.60009765625,0.268798828125,3.4827692332327236,2.201171875,9.6796875,0.6318359375,0.1563720703125
18,train,baseline,0.01888527348637581,99.25,99.25,2.49609375,3.955078125,3.955078125,3527,10,8.969139367067251,10.625,14.171875,2.068359375,0.250732421875,,,0.31152843460282054,8.596476772624447,5.15625,8.90625,0.599609375,0.268310546875,3.479370289057213,2.169921875,9.765625,0.62353515625,0.15380859375
19,train,baseline,0.017533456906676292,99.3125,99.3125,2.5078125,3.958984375,3.958984375,3390,10,8.909784557248539,10.7421875,14.28125,2.046875,0.2476806640625,,,0.3060722681538579,8.59803048037434,5.2421875,8.859375,0.609375,0.27099609375,3.492251209236601,2.216796875,9.8046875,0.634765625,0.15576171875
20,train,baseline,0.016583165153861046,99.3125,99.3125,2.51953125,3.986328125,3.986328125,3499,10,9.04321986830538,10.890625,14.3125,2.01953125,0.23876953125,,,0.3350905697609353,8.594954472693153,5.26953125,8.9453125,0.61328125,0.2705078125,3.4821237755796846,2.2109375,9.953125,0.634765625,0.15380859375
21,train,baseline,0.015556092374026775,99.4375,99.4375,2.515625,3.9765625,3.9765625,3366,10,8.970113059870311,10.7734375,14.328125,2.0390625,0.2484130859375,,,0.31032671255057154,8.591315159806864,5.30859375,8.75,0.61767578125,0.274169921875,3.471069525537432,2.228515625,9.78125,0.64208984375,0.156494140625
22,train,baseline,0.015491647645831108,99.4375,99.4375,2.53125,4.00390625,4.00390625,3448,10,9.053517984979344,10.734375,14.5,2.05078125,0.259765625,,,0.3287492657317368,8.597414940418938,5.44140625,8.453125,0.6328125,0.281494140625,3.468714087421906,2.263671875,9.671875,0.65283203125,0.159423828125
23,train,baseline,0.013898446224629879,99.4375,99.4375,2.55078125,4.02734375,4.02734375,3383,10,9.048085319300979,10.6640625,14.34375,2.0546875,0.256591796875,,,0.31339486900215935,8.59417216833129,5.4296875,8.3984375,0.6318359375,0.281982421875,3.480441308987218,2.265625,9.609375,0.6513671875,0.1602783203125
24,train,baseline,0.013686733320355415,99.5,99.5,2.53515625,4.015625,4.015625,3103,10,8.964111730516276,10.890625,14.34375,2.080078125,0.2406005859375,,,0.3096264742898704,8.589134998765022,5.5078125,8.46875,0.64111328125,0.28271484375,3.476402050793783,2.263671875,9.84375,0.65087890625,0.157470703125
25,train,baseline,0.013262592256069183,99.5,99.5,2.560546875,4.0234375,4.0234375,3286,10,9.034304466913005,10.734375,14.3984375,2.06640625,0.25439453125,,,0.3252892389219546,8.59470432725377,5.57421875,8.1796875,0.64892578125,0.28857421875,3.480083939362806,2.291015625,9.6328125,0.658203125,0.1611328125
26,train,baseline,0.012466050684452057,99.5625,99.5625,2.537109375,4.03125,4.03125,3852,10,9.213772387556158,10.796875,14.3515625,2.01953125,0.2479248046875,,,0.3177887015604336,8.595509679834016,5.51171875,8.3671875,0.6416015625,0.284423828125,3.4730381699051214,2.279296875,9.7109375,0.65625,0.1597900390625
27,train,baseline,0.011746788397431374,99.5625,99.5625,2.53515625,4.046875,4.046875,3618,10,9.142189866983061,10.890625,14.40625,2.056640625,0.2440185546875,,,0.3397167305456553,8.595763285814291,5.60546875,8.28125,0.65185546875,0.28759765625,3.464737400913298,2.32421875,9.7109375,0.67041015625,0.161865234375
28,train,baseline,0.01146424189209938,99.5625,99.5625,2.533203125,4.03515625,4.03515625,3739,10,9.179666265923506,10.8515625,14.4140625,2.041015625,0.247314453125,,,0.3176488880695119,8.594233611816556,5.640625,8.1640625,0.65625,0.2900390625,3.480857923078475,2.3203125,9.6875,0.6669921875,0.1619873046875
29,train,baseline,0.010522756725549698,99.5625,99.5625,2.5625,4.0546875,4.0546875,3595,10,9.196971419115233,10.71875,14.4140625,2.0546875,0.25634765625,,,0.31600874112591637,8.592731403485415,5.6640625,7.984375,0.6591796875,0.293212890625,3.4977935492445105,2.361328125,9.5,0.6748046875,0.166015625
30,train,baseline,0.010283544659614563,99.625,99.625,2.560546875,4.0546875,4.0546875,3226,10,9.111347453674863,10.6484375,14.40625,2.0546875,0.260986328125,,,0.3160697294156782,8.595808996015878,5.66796875,7.91015625,0.6591796875,0.29443359375,3.4926798112126263,2.337890625,9.46875,0.66943359375,0.165283203125
1,test,,0.7377324104309082,74.3125,74.3125,1.412109375,3.47265625,3.47265625,436,10,6.7521897743616215,7.87109375,13.21875,2.14453125,0.404541015625,2.65625,2.703125,0.27916601111982425,6.65821148275179,3.421875,7.68359375,0.51416015625,0.235595703125,3.1852953424983985,1.9130859375,7.23046875,0.6005859375,0.1729736328125
2,test,,0.6055833697319031,80.9375,80.9375,1.7509765625,3.73828125,3.73828125,538,10,7.707436060907429,9.15625,13.9140625,2.05859375,0.341796875,3.11328125,3.146484375,0.31337401407228166,6.65821148275179,3.7421875,8.328125,0.56201171875,0.2366943359375,3.1852953424983985,1.998046875,8.34375,0.62744140625,0.161865234375
3,test,,0.5341760516166687,84.1875,84.1875,1.8759765625,3.86328125,3.86328125,629,10,8.338430486803997,10.1640625,14.09375,1.837890625,0.278564453125,3.216796875,3.32421875,0.34528966420652196,6.65821148275179,3.994140625,8.8359375,0.599609375,0.2373046875,3.1852953424983985,2.068359375,9.21875,0.6494140625,0.1549072265625
4,test,,0.5030328631401062,84.875,84.875,1.9501953125,3.955078125,3.955078125,664,10,8.481358126738542,10.4140625,14.3125,1.859375,0.272705078125,3.375,3.44140625,0.3343932645171695,6.65821148275179,4.05859375,8.953125,0.609375,0.23779296875,3.1852953424983985,2.10546875,9.390625,0.6611328125,0.15478515625
5,test,,0.4994925856590271,85.25,85.25,1.9326171875,3.865234375,3.865234375,614,10,8.251258238417119,10.2421875,14.125,1.8603515625,0.274658203125,3.44140625,3.529296875,0.34604371316119836,6.65821148275179,4.16015625,8.5859375,0.62451171875,0.24609375,3.1852953424983985,2.134765625,9.1640625,0.669921875,0.158935546875
6,test,,0.5109035968780518,85.375,85.375,1.978515625,3.919921875,3.919921875,634,10,8.398624218561249,10.2578125,14.265625,1.8388671875,0.28125,3.486328125,3.505859375,0.3304869254884066,6.65821148275179,4.32421875,8.2578125,0.6494140625,0.255859375,3.1852953424983985,2.1640625,9.109375,0.6796875,0.1611328125
7,test,,0.5628461837768555,84.0625,84.0625,2.126953125,3.90234375,3.90234375,677,10,8.666229098251632,10.640625,14.203125,1.7314453125,0.25048828125,3.53515625,3.5703125,0.31343377746915435,6.65821148275179,4.23046875,8.8359375,0.6357421875,0.24462890625,3.1852953424983985,2.15234375,9.5234375,0.67578125,0.1556396484375
8,test,,0.539241373538971,85.75,85.75,2.142578125,3.94140625,3.94140625,646,10,8.443457378466787,10.3125,14.25,1.859375,0.2763671875,3.650390625,3.615234375,0.3313660933687405,6.65821148275179,4.3515625,8.2734375,0.6533203125,0.25634765625,3.1852953424983985,2.193359375,9.109375,0.6884765625,0.1624755859375
9,test,,0.5184992551803589,86.125,86.125,2.205078125,4.0,4.0,669,10,8.57642898202024,10.359375,14.359375,1.890625,0.2783203125,3.552734375,3.4453125,0.3092796777125331,6.65821148275179,4.40625,8.2109375,0.66162109375,0.2587890625,3.1852953424983985,2.20703125,9.1328125,0.69287109375,0.1629638671875
10,test,,0.5379151701927185,86.125,86.125,2.267578125,4.0625,4.0625,649,10,8.489127783201077,10.5234375,14.5,1.8818359375,0.2744140625,3.69921875,3.64453125,0.30917771422818957,6.65821148275179,4.38671875,8.40625,0.6591796875,0.25537109375,3.1852953424983985,2.1796875,9.34375,0.68408203125,0.1590576171875
11,test,,0.5250505805015564,86.25,86.25,2.30078125,3.96875,3.96875,657,10,8.559853002091353,10.5625,14.3046875,1.8251953125,0.26171875,3.736328125,3.697265625,0.30573276280356676,6.65821148275179,4.3828125,8.453125,0.658203125,0.25439453125,3.1852953424983985,2.220703125,9.3046875,0.69677734375,0.1614990234375
12,test,,0.5702638030052185,86.625,86.625,2.326171875,4.015625,4.015625,686,10,8.684766701887067,10.640625,14.3359375,1.8515625,0.257568359375,3.603515625,3.5078125,0.31047397275359223,6.65821148275179,4.36328125,8.5703125,0.6552734375,0.252197265625,3.1852953424983985,2.166015625,9.4921875,0.68017578125,0.1566162109375
